Unnamed: 0,<< Contents,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57
,National Lottery Community Fund - CRI - Wave 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Table 196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SEG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,BASE: All respondents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Gender,,Age,,,,,,,,,English region,,,,,,,,,IMD ranking,,Social grade,,,,,,,Education,,Ethnicity,,,,,Disability,,,,Sexuality,,Feels like part of their community,,Important to feel part of their community,,Intention to volunteer in 2023,,,,,Strength of local community spirit,,Worried about the impact of climate change on local community,
,,Total,Male,Female,16-24,25-34,35-44,45-54,55-64,65+,18-34,35-54,55+,North-West,North-East,Yorkshire & Humberside,West Midlands,East Midlands,South-West,South-East,Eastern,London,Deciles 1-3,Deciles 4-10,AB,C1,C2,D,E,ABC1,C2DE,Non-graduates,Graduates,White,Mixed,Asian,Black,Other,No,NET: Yes,Mental health condition,Physical condition,Heterosexual/straight,Lesbian/gay/bisexual,Yes,No,Important,Not important,NET: Yes,"Yes, and I already do","Yes, and I have done previously","Yes, for the first time",No,Strong,Not strong,Worried,Not worried
,Significance Level: 95%,,a,b,a,b,c,d,e,f,g,h,i,a,b,c,d,e,f,g,h,i,a,b,a,b,c,d,e,f,g,a,b,a,b,c,d,e,a,b,c,d,a,b,a,b,a,b,a,b,c,d,e,a,b,a,b
,Unweighted Total,6241,2812,3396,663,1162,1266,943,1226,981,1825,2209,2207,802,296,623,647,519,675,1019,691,969,2105,4136,1996,2009,1138,681,417,4005,2236,3258,2940,5064,240,446,421,42,4108,2058,1189,992,5627,489,3850,2171,4567,1590,3235,1022,1294,919,2217,3719,2304,3568,2432
,Total,6241,3007,3201,823,1041,1004,1006,961,1406,1864,2010,2367,817,294,612,647,542,640,1027,697,967,2156,4085,1426,2086,1242,933,553,3513,2728,3579,2609,5152,131,557,243,130,4004,2157,1216,1066,5623,486,3806,2198,4476,1669,3109,980,1229,899,2346,3636,2376,3487,2495
,AB,1426,773,646,166,233,250,200,198,380,399,450,577,161,56,115,129,102,146,296,175,247,347,1080,1426,0,0,0,0,1426,0,447,977,1110,44,132,82,54,1030,381,198,173,1294,106,992,403,1137,280,839,310,347,182,432,951,441,823,569
,,0.23,0.26,0.2,0.2,0.22,0.25,0.2,0.21,0.27,0.21,0.22,0.24,0.2,0.19,0.19,0.2,0.19,0.23,0.29,0.25,0.26,0.16,0.26,1,0,0,0,0,0.41,0,0.12,0.37,0.22,0.33,0.24,0.34,0.42,0.26,0.18,0.16,0.16,0.23,0.22,0.26,0.18,0.25,0.17,0.27,0.32,0.28,0.2,0.18,0.26,0.19,0.24,0.23
,,,b,,,,adeg,,,abdegh,,,adeg,,,,,,,abcdef,abcde,abcde,,a,bcdefg,,,,,bcdeg,,,a,,ac,,ac,ac,bcd,,,,,,b,,b,,de,ade,de,,,b,,,
,C1,2086,917,1154,312,378,292,314,301,490,690,606,791,268,96,230,198,177,224,352,217,325,642,1445,0,2086,0,0,0,2086,0,1144,934,1737,43,175,91,26,1417,651,338,328,1851,189,1252,754,1510,556,1035,285,423,327,788,1181,845,1173,835
,,0.33,0.3,0.36,0.38,0.36,0.29,0.31,0.31,0.35,0.37,0.3,0.33,0.33,0.33,0.38,0.31,0.33,0.35,0.34,0.31,0.34,0.3,0.35,0,1,0,0,0,0.59,0,0.32,0.36,0.34,0.33,0.31,0.37,0.2,0.35,0.3,0.28,0.31,0.33,0.39,0.33,0.34,0.34,0.33,0.33,0.29,0.34,0.36,0.34,0.32,0.36,0.34,0.33
,,,,a,cdehi,cdeh,,,,ch,cdehi,,ch,,,dh,,,,,,,,a,,acdefg,,,,acdeg,,,a,,,,e,,bcd,,,,,a,,,,,b,,b,b,b,,a,,
,C2,1242,637,601,186,215,180,196,183,282,401,375,465,149,65,142,139,120,135,198,158,136,451,791,0,0,1242,0,0,0,1242,851,386,1068,20,104,26,23,816,413,222,204,1156,70,766,436,885,340,641,196,243,202,459,739,473,672,525
,,0.2,0.21,0.19,0.23,0.21,0.18,0.19,0.19,0.2,0.22,0.19,0.2,0.18,0.22,0.23,0.21,0.22,0.21,0.19,0.23,0.14,0.21,0.19,0,0,1,0,0,0,0.46,0.24,0.15,0.21,0.15,0.19,0.11,0.17,0.2,0.19,0.18,0.19,0.21,0.14,0.2,0.2,0.2,0.2,0.21,0.2,0.2,0.22,0.2,0.2,0.2,0.19,0.21
,,,b,,ch,,,,,,ch,,,i,i,ai,i,i,i,i,ai,,,,,,abdefg,,,,abdef,b,,bd,,d,,,,,,,b,,,,,,,,,,,,,,
,D,933,436,493,115,139,174,173,140,192,254,347,332,150,45,78,113,97,87,128,92,143,425,507,0,0,0,933,0,0,933,744,179,762,14,104,36,13,584,331,190,146,843,70,546,344,648,264,387,122,152,113,416,515,364,542,347
