Unnamed: 0,<< Contents,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48
,National Lottery Community Fund - CRI - Wave 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Table 103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Q12N.7. I am able to play a role in my community: Thinking about your local community, to what extent do you agree or disagree with the following statements?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,BASE: All respondents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Gender,,Age,,,,,,,,,IMD ranking,,Social grade,,,,,,,Education,,Ethnicity,,,,,Disability,,,,Sexuality,,Feels like part of their community,,Important to feel part of their community,,Intention to volunteer in 2023,,,,,Strength of local community spirit,,Worried about the impact of climate change on local community,
,,Total,Male,Female,16-24,25-34,35-44,45-54,55-64,65+,18-34,35-54,55+,Deciles 1-3,Deciles 4-10,AB,C1,C2,D,E,ABC1,C2DE,Non-graduates,Graduates,White,Mixed,Asian,Black,Other,No,NET: Yes,Mental health condition,Physical condition,Heterosexual/straight,Lesbian/gay/bisexual,Yes,No,Important,Not important,NET: Yes,"Yes, and I already do","Yes, and I have done previously","Yes, for the first time",No,Strong,Not strong,Worried,Not worried
,Significance Level: 95%,,a,b,a,b,c,d,e,f,g,h,i,a,b,a,b,c,d,e,f,g,a,b,a,b,c,d,e,a,b,c,d,a,b,a,b,a,b,a,b,c,d,e,a,b,a,b
,Unweighted Total,8976,4015,4913,933,1712,1863,1359,1747,1362,2645,3222,3109,3004,5972,2822,2887,1590,1020,657,5709,3267,4583,4333,7653,268,480,491,50,5832,3039,1799,1444,8064,745,5632,3041,6650,2219,4644,1463,1895,1286,3177,5455,3218,5114,3545
,Total,8976,4315,4613,1174,1488,1427,1447,1399,2041,2662,2874,3440,3098,5878,2005,2962,1812,1367,830,4968,4008,5127,3774,7598,168,713,304,160,5726,3137,1774,1545,8083,710,5517,3117,6466,2379,4459,1404,1782,1273,3373,5280,3367,4995,3624
,Strongly agree,977,532,438,200,230,156,114,102,175,431,270,276,366,611,278,290,202,125,82,568,409,473,493,716,29,122,66,38,636,330,189,141,858,80,876,87,927,45,821,452,231,138,89,883,86,676,279
,,0.11,0.12,0.1,0.17,0.15,0.11,0.08,0.07,0.09,0.16,0.09,0.08,0.12,0.1,0.14,0.1,0.11,0.09,0.1,0.11,0.1,0.09,0.13,0.09,0.17,0.17,0.22,0.24,0.11,0.11,0.11,0.09,0.11,0.11,0.16,0.03,0.14,0.02,0.18,0.32,0.13,0.11,0.03,0.17,0.03,0.14,0.08
,,,b,,cdefhi,cdefhi,defi,,,,cdefhi,e,,b,,bcdefg,,,,,bd,,,a,,a,a,a,a,d,,,,,,b,,b,,cde,acde,e,e,,b,,b,
,Tend to agree,3154,1558,1588,391,504,551,502,503,701,895,1054,1205,950,2203,802,1067,644,448,192,1869,1285,1672,1466,2671,42,261,111,59,2158,961,517,464,2916,196,2572,528,2800,333,2084,654,858,571,731,2405,705,1897,1203
,,0.35,0.36,0.34,0.33,0.34,0.39,0.35,0.36,0.34,0.34,0.37,0.35,0.31,0.37,0.4,0.36,0.36,0.33,0.23,0.38,0.32,0.33,0.39,0.35,0.25,0.37,0.37,0.37,0.38,0.31,0.29,0.3,0.36,0.28,0.47,0.17,0.43,0.14,0.47,0.47,0.48,0.45,0.22,0.46,0.21,0.38,0.33
,,,,,,,abdfgi,,,,,g,,,a,bcdefg,eg,eg,e,,deg,e,,a,b,,b,b,,bcd,,,,b,,b,,b,,e,e,e,e,,b,,b,
,Neither agree nor disagree,2605,1207,1382,294,388,359,413,461,690,682,772,1150,896,1709,543,874,539,407,242,1417,1188,1584,994,2262,46,177,70,42,1691,883,473,445,2359,202,1445,1018,1752,806,957,187,441,330,1199,1331,1150,1329,1145
,,0.29,0.28,0.3,0.25,0.26,0.25,0.29,0.33,0.34,0.26,0.27,0.33,0.29,0.29,0.27,0.29,0.3,0.3,0.29,0.29,0.3,0.31,0.26,0.3,0.27,0.25,0.23,0.26,0.3,0.28,0.27,0.29,0.29,0.28,0.26,0.33,0.27,0.34,0.21,0.13,0.25,0.26,0.36,0.25,0.34,0.27,0.32
,,,,a,,,,cg,abcdgh,abcdgh,,,abcdgh,,,,a,,,,,a,b,,cd,,,,,c,,,,,,,a,,a,b,,ab,ab,abcd,,a,,a
,Tend to disagree,1248,557,681,181,201,194,230,174,269,381,424,442,465,783,239,435,232,195,147,673,574,722,519,1071,26,97,29,21,719,507,309,262,1097,123,412,788,635,592,398,68,181,149,700,421,789,637,554
