Unnamed: 0,<< Contents,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57
,,0.04,0.04,0.04,0.05,0.04,0.04,0.03,0.04,0.03,0.05,0.03,0.03,0.03,0.02,0.03,0.03,0.04,0.05,0.04,0.03,0.03,0.03,0.04,0.05,0.04,0.03,0.03,0.04,0.04,0.03,0.03,0.04,0.04,0.05,0.02,0.04,0.02,0.04,0.04,0.04,0.04,0.03,0.05,0.03,0.04,0.03,0.04,0.04,0.04,0.04,0.04,0.03,0.04,0.04,0.04,0.03
,,,,,dfh,df,,,d,,dfhi,,,,,,,,ab,,,,,,cdg,,,,,cg,,,a,,c,,,,,,,,,a,,,,,,,,,,,,,
,2,257,150,107,42,53,50,34,29,50,95,84,79,35,11,34,30,15,25,43,20,44,90,167,70,84,52,33,18,154,104,130,127,205,5,25,9,13,158,97,60,51,218,31,170,79,201,53,159,48,66,45,71,178,77,160,90
,,0.04,0.05,0.03,0.05,0.05,0.05,0.03,0.03,0.04,0.05,0.04,0.03,0.04,0.04,0.06,0.05,0.03,0.04,0.04,0.03,0.05,0.04,0.04,0.05,0.04,0.04,0.04,0.03,0.04,0.04,0.04,0.05,0.04,0.04,0.04,0.04,0.1,0.04,0.04,0.05,0.05,0.04,0.06,0.04,0.04,0.04,0.03,0.05,0.05,0.05,0.05,0.03,0.05,0.03,0.05,0.04
,,,b,,ei,ei,ei,,,,dei,,,,,eh,,,,,,,,,,,,,,,,,a,,,,,,,,,,,a,,,b,,e,e,e,e,,b,,,
,3,265,128,133,38,56,38,37,35,60,94,76,95,29,12,24,32,23,28,40,29,47,85,179,66,89,54,36,20,155,110,131,131,206,6,34,13,6,165,94,51,52,231,29,175,86,198,61,151,55,51,45,87,172,84,155,99
,,0.04,0.04,0.04,0.05,0.05,0.04,0.04,0.04,0.04,0.05,0.04,0.04,0.04,0.04,0.04,0.05,0.04,0.04,0.04,0.04,0.05,0.04,0.04,0.05,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.05,0.04,0.05,0.06,0.05,0.04,0.04,0.04,0.04,0.05,0.04,0.06,0.05,0.04,0.04,0.04,0.05,0.06,0.04,0.05,0.04,0.05,0.04,0.04,0.04
,,,,,,eh,,,,,h,,,,,,,,,,,,,,,,,,,,,,a,,,a,,,,,,,,a,,,,,e,e,,,,b,,,
,4,230,114,116,32,45,36,33,29,56,77,68,84,32,10,15,15,18,30,50,27,34,73,157,63,87,38,30,11,150,79,119,107,186,8,28,7,0,156,73,48,33,203,23,146,75,168,59,107,42,33,33,92,132,91,139,88
,,0.04,0.04,0.04,0.04,0.04,0.04,0.03,0.03,0.04,0.04,0.03,0.04,0.04,0.03,0.02,0.02,0.03,0.05,0.05,0.04,0.03,0.03,0.04,0.04,0.04,0.03,0.03,0.02,0.04,0.03,0.03,0.04,0.04,0.06,0.05,0.03,0,0.04,0.03,0.04,0.03,0.04,0.05,0.04,0.03,0.04,0.04,0.03,0.04,0.03,0.04,0.04,0.04,0.04,0.04,0.04
,,,,,,,,,,,,,,,,,,,cd,cd,,,,,eg,eg,,,,eg,,,,,ad,,,,,,,,,,,,,,,c,,,c,,,,
,5,298,154,143,44,60,37,39,44,74,104,76,118,44,17,28,30,24,27,45,31,53,108,190,79,86,64,34,36,166,133,166,130,247,8,22,9,12,175,120,77,52,265,25,192,93,220,72,142,56,49,37,115,173,118,183,104
,,0.05,0.05,0.04,0.05,0.06,0.04,0.04,0.05,0.05,0.06,0.04,0.05,0.05,0.06,0.05,0.05,0.04,0.04,0.04,0.04,0.05,0.05,0.05,0.06,0.04,0.05,0.04,0.06,0.05,0.05,0.05,0.05,0.05,0.06,0.04,0.04,0.09,0.04,0.06,0.06,0.05,0.05,0.05,0.05,0.04,0.05,0.04,0.05,0.06,0.04,0.04,0.05,0.05,0.05,0.05,0.04
,,,,,,ch,,,,,ch,,,,,,,,,,,,,,bd,,,,bd,,,,,,,,,,,a,a,,,,,,,,,,,,,,,,
,6,238,115,123,34,39,36,37,40,53,73,73,93,32,10,17,29,24,24,40,23,41,73,166,68,79,40,32,19,147,91,125,113,195,3,25,11,3,156,80,44,43,214,20,138,92,175,63,125,39,50,35,84,151,83,135,94
,,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.03,0.03,0.04,0.04,0.04,0.04,0.03,0.04,0.03,0.04,0.05,0.04,0.03,0.03,0.03,0.04,0.03,0.03,0.04,0.04,0.02,0.05,0.05,0.03,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.03,0.04,0.04
,,,,,,,,,,,,,,,,,,,,,,,,,cg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7,217,92,122,23,34,37,28,40,55,57,65,95,19,15,20,30,21,18,32,30,34,79,138,50,75,40,33,19,125,92,124,93,174,5,18,12,6,141,73,35,38,199,13,119,92,143,72,99,25,38,37,101,122,89,133,81
,,0.03,0.03,0.04,0.03,0.03,0.04,0.03,0.04,0.04,0.03,0.03,0.04,0.02,0.05,0.03,0.05,0.04,0.03,0.03,0.04,0.03,0.04,0.03,0.03,0.04,0.03,0.04,0.03,0.04,0.03,0.03,0.04,0.03,0.04,0.03,0.05,0.05,0.04,0.03,0.03,0.04,0.04,0.03,0.03,0.04,0.03,0.04,0.03,0.03,0.03,0.04,0.04,0.03,0.04,0.04,0.03
,,,,,,,,,,,,,,,a,,a,,,,a,,,,,,,,,,,,,,,,,,,,,,,,,a,,a,,,,,ab,,,,
,8,211,94,114,20,41,27,33,43,47,62,60,90,29,15,25,23,23,29,29,17,21,68,143,46,73,35,30,28,119,92,124,87,187,4,12,7,0,112,92,47,49,192,19,121,85,144,66,84,20,42,22,98,117,85,135,73
,,0.03,0.03,0.04,0.02,0.04,0.03,0.03,0.04,0.03,0.03,0.03,0.04,0.04,0.05,0.04,0.03,0.04,0.05,0.03,0.02,0.02,0.03,0.03,0.03,0.03,0.03,0.03,0.05,0.03,0.03,0.03,0.03,0.04,0.03,0.02,0.03,0,0.03,0.04,0.04,0.05,0.03,0.04,0.03,0.04,0.03,0.04,0.03,0.02,0.03,0.02,0.04,0.03,0.04,0.04,0.03
,,,,,,,,,ach,,,,,,hi,i,,i,hi,,,,,,,,,,c,,,,,,,,,,,a,,a,,,,,,,,,b,,abd,,,b,
,9,268,128,138,33,48,47,39,33,67,82,87,100,40,8,33,21,20,33,37,36,40,111,157,55,90,58,45,20,145,123,167,99,227,7,19,9,6,165,98,59,45,248,16,153,107,183,82,110,30,41,39,116,145,107,127,127
,,0.04,0.04,0.04,0.04,0.05,0.05,0.04,0.03,0.05,0.04,0.04,0.04,0.05,0.03,0.05,0.03,0.04,0.05,0.04,0.05,0.04,0.05,0.04,0.04,0.04,0.05,0.05,0.04,0.04,0.05,0.05,0.04,0.04,0.05,0.03,0.04,0.05,0.04,0.05,0.05,0.04,0.04,0.03,0.04,0.05,0.04,0.05,0.04,0.03,0.03,0.04,0.05,0.04,0.04,0.04,0.05
,,,,,,,,,,,,,,,,,,,,,,,b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,abc,,,,a
,10,246,91,154,27,30,33,42,47,65,58,75,113,35,16,24,26,18,25,34,31,36,75,171,45,84,62,30,25,128,117,159,87,203,4,21,9,6,149,95,51,51,220,22,141,91,177,64,98,29,39,31,107,134,99,143,94
,,0.04,0.03,0.05,0.03,0.03,0.03,0.04,0.05,0.05,0.03,0.04,0.05,0.04,0.06,0.04,0.04,0.03,0.04,0.03,0.04,0.04,0.03,0.04,0.03,0.04,0.05,0.03,0.05,0.04,0.04,0.04,0.03,0.04,0.03,0.04,0.04,0.05,0.04,0.04,0.04,0.05,0.04,0.04,0.04,0.04,0.04,0.04,0.03,0.03,0.03,0.03,0.05,0.04,0.04,0.04,0.04
,,,,a,,,,,bcg,bg,,,bcg,,,,,,,,,,,,,,af,,,,a,b,,,,,,,,,,,,,,,,,,,,,abc,,,,
,11,241,95,145,24,37,29,42,48,61,61,71,109,30,10,26,15,22,30,41,27,39,80,162,48,88,47,35,23,136,105,150,92,206,5,20,5,3,149,89,52,47,218,22,144,94,178,61,100,29,51,20,97,134,98,129,102
,,0.04,0.03,0.05,0.03,0.04,0.03,0.04,0.05,0.04,0.03,0.04,0.05,0.04,0.04,0.04,0.02,0.04,0.05,0.04,0.04,0.04,0.04,0.04,0.03,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.02,0.02,0.04,0.04,0.04,0.04,0.04,0.05,0.04,0.04,0.04,0.04,0.03,0.03,0.04,0.02,0.04,0.04,0.04,0.04,0.04
,,,,a,,,,,acgh,,,,cg,,,,,,d,,,,,,,,,,,,,,,d,,,,,,,,,,,,,,,,,d,,d,,,,
,12,197,73,124,20,23,33,39,36,46,43,72,82,30,5,18,16,15,17,37,32,26,58,139,42,64,43,30,19,105,92,123,73,184,1,5,3,3,113,83,46,38,182,13,109,81,136,59,82,31,31,19,81,109,85,126,66
,,0.03,0.02,0.04,0.02,0.02,0.03,0.04,0.04,0.03,0.02,0.04,0.03,0.04,0.02,0.03,0.02,0.03,0.03,0.04,0.05,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.04,0.01,0.01,0.01,0.02,0.03,0.04,0.04,0.04,0.03,0.03,0.03,0.04,0.03,0.04,0.03,0.03,0.03,0.02,0.03,0.03,0.04,0.04,0.03
,,,,a,,,,bg,bg,,,bg,bg,,,,,,,,bdi,,,,,,,,,,,,,bcd,,,,,,a,,,,,,,,,,,,,d,,,b,
,NET: Rank 1,226,107,114,39,46,37,26,40,38,85,63,78,25,5,21,22,19,34,42,24,34,75,151,67,78,32,25,24,145,81,114,111,192,7,14,10,3,145,77,47,38,192,26,126,94,153,72,120,41,47,32,72,134,88,137,85
,,0.04,0.04,0.04,0.05,0.04,0.04,0.03,0.04,0.03,0.05,0.03,0.03,0.03,0.02,0.03,0.03,0.04,0.05,0.04,0.03,0.03,0.03,0.04,0.05,0.04,0.03,0.03,0.04,0.04,0.03,0.03,0.04,0.04,0.05,0.02,0.04,0.02,0.04,0.04,0.04,0.04,0.03,0.05,0.03,0.04,0.03,0.04,0.04,0.04,0.04,0.04,0.03,0.04,0.04,0.04,0.03
,,,,,dfh,df,,,d,,dfhi,,,,,,,,ab,,,,,,cdg,,,,,cg,,,a,,c,,,,,,,,,a,,,,,,,,,,,,,
,NET: Rank 1-3,748,385,355,119,155,125,97,104,148,274,222,252,89,29,79,84,58,87,125,73,124,250,498,203,251,138,94,63,453,294,375,369,603,18,73,32,21,469,268,158,141,641,86,471,259,552,186,431,144,164,123,229,484,249,453,273
,,0.12,0.13,0.11,0.15,0.15,0.12,0.1,0.11,0.11,0.15,0.11,0.11,0.11,0.1,0.13,0.13,0.11,0.14,0.12,0.1,0.13,0.12,0.12,0.14,0.12,0.11,0.1,0.11,0.13,0.11,0.1,0.14,0.12,0.14,0.13,0.13,0.16,0.12,0.12,0.13,0.13,0.11,0.18,0.12,0.12,0.12,0.11,0.14,0.15,0.13,0.14,0.1,0.13,0.1,0.13,0.11
,,,b,,defhi,defhi,d,,,,defhi,,,,,,,,,,,,,,bcdg,,,,,dg,,,a,,,,,,,,,,,a,,,,,e,e,e,e,,b,,b,
,NET: Rank 1-5,1276,653,614,196,260,197,169,177,277,455,366,454,165,55,122,130,99,143,220,131,210,431,845,345,424,240,158,109,769,506,660,606,1036,34,123,47,34,800,460,283,226,1110,134,810,427,940,317,680,241,246,192,437,789,458,774,465
,,0.2,0.22,0.19,0.24,0.25,0.2,0.17,0.18,0.2,0.24,0.18,0.19,0.2,0.19,0.2,0.2,0.18,0.22,0.21,0.19,0.22,0.2,0.21,0.24,0.2,0.19,0.17,0.2,0.22,0.19,0.18,0.23,0.2,0.26,0.22,0.2,0.26,0.2,0.21,0.23,0.21,0.2,0.28,0.21,0.19,0.21,0.19,0.22,0.25,0.2,0.21,0.19,0.22,0.19,0.22,0.19
,,,b,,cdefhi,cdefhi,,,,,cdefhi,,,,,,,,,,,,,,bcdfg,,,,,dg,,,a,,ad,,,,,,a,,,a,,,,,e,ce,,,,b,,b,
,NET: Rank 1-12,2895,1341,1535,377,513,439,430,464,672,890,869,1136,380,134,285,291,242,320,470,327,447,975,1921,698,977,566,393,262,1675,1220,1633,1249,2413,63,244,102,62,1786,1071,617,537,2583,258,1735,1069,2075,783,1377,444,538,395,1121,1702,1103,1702,1102
,,0.46,0.45,0.48,0.46,0.49,0.44,0.43,0.48,0.48,0.48,0.43,0.48,0.47,0.46,0.47,0.45,0.45,0.5,0.46,0.47,0.46,0.45,0.47,0.49,0.47,0.46,0.42,0.47,0.48,0.45,0.46,0.48,0.47,0.48,0.44,0.42,0.47,0.45,0.5,0.51,0.5,0.46,0.53,0.46,0.49,0.46,0.47,0.44,0.45,0.44,0.44,0.48,0.47,0.46,0.49,0.44
,,,,a,,cdh,,,cdh,dh,cdh,,cdh,,,,,,,,,,,,dg,d,,,,dg,,,,,,,,,,a,a,a,,a,,a,,,,,,,acd,,,b,
,"Columns Tested: a,b - a,b,c,d,e,f,g,h,i - a,b,c,d,e,f,g,h,i - a,b - a,b,c,d,e,f,g - a,b - a,b,c,d,e - a,b,c,d - a,b - a,b - a,b - a,b,c,d,e - a,b - a,b",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Prepared by Savanta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
