Unnamed: 0,<< Contents,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48
,National Lottery Community Fund - CRI - Wave 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Table 10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Q4_W3. Summary: Rank 1-10 - You said that you intend to volunteer in your local community next year. In which of the following areas do you think you might do this?By 'local community' we mean the local area where you live.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,BASE: All respondents who intend to volunteer in their community in the next 12 months,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Gender,,Age,,,,,,,,,IMD ranking,,Social grade,,,,,,,Education,,Ethnicity,,,,,Disability,,,,Sexuality,,Feels like part of their community,,Important to feel part of their community,,Intention to volunteer in 2023,,,,,Strength of local community spirit,,Worried about the impact of climate change on local community,
,,Total,Male,Female,16-24,25-34,35-44,45-54,55-64,65+,18-34,35-54,55+,Deciles 1-3,Deciles 4-10,AB,C1,C2,D,E,ABC1,C2DE,Non-graduates,Graduates,White,Mixed,Asian,Black,Other,No,NET: Yes,Mental health condition,Physical condition,Heterosexual/straight,Lesbian/gay/bisexual,Yes,No,Important,Not important,NET: Yes,"Yes, and I already do","Yes, and I have done previously","Yes, for the first time",No,Strong,Not strong,Worried,Not worried
,Significance Level: 95%,,a,b,a,b,c,d,e,f,g,h,i,a,b,a,b,c,d,e,f,g,a,b,a,b,c,d,e,a,b,c,d,a,b,a,b,a,b,a,b,c,d,*e,a,b,a,b
,Unweighted Total,4644,2114,2499,664,1066,1016,624,728,546,1730,1640,1274,1595,3049,1675,1455,817,445,252,3130,1514,1998,2625,3662,191,342,396,39,2974,1620,1011,709,4121,433,3574,1000,4138,485,4644,1463,1895,1286,0,3505,1070,3019,1531
,Total,4459,2168,2260,823,909,761,625,561,780,1732,1386,1341,1588,2871,1165,1476,930,575,314,2641,1818,2177,2256,3459,119,502,241,124,2824,1584,948,715,3971,390,3414,972,3908,525,4459,1404,1782,1273,0,3313,1075,2868,1492
,Food banks,1766,776,978,382,450,320,248,181,184,832,568,366,699,1067,455,567,389,229,127,1021,745,831,924,1279,51,247,112,73,1086,664,426,282,1556,170,1383,360,1584,173,1766,478,728,560,0,1371,372,1242,500
,,0.4,0.36,0.43,0.46,0.5,0.42,0.4,0.32,0.24,0.48,0.41,0.27,0.44,0.37,0.39,0.38,0.42,0.4,0.4,0.39,0.41,0.38,0.41,0.37,0.43,0.49,0.46,0.59,0.38,0.42,0.45,0.39,0.39,0.44,0.41,0.37,0.41,0.33,0.4,0.34,0.41,0.44,0,0.41,0.35,0.43,0.33
,,,,a,defhi,cdefhi,efi,efi,fi,,cdefhi,efi,,b,,,,,,,,,,,,,a,a,a,,a,ad,,,,b,,b,,b,,b,ab,,b,,b,
,Supporting older people,1751,857,880,343,363,268,245,217,316,706,512,533,644,1107,465,558,391,223,115,1022,728,860,884,1277,47,241,108,71,1098,640,410,282,1565,151,1417,311,1589,150,1751,532,716,503,0,1387,343,1191,532
,,0.39,0.4,0.39,0.42,0.4,0.35,0.39,0.39,0.41,0.41,0.37,0.4,0.41,0.39,0.4,0.38,0.42,0.39,0.37,0.39,0.4,0.39,0.39,0.37,0.4,0.48,0.45,0.57,0.39,0.4,0.43,0.39,0.39,0.39,0.42,0.32,0.41,0.29,0.39,0.38,0.4,0.4,0,0.42,0.32,0.42,0.36
,,,,,ch,c,,,,c,ch,,c,,,,,b,,,,,,,,,a,a,ab,,,a,,,,b,,b,,,,,,,b,,b,
,Environment (e.g. litter picking),1724,921,792,302,374,271,242,223,313,676,513,535,597,1128,497,562,398,184,84,1058,666,787,930,1361,46,174,79,60,1154,547,320,259,1545,153,1378,326,1563,148,1724,482,712,531,0,1319,388,1186,509
,,0.39,0.42,0.35,0.37,0.41,0.36,0.39,0.4,0.4,0.39,0.37,0.4,0.38,0.39,0.43,0.38,0.43,0.32,0.27,0.4,0.37,0.36,0.41,0.39,0.38,0.35,0.33,0.48,0.41,0.35,0.34,0.36,0.39,0.39,0.4,0.34,0.4,0.28,0.39,0.34,0.4,0.42,0,0.4,0.36,0.41,0.34
,,,b,,,ch,,,,,,,c,,,bdeg,de,bdeg,,,deg,e,,a,d,,,,,bcd,,,,,,b,,b,,b,,b,b,,b,,b,
,Charity shops,1675,764,897,391,381,275,201,187,240,772,476,427,653,1022,401,547,366,242,119,948,727,859,807,1185,48,251,111,70,1062,591,369,251,1493,143,1320,327,1479,184,1675,477,677,521,0,1275,369,1158,487
,,0.38,0.35,0.4,0.47,0.42,0.36,0.32,0.33,0.31,0.45,0.34,0.32,0.41,0.36,0.34,0.37,0.39,0.42,0.38,0.36,0.4,0.39,0.36,0.34,0.41,0.5,0.46,0.57,0.38,0.37,0.39,0.35,0.38,0.37,0.39,0.34,0.38,0.35,0.38,0.34,0.38,0.41,0,0.38,0.34,0.4,0.33
,,,,a,bcdefhi,cdefhi,fi,,,,cdefhi,,,b,,,,a,af,,,af,b,,,,ab,a,a,,,,,,,b,,,,b,,b,ab,,b,,b,
,Supporting young people,1347,618,717,318,366,262,161,103,136,684,424,239,510,837,403,421,296,152,77,823,524,557,790,941,47,191,105,57,841,493,335,197,1181,145,1049,280,1202,136,1347,441,550,357,0,1044,287,899,432
,,0.3,0.29,0.32,0.39,0.4,0.34,0.26,0.18,0.17,0.39,0.31,0.18,0.32,0.29,0.35,0.29,0.32,0.26,0.25,0.31,0.29,0.26,0.35,0.27,0.4,0.38,0.44,0.46,0.3,0.31,0.35,0.28,0.3,0.37,0.31,0.29,0.31,0.26,0.3,0.31,0.31,0.28,0,0.31,0.27,0.31,0.29
,,,,a,defhi,cdefhi,defhi,efi,,,cdefhi,defi,,b,,bdefg,,de,,,de,,,a,,a,a,a,a,,,abd,,,a,,,b,,,,,,,b,,,
,"Supporting people with multiple and complex needs (e.g. disabled, disadvantaged, homelessness, mental health issues)",1111,547,554,265,319,176,126,99,125,584,303,224,445,666,310,320,268,124,89,629,482,471,634,778,36,148,85,59,620,482,332,204,960,133,866,231,989,115,1111,395,429,287,0,864,234,765,327
,,0.25,0.25,0.25,0.32,0.35,0.23,0.2,0.18,0.16,0.34,0.22,0.17,0.28,0.23,0.27,0.22,0.29,0.22,0.28,0.24,0.26,0.22,0.28,0.22,0.31,0.29,0.35,0.47,0.22,0.3,0.35,0.28,0.24,0.34,0.25,0.24,0.25,0.22,0.25,0.28,0.24,0.23,0,0.26,0.22,0.27,0.22
,,,,,cdefhi,cdefhi,efi,,,,cdefhi,efi,,b,,bdf,,bdf,,bd,,bdf,,a,,a,a,a,abc,,a,abd,a,,a,,,,,,acd,,,,b,,b,
,Animal welfare,1097,528,560,281,250,172,126,131,138,530,298,269,418,680,283,375,238,126,74,659,438,509,588,850,33,112,45,54,638,444,291,183,934,132,839,248,964,124,1097,323,445,330,0,833,255,770,304
,,0.25,0.24,0.25,0.34,0.27,0.23,0.2,0.23,0.18,0.31,0.22,0.2,0.26,0.24,0.24,0.25,0.26,0.22,0.24,0.25,0.24,0.23,0.26,0.25,0.28,0.22,0.19,0.44,0.23,0.28,0.31,0.26,0.24,0.34,0.25,0.25,0.25,0.24,0.25,0.23,0.25,0.26,0,0.25,0.24,0.27,0.2
,,,,,bcdefhi,cdefhi,f,,f,,cdefhi,,,b,,,,,,,,,,a,d,d,,,acd,,a,ad,,,a,,,,,,,,,,,,b,
,"Supporting people with the cost of living (e.g. budget management, cooking meals)",913,459,448,240,242,165,106,81,78,482,272,159,367,546,266,272,217,102,56,538,375,407,505,629,33,137,59,50,544,362,252,146,800,94,741,157,819,85,913,310,335,268,0,731,171,636,261
,,0.2,0.21,0.2,0.29,0.27,0.22,0.17,0.14,0.1,0.28,0.2,0.12,0.23,0.19,0.23,0.18,0.23,0.18,0.18,0.2,0.21,0.19,0.22,0.18,0.28,0.27,0.24,0.41,0.19,0.23,0.27,0.2,0.2,0.24,0.22,0.16,0.21,0.16,0.2,0.22,0.19,0.21,0,0.22,0.16,0.22,0.17
,,,,,cdefhi,cdefhi,defi,fi,f,,cdefhi,efi,,b,,bdf,,bd,,,,,,a,,a,a,a,ad,,a,abd,,,,b,,b,,,c,,,,b,,b,
