Unnamed: 0,<< Contents,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57
,National Lottery Community Fund - CRI - Wave 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Table 137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Q25.5. The voices of young people in my community are listened to: To what extent do you agree or disagree, if at all, with the following statements about what life is like for young people, aged 16-24, in your local community?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,BASE: All respondents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Gender,,Age,,,,,,,,,English region,,,,,,,,,IMD ranking,,Social grade,,,,,,,Education,,Ethnicity,,,,,Disability,,,,Sexuality,,Feels like part of their community,,Important to feel part of their community,,Intention to volunteer in 2023,,,,,Strength of local community spirit,,Worried about the impact of climate change on local community,
,,Total,Male,Female,16-24,25-34,35-44,45-54,55-64,65+,18-34,35-54,55+,North-West,North-East,Yorkshire & Humberside,West Midlands,East Midlands,South-West,South-East,Eastern,London,Deciles 1-3,Deciles 4-10,AB,C1,C2,D,E,ABC1,C2DE,Non-graduates,Graduates,White,Mixed,Asian,Black,Other,No,NET: Yes,Mental health condition,Physical condition,Heterosexual/straight,Lesbian/gay/bisexual,Yes,No,Important,Not important,NET: Yes,"Yes, and I already do","Yes, and I have done previously","Yes, for the first time",No,Strong,Not strong,Worried,Not worried
,Significance Level: 95%,,a,b,a,b,c,d,e,f,g,h,i,a,b,c,d,e,f,g,h,i,a,b,a,b,c,d,e,f,g,a,b,a,b,c,d,e,a,b,c,d,a,b,a,b,a,b,a,b,c,d,e,a,b,a,b
,Unweighted Total,6241,2812,3396,663,1162,1266,943,1226,981,1825,2209,2207,802,296,623,647,519,675,1019,691,969,2105,4136,1996,2009,1138,681,417,4005,2236,3258,2940,5064,240,446,421,42,4108,2058,1189,992,5627,489,3850,2171,4567,1590,3235,1022,1294,919,2217,3719,2304,3568,2432
,Total,6241,3007,3201,823,1041,1004,1006,961,1406,1864,2010,2367,817,294,612,647,542,640,1027,697,967,2156,4085,1426,2086,1242,933,553,3513,2728,3579,2609,5152,131,557,243,130,4004,2157,1216,1066,5623,486,3806,2198,4476,1669,3109,980,1229,899,2346,3636,2376,3487,2495
,Strongly agree,425,234,191,148,140,60,27,23,26,289,87,50,38,23,34,65,26,27,51,34,129,189,237,119,128,86,59,33,247,178,180,240,226,20,104,42,31,259,156,99,55,360,43,355,64,391,28,365,190,107,68,43,377,40,316,100
,,0.07,0.08,0.06,0.18,0.13,0.06,0.03,0.02,0.02,0.15,0.04,0.02,0.05,0.08,0.06,0.1,0.05,0.04,0.05,0.05,0.13,0.09,0.06,0.08,0.06,0.07,0.06,0.06,0.07,0.07,0.05,0.09,0.04,0.15,0.19,0.17,0.24,0.06,0.07,0.08,0.05,0.06,0.09,0.09,0.03,0.09,0.02,0.12,0.19,0.09,0.08,0.02,0.1,0.02,0.09,0.04
,,,b,,bcdefhi,cdefhi,defhi,,,,cdefhi,defi,,,af,,acefgh,,,,,abcdefgh,b,,bg,,,,,,,,a,,a,a,a,a,,d,ad,,,a,b,,b,,cde,acde,e,e,,b,,b,
,Tend to agree,968,515,447,175,221,188,128,105,151,395,316,257,127,23,107,107,89,102,159,80,174,334,634,268,315,190,147,49,583,385,489,470,716,25,130,63,28,672,286,159,108,862,79,783,168,862,101,658,216,264,178,229,783,174,626,328
,,0.16,0.17,0.14,0.21,0.21,0.19,0.13,0.11,0.11,0.21,0.16,0.11,0.16,0.08,0.18,0.17,0.16,0.16,0.16,0.11,0.18,0.16,0.16,0.19,0.15,0.15,0.16,0.09,0.17,0.14,0.14,0.18,0.14,0.19,0.23,0.26,0.22,0.17,0.13,0.13,0.1,0.15,0.16,0.21,0.08,0.19,0.06,0.21,0.22,0.21,0.2,0.1,0.22,0.07,0.18,0.13
,,,b,,defhi,defhi,defhi,,,,defhi,defi,,bh,,bh,bh,bh,bh,bh,,bh,,,bcefg,e,e,e,,eg,e,,a,,a,a,ab,,bcd,d,d,,,,b,,b,,e,e,e,e,,b,,b,
,Neither agree nor disagree,1640,780,855,173,210,266,264,307,420,382,530,727,207,76,167,167,142,175,264,214,227,504,1137,342,531,356,265,146,873,767,1009,618,1378,26,133,61,37,1097,527,266,281,1495,119,1077,500,1235,383,795,234,310,251,596,1005,585,862,714
,,0.26,0.26,0.27,0.21,0.2,0.26,0.26,0.32,0.3,0.21,0.26,0.31,0.25,0.26,0.27,0.26,0.26,0.27,0.26,0.31,0.24,0.23,0.28,0.24,0.25,0.29,0.28,0.26,0.25,0.28,0.28,0.24,0.27,0.2,0.24,0.25,0.29,0.27,0.24,0.22,0.26,0.27,0.25,0.28,0.23,0.28,0.23,0.26,0.24,0.25,0.28,0.25,0.28,0.25,0.25,0.29
