Unnamed: 0,<< Contents,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36
,P024065 BBC 100 Women10th Anniversary Survey 2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Table 10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Q6_5. Access medically safe abortions: Compared with 10 years ago (i.e. 2012), is it generally easier or more difficult for women in your country to do each of the following?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,BASE: All respondents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Total,Brazil,China,Egypt,India,Indonesia,Kenya,Mexico,Nigeria,Pakistan,Russia,Saudi Arabia,Turkey,UK,Ukraine,USA,18-24,25-34,35-44,45-54,55-64,65+,18-34,35-54,55+,Working (full time or part time),Not working,In education,Retired,"Other (incl. house wife, full time carer)",Single,NET: In a relationship,Living as a couple/Co-habiting,Married / civil partnership,Separated/divorced/widowed
,Significance Level: 95%,,a,b,c,d,e,f,g,h,i,j,k,l,m,n,o,a,b,c,d,e,f,g,h,i,a,b,c,d,e,a,b,c,d,e
,Unweighted Total,15723,1008,1025,1067,1107,1061,1022,1109,1018,1006,1010,1012,1160,1067,1009,1042,2783,3933,3188,2452,1800,1567,6716,5640,3367,9808,1729,1142,1391,1653,4049,9699,2237,7462,1792
,Total,15723,1008,1025,1067,1107,1061,1022,1109,1018,1006,1010,1012,1160,1067,1009,1042,2585,3428,3037,2724,2084,1865,6014,5761,3949,9703,1725,1078,1586,1631,3857,9765,2304,7461,1931
,Much easier,3782,126,477,325,323,89,235,334,250,194,245,184,370,241,230,159,603,841,740,696,451,451,1444,1437,901,2613,309,223,330,307,800,2567,644,1923,388
,,0.24,0.12,0.47,0.3,0.29,0.08,0.23,0.3,0.25,0.19,0.24,0.18,0.32,0.23,0.23,0.15,0.23,0.25,0.24,0.26,0.22,0.24,0.24,0.25,0.23,0.27,0.18,0.21,0.21,0.19,0.21,0.26,0.28,0.26,0.2
,,,e,acdefghijklmno,aefhijkmno,aefhijkmno,,aeiko,aefhijkmno,aeiko,aeo,aeiko,ae,aefhijkmno,aeko,aeko,e,,e,e,ei,,,e,ei,,bcde,,,b,,,ae,ade,ae,
,Slightly easier,4072,207,319,283,352,237,304,366,266,278,289,217,313,293,219,130,610,950,756,735,526,495,1560,1491,1021,2700,343,269,403,357,921,2662,593,2069,458
,,0.26,0.21,0.31,0.26,0.32,0.22,0.3,0.33,0.26,0.28,0.29,0.21,0.27,0.27,0.22,0.12,0.24,0.28,0.25,0.27,0.25,0.27,0.26,0.26,0.26,0.28,0.2,0.25,0.25,0.22,0.24,0.27,0.26,0.28,0.24
,,,o,acehklno,aekno,acehiklmno,o,aekno,acehijklmno,aekno,aekno,aekno,o,aekno,aekno,o,,,acgh,,a,,a,a,a,a,bce,,b,be,,,ae,,ae,
,About the same,3294,286,153,188,157,244,132,226,172,154,284,250,193,337,332,187,448,623,668,595,524,436,1071,1263,960,2014,391,163,409,318,756,2049,458,1591,458
,,0.21,0.28,0.15,0.18,0.14,0.23,0.13,0.2,0.17,0.15,0.28,0.25,0.17,0.32,0.33,0.18,0.17,0.18,0.22,0.22,0.25,0.23,0.18,0.22,0.24,0.21,0.23,0.15,0.26,0.19,0.2,0.21,0.2,0.21,0.24
,,,bcdefghilo,,df,,bcdfhilo,,bdfhil,f,,bcdefghilo,bcdfghilo,f,bcdefghiklo,abcdefghijklo,df,,,abg,abg,abcdgh,abg,,abg,abcdgh,c,ce,,abce,c,,,,a,abcd
,Slightly more difficult,1632,140,31,100,116,179,177,76,139,143,51,93,118,50,46,171,343,382,305,231,199,171,725,536,371,922,219,159,130,201,482,915,211,704,214
,,0.1,0.14,0.03,0.09,0.1,0.17,0.17,0.07,0.14,0.14,0.05,0.09,0.1,0.05,0.05,0.16,0.13,0.11,0.1,0.08,0.1,0.09,0.12,0.09,0.09,0.1,0.13,0.15,0.08,0.12,0.12,0.09,0.09,0.09,0.11
,,,bcdgjklmn,,bgjmn,bgjmn,bcdghjklmn,abcdghjklmn,bmn,bcdgjklmn,bcdgjklmn,b,bgjmn,bgjmn,b,,bcdgjklmn,bcdefhi,dfhi,d,,,,cdefhi,,,,ad,ad,,ad,bcd,,,,bcd
,Much more difficult,1570,148,19,92,100,158,138,64,133,129,27,109,113,20,15,305,333,368,298,238,174,159,700,536,334,860,216,129,142,222,456,872,221,651,211
,,0.1,0.15,0.02,0.09,0.09,0.15,0.14,0.06,0.13,0.13,0.03,0.11,0.1,0.02,0.01,0.29,0.13,0.11,0.1,0.09,0.08,0.09,0.12,0.09,0.08,0.09,0.13,0.12,0.09,0.14,0.12,0.09,0.1,0.09,0.11
,,,bcdgjklmn,,bgjmn,bgjmn,bcdgjklmn,bcdgjlmn,bjmn,bcdgjlmn,bcdgjlmn,,bgjmn,bgjmn,,,abcdefghijklmn,bcdefhi,defhi,,,,,cdefhi,,,,ad,ad,,ad,bcd,,,,bd
,Don't know,1373,101,25,80,60,154,35,43,58,108,114,159,53,125,167,90,248,265,270,228,209,153,513,498,362,594,247,135,172,225,443,700,177,522,203
,,0.09,0.1,0.02,0.07,0.05,0.15,0.03,0.04,0.06,0.11,0.11,0.16,0.05,0.12,0.17,0.09,0.1,0.08,0.09,0.08,0.1,0.08,0.09,0.09,0.09,0.06,0.14,0.12,0.11,0.14,0.11,0.07,0.08,0.07,0.11
,,,bcdfghl,,bfgl,bf,abcdfghijlo,,,bf,bcdfghl,bcdfghlo,abcdfghijlmo,b,bcdfghlo,abcdfghijlmo,bdfghl,b,,,,bg,,,,b,,ad,a,a,ad,bcd,,,,bcd
,NET: Easier,7854,333,796,608,674,326,539,700,516,472,534,401,683,535,449,289,1213,1791,1496,1431,977,946,3004,2927,1923,5312,652,492,733,665,1721,5230,1237,3993,846
