Unnamed: 0,<< Contents,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39
,P035983 NSPCC Parents Nat Rep,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Table 27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Q5a. Summary Table (Top:14): Which of the following, if any, are you concerned about on behalf of your child/children aged 6 - 11?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,BASE: All those with children aged 6 - 11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Age of child,,,Gender of child,,Age of parent,,,Gender of parent,,Regions,,,,,,,,,,,,SEG,,Ethnicity of parent,,,,,,Parental / Guardianship status,,,,Perspective on challenges relating to gender,,
,,Total,0-5,6-11,12-18,Male,Female,18-34,35-64,65+,Male,Female,Northern Ireland,Scotland,North-West,North-East,Yorkshire & The Humber,Wales,West Midlands,East Midlands,South-West,South-East,East of England,London,ABC1,C2DE,White,Mixed/multiple,Asian or Asian British,Black or Black British,Another ethnicity,NET: Ethnic minority,Mother,Father,Parents,Gaurdian,Growing up as a boy is more challenging,Growing up as a girl is more challenging,Equally difficult
,Significance Level: 95%,,a,b,c,a,b,a,b,*c,a,b,*a,b,c,d,e,f,g,h,i,j,k,l,a,b,a,b,c,d,*e,f,a,b,c,*d,a,b,c
,Unweighted Total,951,327,951,389,738,693,268,681,2,450,500,29,66,116,38,76,36,93,62,70,112,90,163,536,415,802,37,48,59,5,149,494,442,936,15,114,247,567
,Total,954,326,954,394,742,696,267,685,2,480,473,33,66,120,37,73,34,91,67,67,110,90,165,536,418,805,36,48,59,5,149,468,471,939,15,117,248,566
,Friendships groups,464,162,464,183,346,341,127,336,1,210,252,15,32,47,23,47,21,43,32,37,52,43,72,271,193,399,18,24,22,1,65,251,204,455,9,49,134,275
,,0.49,0.5,0.49,0.47,0.47,0.49,0.47,0.49,0.5,0.44,0.53,0.45,0.49,0.39,0.6,0.65,0.62,0.47,0.48,0.55,0.47,0.48,0.43,0.51,0.46,0.5,0.5,0.49,0.37,0.21,0.44,0.54,0.43,0.48,0.6,0.42,0.54,0.49
,,,,,,,,,,,,a,,,,c,cgjkl,cl,,,c,,,,,,,,,,,,b,,,,,a,
,Emotional wellbeing and/or mental health issues,530,188,530,206,411,385,141,387,1,243,285,20,40,57,23,44,25,49,41,40,66,49,76,312,218,454,19,28,26,3,76,283,239,522,8,55,144,322
,,0.56,0.58,0.56,0.52,0.55,0.55,0.53,0.57,0.5,0.51,0.6,0.59,0.61,0.48,0.6,0.61,0.73,0.53,0.61,0.6,0.6,0.55,0.46,0.58,0.52,0.56,0.51,0.58,0.44,0.59,0.51,0.6,0.51,0.56,0.53,0.47,0.58,0.57
,,,,,,,,,,,,a,,l,,,l,cgl,,l,l,l,,,,,,,,,,,b,,,,,a,
,Diet or eating habits,401,147,401,156,308,285,110,290,1,198,202,12,30,49,15,36,17,36,26,27,43,36,74,229,172,336,16,22,27,1,65,202,193,395,6,53,110,232
,,0.42,0.45,0.42,0.39,0.41,0.41,0.41,0.42,0.5,0.41,0.43,0.34,0.46,0.41,0.4,0.49,0.51,0.39,0.39,0.41,0.39,0.4,0.45,0.43,0.41,0.42,0.44,0.45,0.45,0.18,0.44,0.43,0.41,0.42,0.4,0.46,0.44,0.41
,Learning development,380,142,380,152,289,274,112,267,1,199,180,17,26,39,15,34,16,34,27,27,47,33,65,210,170,318,16,21,25,0,62,182,193,375,5,46,106,222
,,0.4,0.44,0.4,0.39,0.39,0.39,0.42,0.39,0.5,0.41,0.38,0.52,0.39,0.33,0.4,0.47,0.45,0.38,0.4,0.4,0.42,0.36,0.4,0.39,0.41,0.4,0.43,0.44,0.42,0,0.42,0.39,0.41,0.4,0.34,0.4,0.43,0.39
,Racism,323,115,323,131,252,224,97,225,1,175,147,13,22,35,11,26,15,39,19,17,40,24,63,183,139,246,15,24,37,1,77,150,168,318,5,47,88,182
,,0.34,0.35,0.34,0.33,0.34,0.32,0.36,0.33,0.5,0.36,0.31,0.38,0.34,0.29,0.29,0.36,0.43,0.42,0.28,0.26,0.37,0.26,0.38,0.34,0.33,0.31,0.41,0.5,0.63,0.18,0.52,0.32,0.36,0.34,0.34,0.4,0.35,0.32
,,,,,,,,,,,,,,,,,,,cik,,,,,,,,,,a,ab,,a,,,,,,,
,"Global issues such as climate change, war or terrorism",362,131,362,154,281,264,101,259,1,198,163,14,20,45,14,26,14,32,29,20,38,35,73,196,166,306,15,19,20,2,56,162,194,357,5,50,105,202
,,0.38,0.4,0.38,0.39,0.38,0.38,0.38,0.38,0.5,0.41,0.34,0.41,0.31,0.38,0.37,0.36,0.4,0.35,0.44,0.3,0.35,0.39,0.44,0.37,0.4,0.38,0.4,0.4,0.34,0.39,0.38,0.35,0.41,0.38,0.33,0.43,0.42,0.36
,,,,,,,,,,,b,,,,,,,,,,,,,i,,,,,,,,,,a,,,,,
,Bullying,569,201,569,213,439,396,151,416,2,264,304,22,46,55,27,51,24,53,38,49,70,55,79,341,228,477,22,31,37,2,93,297,262,558,11,56,157,343
,,0.6,0.62,0.6,0.54,0.59,0.57,0.57,0.61,1,0.55,0.64,0.66,0.7,0.46,0.73,0.7,0.7,0.59,0.56,0.73,0.64,0.61,0.48,0.64,0.55,0.59,0.61,0.65,0.63,0.38,0.62,0.63,0.56,0.59,0.72,0.48,0.63,0.61
,,,c,,,,,,,,,a,,cl,,cl,cl,cl,,,cl,cl,cl,,b,,,,,,,,b,,,,,a,a
,Stranger danger,463,162,463,176,355,327,130,332,1,222,240,16,36,51,14,37,17,48,36,30,58,45,76,258,205,395,17,25,25,1,68,238,216,454,9,58,129,270
