Unnamed: 0,<< Contents,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48
,National Lottery Community Fund - CRI - Wave 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Table 8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Q4_W3. Summary: Rank 1-3 - You said that you intend to volunteer in your local community next year. In which of the following areas do you think you might do this?By 'local community' we mean the local area where you live.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,BASE: All respondents who intend to volunteer in their community in the next 12 months,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Gender,,Age,,,,,,,,,IMD ranking,,Social grade,,,,,,,Education,,Ethnicity,,,,,Disability,,,,Sexuality,,Feels like part of their community,,Important to feel part of their community,,Intention to volunteer in 2023,,,,,Strength of local community spirit,,Worried about the impact of climate change on local community,
,,Total,Male,Female,16-24,25-34,35-44,45-54,55-64,65+,18-34,35-54,55+,Deciles 1-3,Deciles 4-10,AB,C1,C2,D,E,ABC1,C2DE,Non-graduates,Graduates,White,Mixed,Asian,Black,Other,No,NET: Yes,Mental health condition,Physical condition,Heterosexual/straight,Lesbian/gay/bisexual,Yes,No,Important,Not important,NET: Yes,"Yes, and I already do","Yes, and I have done previously","Yes, for the first time",No,Strong,Not strong,Worried,Not worried
,Significance Level: 95%,,a,b,a,b,c,d,e,f,g,h,i,a,b,a,b,c,d,e,f,g,a,b,a,b,c,d,e,a,b,c,d,a,b,a,b,a,b,a,b,c,d,*e,a,b,a,b
,Unweighted Total,4644,2114,2499,664,1066,1016,624,728,546,1730,1640,1274,1595,3049,1675,1455,817,445,252,3130,1514,1998,2625,3662,191,342,396,39,2974,1620,1011,709,4121,433,3574,1000,4138,485,4644,1463,1895,1286,0,3505,1070,3019,1531
,Total,4459,2168,2260,823,909,761,625,561,780,1732,1386,1341,1588,2871,1165,1476,930,575,314,2641,1818,2177,2256,3459,119,502,241,124,2824,1584,948,715,3971,390,3414,972,3908,525,4459,1404,1782,1273,0,3313,1075,2868,1492
,Food banks,1350,563,782,282,330,254,206,137,140,612,460,277,532,818,330,440,289,192,98,771,579,658,683,989,36,188,85,48,836,500,310,216,1203,115,1037,294,1199,142,1350,330,577,442,0,1031,298,928,405
,,0.3,0.26,0.35,0.34,0.36,0.33,0.33,0.24,0.18,0.35,0.33,0.21,0.33,0.28,0.28,0.3,0.31,0.33,0.31,0.29,0.32,0.3,0.3,0.29,0.3,0.37,0.35,0.39,0.3,0.32,0.33,0.3,0.3,0.3,0.3,0.3,0.31,0.27,0.3,0.24,0.32,0.35,0,0.31,0.28,0.32,0.27
,,,,a,efi,efi,efi,efi,fi,,efi,efi,,b,,,,,a,,,a,,,,,a,a,,,,,,,,,,,,b,,b,ab,,b,,b,
,Environment (e.g. litter picking),1318,728,579,183,260,205,207,188,276,443,412,464,432,886,368,447,296,159,48,815,503,622,689,1096,33,112,50,25,924,374,200,195,1194,109,1037,265,1202,107,1318,336,562,420,0,988,317,883,410
,,0.3,0.34,0.26,0.22,0.29,0.27,0.33,0.33,0.35,0.26,0.3,0.35,0.27,0.31,0.32,0.3,0.32,0.28,0.15,0.31,0.28,0.29,0.31,0.32,0.28,0.22,0.21,0.2,0.33,0.24,0.21,0.27,0.3,0.28,0.3,0.27,0.31,0.2,0.3,0.24,0.32,0.33,0,0.3,0.29,0.31,0.27
,,,b,,,a,a,abcg,abcg,abcgh,,ag,abcgh,,a,eg,e,eg,e,,eg,e,,,cd,,,,,bcd,,,c,,,,,b,,b,,b,ab,,,,b,
,Supporting older people,1313,646,658,216,245,197,204,181,270,461,401,450,462,850,340,432,283,168,89,772,540,666,639,980,33,171,81,44,838,465,286,222,1185,104,1055,240,1191,114,1313,379,545,388,0,1030,266,866,423
,,0.29,0.3,0.29,0.26,0.27,0.26,0.33,0.32,0.35,0.27,0.29,0.34,0.29,0.3,0.29,0.29,0.3,0.29,0.28,0.29,0.3,0.31,0.28,0.28,0.28,0.34,0.33,0.36,0.3,0.29,0.3,0.31,0.3,0.27,0.31,0.25,0.3,0.22,0.29,0.27,0.31,0.3,0,0.31,0.25,0.3,0.28
,,,,,,,,abcg,abcg,abcgh,,,abcgh,,,,,,,,,,,,,,a,a,,,,,,,,b,,b,,,,b,b,,b,,,
,Charity shops,1281,574,698,278,274,214,168,152,194,552,382,346,502,779,289,427,271,196,98,716,565,680,592,916,31,192,84,50,839,424,255,180,1151,96,1000,262,1124,148,1281,331,537,413,0,960,294,869,389
,,0.29,0.26,0.31,0.34,0.3,0.28,0.27,0.27,0.25,0.32,0.28,0.26,0.32,0.27,0.25,0.29,0.29,0.34,0.31,0.27,0.31,0.31,0.26,0.26,0.26,0.38,0.35,0.4,0.3,0.27,0.27,0.25,0.29,0.25,0.29,0.27,0.29,0.28,0.29,0.24,0.3,0.32,0,0.29,0.27,0.3,0.26
,,,,a,cdefhi,fi,,,,,cdefhi,,,b,,,a,a,abf,a,,af,b,,,,ab,ab,a,bd,,,,,,,,,,b,,b,ab,,,,b,
,Supporting young people,926,406,512,194,256,195,128,64,89,450,323,154,337,589,274,292,208,104,49,565,361,381,545,660,33,124,78,29,599,320,214,129,824,91,712,202,827,95,926,299,394,233,0,702,213,597,318
,,0.21,0.19,0.23,0.24,0.28,0.26,0.2,0.11,0.11,0.26,0.23,0.11,0.21,0.21,0.24,0.2,0.22,0.18,0.16,0.21,0.2,0.17,0.24,0.19,0.28,0.25,0.32,0.23,0.21,0.2,0.23,0.18,0.21,0.23,0.21,0.21,0.21,0.18,0.21,0.21,0.22,0.18,0,0.21,0.2,0.21,0.21
,,,,a,efi,adefhi,defi,efi,,,defi,efi,,,,bdeg,,e,,,e,,,a,,a,a,ac,,,,d,,,,,,,,d,d,d,,,,,,
,"Supporting people with multiple and complex needs (e.g. disabled, disadvantaged, homelessness, mental health issues)",705,349,350,148,201,115,89,67,86,349,203,153,281,424,188,195,181,80,61,383,321,307,392,514,26,85,54,22,375,324,218,141,606,91,535,159,624,79,705,249,283,172,0,534,163,472,218
,,0.16,0.16,0.15,0.18,0.22,0.15,0.14,0.12,0.11,0.2,0.15,0.11,0.18,0.15,0.16,0.13,0.19,0.14,0.19,0.15,0.18,0.14,0.17,0.15,0.22,0.17,0.23,0.18,0.13,0.2,0.23,0.2,0.15,0.23,0.16,0.16,0.16,0.15,0.16,0.18,0.16,0.14,0,0.16,0.15,0.16,0.15
,,,,,efi,acdefhi,fi,,,,cdefhi,fi,,b,,b,,abdf,,bf,,bf,,a,,a,,a,,,a,a,a,,a,,,,,d,d,,,,,,,
,Animal welfare,697,319,373,169,146,112,90,98,82,315,202,180,263,434,169,271,135,71,51,440,258,323,374,563,22,55,19,38,387,297,193,124,577,96,511,180,609,86,697,187,285,225,0,511,181,484,195
,,0.16,0.15,0.17,0.21,0.16,0.15,0.14,0.17,0.11,0.18,0.15,0.13,0.17,0.15,0.15,0.18,0.15,0.12,0.16,0.17,0.14,0.15,0.17,0.16,0.18,0.11,0.08,0.31,0.14,0.19,0.2,0.17,0.15,0.25,0.15,0.19,0.16,0.16,0.16,0.13,0.16,0.18,0,0.15,0.17,0.17,0.13
,,,,,bcdfhi,f,f,f,fi,,cdfhi,f,,,,,acdg,,,,dg,,,,cd,cd,,,acd,,a,a,a,,a,,a,,,b,,b,b,,,,b,
,"Supporting people with the cost of living (e.g. budget management, cooking meals)",503,252,248,110,134,110,62,49,37,244,172,86,199,304,142,150,113,65,32,292,210,219,283,348,20,78,33,19,306,193,133,78,446,47,410,84,457,42,503,171,172,160,0,397,95,343,149
,,0.11,0.12,0.11,0.13,0.15,0.14,0.1,0.09,0.05,0.14,0.12,0.06,0.13,0.11,0.12,0.1,0.12,0.11,0.1,0.11,0.12,0.1,0.13,0.1,0.17,0.16,0.14,0.16,0.11,0.12,0.14,0.11,0.11,0.12,0.12,0.09,0.12,0.08,0.11,0.12,0.1,0.13,0,0.12,0.09,0.12,0.1
,,,,,efi,defi,defi,fi,f,,defi,efi,,b,,,,,,,,,,a,,a,a,a,,,,a,,,,b,,b,,,c,,c,,b,,b,
,Climate action,376,220,150,92,93,54,28,41,68,185,82,109,137,238,110,137,68,47,15,246,129,154,220,287,11,54,19,4,232,141,81,64,320,41,310,64,351,25,376,118,151,107,0,302,73,314,56
,,0.08,0.1,0.07,0.11,0.1,0.07,0.04,0.07,0.09,0.11,0.06,0.08,0.09,0.08,0.09,0.09,0.07,0.08,0.05,0.09,0.07,0.07,0.1,0.08,0.09,0.11,0.08,0.03,0.08,0.09,0.09,0.09,0.08,0.1,0.09,0.07,0.09,0.05,0.08,0.08,0.08,0.08,0,0.09,0.07,0.11,0.04
,,,b,,cdehi,cdeh,d,,d,dh,cdehi,,dh,,,eg,eg,,,,eg,,,a,,,,,,,,,,,,b,,b,,,,,,,b,,b,
,"Mentoring of others (e.g. homeless, ex-offenders)",362,186,171,95,94,73,52,29,18,189,125,48,157,205,111,106,79,39,26,217,145,141,218,243,14,51,34,18,203,154,116,52,313,42,276,79,321,39,362,120,148,94,0,289,70,275,83
,,0.08,0.09,0.08,0.12,0.1,0.1,0.08,0.05,0.02,0.11,0.09,0.04,0.1,0.07,0.1,0.07,0.08,0.07,0.08,0.08,0.08,0.06,0.1,0.07,0.12,0.1,0.14,0.15,0.07,0.1,0.12,0.07,0.08,0.11,0.08,0.08,0.08,0.07,0.08,0.09,0.08,0.07,0,0.09,0.07,0.1,0.06
