Unnamed: 0,<< Contents,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57
,National Lottery Community Fund - CRI - Wave 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Table 125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Q19_W3.10. Borrow money from family/friends: Which of the following, if any, have you done or do you plan to do as a result of the rising cost of living?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,BASE: All respondents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Gender,,Age,,,,,,,,,English region,,,,,,,,,IMD ranking,,Social grade,,,,,,,Education,,Ethnicity,,,,,Disability,,,,Sexuality,,Feels like part of their community,,Important to feel part of their community,,Intention to volunteer in 2023,,,,,Strength of local community spirit,,Worried about the impact of climate change on local community,
,,Total,Male,Female,16-24,25-34,35-44,45-54,55-64,65+,18-34,35-54,55+,North-West,North-East,Yorkshire & Humberside,West Midlands,East Midlands,South-West,South-East,Eastern,London,Deciles 1-3,Deciles 4-10,AB,C1,C2,D,E,ABC1,C2DE,Non-graduates,Graduates,White,Mixed,Asian,Black,Other,No,NET: Yes,Mental health condition,Physical condition,Heterosexual/straight,Lesbian/gay/bisexual,Yes,No,Important,Not important,NET: Yes,"Yes, and I already do","Yes, and I have done previously","Yes, for the first time",No,Strong,Not strong,Worried,Not worried
,Significance Level: 95%,,a,b,a,b,c,d,e,f,g,h,i,a,b,c,d,e,f,g,h,i,a,b,a,b,c,d,e,f,g,a,b,a,b,c,d,e,a,b,c,d,a,b,a,b,a,b,a,b,c,d,e,a,b,a,b
,Unweighted Total,6241,2812,3396,663,1162,1266,943,1226,981,1825,2209,2207,802,296,623,647,519,675,1019,691,969,2105,4136,1996,2009,1138,681,417,4005,2236,3258,2940,5064,240,446,421,42,4108,2058,1189,992,5627,489,3850,2171,4567,1590,3235,1022,1294,919,2217,3719,2304,3568,2432
,Total,6241,3007,3201,823,1041,1004,1006,961,1406,1864,2010,2367,817,294,612,647,542,640,1027,697,967,2156,4085,1426,2086,1242,933,553,3513,2728,3579,2609,5152,131,557,243,130,4004,2157,1216,1066,5623,486,3806,2198,4476,1669,3109,980,1229,899,2346,3636,2376,3487,2495
,I am currently doing this,945,348,589,187,259,208,176,72,44,445,383,116,145,51,93,99,78,92,138,94,154,417,528,155,265,175,192,157,420,525,566,372,779,28,69,52,13,448,483,366,205,806,115,532,378,682,248,503,151,184,168,324,578,337,592,307
,,0.15,0.12,0.18,0.23,0.25,0.21,0.17,0.07,0.03,0.24,0.19,0.05,0.18,0.18,0.15,0.15,0.14,0.14,0.13,0.14,0.16,0.19,0.13,0.11,0.13,0.14,0.21,0.28,0.12,0.19,0.16,0.14,0.15,0.21,0.12,0.21,0.1,0.11,0.22,0.3,0.19,0.14,0.24,0.14,0.17,0.15,0.15,0.16,0.15,0.15,0.19,0.14,0.16,0.14,0.17,0.12
,,,,a,defhi,cdefhi,efi,efi,fi,,cdefhi,efi,f,gh,,,,,,,,,b,,,,a,abcf,abcdfg,,abcf,,,,ac,,ac,,,ad,abd,a,,a,,a,,,e,,,ce,,,,b,
,I have done this previously but don't anticipate doing it in the future,882,368,509,209,240,180,115,80,57,449,295,137,109,37,88,104,80,91,131,87,154,350,532,182,277,198,148,76,460,422,482,396,649,33,110,55,32,523,345,225,143,752,100,586,277,677,194,567,165,266,136,229,572,291,565,287
,,0.14,0.12,0.16,0.25,0.23,0.18,0.11,0.08,0.04,0.24,0.15,0.06,0.13,0.13,0.14,0.16,0.15,0.14,0.13,0.12,0.16,0.16,0.13,0.13,0.13,0.16,0.16,0.14,0.13,0.15,0.13,0.15,0.13,0.25,0.2,0.23,0.24,0.13,0.16,0.19,0.13,0.13,0.21,0.15,0.13,0.15,0.12,0.18,0.17,0.22,0.15,0.1,0.16,0.12,0.16,0.11
,,,,a,cdefhi,cdefhi,defhi,efi,fi,,cdefhi,defi,f,,,,,,,,,gh,b,,,,abf,af,,,abf,,,,a,a,a,a,,a,ad,,,a,b,,b,,de,e,abde,e,,b,,b,
,I've not done this yet but will in the next month,372,195,174,85,101,80,66,24,15,186,146,40,46,16,30,55,19,23,62,27,94,156,216,76,132,80,54,29,209,163,181,185,246,9,65,24,26,234,132,89,48,333,29,271,95,306,59,269,90,107,73,74,274,89,257,104
,,0.06,0.06,0.05,0.1,0.1,0.08,0.07,0.03,0.01,0.1,0.07,0.02,0.06,0.05,0.05,0.09,0.03,0.04,0.06,0.04,0.1,0.07,0.05,0.05,0.06,0.06,0.06,0.05,0.06,0.06,0.05,0.07,0.05,0.07,0.12,0.1,0.2,0.06,0.06,0.07,0.04,0.06,0.06,0.07,0.04,0.07,0.04,0.09,0.09,0.09,0.08,0.03,0.08,0.04,0.07,0.04
,,,,,defhi,defhi,efi,efi,f,,defhi,efi,,,,,acefh,,,efh,,abcefgh,b,,,,,,,,,,a,,,a,a,abd,,,d,,,,b,,b,,e,e,e,e,,b,,b,
,I've not done this but may do in the next six months,533,264,264,111,101,111,102,60,47,213,213,107,63,17,33,70,71,48,84,59,88,241,292,125,171,114,73,50,296,237,277,249,413,14,61,27,15,312,209,135,98,477,43,341,181,419,107,317,87,128,102,160,329,189,342,172
,,0.09,0.09,0.08,0.14,0.1,0.11,0.1,0.06,0.03,0.11,0.11,0.05,0.08,0.06,0.05,0.11,0.13,0.07,0.08,0.08,0.09,0.11,0.07,0.09,0.08,0.09,0.08,0.09,0.08,0.09,0.08,0.1,0.08,0.11,0.11,0.11,0.11,0.08,0.1,0.11,0.09,0.08,0.09,0.09,0.08,0.09,0.06,0.1,0.09,0.1,0.11,0.07,0.09,0.08,0.1,0.07
,,,,,bdefhi,efi,efi,efi,fi,,efi,efi,,,,,abcf,abcfghi,,c,c,c,b,,,,,,,,,,a,,,a,a,,,a,a,,,,,,b,,e,e,e,e,,,,b,
,I've not done this and don't anticipate doing it in the future,3343,1763,1568,198,313,405,509,697,1220,512,915,1917,432,164,352,306,275,374,582,416,442,931,2413,866,1196,634,436,211,2062,1281,1966,1359,2957,40,215,75,44,2388,926,363,552,3114,183,1995,1210,2293,1007,1397,469,530,397,1501,1794,1422,1639,1576
,,0.54,0.59,0.49,0.24,0.3,0.4,0.51,0.73,0.87,0.27,0.45,0.81,0.53,0.56,0.58,0.47,0.51,0.58,0.57,0.6,0.46,0.43,0.59,0.61,0.57,0.51,0.47,0.38,0.59,0.47,0.55,0.52,0.57,0.31,0.39,0.31,0.34,0.6,0.43,0.3,0.52,0.55,0.38,0.52,0.55,0.51,0.6,0.45,0.48,0.43,0.44,0.64,0.49,0.6,0.47,0.63
,,,b,,,a,abg,abcgh,abcdgh,abcdeghi,,abcg,abcdegh,di,di,dei,,,adei,dei,adei,,,a,bcdeg,cdeg,eg,e,,cdeg,e,b,,bcde,,bd,,,bcd,c,,bc,b,,,,,a,,c,,,abcd,,a,,a
,Don't know,167,69,97,32,26,20,38,27,23,58,58,50,22,8,16,13,18,12,29,14,35,62,105,22,45,40,29,31,67,100,107,49,109,7,36,10,0,100,61,38,20,141,16,81,57,98,53,56,18,15,23,59,89,49,92,50
,,0.03,0.02,0.03,0.04,0.03,0.02,0.04,0.03,0.02,0.03,0.03,0.02,0.03,0.03,0.03,0.02,0.03,0.02,0.03,0.02,0.04,0.03,0.03,0.02,0.02,0.03,0.03,0.06,0.02,0.04,0.03,0.02,0.02,0.05,0.06,0.04,0,0.03,0.03,0.03,0.02,0.03,0.03,0.02,0.03,0.02,0.03,0.02,0.02,0.01,0.03,0.03,0.02,0.02,0.03,0.02
,,,,,cfi,,,cfi,,,fi,f,,,,,,,,,,f,,,,,af,af,abcf,,abf,b,,,a,a,a,,,,,,,,,,,a,,,,c,c,,,,
,NET: Currenty/have previously done this,1826,716,1099,396,499,388,291,152,101,895,679,253,254,89,181,203,158,183,269,181,308,767,1060,337,543,373,340,233,880,947,1048,768,1427,61,180,107,45,971,828,591,348,1558,215,1118,655,1360,442,1070,316,450,304,552,1150,628,1157,594
,,0.29,0.24,0.34,0.48,0.48,0.39,0.29,0.16,0.07,0.48,0.34,0.11,0.31,0.3,0.3,0.31,0.29,0.29,0.26,0.26,0.32,0.36,0.26,0.24,0.26,0.3,0.36,0.42,0.25,0.35,0.29,0.29,0.28,0.46,0.32,0.44,0.34,0.24,0.38,0.49,0.33,0.28,0.44,0.29,0.3,0.3,0.26,0.34,0.32,0.37,0.34,0.24,0.32,0.26,0.33,0.24
,,,,a,cdefhi,cdefhi,defhi,efi,fi,,cdefhi,defi,f,gh,,,gh,,,,,gh,b,,,,abf,abcf,abcfg,,abcf,,,,ac,a,ac,,,ad,abd,a,,a,,,b,,e,e,be,e,,b,,b,
,NET: Will/might do this,904,459,438,196,203,191,168,85,62,399,359,147,109,33,63,125,90,71,146,86,182,396,508,201,303,194,127,79,504,400,458,433,659,23,126,51,41,546,342,225,146,810,72,612,277,725,167,586,176,235,175,234,603,278,599,276
,,0.14,0.15,0.14,0.24,0.19,0.19,0.17,0.09,0.04,0.21,0.18,0.06,0.13,0.11,0.1,0.19,0.17,0.11,0.14,0.12,0.19,0.18,0.12,0.14,0.15,0.16,0.14,0.14,0.14,0.15,0.13,0.17,0.13,0.18,0.23,0.21,0.31,0.14,0.16,0.18,0.14,0.14,0.15,0.16,0.13,0.16,0.1,0.19,0.18,0.19,0.19,0.1,0.17,0.12,0.17,0.11
,,,,,bcdefhi,efi,efi,efi,fi,,defhi,efi,f,,,,abcfgh,bcfh,,c,,abcfgh,b,,,,,,,,,,a,,a,a,a,ab,,a,ad,,,,b,,b,,e,e,e,e,,b,,b,
,"Columns Tested: a,b - a,b,c,d,e,f,g,h,i - a,b,c,d,e,f,g,h,i - a,b - a,b,c,d,e,f,g - a,b - a,b,c,d,e - a,b,c,d - a,b - a,b - a,b - a,b,c,d,e - a,b - a,b",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Prepared by Savanta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
