Unnamed: 0,<< Contents,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57
,,0.16,0.15,0.16,0.28,0.22,0.16,0.13,0.12,0.08,0.25,0.14,0.1,0.15,0.13,0.13,0.2,0.14,0.15,0.16,0.11,0.2,0.19,0.14,0.15,0.14,0.16,0.18,0.17,0.15,0.17,0.14,0.18,0.13,0.29,0.26,0.32,0.25,0.15,0.17,0.19,0.15,0.15,0.21,0.18,0.13,0.18,0.1,0.21,0.26,0.16,0.22,0.1,0.19,0.12,0.23,0.06
,,,,,bcdefhi,cdefhi,defi,fi,fi,,cdefhi,fi,,h,,,abcefh,,,h,,abcefgh,b,,,,,bf,,,bf,,a,,a,a,a,a,,a,ad,,,a,b,,b,,ce,ace,e,ce,,b,,b,
,A little,1636,751,873,253,337,306,273,216,252,590,579,467,207,57,141,156,161,160,285,178,290,554,1083,403,555,328,238,113,958,679,838,783,1272,41,181,92,43,1050,558,323,262,1444,148,1070,520,1271,345,946,262,408,276,487,1053,549,1169,427
,,0.26,0.25,0.27,0.31,0.32,0.3,0.27,0.22,0.18,0.32,0.29,0.2,0.25,0.2,0.23,0.24,0.3,0.25,0.28,0.26,0.3,0.26,0.26,0.28,0.27,0.26,0.25,0.2,0.27,0.25,0.23,0.3,0.25,0.31,0.33,0.38,0.33,0.26,0.26,0.27,0.25,0.26,0.3,0.28,0.24,0.28,0.21,0.3,0.27,0.33,0.31,0.21,0.29,0.23,0.34,0.17
,,,,a,efi,defhi,efi,efi,f,,defhi,efi,,b,,,,bcd,,bc,b,abcdfh,,,eg,e,e,,,eg,e,,a,,a,a,a,,,,,,,a,b,,b,,be,e,be,e,,b,,b,
,Not a lot,1550,764,782,174,255,259,257,244,361,429,515,606,217,70,170,163,115,158,281,174,203,494,1057,368,543,298,216,126,911,640,911,634,1335,21,112,39,36,1035,507,291,232,1435,102,938,556,1111,423,757,206,321,230,594,873,634,779,728
,,0.25,0.25,0.24,0.21,0.25,0.26,0.25,0.25,0.26,0.23,0.26,0.26,0.27,0.24,0.28,0.25,0.21,0.25,0.27,0.25,0.21,0.23,0.26,0.26,0.26,0.24,0.23,0.23,0.26,0.23,0.25,0.24,0.26,0.16,0.2,0.16,0.28,0.26,0.24,0.24,0.22,0.26,0.21,0.25,0.25,0.25,0.25,0.24,0.21,0.26,0.26,0.25,0.24,0.27,0.22,0.29
,,,,,,,a,a,a,a,,a,a,ei,,ei,i,,,ei,,,,a,,,,,,g,,,,bcd,,,,,bd,,,,b,,,,,,b,,b,b,b,,a,,a
,No influence at all,1604,875,726,102,166,209,274,297,556,268,483,853,212,93,172,158,150,170,231,217,201,531,1073,362,527,332,240,143,889,715,1034,559,1479,24,71,22,6,1057,526,263,294,1486,97,881,661,1000,582,592,206,235,151,818,805,735,504,1028
,,0.26,0.29,0.23,0.12,0.16,0.21,0.27,0.31,0.4,0.14,0.24,0.36,0.26,0.32,0.28,0.24,0.28,0.27,0.23,0.31,0.21,0.25,0.26,0.25,0.25,0.27,0.26,0.26,0.25,0.26,0.29,0.21,0.29,0.18,0.13,0.09,0.04,0.26,0.24,0.22,0.28,0.26,0.2,0.23,0.3,0.22,0.35,0.19,0.21,0.19,0.17,0.35,0.22,0.31,0.14,0.41
,,,b,,,a,abg,abcg,abcgh,abcdegh,,abcg,abcdegh,i,dgi,gi,,gi,i,,adgi,,,,,,,,,,,b,,bcde,de,,,,c,,,c,b,,,a,,a,,d,,,abcd,,a,,a
,Not applicable,255,103,151,39,20,21,34,48,93,59,55,141,33,17,29,19,22,32,35,27,41,80,176,43,95,52,31,34,138,117,158,93,217,5,16,7,9,146,106,52,73,232,14,146,85,174,77,112,40,46,27,116,142,97,113,115
,,0.04,0.03,0.05,0.05,0.02,0.02,0.03,0.05,0.07,0.03,0.03,0.06,0.04,0.06,0.05,0.03,0.04,0.05,0.03,0.04,0.04,0.04,0.04,0.03,0.05,0.04,0.03,0.06,0.04,0.04,0.04,0.04,0.04,0.04,0.03,0.03,0.07,0.04,0.05,0.04,0.07,0.04,0.03,0.04,0.04,0.04,0.05,0.04,0.04,0.04,0.03,0.05,0.04,0.04,0.03,0.05
,,,,a,bch,,,b,bcgh,bcdgh,b,,bcdgh,,d,,,,,,,,,,,a,,,adf,,a,,,,,,,,,a,,abc,,,,,,,,,,,ad,,,,a
,Don't know,219,74,145,22,37,46,41,40,33,59,87,73,28,18,18,24,20,26,27,23,35,83,136,33,73,34,36,43,106,113,141,72,175,2,29,5,3,133,83,52,40,187,26,104,91,125,72,54,16,19,19,103,86,86,119,44
,,0.04,0.02,0.05,0.03,0.04,0.05,0.04,0.04,0.02,0.03,0.04,0.03,0.03,0.06,0.03,0.04,0.04,0.04,0.03,0.03,0.04,0.04,0.03,0.02,0.03,0.03,0.04,0.08,0.03,0.04,0.04,0.03,0.03,0.02,0.05,0.02,0.03,0.03,0.04,0.04,0.04,0.03,0.05,0.03,0.04,0.03,0.04,0.02,0.02,0.02,0.02,0.04,0.02,0.04,0.03,0.02
,,,,a,,,afgi,f,f,,,fi,,,cgh,,,,,,,,,,,a,,a,abcdfg,,acf,b,,,,bd,,,,,,,,a,,a,,a,,,,,abcd,,a,b,
,NET: A lot/little,2612,1191,1397,485,563,468,401,332,363,1048,870,695,327,96,222,283,235,253,452,257,487,969,1643,621,848,526,409,208,1469,1143,1334,1251,1946,79,329,170,75,1634,935,559,427,2282,248,1736,805,2066,514,1594,513,608,474,715,1729,824,1972,580
,,0.42,0.4,0.44,0.59,0.54,0.47,0.4,0.35,0.26,0.56,0.43,0.29,0.4,0.33,0.36,0.44,0.43,0.4,0.44,0.37,0.5,0.45,0.4,0.44,0.41,0.42,0.44,0.38,0.42,0.42,0.37,0.48,0.38,0.6,0.59,0.7,0.58,0.41,0.43,0.46,0.4,0.41,0.51,0.46,0.37,0.46,0.31,0.51,0.52,0.49,0.53,0.3,0.48,0.35,0.57,0.23
,,,,a,bcdefhi,cdefhi,defi,efi,fi,,cdefhi,efi,f,b,,,bch,bch,b,bch,,abcdefgh,b,,e,,,e,,,,,a,,a,a,abc,a,,,ad,,,a,b,,b,,e,e,e,e,,b,,b,
,NET: Not a lot/at all,3155,1639,1508,276,421,468,531,541,918,697,999,1458,429,163,343,321,264,328,513,391,404,1025,2130,729,1070,630,457,269,1800,1355,1945,1193,2815,45,184,61,42,2092,1033,553,526,2921,199,1819,1217,2111,1006,1348,411,557,380,1412,1678,1369,1283,1756
,,0.51,0.55,0.47,0.34,0.4,0.47,0.53,0.56,0.65,0.37,0.5,0.62,0.53,0.55,0.56,0.5,0.49,0.51,0.5,0.56,0.42,0.48,0.52,0.51,0.51,0.51,0.49,0.49,0.51,0.5,0.54,0.46,0.55,0.34,0.33,0.25,0.32,0.52,0.48,0.46,0.49,0.52,0.41,0.48,0.55,0.47,0.6,0.43,0.42,0.45,0.42,0.6,0.46,0.58,0.37,0.7
,,,b,,,a,abg,abcg,abcgh,abcdeghi,,abg,abcdegh,i,i,degi,i,i,i,i,degi,,,a,,,,,,,,b,,bcde,d,d,,,bc,,,,b,,,a,,a,,,,,abcd,,a,,a
,"Columns Tested: a,b - a,b,c,d,e,f,g,h,i - a,b,c,d,e,f,g,h,i - a,b - a,b,c,d,e,f,g - a,b - a,b,c,d,e - a,b,c,d - a,b - a,b - a,b - a,b,c,d,e - a,b - a,b",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Prepared by Savanta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
