Unnamed: 0,<< Contents,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39
,P035983 NSPCC Parents Nat Rep,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Table 26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Q5a. Summary Table (Top:3): Which of the following, if any, are you concerned about on behalf of your child/children aged 6 - 11?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,BASE: All those with children aged 6 - 11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Age of child,,,Gender of child,,Age of parent,,,Gender of parent,,Regions,,,,,,,,,,,,SEG,,Ethnicity of parent,,,,,,Parental / Guardianship status,,,,Perspective on challenges relating to gender,,
,,Total,0-5,6-11,12-18,Male,Female,18-34,35-64,65+,Male,Female,Northern Ireland,Scotland,North-West,North-East,Yorkshire & The Humber,Wales,West Midlands,East Midlands,South-West,South-East,East of England,London,ABC1,C2DE,White,Mixed/multiple,Asian or Asian British,Black or Black British,Another ethnicity,NET: Ethnic minority,Mother,Father,Parents,Gaurdian,Growing up as a boy is more challenging,Growing up as a girl is more challenging,Equally difficult
,Significance Level: 95%,,a,b,c,a,b,a,b,*c,a,b,*a,b,c,d,e,f,g,h,i,j,k,l,a,b,a,b,c,d,*e,f,a,b,c,*d,a,b,c
,Unweighted Total,951,327,951,389,738,693,268,681,2,450,500,29,66,116,38,76,36,93,62,70,112,90,163,536,415,802,37,48,59,5,149,494,442,936,15,114,247,567
,Total,954,326,954,394,742,696,267,685,2,480,473,33,66,120,37,73,34,91,67,67,110,90,165,536,418,805,36,48,59,5,149,468,471,939,15,117,248,566
,Friendships groups,209,63,209,85,152,162,47,162,0,91,116,7,12,15,12,17,9,20,15,16,25,21,39,136,73,185,6,10,7,1,23,115,89,205,4,25,62,119
,,0.22,0.19,0.22,0.21,0.2,0.23,0.17,0.24,0,0.19,0.25,0.21,0.18,0.13,0.32,0.24,0.27,0.22,0.22,0.24,0.22,0.23,0.24,0.25,0.17,0.23,0.15,0.2,0.12,0.21,0.16,0.25,0.19,0.22,0.27,0.21,0.25,0.21
,,,,,,,,,a,,,a,,,,c,c,c,,,c,,,c,b,,d,,,,,,b,,,,,,
,Emotional wellbeing and/or mental health issues,276,97,276,111,219,197,67,209,0,123,153,9,24,27,11,22,13,26,24,20,41,23,34,167,109,234,10,15,14,3,42,152,121,274,2,23,69,178
,,0.29,0.3,0.29,0.28,0.3,0.28,0.25,0.3,0,0.26,0.32,0.28,0.36,0.23,0.29,0.3,0.39,0.29,0.36,0.3,0.38,0.26,0.21,0.31,0.26,0.29,0.27,0.31,0.23,0.59,0.28,0.33,0.26,0.29,0.12,0.19,0.28,0.31
,,,,,,,,,,,,a,,cl,,,,l,,l,,cl,,,,,,,,,,,b,,,,,,a
,Diet or eating habits,120,49,120,54,96,87,29,91,0,62,58,1,11,14,4,8,3,12,9,7,9,12,30,68,53,105,4,4,7,0,15,56,62,118,2,24,30,65
,,0.13,0.15,0.13,0.14,0.13,0.13,0.11,0.13,0,0.13,0.12,0.03,0.17,0.12,0.1,0.12,0.08,0.13,0.13,0.11,0.08,0.13,0.18,0.13,0.13,0.13,0.11,0.08,0.12,0,0.1,0.12,0.13,0.13,0.13,0.2,0.12,0.11
,,,,,,,,,,,,,,,,,,,,,,,,j,,,,,,,,,,,,,bc,,
,Learning development,122,51,122,48,94,93,36,86,0,66,56,6,7,12,3,12,5,7,11,9,16,13,23,67,56,100,6,10,6,0,22,55,65,120,2,17,34,70
,,0.13,0.16,0.13,0.12,0.13,0.13,0.13,0.13,0,0.14,0.12,0.18,0.11,0.1,0.08,0.16,0.14,0.07,0.16,0.13,0.14,0.15,0.14,0.12,0.13,0.12,0.17,0.21,0.1,0,0.15,0.12,0.14,0.13,0.14,0.14,0.14,0.12
,Racism,82,32,82,38,68,55,19,63,0,45,37,5,7,8,1,7,1,9,1,1,7,9,26,43,38,55,5,6,16,0,27,38,43,81,1,24,20,36
,,0.09,0.1,0.09,0.1,0.09,0.08,0.07,0.09,0,0.09,0.08,0.14,0.11,0.07,0.03,0.09,0.03,0.1,0.02,0.02,0.06,0.1,0.16,0.08,0.09,0.07,0.14,0.12,0.27,0,0.18,0.08,0.09,0.09,0.07,0.21,0.08,0.06
,,,,,,,,,,,,,,hi,,,i,,i,,,,hi,cdfhij,,,,,,a,,a,,,,,bc,,
,"Global issues such as climate change, war or terrorism",98,39,98,47,77,80,25,73,0,60,38,3,3,12,0,9,2,13,12,4,8,9,24,46,52,85,3,4,5,1,13,38,60,98,0,14,30,53
,,0.1,0.12,0.1,0.12,0.1,0.11,0.09,0.11,0,0.13,0.08,0.1,0.04,0.1,0,0.12,0.06,0.14,0.18,0.06,0.07,0.1,0.14,0.09,0.12,0.11,0.08,0.09,0.08,0.21,0.09,0.08,0.13,0.1,0,0.12,0.12,0.09
,,,,,,,,,,,b,,,,d,,d,,d,bdij,,,d,bd,,a,,,,,,,,a,,,,,
,Bullying,324,114,324,119,252,217,80,242,2,148,175,14,17,29,19,26,16,34,23,27,40,38,41,194,130,279,13,13,18,2,45,170,150,319,5,34,89,193
,,0.34,0.35,0.34,0.3,0.34,0.31,0.3,0.35,1,0.31,0.37,0.41,0.26,0.25,0.52,0.35,0.47,0.37,0.34,0.4,0.36,0.42,0.25,0.36,0.31,0.35,0.34,0.27,0.31,0.38,0.31,0.36,0.32,0.34,0.32,0.29,0.36,0.34
