Unnamed: 0,<< Contents,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42
,,0.21,0.2,0.21,0.16,0.17,0.18,0.21,0.24,0.26,0.16,0.2,0.25,0.21,0.16,0.23,0.11,0.18,0.23,0.24,0.15,0.24,0.18,0.3,0.19,0.21,0.19,0.19,0.21,0.24,0.22,0.2,0.32,0.49,0.24,0.2,0.16,0.3,0.2,0.23,0.22,0.17
,,,,,,,,,abg,abcgh,,,abcgh,,,dh,,,dh,dh,,dh,,bdehjlm,,d,,,,ab,,,abi,abefi,,,,,,c,,
,"I'd still vote for the party that was responsible, but would feel more negatively towards them",385,193,191,42,74,74,70,44,80,117,144,125,12,21,41,17,32,14,31,30,29,62,43,53,338,130,106,64,86,130,105,19,2,9,8,1,6,71,141,135,88
,,0.18,0.19,0.18,0.18,0.21,0.22,0.19,0.14,0.17,0.2,0.21,0.16,0.19,0.12,0.17,0.2,0.19,0.14,0.17,0.2,0.16,0.22,0.22,0.19,0.19,0.23,0.18,0.15,0.17,0.21,0.2,0.17,0.06,0.24,0.13,0.16,0.12,0.15,0.2,0.19,0.17
,,,,,,ei,ei,,,,e,ei,,,,,,,,,,,bf,b,,b,cd,,,,di,di,,,d,,,,,,,
,"I'd still vote for the party that was responsible, and my view of them wouldn't change",513,280,233,61,87,75,90,69,107,148,165,175,13,64,43,15,42,23,47,51,34,71,52,60,414,131,146,125,111,169,124,24,2,4,22,2,10,121,156,180,147
,,0.24,0.27,0.22,0.27,0.24,0.23,0.24,0.22,0.22,0.25,0.24,0.22,0.2,0.36,0.18,0.18,0.25,0.22,0.26,0.34,0.19,0.25,0.26,0.22,0.24,0.23,0.25,0.29,0.22,0.27,0.24,0.21,0.09,0.12,0.35,0.28,0.19,0.26,0.22,0.25,0.28
,,,b,,,,,,,,,,,,acdefgijlm,,,,,c,cdfijlm,,,,,,,,d,,de,d,,,,de,,,de,,,a
,"I'd still vote for the party that was responsible, and would feel more positively towards them",184,111,73,36,41,28,23,20,36,76,51,57,4,21,19,13,7,5,13,15,10,30,12,36,154,59,56,43,26,45,67,10,1,5,8,0,2,31,53,70,58
,,0.09,0.11,0.07,0.16,0.11,0.09,0.06,0.07,0.08,0.13,0.07,0.07,0.06,0.12,0.08,0.15,0.04,0.05,0.07,0.1,0.05,0.1,0.06,0.13,0.09,0.1,0.1,0.1,0.05,0.07,0.13,0.08,0.06,0.14,0.13,0,0.04,0.07,0.07,0.1,0.11
,,,b,,cdefhi,dehi,,,,,defhi,,,,efi,,efgikm,,,,e,,e,,efgikm,e,d,d,d,,,ai,,,,,,,,,,a
,Don't know,584,229,348,54,97,93,107,100,133,151,201,232,21,42,78,31,58,36,46,31,66,70,31,74,484,142,171,107,164,149,124,26,8,10,12,3,18,150,198,177,146
,,0.28,0.22,0.33,0.23,0.27,0.28,0.29,0.32,0.28,0.26,0.29,0.3,0.34,0.24,0.33,0.36,0.34,0.36,0.25,0.21,0.36,0.24,0.16,0.27,0.28,0.25,0.29,0.25,0.32,0.24,0.24,0.23,0.3,0.26,0.19,0.41,0.36,0.32,0.28,0.25,0.27
,,,,a,,,,,ag,,,,,k,,bhjk,bhjk,bhjk,bghjkm,k,,bghjklm,k,,k,k,,,,ac,,,,,,,,,abcf,,,
,"Columns Tested: a,b - a,b,c,d,e,f,g,h,i - a,b,c,d,e,f,g,h,i,j,k,l,m - a,b,c,d - a,b,c,d,e,f,g,h,i - a,b,c",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Prepared by Savanta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
