Unnamed: 0,<< Contents,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57
,National Lottery Community Fund - CRI - Wave 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Table 184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Q14_W3.3. It will raise climate change up the international agenda: COP28 is the 28th UN Climate Change Conference taking place in Dubai in November 2023. This summit will bring key parties together from around the world to work on accelerating action to address climate change. Thinking about the COP28 conference, to what extent do you agree or disagree with each of the following statements?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,BASE: All respondents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Gender,,Age,,,,,,,,,English region,,,,,,,,,IMD ranking,,Social grade,,,,,,,Education,,Ethnicity,,,,,Disability,,,,Sexuality,,Feels like part of their community,,Important to feel part of their community,,Intention to volunteer in 2023,,,,,Strength of local community spirit,,Worried about the impact of climate change on local community,
,,Total,Male,Female,16-24,25-34,35-44,45-54,55-64,65+,18-34,35-54,55+,North-West,North-East,Yorkshire & Humberside,West Midlands,East Midlands,South-West,South-East,Eastern,London,Deciles 1-3,Deciles 4-10,AB,C1,C2,D,E,ABC1,C2DE,Non-graduates,Graduates,White,Mixed,Asian,Black,Other,No,NET: Yes,Mental health condition,Physical condition,Heterosexual/straight,Lesbian/gay/bisexual,Yes,No,Important,Not important,NET: Yes,"Yes, and I already do","Yes, and I have done previously","Yes, for the first time",No,Strong,Not strong,Worried,Not worried
,Significance Level: 95%,,a,b,a,b,c,d,e,f,g,h,i,a,b,c,d,e,f,g,h,i,a,b,a,b,c,d,e,f,g,a,b,a,b,c,d,e,a,b,c,d,a,b,a,b,a,b,a,b,c,d,e,a,b,a,b
,Unweighted Total,6241,2812,3396,663,1162,1266,943,1226,981,1825,2209,2207,802,296,623,647,519,675,1019,691,969,2105,4136,1996,2009,1138,681,417,4005,2236,3258,2940,5064,240,446,421,42,4108,2058,1189,992,5627,489,3850,2171,4567,1590,3235,1022,1294,919,2217,3719,2304,3568,2432
,Total,6241,3007,3201,823,1041,1004,1006,961,1406,1864,2010,2367,817,294,612,647,542,640,1027,697,967,2156,4085,1426,2086,1242,933,553,3513,2728,3579,2609,5152,131,557,243,130,4004,2157,1216,1066,5623,486,3806,2198,4476,1669,3109,980,1229,899,2346,3636,2376,3487,2495
,Strongly agree,828,397,427,160,179,129,122,110,127,340,251,237,106,33,80,99,69,80,121,73,168,335,493,206,281,154,122,66,487,341,404,419,586,23,112,68,34,524,300,181,137,747,65,603,206,702,121,547,219,187,142,203,616,197,640,179
,,0.13,0.13,0.13,0.19,0.17,0.13,0.12,0.11,0.09,0.18,0.13,0.1,0.13,0.11,0.13,0.15,0.13,0.12,0.12,0.1,0.17,0.16,0.12,0.14,0.13,0.12,0.13,0.12,0.14,0.13,0.11,0.16,0.11,0.18,0.2,0.28,0.26,0.13,0.14,0.15,0.13,0.13,0.13,0.16,0.09,0.16,0.07,0.18,0.22,0.15,0.16,0.09,0.17,0.08,0.18,0.07
,,,,,cdefhi,cdefhi,fi,f,,,cdefhi,fi,,,,,gh,,,,,abcefgh,b,,,,,,,,,,a,,a,a,abc,a,,,,,,,b,,b,,e,acde,e,e,,b,,b,
,Tend to agree,2357,1087,1257,271,402,387,383,353,561,673,769,914,301,103,218,246,200,247,437,267,337,728,1628,571,808,480,343,156,1379,978,1326,1022,1964,49,213,82,38,1542,788,426,394,2145,176,1546,746,1823,512,1274,373,517,385,808,1506,791,1497,799
,,0.38,0.36,0.39,0.33,0.39,0.39,0.38,0.37,0.4,0.36,0.38,0.39,0.37,0.35,0.36,0.38,0.37,0.39,0.43,0.38,0.35,0.34,0.4,0.4,0.39,0.39,0.37,0.28,0.39,0.36,0.37,0.39,0.38,0.37,0.38,0.34,0.29,0.38,0.37,0.35,0.37,0.38,0.36,0.41,0.34,0.41,0.31,0.41,0.38,0.42,0.43,0.34,0.41,0.33,0.43,0.32
,,,,a,,a,a,a,,ag,,a,a,,,,,,,abcei,,,,a,eg,e,e,e,,eg,e,,,,,,,,c,,,,,,b,,b,,e,e,e,be,,b,,b,
,Neither agree nor disagree,1717,824,887,209,260,277,282,293,396,468,559,690,230,92,169,189,161,171,265,199,241,623,1094,360,560,348,264,184,921,796,1072,619,1460,25,132,56,37,1118,568,305,296,1559,120,991,644,1162,517,753,218,305,231,702,899,746,839,783
,,0.28,0.27,0.28,0.25,0.25,0.28,0.28,0.31,0.28,0.25,0.28,0.29,0.28,0.31,0.28,0.29,0.3,0.27,0.26,0.28,0.25,0.29,0.27,0.25,0.27,0.28,0.28,0.33,0.26,0.29,0.3,0.24,0.28,0.19,0.24,0.23,0.28,0.28,0.26,0.25,0.28,0.28,0.25,0.26,0.29,0.26,0.31,0.24,0.22,0.25,0.26,0.3,0.25,0.31,0.24,0.31
,,,,,,,,,abg,,,,bg,,i,,,i,,,,,,,,,,,abcf,,af,b,,bcd,,,,,,,,,,,,a,,a,,,,,abcd,,a,,a
