Unnamed: 0,<< Contents,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42
,,0.61,0.55,0.66,0.44,0.5,0.59,0.62,0.64,0.73,0.47,0.6,0.7,0.58,0.63,0.63,0.51,0.57,0.64,0.63,0.62,0.63,0.67,0.68,0.46,0.6,0.55,0.61,0.61,0.66,0.65,0.68,0.56,0.61,0.71,0.68,0.9,0.6,0.52,0.62,0.69,0.52
,,,,a,,,abg,abg,abg,abcdegh,,abg,abcdegh,,dl,dl,,l,dl,dl,l,l,delm,del,,l,,,,a,i,ci,,,i,i,,,,c,ac,
,Inflation and the cost of living,1052,473,574,78,164,156,199,174,255,243,356,429,35,92,113,47,91,52,61,92,99,141,114,116,874,251,290,253,259,341,265,56,11,19,34,3,34,220,390,380,223
,,0.5,0.46,0.54,0.34,0.46,0.47,0.54,0.57,0.53,0.41,0.51,0.55,0.56,0.52,0.48,0.55,0.53,0.51,0.34,0.62,0.54,0.49,0.59,0.42,0.5,0.44,0.49,0.59,0.51,0.54,0.51,0.48,0.4,0.51,0.55,0.33,0.67,0.47,0.55,0.53,0.42
,,,,a,,a,a,abg,abcg,abg,,ag,abcg,g,g,g,gl,gl,g,,cgjlm,gl,g,cglm,,gl,,,abd,a,i,,,,,,,bcdi,,c,c,
,The economy,909,473,433,84,133,146,161,134,227,217,306,361,19,77,88,33,84,50,65,85,85,127,82,114,763,252,268,168,221,313,219,49,11,13,30,4,14,199,319,327,224
,,0.43,0.46,0.4,0.36,0.37,0.44,0.44,0.44,0.47,0.37,0.44,0.46,0.3,0.43,0.38,0.39,0.49,0.49,0.36,0.57,0.47,0.44,0.42,0.41,0.43,0.44,0.45,0.39,0.43,0.5,0.42,0.43,0.41,0.35,0.48,0.52,0.29,0.43,0.45,0.45,0.42
,,,b,,,,g,g,g,abg,,bg,abg,,,,,acg,acg,,abcdgijklm,ag,,,,g,,,,,bhi,,,,,,,,,,,
,Immigration,586,291,293,49,54,62,116,110,196,103,178,306,18,44,71,27,47,31,53,38,49,81,60,69,494,118,157,137,174,278,82,22,17,4,9,1,22,107,346,98,105
,,0.28,0.29,0.27,0.21,0.15,0.19,0.31,0.36,0.41,0.17,0.25,0.39,0.28,0.25,0.3,0.32,0.27,0.3,0.29,0.26,0.27,0.28,0.31,0.25,0.28,0.21,0.27,0.32,0.34,0.44,0.16,0.19,0.64,0.11,0.15,0.16,0.44,0.23,0.49,0.14,0.2
,,,,,,,,abcgh,abcgh,abcdgh,,bcg,abcdgh,,,,,,,,,,,,,,,a,a,ab,bcefi,,,abcefi,,,,bcefi,b,bc,,b
,The environment and climate change,502,226,273,55,83,69,80,77,138,137,149,215,8,48,54,19,35,25,51,27,49,66,53,68,421,142,160,86,115,138,157,42,4,23,25,2,1,91,154,234,103
,,0.24,0.22,0.26,0.24,0.23,0.21,0.22,0.25,0.29,0.23,0.21,0.27,0.13,0.27,0.23,0.22,0.2,0.24,0.28,0.18,0.27,0.23,0.27,0.25,0.24,0.25,0.27,0.2,0.23,0.22,0.3,0.36,0.16,0.62,0.4,0.24,0.02,0.2,0.22,0.33,0.19
,,,,,,,,,,cdgh,,,cdh,,a,,,,,ah,,,,,,,,c,,,h,ahi,adhi,h,abcdfhi,adhi,,,h,,ac,
,Housing,353,175,173,53,91,62,57,46,45,144,119,90,12,46,34,11,27,14,37,17,30,48,31,46,281,93,109,68,83,60,85,18,1,4,13,1,8,119,85,110,130
,,0.17,0.17,0.16,0.23,0.25,0.19,0.15,0.15,0.09,0.24,0.17,0.11,0.2,0.26,0.14,0.13,0.16,0.14,0.21,0.11,0.17,0.17,0.16,0.17,0.16,0.16,0.18,0.16,0.16,0.1,0.16,0.16,0.05,0.1,0.22,0.11,0.15,0.26,0.12,0.15,0.25
,,,,,defi,defhi,fi,f,f,,defhi,fi,,,cdefhijklm,,,,,h,,,,,,,,,,,,a,a,,,ad,,,abcde,,,ab
,Crime,298,153,145,42,50,60,55,41,49,93,115,91,10,13,47,16,22,14,32,17,12,40,20,55,261,86,81,67,64,83,64,16,7,10,5,*,9,73,105,84,89
,,0.14,0.15,0.14,0.18,0.14,0.18,0.15,0.13,0.1,0.16,0.16,0.12,0.16,0.07,0.2,0.19,0.13,0.14,0.18,0.11,0.06,0.14,0.1,0.2,0.15,0.15,0.14,0.16,0.13,0.13,0.12,0.14,0.25,0.27,0.08,0.05,0.18,0.16,0.15,0.12,0.17
,,,,,fi,,fi,f,,,fi,fi,,i,,bhijkm,bi,i,i,bi,,,bi,,bhikm,bi,,,,,,,,abf,abf,,,,,,,b
,Education,293,138,148,52,67,75,43,31,24,119,119,55,8,22,28,17,26,14,26,11,17,38,20,67,249,120,74,51,48,60,86,16,3,3,6,0,5,76,72,91,101
,,0.14,0.13,0.14,0.22,0.19,0.23,0.12,0.1,0.05,0.2,0.17,0.07,0.13,0.12,0.12,0.19,0.15,0.14,0.14,0.07,0.09,0.13,0.1,0.24,0.14,0.21,0.12,0.12,0.09,0.1,0.16,0.14,0.11,0.08,0.1,0,0.11,0.16,0.1,0.13,0.19
,,,,,defi,defi,defhi,fi,fi,,defi,defi,,,,,hik,h,,h,,,,,bcefghijkm,h,bcd,,,,,a,,,,,,,a,,,ab
,Britain's relationship with the EU,248,149,97,27,44,40,51,28,57,72,91,85,4,13,26,9,22,13,23,19,24,32,18,44,218,87,61,41,59,66,84,23,1,2,8,3,4,40,49,134,58
,,0.12,0.15,0.09,0.12,0.12,0.12,0.14,0.09,0.12,0.12,0.13,0.11,0.06,0.07,0.11,0.11,0.13,0.13,0.13,0.13,0.13,0.11,0.09,0.16,0.12,0.15,0.1,0.1,0.11,0.1,0.16,0.2,0.05,0.04,0.14,0.44,0.09,0.09,0.07,0.19,0.11
,,,b,,,,,e,,,,e,,,,,,,,,,,,,b,,bc,,,,,aei,adei,,,,,,,,ac,a
,Taxation,200,119,81,30,55,44,39,16,17,85,83,33,8,20,18,9,19,11,13,11,7,33,19,32,161,82,54,36,28,50,45,15,2,3,4,*,5,48,66,59,64
,,0.1,0.12,0.08,0.13,0.15,0.13,0.11,0.05,0.04,0.14,0.12,0.04,0.13,0.11,0.08,0.1,0.11,0.11,0.07,0.08,0.04,0.12,0.1,0.12,0.09,0.14,0.09,0.09,0.05,0.08,0.09,0.13,0.07,0.09,0.07,0.04,0.1,0.1,0.09,0.08,0.12
,,,b,,efi,efi,efi,efi,,,efi,efi,,i,i,,i,i,i,,,,i,i,i,i,bcd,d,,,,,,,,,,,,,,b
,Pensions,180,99,81,24,30,21,20,33,51,54,42,84,10,17,20,9,11,12,16,9,21,21,7,27,141,55,47,26,51,46,46,8,3,4,5,2,7,38,57,60,45
,,0.09,0.1,0.08,0.1,0.08,0.06,0.06,0.11,0.11,0.09,0.06,0.11,0.16,0.1,0.09,0.1,0.06,0.12,0.09,0.06,0.12,0.07,0.03,0.1,0.08,0.1,0.08,0.06,0.1,0.07,0.09,0.07,0.1,0.12,0.08,0.21,0.14,0.08,0.08,0.08,0.09
,,,,,dh,,,,cdh,cdh,dh,,cdh,ehjkm,k,k,k,,k,k,,k,,,k,k,,,,,,,,,,,,,,,,
,Transport,124,77,46,29,44,24,11,8,8,73,35,16,4,13,17,5,11,2,11,6,8,24,7,17,105,51,36,21,15,24,25,13,1,0,3,0,1,45,30,33,49
,,0.06,0.08,0.04,0.13,0.12,0.07,0.03,0.03,0.02,0.12,0.05,0.02,0.06,0.07,0.07,0.06,0.06,0.02,0.06,0.04,0.04,0.08,0.03,0.06,0.06,0.09,0.06,0.05,0.03,0.04,0.05,0.11,0.02,0,0.04,0,0.03,0.1,0.04,0.05,0.09
,,,b,,defhi,cdefhi,defi,,,,cdefhi,efi,,,f,f,,,,,,,f,,,f,d,d,,,,,abe,,,,,,abe,,,ab
,Something else,6,4,3,0,*,1,0,2,3,*,1,5,0,2,1,0,0,*,*,*,0,*,2,0,4,2,1,0,4,2,1,1,0,0,1,0,0,*,2,4,*
,,*%,*%,*%,0,*%,*%,0,0.01,0.01,*%,*%,0.01,0,0.01,*%,0,0,*%,*%,*%,0,*%,0.01,0,*%,*%,*%,0,0.01,*%,*%,0.01,0,0,0.02,0,0,*%,*%,0.01,*%
,,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,,,,,,bi,,,,,,
,Don't know,49,20,30,12,12,6,11,5,3,24,18,8,1,2,8,3,4,1,6,3,10,3,3,6,46,10,8,16,15,4,10,1,1,0,0,0,1,18,6,6,24
,,0.02,0.02,0.03,0.05,0.03,0.02,0.03,0.02,0.01,0.04,0.03,0.01,0.01,0.01,0.03,0.03,0.02,0.01,0.03,0.02,0.06,0.01,0.02,0.02,0.03,0.02,0.01,0.04,0.03,0.01,0.02,*%,0.02,0,0,0,0.01,0.04,0.01,0.01,0.05
,,,,,cefi,fi,,fi,,,efi,fi,,,,,,,,,,bfjm,,,,,,,b,,,,,,,,,,a,,,ab
,None of these,42,20,22,11,15,7,3,4,2,26,10,6,5,2,5,1,4,1,7,5,0,1,4,8,35,12,15,5,10,1,8,*,*,0,0,0,2,13,1,10,17
,,0.02,0.02,0.02,0.05,0.04,0.02,0.01,0.01,*%,0.04,0.01,0.01,0.07,0.01,0.02,0.01,0.02,0.01,0.04,0.03,0,0.01,0.02,0.03,0.02,0.02,0.03,0.01,0.02,*%,0.02,*%,0.02,0,0,0,0.04,0.03,*%,0.01,0.03
,,,,,defhi,defhi,f,,,,defhi,,,bcfijm,,,,i,,fij,ij,,,,ij,,,,,,,a,,,,,,a,a,,a,ab
,"Columns Tested: a,b - a,b,c,d,e,f,g,h,i - a,b,c,d,e,f,g,h,i,j,k,l,m - a,b,c,d - a,b,c,d,e,f,g,h,i - a,b,c",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Prepared by Savanta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
