Unnamed: 0,<< Contents,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57
,National Lottery Community Fund - CRI - Wave 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Table 10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Q4_W3. Summary: Rank 1-10 - You said that you intend to volunteer in your local community next year. In which of the following areas do you think you might do this?By 'local community' we mean the local area where you live.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,BASE: All respondents who intend to volunteer in their community in the next 12 months,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Gender,,Age,,,,,,,,,English region,,,,,,,,,IMD ranking,,Social grade,,,,,,,Education,,Ethnicity,,,,,Disability,,,,Sexuality,,Feels like part of their community,,Important to feel part of their community,,Intention to volunteer in 2023,,,,,Strength of local community spirit,,Worried about the impact of climate change on local community,
,,Total,Male,Female,16-24,25-34,35-44,45-54,55-64,65+,18-34,35-54,55+,North-West,North-East,Yorkshire & Humberside,West Midlands,East Midlands,South-West,South-East,Eastern,London,Deciles 1-3,Deciles 4-10,AB,C1,C2,D,E,ABC1,C2DE,Non-graduates,Graduates,White,Mixed,Asian,Black,Other,No,NET: Yes,Mental health condition,Physical condition,Heterosexual/straight,Lesbian/gay/bisexual,Yes,No,Important,Not important,NET: Yes,"Yes, and I already do","Yes, and I have done previously","Yes, for the first time",No,Strong,Not strong,Worried,Not worried
,Significance Level: 95%,,a,b,a,b,c,d,e,f,g,h,i,a,b,c,d,e,f,g,h,i,a,b,a,b,c,d,e,f,g,a,b,a,b,c,d,e,a,b,c,d,a,b,a,b,a,b,a,b,c,d,*e,a,b,a,b
,Unweighted Total,3235,1480,1734,471,743,699,434,508,380,1214,1133,888,386,136,310,351,240,322,561,331,598,1132,2103,1197,1008,581,295,154,2205,1030,1403,1816,2368,171,317,334,32,2109,1086,660,489,2885,282,2476,705,2864,356,3235,1022,1294,919,0,2414,769,2128,1040
,Total,3109,1514,1574,574,649,539,434,387,526,1223,973,913,368,126,292,349,238,289,545,324,577,1112,1997,839,1035,641,387,207,1874,1235,1510,1581,2320,93,392,192,99,1986,1085,647,497,2773,265,2376,681,2722,369,3109,980,1229,899,0,2298,760,2013,1027
,Food banks,1260,558,694,274,326,232,180,127,121,600,412,247,156,53,97,141,99,99,217,125,272,495,765,335,408,275,156,85,743,516,588,663,873,40,195,88,58,778,470,302,202,1112,116,989,254,1132,121,1260,342,516,402,0,977,265,896,347
,,0.41,0.37,0.44,0.48,0.5,0.43,0.41,0.33,0.23,0.49,0.42,0.27,0.42,0.42,0.33,0.41,0.42,0.34,0.4,0.39,0.47,0.45,0.38,0.4,0.39,0.43,0.4,0.41,0.4,0.42,0.39,0.42,0.38,0.44,0.5,0.46,0.59,0.39,0.43,0.47,0.41,0.4,0.44,0.42,0.37,0.42,0.33,0.41,0.35,0.42,0.45,0,0.43,0.35,0.45,0.34
,,,,a,efhi,cdefhi,efi,efi,fi,,cdefhi,efi,,cf,,,c,c,,,,cdfgh,b,,,,,,,,,,,,,a,a,a,,a,ad,,,,b,,b,,b,,b,ab,,b,,b,
,Supporting older people,1231,605,614,247,255,193,173,145,218,501,366,363,144,48,100,147,97,106,198,121,270,454,777,340,392,271,155,73,732,499,598,629,856,38,191,86,53,778,442,283,199,1097,107,995,218,1114,107,1231,380,496,355,0,968,246,846,366
,,0.4,0.4,0.39,0.43,0.39,0.36,0.4,0.37,0.42,0.41,0.38,0.4,0.39,0.38,0.34,0.42,0.41,0.37,0.36,0.37,0.47,0.41,0.39,0.41,0.38,0.42,0.4,0.35,0.39,0.4,0.4,0.4,0.37,0.41,0.49,0.45,0.54,0.39,0.41,0.44,0.4,0.4,0.4,0.42,0.32,0.41,0.29,0.4,0.39,0.4,0.39,0,0.42,0.32,0.42,0.36
,,,,,ch,,,,,,c,,,,,,c,,,,,acfgh,,,,,,,,,,,,,,a,a,a,,,a,,,,b,,b,,,,,,,b,,b,
,Environment (e.g. litter picking),1210,652,550,214,271,196,167,154,209,485,362,363,154,49,123,130,104,99,205,141,204,420,790,366,387,276,126,56,753,457,551,654,923,37,135,63,46,813,379,224,178,1087,103,958,237,1095,104,1210,338,496,376,0,917,280,841,347
,,0.39,0.43,0.35,0.37,0.42,0.36,0.38,0.4,0.4,0.4,0.37,0.4,0.42,0.39,0.42,0.37,0.44,0.34,0.38,0.43,0.35,0.38,0.4,0.44,0.37,0.43,0.32,0.27,0.4,0.37,0.36,0.41,0.4,0.4,0.35,0.33,0.47,0.41,0.35,0.35,0.36,0.39,0.39,0.4,0.35,0.4,0.28,0.39,0.35,0.4,0.42,0,0.4,0.37,0.42,0.34
,,,b,,,c,,,,,,,,fi,,fi,,fi,,,fi,,,,bdeg,e,bdeg,,,de,e,,a,d,,,,,bcd,,,,,,b,,b,,b,,b,b,,,,b,
,Charity shops,1195,555,631,278,279,201,141,132,163,558,342,295,143,48,104,147,94,95,207,103,254,467,728,292,398,263,165,76,690,504,609,578,804,38,200,85,58,758,420,259,179,1066,98,947,228,1054,132,1195,345,477,373,0,910,263,831,344
,,0.38,0.37,0.4,0.49,0.43,0.37,0.33,0.34,0.31,0.46,0.35,0.32,0.39,0.38,0.36,0.42,0.39,0.33,0.38,0.32,0.44,0.42,0.36,0.35,0.38,0.41,0.43,0.37,0.37,0.41,0.4,0.37,0.35,0.41,0.51,0.44,0.59,0.38,0.39,0.4,0.36,0.38,0.37,0.4,0.34,0.39,0.36,0.38,0.35,0.39,0.42,0,0.4,0.35,0.41,0.33
,,,,,cdefhi,cdefhi,fi,,,,cdefhi,,,h,,,fh,,,,,cfgh,b,,,,a,a,,,af,b,,,,ab,a,a,,,,,,,b,,,,,,,b,,b,,b,
,Supporting young people,941,448,485,224,260,184,110,72,92,485,293,163,93,34,76,108,74,74,168,97,217,357,584,293,295,205,103,46,588,354,391,550,617,39,148,86,46,590,342,230,140,826,99,736,192,841,94,941,308,386,248,0,726,204,631,301
,,0.3,0.3,0.31,0.39,0.4,0.34,0.25,0.19,0.17,0.4,0.3,0.18,0.25,0.27,0.26,0.31,0.31,0.26,0.31,0.3,0.38,0.32,0.29,0.35,0.29,0.32,0.27,0.22,0.31,0.29,0.26,0.35,0.27,0.42,0.38,0.45,0.46,0.3,0.31,0.36,0.28,0.3,0.37,0.31,0.28,0.31,0.26,0.3,0.31,0.31,0.28,0,0.32,0.27,0.31,0.29
,,,,,defhi,cdefhi,defi,efi,,,cdefhi,efi,,,,,,,,,,abcdfgh,,,bdefg,,e,,,e,,,a,,a,a,a,a,,,ad,,,a,,,b,,,,,,,b,,,
,"Supporting people with multiple and complex needs (e.g. disabled, disadvantaged, homelessness, mental health issues)",784,398,380,186,230,128,87,67,86,416,215,153,84,27,68,94,51,60,124,82,193,314,470,233,226,189,81,56,458,326,325,455,519,29,115,69,47,447,332,227,138,680,90,613,162,698,81,784,283,298,202,0,610,164,544,229
,,0.25,0.26,0.24,0.32,0.35,0.24,0.2,0.17,0.16,0.34,0.22,0.17,0.23,0.22,0.23,0.27,0.21,0.21,0.23,0.25,0.34,0.28,0.24,0.28,0.22,0.3,0.21,0.27,0.24,0.26,0.22,0.29,0.22,0.32,0.29,0.36,0.48,0.22,0.31,0.35,0.28,0.25,0.34,0.26,0.24,0.26,0.22,0.25,0.29,0.24,0.23,0,0.27,0.22,0.27,0.22
,,,,,cdefhi,cdefhi,efi,,,,cdefhi,efi,,,,,,,,,,abcdefgh,b,,bdf,,bdf,,,,b,,a,,a,a,a,ac,,a,ad,a,,a,,,,,,acd,,,,b,,b,
,Animal welfare,772,384,382,202,175,119,89,91,96,377,208,187,89,32,79,97,52,64,130,71,160,286,486,208,268,168,84,45,476,296,356,416,573,25,90,37,43,458,302,197,125,659,90,595,169,681,85,772,229,313,230,0,589,177,543,212
