Unnamed: 0,<< Contents,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42
,,0.44,0.37,0.51,0.43,0.44,0.48,0.46,0.44,0.4,0.43,0.47,0.42,0.53,0.43,0.53,0.47,0.48,0.41,0.38,0.5,0.49,0.41,0.37,0.38,0.44,0.43,0.47,0.41,0.44,0.37,0.55,0.42,0.49,0.46,0.56,0.54,0.52,0.43,0.43,0.48,0.42
,,,,a,,,f,,,,,fi,,k,,bfgjklm,,gkl,,,gkl,gkl,,,,,,,,,,aci,,,,a,,a,,,,
,Is somewhat a problem,901,491,409,86,148,129,166,144,230,234,295,373,22,79,78,27,60,43,88,57,82,139,104,122,757,244,237,194,222,339,191,50,11,15,19,3,22,190,348,299,221
,,0.4,0.45,0.36,0.35,0.38,0.36,0.42,0.43,0.44,0.37,0.39,0.44,0.33,0.42,0.31,0.3,0.33,0.39,0.46,0.36,0.42,0.46,0.5,0.42,0.4,0.4,0.38,0.43,0.41,0.48,0.35,0.45,0.31,0.4,0.33,0.46,0.39,0.37,0.44,0.4,0.37
,,,b,,,,,,ag,acg,,,abcgh,,cd,,,,,cde,,cd,cdeh,acdehm,cd,cde,,,,,bdfi,,b,,,,,,,c,,
,Isn't much of a problem,226,141,86,34,51,33,27,26,56,84,60,82,4,13,25,12,23,13,20,14,8,26,22,44,196,64,67,47,47,78,41,7,4,4,2,0,3,61,69,55,80
,,0.1,0.13,0.08,0.14,0.13,0.09,0.07,0.08,0.11,0.13,0.08,0.1,0.07,0.07,0.1,0.13,0.13,0.12,0.11,0.09,0.04,0.09,0.11,0.15,0.1,0.11,0.11,0.11,0.09,0.11,0.07,0.06,0.1,0.1,0.03,0,0.05,0.12,0.09,0.07,0.13
,,,b,,deh,deh,,,,d,dehi,,,,,i,i,i,i,i,,,,i,bijm,i,,,,,b,,,,,,,,b,,,ab
,Isn't a problem at all,47,26,20,9,10,10,7,7,3,19,17,10,5,4,8,4,5,2,5,3,1,3,0,7,36,22,11,4,8,10,14,1,0,0,1,0,1,13,14,15,16
,,0.02,0.02,0.02,0.04,0.03,0.03,0.02,0.02,0.01,0.03,0.02,0.01,0.08,0.02,0.03,0.04,0.02,0.02,0.03,0.02,*%,0.01,0,0.02,0.02,0.04,0.02,0.01,0.02,0.01,0.03,0.01,0,0,0.01,0,0.02,0.03,0.02,0.02,0.03
,,,,,fi,f,fi,,f,,fi,f,,bfhijklm,,ik,ijk,k,,k,,,,,,,cd,,,,,,,,,,,,,,,
,Don't know,76,31,45,12,10,13,12,8,20,22,26,28,0,11,6,5,7,7,6,5,8,10,5,7,59,14,18,19,25,15,4,7,3,2,4,0,1,25,19,24,25
,,0.03,0.03,0.04,0.05,0.03,0.04,0.03,0.02,0.04,0.04,0.03,0.03,0,0.06,0.03,0.06,0.04,0.06,0.03,0.03,0.04,0.03,0.02,0.02,0.03,0.02,0.03,0.04,0.05,0.02,0.01,0.06,0.1,0.05,0.06,0,0.01,0.05,0.02,0.03,0.04
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,b,,ab,ab,b,b,,,ab,,,
,Sum: Problem,1886,890,991,193,316,300,349,290,437,509,650,727,57,161,210,70,147,87,162,136,176,264,181,235,1581,507,530,381,460,603,493,97,28,32,51,7,51,407,685,657,473
,,0.84,0.82,0.87,0.78,0.82,0.84,0.88,0.88,0.85,0.8,0.86,0.86,0.85,0.85,0.84,0.77,0.81,0.81,0.84,0.86,0.91,0.87,0.87,0.8,0.84,0.83,0.85,0.84,0.85,0.85,0.89,0.87,0.8,0.86,0.89,1,0.91,0.8,0.87,0.88,0.8
,,,,a,,,,abg,abg,ag,,abg,ag,,,,,,,,d,cdefglm,dl,d,,d,,,,,i,ai,,,,,,,,c,c,
,Sum: Not a problem,273,167,106,43,61,44,34,33,59,104,78,92,10,17,33,16,28,15,25,17,9,30,22,51,231,87,78,52,56,88,55,8,4,4,3,0,4,75,83,69,95
,,0.12,0.15,0.09,0.17,0.16,0.12,0.09,0.1,0.11,0.16,0.1,0.11,0.15,0.09,0.13,0.18,0.15,0.13,0.13,0.11,0.05,0.1,0.11,0.17,0.12,0.14,0.12,0.11,0.1,0.12,0.1,0.07,0.1,0.1,0.05,0,0.08,0.15,0.11,0.09,0.16
,,,b,,defhi,dehi,,,,,defhi,,,i,,i,bij,i,i,i,i,,i,i,bijm,i,d,,,,,,,,,,,,bcf,,,ab
,"Columns Tested: a,b - a,b,c,d,e,f,g,h,i - a,b,c,d,e,f,g,h,i,j,k,l,m - a,b,c,d - a,b,c,d,e,f,g,h,i - a,b,c",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Prepared by Savanta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
