Unnamed: 0,<< Contents,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48
,National Lottery Community Fund - CRI - Wave 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Table 32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Q7_W3.4. Plenty of sports facilities and clubs for people to join: Thinking about what would benefit your local community, which of the following areas related to the physical environment do you think are most important?By 'local community' we mean the local area where you live.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,BASE: All respondents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Gender,,Age,,,,,,,,,IMD ranking,,Social grade,,,,,,,Education,,Ethnicity,,,,,Disability,,,,Sexuality,,Feels like part of their community,,Important to feel part of their community,,Intention to volunteer in 2023,,,,,Strength of local community spirit,,Worried about the impact of climate change on local community,
,,Total,Male,Female,16-24,25-34,35-44,45-54,55-64,65+,18-34,35-54,55+,Deciles 1-3,Deciles 4-10,AB,C1,C2,D,E,ABC1,C2DE,Non-graduates,Graduates,White,Mixed,Asian,Black,Other,No,NET: Yes,Mental health condition,Physical condition,Heterosexual/straight,Lesbian/gay/bisexual,Yes,No,Important,Not important,NET: Yes,"Yes, and I already do","Yes, and I have done previously","Yes, for the first time",No,Strong,Not strong,Worried,Not worried
,Significance Level: 95%,,a,b,a,b,c,d,e,f,g,h,i,a,b,a,b,c,d,e,f,g,a,b,a,b,c,d,e,a,b,c,d,a,b,a,b,a,b,a,b,c,d,e,a,b,a,b
,Unweighted Total,8976,4015,4913,933,1712,1863,1359,1747,1362,2645,3222,3109,3004,5972,2822,2887,1590,1020,657,5709,3267,4583,4333,7653,268,480,491,50,5832,3039,1799,1444,8064,745,5632,3041,6650,2219,4644,1463,1895,1286,3177,5455,3218,5114,3545
,Total,8976,4315,4613,1174,1488,1427,1447,1399,2041,2662,2874,3440,3098,5878,2005,2962,1812,1367,830,4968,4008,5127,3774,7598,168,713,304,160,5726,3137,1774,1545,8083,710,5517,3117,6466,2379,4459,1404,1782,1273,3373,5280,3367,4995,3624
,1,546,308,235,99,127,93,75,63,89,226,168,152,180,366,119,198,124,65,40,317,228,290,252,413,16,73,30,13,389,146,80,66,499,33,375,160,421,122,327,113,138,76,155,360,178,325,208
,,0.06,0.07,0.05,0.08,0.09,0.07,0.05,0.04,0.04,0.08,0.06,0.04,0.06,0.06,0.06,0.07,0.07,0.05,0.05,0.06,0.06,0.06,0.07,0.05,0.1,0.1,0.1,0.08,0.07,0.05,0.05,0.04,0.06,0.05,0.07,0.05,0.07,0.05,0.07,0.08,0.08,0.06,0.05,0.07,0.05,0.07,0.06
,,,b,,defhi,cdefhi,efi,,,,cdefhi,efi,,,,,d,d,,,d,,,a,,a,a,a,,bcd,,,,,,b,,b,,e,de,e,,,b,,,
,2,678,347,329,99,136,133,92,82,136,235,225,218,249,428,160,231,141,95,50,392,286,344,331,561,16,52,28,19,448,224,126,110,618,54,428,229,513,159,396,123,150,124,202,418,240,385,267
,,0.08,0.08,0.07,0.08,0.09,0.09,0.06,0.06,0.07,0.09,0.08,0.06,0.08,0.07,0.08,0.08,0.08,0.07,0.06,0.08,0.07,0.07,0.09,0.07,0.1,0.07,0.09,0.12,0.08,0.07,0.07,0.07,0.08,0.08,0.08,0.07,0.08,0.07,0.09,0.09,0.08,0.1,0.06,0.08,0.07,0.08,0.07
,,,,,ei,defi,defi,,,,defi,ei,,,,,,,,,,,,a,,,,,,,,,,,,,,,,e,e,e,e,,,,,
,3,708,328,375,100,118,133,113,107,137,218,246,244,243,465,170,244,145,106,43,414,294,380,326,576,14,72,33,9,454,246,142,111,649,55,444,242,529,164,371,124,145,102,235,437,248,377,309
,,0.08,0.08,0.08,0.09,0.08,0.09,0.08,0.08,0.07,0.08,0.09,0.07,0.08,0.08,0.08,0.08,0.08,0.08,0.05,0.08,0.07,0.07,0.09,0.08,0.08,0.1,0.11,0.06,0.08,0.08,0.08,0.07,0.08,0.08,0.08,0.08,0.08,0.07,0.08,0.09,0.08,0.08,0.07,0.08,0.07,0.08,0.09
,,,,,,,fi,,,,,fi,,,,e,e,e,e,,e,,,a,,,a,a,,,,,,,,,,,,e,e,,,,,,,
,4,671,299,368,108,123,107,96,96,140,231,203,236,237,433,157,219,151,94,50,376,294,388,282,569,12,51,23,13,447,216,129,102,609,55,389,250,479,187,316,103,128,85,256,367,277,399,248
,,0.07,0.07,0.08,0.09,0.08,0.08,0.07,0.07,0.07,0.09,0.07,0.07,0.08,0.07,0.08,0.07,0.08,0.07,0.06,0.08,0.07,0.08,0.07,0.07,0.07,0.07,0.07,0.08,0.08,0.07,0.07,0.07,0.08,0.08,0.07,0.08,0.07,0.08,0.07,0.07,0.07,0.07,0.08,0.07,0.08,0.08,0.07
,,,,,defhi,,,,,,defhi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,b,
,5,767,375,388,91,134,107,133,115,188,224,240,302,250,517,177,262,131,119,78,439,328,477,288,685,11,41,21,7,483,278,158,144,673,74,430,309,522,232,328,103,134,91,345,435,301,412,326
,,0.09,0.09,0.08,0.08,0.09,0.07,0.09,0.08,0.09,0.08,0.08,0.09,0.08,0.09,0.09,0.09,0.07,0.09,0.09,0.09,0.08,0.09,0.08,0.09,0.07,0.06,0.07,0.04,0.08,0.09,0.09,0.09,0.08,0.1,0.08,0.1,0.08,0.1,0.07,0.07,0.08,0.07,0.1,0.08,0.09,0.08,0.09
,,,,,,,,,,,,,,,,,,,,,c,,b,,c,,,,,,,,,,a,,a,,a,,,,,abcd,,,,
,6,894,422,466,104,137,125,141,168,219,241,266,387,288,606,211,298,169,122,94,509,385,502,389,777,18,61,21,14,565,317,188,167,805,73,511,350,617,264,392,133,152,108,375,505,354,469,387
,,0.1,0.1,0.1,0.09,0.09,0.09,0.1,0.12,0.11,0.09,0.09,0.11,0.09,0.1,0.11,0.1,0.09,0.09,0.11,0.1,0.1,0.1,0.1,0.1,0.11,0.09,0.07,0.09,0.1,0.1,0.11,0.11,0.1,0.1,0.09,0.11,0.1,0.11,0.09,0.09,0.09,0.08,0.11,0.1,0.11,0.09,0.11
,,,,,,,,,abcdgh,,,,abcgh,,,,,,,,,,,,d,,,,,,,,,,,,a,,a,,,,,acd,,,,a
,7,1137,495,639,86,158,160,188,216,328,245,348,544,324,813,270,350,240,165,111,620,517,663,467,1017,10,65,21,20,724,408,210,221,1031,88,705,391,828,290,468,148,191,128,485,681,417,639,442
,,0.13,0.11,0.14,0.07,0.11,0.11,0.13,0.15,0.16,0.09,0.12,0.16,0.1,0.14,0.13,0.12,0.13,0.12,0.13,0.12,0.13,0.13,0.12,0.13,0.06,0.09,0.07,0.13,0.13,0.13,0.12,0.14,0.13,0.12,0.13,0.13,0.13,0.12,0.1,0.11,0.11,0.1,0.14,0.13,0.12,0.13,0.12
,,,,a,,a,ag,abg,abcgh,abcdgh,,ag,abcdgh,,a,,,,,,,,,,bcd,,,,,,,,c,,,,,,,,,,,abcd,,,,
,NET: Rank 1,546,308,235,99,127,93,75,63,89,226,168,152,180,366,119,198,124,65,40,317,228,290,252,413,16,73,30,13,389,146,80,66,499,33,375,160,421,122,327,113,138,76,155,360,178,325,208
,,0.06,0.07,0.05,0.08,0.09,0.07,0.05,0.04,0.04,0.08,0.06,0.04,0.06,0.06,0.06,0.07,0.07,0.05,0.05,0.06,0.06,0.06,0.07,0.05,0.1,0.1,0.1,0.08,0.07,0.05,0.05,0.04,0.06,0.05,0.07,0.05,0.07,0.05,0.07,0.08,0.08,0.06,0.05,0.07,0.05,0.07,0.06
,,,b,,defhi,cdefhi,efi,,,,cdefhi,efi,,,,,d,d,,,d,,,a,,a,a,a,,bcd,,,,,,b,,b,,e,de,e,,,b,,,
