Unnamed: 0,<< Contents,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48
,National Lottery Community Fund - CRI - Wave 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Table 207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,England IMD target rankings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,BASE: All respondents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Gender,,Age,,,,,,,,,IMD ranking,,Social grade,,,,,,,Education,,Ethnicity,,,,,Disability,,,,Sexuality,,Feels like part of their community,,Important to feel part of their community,,Intention to volunteer in 2023,,,,,Strength of local community spirit,,Worried about the impact of climate change on local community,
,,Total,Male,Female,16-24,25-34,35-44,45-54,55-64,65+,18-34,35-54,55+,Deciles 1-3,Deciles 4-10,AB,C1,C2,D,E,ABC1,C2DE,Non-graduates,Graduates,White,Mixed,Asian,Black,Other,No,NET: Yes,Mental health condition,Physical condition,Heterosexual/straight,Lesbian/gay/bisexual,Yes,No,Important,Not important,NET: Yes,"Yes, and I already do","Yes, and I have done previously","Yes, for the first time",No,Strong,Not strong,Worried,Not worried
,Significance Level: 95%,,a,b,a,b,c,d,e,f,g,h,i,a,b,a,b,c,d,e,f,g,a,b,a,b,c,d,e,a,b,c,d,a,b,a,b,a,b,a,b,c,d,e,a,b,a,b
,Unweighted Total,6241,2812,3396,663,1162,1266,943,1226,981,1825,2209,2207,2105,4136,1996,2009,1138,681,417,4005,2236,3258,2940,5064,240,446,421,42,4108,2058,1189,992,5627,489,3850,2171,4567,1590,3235,1022,1294,919,2217,3719,2304,3568,2432
,Total,7534,3634,3867,994,1224,1164,1224,1166,1763,2217,2388,2929,2603,4931,1658,2497,1556,1145,678,4154,3379,4372,3098,6240,157,689,279,140,4831,2608,1459,1299,6800,576,4587,2658,5389,2027,3727,1182,1470,1075,2855,4374,2880,4189,3028
,"1-9,853",2603,1235,1354,451,472,446,460,371,402,923,906,774,2603,0,397,763,564,522,356,1160,1442,1586,985,1995,66,323,153,54,1517,1047,626,521,2311,218,1510,994,1809,753,1333,419,539,374,959,1391,1100,1494,970
,,0.35,0.34,0.35,0.45,0.39,0.38,0.38,0.32,0.23,0.42,0.38,0.26,1,0,0.24,0.31,0.36,0.46,0.53,0.28,0.43,0.36,0.32,0.32,0.42,0.47,0.55,0.38,0.31,0.4,0.43,0.4,0.34,0.38,0.33,0.37,0.34,0.37,0.36,0.35,0.37,0.35,0.34,0.32,0.38,0.36,0.32
,,,,,bcdefhi,efi,efi,efi,fi,,defhi,efi,f,b,,,af,abf,abcf,abcdfg,a,abcf,b,,,a,a,abce,,,a,a,a,,,,a,,a,,,,,,,a,b,
,"9,854 +",4931,2398,2512,543,751,718,764,795,1360,1294,1482,2155,0,4931,1261,1733,992,623,322,2994,1937,2786,2113,4245,91,366,126,87,3314,1561,833,777,4490,358,3077,1664,3580,1274,2395,763,931,701,1895,2983,1780,2695,2058
,,0.65,0.66,0.65,0.55,0.61,0.62,0.62,0.68,0.77,0.58,0.62,0.74,0,1,0.76,0.69,0.64,0.54,0.47,0.72,0.57,0.64,0.68,0.68,0.58,0.53,0.45,0.62,0.69,0.6,0.57,0.6,0.66,0.62,0.67,0.63,0.66,0.63,0.64,0.65,0.63,0.65,0.66,0.68,0.62,0.64,0.68
,,,,,,a,a,ag,abcdgh,abcdeghi,,ag,abcdegh,,a,bcdefg,cdeg,deg,e,,bcdeg,e,,a,bcd,d,d,,d,bcd,,,,,,b,,b,,,,,,,b,,,a
,"Columns Tested: a,b - a,b,c,d,e,f,g,h,i - a,b - a,b,c,d,e,f,g - a,b - a,b,c,d,e - a,b,c,d - a,b - a,b - a,b - a,b,c,d,e - a,b - a,b",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Prepared by Savanta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
