Unnamed: 0,<< Contents,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 64,Unnamed: 65,Unnamed: 66,Unnamed: 67,Unnamed: 68,Unnamed: 69,Unnamed: 70,Unnamed: 71,Unnamed: 72,Unnamed: 73,Unnamed: 74,Unnamed: 75,Unnamed: 76,Unnamed: 77,Unnamed: 78,Unnamed: 79,Unnamed: 80,Unnamed: 81,Unnamed: 82,Unnamed: 83,Unnamed: 84,Unnamed: 85,Unnamed: 86,Unnamed: 87,Unnamed: 88,Unnamed: 89,Unnamed: 90,Unnamed: 91,Unnamed: 92,Unnamed: 93,Unnamed: 94,Unnamed: 95,Unnamed: 96,Unnamed: 97,Unnamed: 98,Unnamed: 99,Unnamed: 100,Unnamed: 101,Unnamed: 102,Unnamed: 103,Unnamed: 104,Unnamed: 105,Unnamed: 106,Unnamed: 107,Unnamed: 108,Unnamed: 109,Unnamed: 110,Unnamed: 111,Unnamed: 112,Unnamed: 113,Unnamed: 114,Unnamed: 115,Unnamed: 116,Unnamed: 117,Unnamed: 118,Unnamed: 119,Unnamed: 120,Unnamed: 121,Unnamed: 122,Unnamed: 123,Unnamed: 124,Unnamed: 125,Unnamed: 126,Unnamed: 127,Unnamed: 128,Unnamed: 129,Unnamed: 130,Unnamed: 131,Unnamed: 132,Unnamed: 133,Unnamed: 134,Unnamed: 135,Unnamed: 136,Unnamed: 137,Unnamed: 138,Unnamed: 139,Unnamed: 140
,JRF - Low Income Households - Wave 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Table 121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Q4W4_5. Reduced access to hygiene products (e.g. soap, dental hygiene, shampoo) due to cost: You mentioned that you or members of your household have experienced the following over the last 2 years. For each of the following, please tell us whether this is a new experience or not.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,BASE: All respondents who have been negatively impacted by the cost of living crisis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Family equivalized income - main groups,,,Benefits & Pension,,,,Disability,,,Household formation,,,,,Children and adults in HH,,,,,,,,Tenure - main groups,,,,,Tenure - detailed,,,,,,,,Region,,,,,,,,,,,,Age,,,,,,,,Gender,,Ethnicity - main groups,,,,,Ethnicity - detailed,,,,,,,,,,,,,,,,,,Employment - main groups,,,,Employment - detailed,,,,,,,,,,,,Borrowing,,Currently in arrears,,,,,,,,,,,,,,,Gone without at least one essential,,Food insecurity,,,,Lonely,,Occupation/previous occupation,,,,,,,,Low savings,,,,Deductions,,Received a COL payment in last month,
,,Total,1st income quintile,2nd income quintile,3rd income quintile,UC recipients,UC recipients + WTC recipients,Benefits' recipients,Pension recipients,Disabled person in HH,No disabled person in HH,Mental health,Single adult household,2 adults only (no children) household,3+ adults only (no children) household,1 adult only with at least 1 child household,2 adults only with at least 1 child household,No children,Children,1 child,2 children,3 or more children,1 adult,2 or more adults,At least 1 adult and 1 child,Mortgage holder,Renter,Homeowner (with/out mortgage),Social renter,Private renter,Home ownership with a mortgage,Home ownership without a mortgage,Shared ownership (partly paying rent and partly paying mortgage),"Private renting from landlord, living alone or with family/partner","Private renting from landlord, in shared household with other adults not related",Social renting from Local Authority / Council,Social renting from Housing Association,Other type of tenure,Scotland,Wales,Northern Ireland,North East,North West,Yorkshire and the Humber,East Midlands,West Midlands,Eastern England,London,South East,South West,18-24,25-34,35-44,45-54,55-64,65+,Net: 18-64 (working age),Net: 65+,Female,Male,White,Mix,Asian,Black,Other,White English / Welsh / Scottish / Northern Irish / British,White Irish,Gypsy or Irish Traveller,Any other White background,Mixed White and Black Caribbean,Mixed White and Black African,Mixed White and Asian,Any other mixed/multiple ethnic background,Indian,Pakistani,Bangladeshi,Chinese,Any other Asian background,Black African,Black Caribbean,Black British or any other Black background,Arab,Any other ethnic group,Working,Not working (actively looking for a job),Retired (fully),Economically inactive (excluding retired),Working full time (Self-Employed or for employer),Working full time for employer,Self-employed full time,Working part time (SE or for employer),Working part time for employer,Self-employed part time,Agency work or temp contract,Zero hour contact,Not working,All adults in household working,No adult in household working,1 but not all adults in work,New/increased borrowing since Nov 2022,Have borrowing,Households in any arrears,Households in arrears with household bills,"Households in arrears with energy bills (water, electricity, gas)",Households in rent arrears,Households in council tax arrears,Household in rent and energy arrears,Household in rent and council tax arrears,Household in council tax and energy arrears,"Household in rent, council tax and energy arrears",Households in arrears with borrowing,Households in arrears or have loans to the state,"Housing arrears (rent, mortgage)",Utility arrears,Personal borrowing arrears,State debt arrears,Yes,No,Cut down on size of or skipped meals often or sometimes,Went hungry often or sometimes,Cut down on size of or skipped meals often,Went hungry often,Felt lonely sometimes,Felt lonely often,"High managerial, admin, prof","Intermediate managerial, admin, prof","Supervisor, admin, prof",Skilled manual,Semi-skilled or unskilled manual,House-wife/husband,Unemployed,Student,,Below £100,Between £101 and £500,£500+,Has benefit deductions,Does not have benefit deductions,Yes,No
,Significance Level: 95%,,a,b,c,a,b,c,d,a,b,c,a,b,c,d,e,a,b,c,d,e,f,g,h,a,b,c,d,e,a,b,*c,d,*e,f,g,*h,a,*b,*c,*d,e,*f,*g,*h,*i,j,k,*l,a,b,c,d,e,*f,g,*h,a,b,a,b,c,*d,*e,a,*b,*c,*d,*e,*f,*g,*h,*i,*j,*k,*l,*m,*n,*o,*p,*q,*r,a,*b,c,d,a,b,*c,d,e,*f,*g,*h,i,j,k,l,a,b,a,b,c,d,e,f,g,h,i,j,k,l,m,n,o,a,*b,a,b,c,d,a,b,*a,b,c,d,e,*f,g,*h,a,b,c,d,a,b,a,b
,Unweighted Total,377,144,113,120,137,164,292,67,282,89,211,64,76,36,47,122,176,201,81,80,40,111,266,201,89,217,154,138,79,81,65,8,61,18,81,57,6,34,22,15,21,42,27,24,29,23,61,53,26,49,89,118,63,41,17,360,17,233,144,281,32,36,21,6,261,11,2,7,4,8,13,7,14,8,3,4,7,12,6,3,3,3,247,22,43,78,185,174,11,54,48,6,0,1,42,192,116,41,294,329,291,262,185,67,128,211,160,216,236,223,329,93,217,231,152,375,2,354,316,206,163,153,168,24,66,74,53,66,22,69,3,87,117,106,65,144,140,164,38
,Total,356,127,104,125,130,154,277,65,266,85,201,65,73,34,44,110,171,185,76,73,36,109,247,185,84,208,143,142,65,76,59,8,50,15,82,60,6,32,20,11,17,44,24,27,26,23,52,53,26,50,83,103,60,41,20,337,20,210,146,270,28,32,20,6,252,10,2,6,3,7,12,6,13,7,3,3,6,11,5,3,3,2,230,20,42,76,173,163,10,50,45,5,0,1,39,179,113,37,278,312,276,248,176,64,120,200,150,205,224,211,311,89,206,218,141,355,2,336,300,193,156,144,160,21,62,73,48,63,20,67,3,83,112,97,62,134,136,155,36
,"I/we were experiencing this before the last two years, but it has improved",55,19,18,18,18,26,46,14,36,19,20,6,8,4,5,22,19,36,11,16,10,11,43,36,20,23,29,15,8,17,9,3,8,0,11,4,2,5,3,1,3,3,5,4,5,5,13,5,3,7,15,17,7,6,2,53,2,26,29,36,4,8,5,1,31,3,1,2,0,0,3,1,4,2,1,0,2,3,2,1,0,1,44,1,3,8,38,35,2,7,6,1,0,0,3,42,10,0,43,48,48,46,36,3,26,36,29,40,40,39,49,11,42,42,30,55,0,52,43,28,25,22,19,9,7,11,9,8,3,7,0,3,19,18,14,20,24,25,10
,,0.15,0.15,0.17,0.14,0.14,0.17,0.16,0.22,0.13,0.22,0.1,0.09,0.11,0.13,0.12,0.2,0.11,0.19,0.14,0.21,0.27,0.1,0.18,0.19,0.24,0.11,0.21,0.11,0.13,0.22,0.16,0.4,0.16,0,0.14,0.06,0.28,0.14,0.14,0.07,0.19,0.08,0.19,0.13,0.19,0.23,0.26,0.09,0.11,0.14,0.18,0.17,0.12,0.15,0.09,0.16,0.09,0.12,0.2,0.13,0.13,0.24,0.27,0.12,0.12,0.27,0.56,0.29,0,0,0.23,0.15,0.3,0.22,0.29,0,0.27,0.24,0.28,0.38,0,0.29,0.19,0.05,0.06,0.1,0.22,0.22,0.24,0.13,0.13,0.21,0,0,0.09,0.23,0.09,0,0.15,0.15,0.17,0.18,0.2,0.05,0.22,0.18,0.19,0.19,0.18,0.18,0.16,0.12,0.2,0.19,0.22,0.15,0,0.16,0.14,0.14,0.16,0.15,0.12,0.45,0.12,0.15,0.18,0.13,0.13,0.11,0,0.03,0.17,0.19,0.22,0.15,0.18,0.16,0.27
,,,,,,,,,,,ac,,,,,,,,af,,af,af,,,af,bd,,bd,,,g,,,,,,,,,,,,,,,,,ek,,,,,,,,,,,,a,,,,,,,,,,,,,,,,,,,,,,,,c,,,,kl,kl,,l,l,,,,,ikl,l,,,,d,d,d,,d,d,d,d,d,d,d,,d,d,d,,,,,,,,,,,,,,,,,,a,a,a,,,,
