Unnamed: 0,<< Contents,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57
,,0.8,0.81,0.79,0.72,0.75,0.79,0.79,0.84,0.86,0.73,0.79,0.86,0.74,0.75,0.8,0.79,0.77,0.85,0.83,0.85,0.78,0.71,0.84,0.85,0.81,0.79,0.77,0.68,0.83,0.76,0.78,0.82,0.8,0.77,0.76,0.8,0.75,0.83,0.74,0.7,0.76,0.81,0.72,0.84,0.73,0.83,0.71,0.81,0.86,0.79,0.79,0.77,0.85,0.73,0.8,0.81
,,,,,,,abg,abg,abcdgh,abcdgh,,abg,abcdgh,,,a,a,,abcdei,abdei,abcdei,,,a,bcdefg,deg,eg,e,,cdeg,e,,a,c,,,,,bcd,c,,c,b,,b,,b,,e,acde,,,,b,,,
,Community and public spaces,4485,2219,2245,556,711,680,719,715,1105,1267,1398,1820,544,198,444,468,388,483,770,517,674,1360,3126,1087,1530,895,643,331,2617,1869,2516,1942,3716,89,394,179,91,2995,1441,752,720,4088,321,3043,1291,3446,995,2337,790,908,638,1590,2967,1390,2534,1799
,,0.72,0.74,0.7,0.68,0.68,0.68,0.71,0.74,0.79,0.68,0.7,0.77,0.67,0.67,0.73,0.72,0.72,0.76,0.75,0.74,0.7,0.63,0.77,0.76,0.73,0.72,0.69,0.6,0.74,0.68,0.7,0.74,0.72,0.68,0.71,0.74,0.7,0.75,0.67,0.62,0.68,0.73,0.66,0.8,0.59,0.77,0.6,0.75,0.81,0.74,0.71,0.68,0.82,0.58,0.73,0.72
,,,b,,,,,,abcgh,abcdegh,,,abcdgh,,,a,a,,abi,abi,abi,,,a,bcdeg,deg,eg,e,,deg,e,,a,,,,,,bcd,c,,c,b,,b,,b,,de,acde,e,,,b,,,
,Overall quality of life,4402,2126,2256,566,725,689,667,684,1070,1291,1357,1754,562,179,426,452,378,462,772,532,640,1230,3172,1127,1529,845,611,290,2656,1746,2420,1952,3626,90,412,175,77,3001,1355,720,660,3999,322,3056,1201,3449,912,2338,796,884,657,1539,2991,1294,2496,1770
,,0.71,0.71,0.7,0.69,0.7,0.69,0.66,0.71,0.76,0.69,0.67,0.74,0.69,0.61,0.7,0.7,0.7,0.72,0.75,0.76,0.66,0.57,0.78,0.79,0.73,0.68,0.66,0.52,0.76,0.64,0.68,0.75,0.7,0.69,0.74,0.72,0.59,0.75,0.63,0.59,0.62,0.71,0.66,0.8,0.55,0.77,0.55,0.75,0.81,0.72,0.73,0.66,0.82,0.54,0.72,0.71
,,,,,,,,,dh,abcdegh,,,abcdgh,b,,b,b,b,bi,abcdei,abcdei,,,a,bcdefg,cdeg,eg,e,,cdeg,e,,a,,,e,,,bcd,c,,,b,,b,,b,,ce,acde,e,e,,b,,,
,Education opportunities,4225,2053,2146,624,722,655,627,618,978,1347,1282,1596,526,176,433,428,369,428,704,484,677,1358,2866,1029,1417,863,627,289,2445,1779,2375,1824,3421,91,423,189,83,2808,1366,737,650,3816,314,2849,1242,3258,923,2271,767,870,634,1445,2753,1369,2436,1663
,,0.68,0.68,0.67,0.76,0.69,0.65,0.62,0.64,0.7,0.72,0.64,0.67,0.64,0.6,0.71,0.66,0.68,0.67,0.69,0.69,0.7,0.63,0.7,0.72,0.68,0.69,0.67,0.52,0.7,0.65,0.66,0.7,0.66,0.69,0.76,0.78,0.64,0.7,0.63,0.61,0.61,0.68,0.64,0.75,0.56,0.73,0.55,0.73,0.78,0.71,0.7,0.62,0.76,0.58,0.7,0.67
,,,,,bcdefhi,cdeh,,,,cdeh,cdehi,,dh,,,ab,,b,b,b,ab,ab,,a,bdefg,e,eg,e,,eg,e,,a,,,a,abe,,bcd,,,,,,b,,b,,e,acde,e,e,,b,,b,
,Transport networks,4052,1967,2065,591,709,652,640,576,885,1300,1292,1460,540,179,364,434,318,342,669,393,813,1470,2581,936,1356,805,642,311,2293,1759,2323,1705,3217,91,424,205,91,2689,1314,738,642,3648,314,2615,1293,3033,966,2115,699,828,587,1408,2489,1443,2311,1595
,,0.65,0.65,0.65,0.72,0.68,0.65,0.64,0.6,0.63,0.7,0.64,0.62,0.66,0.61,0.6,0.67,0.59,0.54,0.65,0.56,0.84,0.68,0.63,0.66,0.65,0.65,0.69,0.56,0.65,0.64,0.65,0.65,0.62,0.7,0.76,0.84,0.7,0.67,0.61,0.61,0.6,0.65,0.65,0.69,0.59,0.68,0.58,0.68,0.71,0.67,0.65,0.6,0.68,0.61,0.66,0.64
,,,,,cdefhi,defhi,e,,,,cdefhi,e,,cefh,f,f,cefh,,,cefh,,abcdefgh,b,,e,e,e,eg,,e,e,,,,a,a,abce,,bcd,,,,,,b,,b,,e,acde,e,e,,b,,,
,Health and wellbeing,3968,1988,1964,551,677,633,593,572,942,1228,1226,1514,501,166,410,417,333,412,681,456,592,1175,2793,1000,1338,813,564,252,2339,1629,2192,1744,3227,80,392,177,78,2729,1204,645,558,3592,296,2848,1007,3181,755,2196,755,845,595,1304,2788,1087,2301,1547
,,0.64,0.66,0.61,0.67,0.65,0.63,0.59,0.6,0.67,0.66,0.61,0.64,0.61,0.57,0.67,0.64,0.61,0.64,0.66,0.65,0.61,0.55,0.68,0.7,0.64,0.65,0.6,0.46,0.67,0.6,0.61,0.67,0.63,0.62,0.7,0.73,0.6,0.68,0.56,0.53,0.52,0.64,0.61,0.75,0.46,0.71,0.45,0.71,0.77,0.69,0.66,0.56,0.77,0.46,0.66,0.62
,,,b,,deh,deh,d,,,deh,deh,,deh,,,abi,b,,b,abi,b,,,a,bcdefg,eg,deg,e,,deg,e,,a,,,ab,ab,,bcd,,,,,,b,,b,,de,acde,e,e,,b,,b,
,Access to a safe and attractive high street or shops,3557,1760,1782,576,638,557,540,516,731,1214,1097,1246,459,157,344,362,287,345,623,369,611,1178,2379,861,1195,704,522,275,2056,1501,1980,1553,2811,85,374,186,80,2383,1130,638,533,3192,277,2448,989,2780,745,1943,643,761,539,1183,2422,1040,2082,1371
,,0.57,0.59,0.56,0.7,0.61,0.55,0.54,0.54,0.52,0.65,0.55,0.53,0.56,0.54,0.56,0.56,0.53,0.54,0.61,0.53,0.63,0.55,0.58,0.6,0.57,0.57,0.56,0.5,0.59,0.55,0.55,0.6,0.55,0.65,0.67,0.76,0.61,0.6,0.52,0.52,0.5,0.57,0.57,0.64,0.45,0.62,0.45,0.63,0.66,0.62,0.6,0.5,0.67,0.44,0.6,0.55
,,,b,,bcdefghi,cdefhi,,,,,bcdefhi,,,,,,,,,befh,,abcdefh,,a,bcdeg,e,e,e,,eg,e,,a,,a,a,abce,,bcd,,,,,,b,,b,,e,de,e,e,,b,,b,
,Levels of crime and anti-social behaviour,3382,1718,1649,419,560,556,491,511,846,979,1046,1357,406,143,317,344,293,377,591,427,484,922,2460,882,1134,655,464,247,2016,1366,1808,1551,2767,63,309,166,65,2311,1034,544,509,3069,245,2380,900,2690,666,1873,681,697,495,1135,2391,898,1945,1345
,,0.54,0.57,0.52,0.51,0.54,0.55,0.49,0.53,0.6,0.53,0.52,0.57,0.5,0.49,0.52,0.53,0.54,0.59,0.58,0.61,0.5,0.43,0.6,0.62,0.54,0.53,0.5,0.45,0.57,0.5,0.51,0.59,0.54,0.48,0.55,0.68,0.5,0.58,0.48,0.45,0.48,0.55,0.5,0.63,0.41,0.6,0.4,0.6,0.69,0.57,0.55,0.48,0.66,0.38,0.56,0.54
,,,b,,,d,d,,d,abcdegh,,,abdegh,,,,,,abcdi,abci,abcdei,,,a,bcdefg,deg,e,,,bcdeg,e,,a,,,,abce,,bcd,,,,,,b,,b,,cde,acde,e,e,,b,,,
,Job and employment prospects,2921,1480,1429,442,543,474,425,409,627,985,899,1036,378,104,271,290,242,323,517,318,477,854,2067,780,1008,562,399,171,1788,1133,1565,1334,2358,70,297,129,56,1994,894,497,400,2633,223,2105,735,2366,532,1695,601,668,426,905,2043,820,1741,1113
,,0.47,0.49,0.45,0.54,0.52,0.47,0.42,0.43,0.45,0.53,0.45,0.44,0.46,0.36,0.44,0.45,0.45,0.5,0.5,0.46,0.49,0.4,0.51,0.55,0.48,0.45,0.43,0.31,0.51,0.42,0.44,0.51,0.46,0.54,0.53,0.53,0.43,0.5,0.41,0.41,0.38,0.47,0.46,0.55,0.33,0.53,0.32,0.55,0.61,0.54,0.47,0.39,0.56,0.35,0.5,0.45
,,,b,,cdefhi,cdefhi,de,,,,cdefhi,,,b,,b,b,b,bcde,bcde,b,b,,a,bcdefg,deg,eg,e,,cdeg,e,,a,,a,a,a,,bcd,d,,,,,b,,b,,de,acde,de,e,,b,,b,
,Availability of housing,2876,1466,1395,451,484,449,391,391,710,934,840,1101,377,138,300,338,270,260,456,328,409,873,2002,751,977,569,402,177,1728,1148,1563,1294,2315,62,298,140,53,2000,844,434,427,2613,191,2028,761,2267,585,1612,584,607,422,958,1977,827,1652,1138
,,0.46,0.49,0.44,0.55,0.46,0.45,0.39,0.41,0.51,0.5,0.42,0.47,0.46,0.47,0.49,0.52,0.5,0.41,0.44,0.47,0.42,0.41,0.49,0.53,0.47,0.46,0.43,0.32,0.49,0.42,0.44,0.5,0.45,0.47,0.53,0.58,0.41,0.5,0.39,0.36,0.4,0.46,0.39,0.53,0.35,0.51,0.35,0.52,0.6,0.49,0.47,0.41,0.54,0.35,0.47,0.46
,,,b,,bcdeghi,deh,de,,,cdehi,bcdehi,,deh,f,,fi,afgi,fgi,,,f,,,a,bcdefg,eg,eg,e,,cdeg,e,,a,,,a,abe,,bcd,,,c,b,,b,,b,,de,acde,e,e,,b,,,
,Financial prosperity,2633,1389,1237,380,460,412,392,369,620,840,804,989,344,93,258,264,223,270,465,286,430,715,1919,741,906,518,322,145,1648,986,1378,1239,2118,58,276,133,41,1842,770,405,369,2389,184,1997,568,2180,433,1537,582,565,390,821,1957,623,1549,1032
,,0.42,0.46,0.39,0.46,0.44,0.41,0.39,0.38,0.44,0.45,0.4,0.42,0.42,0.32,0.42,0.41,0.41,0.42,0.45,0.41,0.45,0.33,0.47,0.52,0.43,0.42,0.35,0.26,0.47,0.36,0.39,0.47,0.41,0.44,0.5,0.55,0.32,0.46,0.36,0.33,0.35,0.42,0.38,0.52,0.26,0.49,0.26,0.49,0.59,0.46,0.43,0.35,0.54,0.26,0.44,0.41
,,,b,,cdehi,deh,,,,deh,cdehi,,,b,,b,b,b,b,b,b,b,,a,bcdefg,deg,deg,e,,bcdeg,e,,a,,,ae,abe,,bcd,,,,b,,b,,b,,cde,acde,e,e,,b,,b,
,"Columns Tested: a,b - a,b,c,d,e,f,g,h,i - a,b,c,d,e,f,g,h,i - a,b - a,b,c,d,e,f,g - a,b - a,b,c,d,e - a,b,c,d - a,b - a,b - a,b - a,b,c,d,e - a,b - a,b",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Prepared by Savanta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
