Unnamed: 0,<< Contents,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48
,National Lottery Community Fund - CRI - Wave 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Table 77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Q11_W3. Summary: Rank 1-3 - Now thinking to the long-term future, what do you most hope to see change in your local community for the next generation?By 'local community' we mean the local area where you live.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,BASE: All respondents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Gender,,Age,,,,,,,,,IMD ranking,,Social grade,,,,,,,Education,,Ethnicity,,,,,Disability,,,,Sexuality,,Feels like part of their community,,Important to feel part of their community,,Intention to volunteer in 2023,,,,,Strength of local community spirit,,Worried about the impact of climate change on local community,
,,Total,Male,Female,16-24,25-34,35-44,45-54,55-64,65+,18-34,35-54,55+,Deciles 1-3,Deciles 4-10,AB,C1,C2,D,E,ABC1,C2DE,Non-graduates,Graduates,White,Mixed,Asian,Black,Other,No,NET: Yes,Mental health condition,Physical condition,Heterosexual/straight,Lesbian/gay/bisexual,Yes,No,Important,Not important,NET: Yes,"Yes, and I already do","Yes, and I have done previously","Yes, for the first time",No,Strong,Not strong,Worried,Not worried
,Significance Level: 95%,,a,b,a,b,c,d,e,f,g,h,i,a,b,a,b,c,d,e,f,g,a,b,a,b,c,d,e,a,b,c,d,a,b,a,b,a,b,a,b,c,d,e,a,b,a,b
,Unweighted Total,8976,4015,4913,933,1712,1863,1359,1747,1362,2645,3222,3109,3004,5972,2822,2887,1590,1020,657,5709,3267,4583,4333,7653,268,480,491,50,5832,3039,1799,1444,8064,745,5632,3041,6650,2219,4644,1463,1895,1286,3177,5455,3218,5114,3545
,Total,8976,4315,4613,1174,1488,1427,1447,1399,2041,2662,2874,3440,3098,5878,2005,2962,1812,1367,830,4968,4008,5127,3774,7598,168,713,304,160,5726,3137,1774,1545,8083,710,5517,3117,6466,2379,4459,1404,1782,1273,3373,5280,3367,4995,3624
,Reduced poverty and deprivation,2909,1275,1614,321,491,509,503,489,597,812,1012,1086,1118,1791,574,961,606,462,307,1534,1375,1656,1238,2490,57,214,97,43,1749,1116,655,555,2587,258,1680,1146,2043,833,1414,407,601,406,1104,1622,1197,1674,1134
,,0.32,0.3,0.35,0.27,0.33,0.36,0.35,0.35,0.29,0.3,0.35,0.32,0.36,0.3,0.29,0.32,0.33,0.34,0.37,0.31,0.34,0.32,0.33,0.33,0.34,0.3,0.32,0.27,0.31,0.36,0.37,0.36,0.32,0.36,0.3,0.37,0.32,0.35,0.32,0.29,0.34,0.32,0.33,0.31,0.36,0.34,0.31
,,,,a,,af,afgi,afgi,afgi,,,afgi,a,b,,,a,a,a,abf,a,af,,,,,,,,,a,a,a,,a,,a,,a,,,b,,b,,a,b,
,Improved access to affordable housing,2762,1186,1564,365,465,449,428,445,611,829,877,1056,922,1840,558,967,568,412,258,1525,1237,1637,1117,2375,47,194,105,31,1711,1021,571,525,2488,229,1611,1053,1952,777,1320,392,515,413,1050,1583,1077,1542,1107
,,0.31,0.27,0.34,0.31,0.31,0.31,0.3,0.32,0.3,0.31,0.31,0.31,0.3,0.31,0.28,0.33,0.31,0.3,0.31,0.31,0.31,0.32,0.3,0.31,0.28,0.27,0.35,0.2,0.3,0.33,0.32,0.34,0.31,0.32,0.29,0.34,0.3,0.33,0.3,0.28,0.29,0.32,0.31,0.3,0.32,0.31,0.31
,,,,a,,,,,,,,,,,,,a,a,,,a,a,b,,,,,ce,,,a,,a,,,,a,,a,,,,bc,b,,a,,
,Thriving high street and shopping areas,2708,1314,1386,187,331,356,459,509,865,518,816,1374,801,1907,633,902,581,390,202,1535,1173,1601,1097,2483,32,119,41,32,1859,826,412,444,2511,160,1695,906,1930,728,1167,383,468,316,1156,1541,1075,1301,1283
,,0.3,0.3,0.3,0.16,0.22,0.25,0.32,0.36,0.42,0.19,0.28,0.4,0.26,0.32,0.32,0.3,0.32,0.29,0.24,0.31,0.29,0.31,0.29,0.33,0.19,0.17,0.14,0.2,0.32,0.26,0.23,0.29,0.31,0.23,0.31,0.29,0.3,0.31,0.26,0.27,0.26,0.25,0.34,0.29,0.32,0.26,0.35
,,,,,,ag,ag,abcgh,abcdgh,abcdegh,a,abcg,abcdegh,,a,eg,e,eg,,,e,e,b,,bcd,d,,,,bcd,c,,c,b,,,,,,,,,,abcd,,a,,a
,Improved employment prospects,1968,977,983,236,362,306,355,323,386,598,661,709,732,1236,435,659,418,312,143,1094,874,1103,852,1629,37,157,91,44,1263,678,361,349,1797,144,1181,731,1413,531,972,267,418,287,717,1171,738,1091,829
,,0.22,0.23,0.21,0.2,0.24,0.21,0.25,0.23,0.19,0.22,0.23,0.21,0.24,0.21,0.22,0.22,0.23,0.23,0.17,0.22,0.22,0.22,0.23,0.21,0.22,0.22,0.3,0.28,0.22,0.22,0.2,0.23,0.22,0.2,0.21,0.23,0.22,0.22,0.22,0.19,0.23,0.23,0.21,0.22,0.22,0.22,0.23
,,,,,,acfi,,acfi,fi,,f,fi,,b,,e,e,e,e,,e,e,,,,,,abc,,,,,,,,,a,,,b,,b,b,,,,,
,Improved social care,1954,879,1063,214,311,276,316,343,494,525,592,837,649,1305,431,671,385,276,191,1102,853,1129,812,1666,31,160,70,23,1181,749,398,367,1752,172,1268,623,1483,444,1015,339,398,278,662,1248,649,1098,789
,,0.22,0.2,0.23,0.18,0.21,0.19,0.22,0.25,0.24,0.2,0.21,0.24,0.21,0.22,0.21,0.23,0.21,0.2,0.23,0.22,0.21,0.22,0.22,0.22,0.18,0.22,0.23,0.14,0.21,0.24,0.22,0.24,0.22,0.24,0.23,0.2,0.23,0.19,0.23,0.24,0.22,0.22,0.2,0.24,0.19,0.22,0.22
,,,,a,,,,a,abcgh,abcgh,,,abcgh,,,,,,,,,,,,,,,,,,a,,a,,,b,,b,,e,e,e,,,b,,,
,Better quality homes,1806,859,932,301,365,323,254,250,313,666,577,563,747,1059,380,579,362,282,203,959,848,1026,762,1436,37,192,84,46,1117,660,407,290,1617,139,1132,606,1327,458,939,232,393,314,650,1067,685,1061,693
,,0.2,0.2,0.2,0.26,0.25,0.23,0.18,0.18,0.15,0.25,0.2,0.16,0.24,0.18,0.19,0.2,0.2,0.21,0.24,0.19,0.21,0.2,0.2,0.19,0.22,0.27,0.28,0.29,0.2,0.21,0.23,0.19,0.2,0.2,0.21,0.19,0.21,0.19,0.21,0.17,0.22,0.25,0.19,0.2,0.2,0.21,0.19
,,,,,defhi,defhi,defhi,,,,defhi,fi,,b,,,,,,abcf,,af,,,,,a,a,,,,ad,,,,,,,,b,,be,abe,b,,,b,
,Improved youth facilities,1806,803,997,240,309,330,335,244,348,549,665,592,633,1173,403,576,380,255,192,979,827,1059,732,1523,40,143,65,30,1116,672,410,334,1637,128,1145,602,1373,413,968,284,388,295,602,1123,639,1086,659
,,0.2,0.19,0.22,0.2,0.21,0.23,0.23,0.17,0.17,0.21,0.23,0.17,0.2,0.2,0.2,0.19,0.21,0.19,0.23,0.2,0.21,0.21,0.19,0.2,0.24,0.2,0.21,0.19,0.19,0.21,0.23,0.22,0.2,0.18,0.21,0.19,0.21,0.17,0.22,0.2,0.22,0.23,0.18,0.21,0.19,0.22,0.18
,,,,a,fi,efi,efgi,efi,,,efi,efgi,,,,,,,,bdf,,,,,,,,,,,a,a,,,,,,b,,e,,e,e,,b,,b,
,More green spaces,1357,697,652,197,231,234,240,197,258,428,474,455,454,903,305,446,266,227,113,750,606,764,575,1149,26,112,38,25,896,441,258,201,1223,107,849,468,984,358,701,233,282,185,506,781,535,802,504
,,0.15,0.16,0.14,0.17,0.15,0.16,0.17,0.14,0.13,0.16,0.16,0.13,0.15,0.15,0.15,0.15,0.15,0.17,0.14,0.15,0.15,0.15,0.15,0.15,0.15,0.16,0.12,0.16,0.16,0.14,0.15,0.13,0.15,0.15,0.15,0.15,0.15,0.15,0.16,0.17,0.16,0.15,0.15,0.15,0.16,0.16,0.14
,,,b,,fi,fi,fi,fi,,,fi,efi,,,,,,,,,,,,,,,,,,bd,,,,,,,,,,,,,,,,,b,
,Cleaner air,1333,710,613,240,217,190,193,205,288,457,383,493,500,833,321,403,284,187,136,725,608,762,558,1105,25,118,50,27,831,482,293,194,1185,114,860,432,984,332,681,214,265,202,494,826,465,914,370
,,0.15,0.16,0.13,0.2,0.15,0.13,0.13,0.15,0.14,0.17,0.13,0.14,0.16,0.14,0.16,0.14,0.16,0.14,0.16,0.15,0.15,0.15,0.15,0.15,0.15,0.17,0.17,0.17,0.15,0.15,0.17,0.13,0.15,0.16,0.16,0.14,0.15,0.14,0.15,0.15,0.15,0.16,0.15,0.16,0.14,0.18,0.1
,,,b,,bcdefghi,,,,,,bcdefhi,,,b,,b,,,,,,,,,,,,,,,d,ad,,,,b,,,,,,,,,b,,b,
,More spaces for community use,1215,584,626,171,219,200,209,162,254,391,409,416,385,830,295,391,267,190,73,686,529,674,535,1004,26,109,43,33,808,392,246,194,1098,98,828,349,972,228,712,229,272,211,368,774,414,700,476
,,0.14,0.14,0.14,0.15,0.15,0.14,0.14,0.12,0.12,0.15,0.14,0.12,0.12,0.14,0.15,0.13,0.15,0.14,0.09,0.14,0.13,0.13,0.14,0.13,0.16,0.15,0.14,0.21,0.14,0.13,0.14,0.13,0.14,0.14,0.15,0.11,0.15,0.1,0.16,0.16,0.15,0.17,0.11,0.15,0.12,0.14,0.13
