Unnamed: 0,<< Contents,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48
,National Lottery Community Fund - CRI - Wave 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Table 113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Q18N.7. Free arts, culture or leisure (e.g. libraries, local museums, Parkrun).: What impact, if any, do you think the rising cost of living will have on demand for the following community-based support services in your local community?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,BASE: All respondents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Gender,,Age,,,,,,,,,IMD ranking,,Social grade,,,,,,,Education,,Ethnicity,,,,,Disability,,,,Sexuality,,Feels like part of their community,,Important to feel part of their community,,Intention to volunteer in 2023,,,,,Strength of local community spirit,,Worried about the impact of climate change on local community,
,,Total,Male,Female,16-24,25-34,35-44,45-54,55-64,65+,18-34,35-54,55+,Deciles 1-3,Deciles 4-10,AB,C1,C2,D,E,ABC1,C2DE,Non-graduates,Graduates,White,Mixed,Asian,Black,Other,No,NET: Yes,Mental health condition,Physical condition,Heterosexual/straight,Lesbian/gay/bisexual,Yes,No,Important,Not important,NET: Yes,"Yes, and I already do","Yes, and I have done previously","Yes, for the first time",No,Strong,Not strong,Worried,Not worried
,Significance Level: 95%,,a,b,a,b,c,d,e,f,g,h,i,a,b,a,b,c,d,e,f,g,a,b,a,b,c,d,e,a,b,c,d,a,b,a,b,a,b,a,b,c,d,e,a,b,a,b
,Unweighted Total,8976,4015,4913,933,1712,1863,1359,1747,1362,2645,3222,3109,3004,5972,2822,2887,1590,1020,657,5709,3267,4583,4333,7653,268,480,491,50,5832,3039,1799,1444,8064,745,5632,3041,6650,2219,4644,1463,1895,1286,3177,5455,3218,5114,3545
,Total,8976,4315,4613,1174,1488,1427,1447,1399,2041,2662,2874,3440,3098,5878,2005,2962,1812,1367,830,4968,4008,5127,3774,7598,168,713,304,160,5726,3137,1774,1545,8083,710,5517,3117,6466,2379,4459,1404,1782,1273,3373,5280,3367,4995,3624
,Significantly increase demand,1146,473,667,200,279,211,168,123,165,479,379,288,443,703,256,375,217,181,116,631,514,565,561,892,34,135,54,25,670,457,294,224,1012,104,782,343,928,207,734,304,248,182,296,789,334,785,333
,,0.13,0.11,0.14,0.17,0.19,0.15,0.12,0.09,0.08,0.18,0.13,0.08,0.14,0.12,0.13,0.13,0.12,0.13,0.14,0.13,0.13,0.11,0.15,0.12,0.2,0.19,0.18,0.16,0.12,0.15,0.17,0.15,0.13,0.15,0.14,0.11,0.14,0.09,0.16,0.22,0.14,0.14,0.09,0.15,0.1,0.16,0.09
,,,,a,defhi,cdefhi,defi,efi,,,cdefhi,efi,,b,,,,,,,,,,a,,a,a,a,,,a,a,a,,,b,,b,,ce,acde,e,e,,b,,b,
,Slightly increase demand,2458,1120,1324,363,454,412,389,342,498,817,801,840,781,1677,611,846,458,353,190,1457,1001,1277,1159,2062,42,199,99,46,1616,814,457,370,2218,183,1636,746,1894,535,1333,432,539,362,820,1595,803,1519,876
,,0.27,0.26,0.29,0.31,0.31,0.29,0.27,0.24,0.24,0.31,0.28,0.24,0.25,0.29,0.3,0.29,0.25,0.26,0.23,0.29,0.25,0.25,0.31,0.27,0.25,0.28,0.33,0.29,0.28,0.26,0.26,0.24,0.27,0.26,0.3,0.24,0.29,0.23,0.3,0.31,0.3,0.28,0.24,0.3,0.24,0.3,0.24
