Unnamed: 0,<< Contents,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57
,National Lottery Community Fund - CRI - Wave 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Table 67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Q9_W3.6. Overall quality of life: How well do you think your local community is faring in each of the following areas?By 'local community' we mean the local area where you live.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,BASE: All respondents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Gender,,Age,,,,,,,,,English region,,,,,,,,,IMD ranking,,Social grade,,,,,,,Education,,Ethnicity,,,,,Disability,,,,Sexuality,,Feels like part of their community,,Important to feel part of their community,,Intention to volunteer in 2023,,,,,Strength of local community spirit,,Worried about the impact of climate change on local community,
,,Total,Male,Female,16-24,25-34,35-44,45-54,55-64,65+,18-34,35-54,55+,North-West,North-East,Yorkshire & Humberside,West Midlands,East Midlands,South-West,South-East,Eastern,London,Deciles 1-3,Deciles 4-10,AB,C1,C2,D,E,ABC1,C2DE,Non-graduates,Graduates,White,Mixed,Asian,Black,Other,No,NET: Yes,Mental health condition,Physical condition,Heterosexual/straight,Lesbian/gay/bisexual,Yes,No,Important,Not important,NET: Yes,"Yes, and I already do","Yes, and I have done previously","Yes, for the first time",No,Strong,Not strong,Worried,Not worried
,Significance Level: 95%,,a,b,a,b,c,d,e,f,g,h,i,a,b,c,d,e,f,g,h,i,a,b,a,b,c,d,e,f,g,a,b,a,b,c,d,e,a,b,c,d,a,b,a,b,a,b,a,b,c,d,e,a,b,a,b
,Unweighted Total,6241,2812,3396,663,1162,1266,943,1226,981,1825,2209,2207,802,296,623,647,519,675,1019,691,969,2105,4136,1996,2009,1138,681,417,4005,2236,3258,2940,5064,240,446,421,42,4108,2058,1189,992,5627,489,3850,2171,4567,1590,3235,1022,1294,919,2217,3719,2304,3568,2432
,Total,6241,3007,3201,823,1041,1004,1006,961,1406,1864,2010,2367,817,294,612,647,542,640,1027,697,967,2156,4085,1426,2086,1242,933,553,3513,2728,3579,2609,5152,131,557,243,130,4004,2157,1216,1066,5623,486,3806,2198,4476,1669,3109,980,1229,899,2346,3636,2376,3487,2495
,Very well,922,495,422,180,206,128,102,107,200,386,230,307,114,39,85,100,79,88,146,113,158,278,644,270,306,181,111,54,576,346,457,455,692,23,122,55,27,644,266,143,130,834,62,772,133,809,107,623,272,203,148,204,806,100,563,337
,,0.15,0.16,0.13,0.22,0.2,0.13,0.1,0.11,0.14,0.21,0.11,0.13,0.14,0.13,0.14,0.16,0.15,0.14,0.14,0.16,0.16,0.13,0.16,0.19,0.15,0.15,0.12,0.1,0.16,0.13,0.13,0.17,0.13,0.18,0.22,0.23,0.21,0.16,0.12,0.12,0.12,0.15,0.13,0.2,0.06,0.18,0.06,0.2,0.28,0.17,0.16,0.09,0.22,0.04,0.16,0.14
,,,b,,cdefhi,cdefhi,,,,deh,cdefhi,,d,,,,,,,,,,,a,bcdefg,e,e,,,deg,,,a,,,a,a,,bcd,,,,,,b,,b,,cde,acde,e,e,,b,,b,
,Fairly well,3480,1631,1834,386,519,561,566,578,869,905,1127,1447,448,140,341,352,299,375,625,419,481,952,2528,857,1223,664,500,236,2080,1400,1963,1498,2935,67,290,120,50,2358,1089,577,531,3165,260,2284,1068,2640,805,1714,524,681,510,1335,2186,1194,1933,1433
,,0.56,0.54,0.57,0.47,0.5,0.56,0.56,0.6,0.62,0.49,0.56,0.61,0.55,0.48,0.56,0.54,0.55,0.59,0.61,0.6,0.5,0.44,0.62,0.6,0.59,0.53,0.54,0.43,0.59,0.51,0.55,0.57,0.57,0.51,0.52,0.49,0.38,0.59,0.5,0.47,0.5,0.56,0.53,0.6,0.49,0.59,0.48,0.55,0.53,0.55,0.57,0.57,0.6,0.5,0.55,0.57
,,,,a,,,abg,abg,abcgh,abcdgh,,abg,abcdgh,bi,,bi,,bi,bi,abcdei,abdi,,,a,cdeg,cdeg,e,e,,cdeg,e,,a,cde,,,,,bcd,,,,,,b,,b,,,,,,,b,,,
,Not very well,1257,607,642,192,221,226,213,187,219,413,439,406,152,80,128,130,117,116,183,122,229,623,634,236,389,272,220,141,625,633,766,482,1029,28,104,51,44,727,515,319,254,1123,108,576,645,779,462,575,130,269,175,511,492,728,720,495
,,0.2,0.2,0.2,0.23,0.21,0.22,0.21,0.19,0.16,0.22,0.22,0.17,0.19,0.27,0.21,0.2,0.22,0.18,0.18,0.18,0.24,0.29,0.16,0.17,0.19,0.22,0.24,0.25,0.18,0.23,0.21,0.18,0.2,0.21,0.19,0.21,0.34,0.18,0.24,0.26,0.24,0.2,0.22,0.15,0.29,0.17,0.28,0.18,0.13,0.22,0.19,0.22,0.14,0.31,0.21,0.2
,,,,,efi,fi,fi,fi,f,,fi,fi,,,acdfgh,,,,,,,afgh,b,,,,abf,abf,abf,,abf,b,,,,,,ac,,a,a,a,,,,a,,a,b,,ab,b,ab,,a,,
,Not at all well,340,160,179,43,67,58,77,45,50,110,135,95,72,16,26,46,25,29,42,21,64,201,140,42,96,75,47,81,138,202,219,115,287,9,25,12,6,137,192,126,101,293,33,111,217,166,166,138,40,56,42,164,92,233,186,124
,,0.05,0.05,0.06,0.05,0.06,0.06,0.08,0.05,0.04,0.06,0.07,0.04,0.09,0.05,0.04,0.07,0.05,0.05,0.04,0.03,0.07,0.09,0.03,0.03,0.05,0.06,0.05,0.15,0.04,0.07,0.06,0.04,0.06,0.07,0.05,0.05,0.04,0.03,0.09,0.1,0.09,0.05,0.07,0.03,0.1,0.04,0.1,0.04,0.04,0.05,0.05,0.07,0.03,0.1,0.05,0.05
,,,,,,fi,fi,efi,,,fi,efi,,cefgh,,,cgh,,,,,cgh,b,,,a,af,a,abcdfg,,abdf,b,,,,,,,,a,a,a,,,,a,,a,,,,,abcd,,a,,
,Don't know,241,114,125,22,28,31,49,45,67,49,80,112,32,19,32,19,21,32,29,22,34,103,139,22,73,50,54,43,95,147,174,61,210,4,16,5,3,139,95,51,51,208,24,63,135,83,128,59,14,20,25,132,61,121,86,106
,,0.04,0.04,0.04,0.03,0.03,0.03,0.05,0.05,0.05,0.03,0.04,0.05,0.04,0.06,0.05,0.03,0.04,0.05,0.03,0.03,0.03,0.05,0.03,0.02,0.03,0.04,0.06,0.08,0.03,0.05,0.05,0.02,0.04,0.03,0.03,0.02,0.02,0.03,0.04,0.04,0.05,0.04,0.05,0.02,0.06,0.02,0.08,0.02,0.01,0.02,0.03,0.06,0.02,0.05,0.02,0.04
