Unnamed: 0,<< Contents,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48
,National Lottery Community Fund - CRI - Wave 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Table 190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Gender,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,BASE: All respondents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Gender,,Age,,,,,,,,,IMD ranking,,Social grade,,,,,,,Education,,Ethnicity,,,,,Disability,,,,Sexuality,,Feels like part of their community,,Important to feel part of their community,,Intention to volunteer in 2023,,,,,Strength of local community spirit,,Worried about the impact of climate change on local community,
,,Total,Male,Female,16-24,25-34,35-44,45-54,55-64,65+,18-34,35-54,55+,Deciles 1-3,Deciles 4-10,AB,C1,C2,D,E,ABC1,C2DE,Non-graduates,Graduates,White,Mixed,Asian,Black,Other,No,NET: Yes,Mental health condition,Physical condition,Heterosexual/straight,Lesbian/gay/bisexual,Yes,No,Important,Not important,NET: Yes,"Yes, and I already do","Yes, and I have done previously","Yes, for the first time",No,Strong,Not strong,Worried,Not worried
,Significance Level: 95%,,a,b,a,b,c,d,e,f,g,h,i,a,b,a,b,c,d,e,f,g,a,b,a,b,c,d,e,a,b,c,d,a,b,a,b,a,b,a,b,c,d,e,a,b,a,b
,Unweighted Total,8976,4015,4913,933,1712,1863,1359,1747,1362,2645,3222,3109,3004,5972,2822,2887,1590,1020,657,5709,3267,4583,4333,7653,268,480,491,50,5832,3039,1799,1444,8064,745,5632,3041,6650,2219,4644,1463,1895,1286,3177,5455,3218,5114,3545
,Total,8976,4315,4613,1174,1488,1427,1447,1399,2041,2662,2874,3440,3098,5878,2005,2962,1812,1367,830,4968,4008,5127,3774,7598,168,713,304,160,5726,3137,1774,1545,8083,710,5517,3117,6466,2379,4459,1404,1782,1273,3373,5280,3367,4995,3624
,Male,4315,4315,0,508,522,577,651,765,1292,1030,1227,2058,1466,2849,1088,1313,939,625,349,2401,1914,2463,1808,3728,71,303,126,75,2871,1390,689,744,3935,303,2793,1372,3129,1124,2168,758,851,559,1693,2576,1605,2232,1972
,,0.48,1,0,0.43,0.35,0.4,0.45,0.55,0.63,0.39,0.43,0.6,0.47,0.48,0.54,0.44,0.52,0.46,0.42,0.48,0.48,0.48,0.48,0.49,0.42,0.43,0.41,0.47,0.5,0.44,0.39,0.48,0.49,0.43,0.51,0.44,0.48,0.47,0.49,0.54,0.48,0.44,0.5,0.49,0.48,0.45,0.54
,,,b,,bg,,b,bcg,abcdgh,abcdeghi,b,bg,abcdegh,,,bdefg,,bdefg,,,be,be,,,bcd,,,,,bc,c,,bc,b,,b,,,,d,acde,d,,d,,,,a
,Female,4613,0,4613,645,955,844,794,630,744,1601,1638,1374,1613,3000,906,1628,867,735,477,2533,2080,2637,1946,3834,90,408,176,85,2839,1716,1064,789,4140,376,2705,1719,3311,1233,2260,638,918,703,1665,2676,1741,2729,1637
,,0.51,0,1,0.55,0.64,0.59,0.55,0.45,0.36,0.6,0.57,0.4,0.52,0.51,0.45,0.55,0.48,0.54,0.58,0.51,0.52,0.51,0.52,0.5,0.54,0.57,0.58,0.53,0.5,0.55,0.6,0.51,0.51,0.53,0.49,0.55,0.51,0.52,0.51,0.45,0.52,0.55,0.49,0.51,0.52,0.55,0.45
,,,,a,efi,acdefghi,adefi,efi,fi,,adefhi,efi,f,,,,acfg,,ac,acfg,ac,ac,,,,,a,a,,,ad,abd,,,,,a,,,b,,b,abce,b,,,b,
,Non-binary,33,0,0,11,9,5,3,2,3,20,8,5,13,20,8,15,2,5,3,23,10,17,16,24,6,1,2,0,10,21,16,9,3,24,17,15,21,12,24,8,10,6,8,20,12,25,8
,,*%,0,0,0.01,0.01,*%,*%,*%,*%,0.01,*%,*%,*%,*%,*%,0.01,*%,*%,*%,*%,*%,*%,*%,*%,0.04,*%,0.01,0,*%,0.01,0.01,0.01,*%,0.03,*%,*%,*%,0.01,0.01,0.01,0.01,*%,*%,*%,*%,0.01,*%
,,,,,cdefhi,efi,,,,,defhi,,,,,,c,,,,c,,,,,acd,,,,,a,a,a,,a,,,,,e,,,,,,,b,
,I identify in another way,9,0,0,7,0,0,0,1,1,7,0,2,3,6,1,4,2,2,0,5,4,7,2,8,1,0,0,0,1,8,6,3,1,4,2,6,4,5,5,0,2,3,3,5,4,5,4
,,*%,0,0,0.01,0,0,0,*%,*%,*%,0,*%,*%,*%,*%,*%,*%,*%,0,*%,*%,*%,*%,*%,0.01,0,0,0,*%,*%,*%,*%,*%,0.01,*%,*%,*%,*%,*%,0,*%,*%,*%,*%,*%,*%,*%
,,,,,bcdefhi,,,,,,bchi,,,,,,,,,,,,,,,a,,,,,a,a,a,,a,,a,,,,,,,,,,,
,Prefer not to say,6,0,0,3,1,1,0,0,1,4,1,1,3,3,3,2,1,0,0,5,1,3,3,4,0,1,0,0,4,2,0,0,4,2,1,5,1,5,2,0,0,2,4,2,4,4,2
,,*%,0,0,*%,*%,*%,0,0,*%,*%,*%,*%,*%,*%,*%,*%,*%,0,0,*%,*%,*%,*%,*%,0,*%,0,0,*%,*%,0,0,*%,*%,*%,*%,*%,*%,*%,0,0,*%,*%,*%,*%,*%,*%
,,,,,ehi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,,a,,a,,,,,,,,,
,"Columns Tested: a,b - a,b,c,d,e,f,g,h,i - a,b - a,b,c,d,e,f,g - a,b - a,b,c,d,e - a,b,c,d - a,b - a,b - a,b - a,b,c,d,e - a,b - a,b",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Prepared by Savanta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
