Unnamed: 0,<< Contents,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57
,,0.32,0.3,0.34,0.32,0.33,0.3,0.31,0.34,0.31,0.32,0.31,0.32,0.33,0.34,0.3,0.32,0.34,0.31,0.29,0.34,0.32,0.34,0.31,0.28,0.31,0.33,0.35,0.36,0.3,0.34,0.34,0.28,0.32,0.3,0.35,0.31,0.17,0.32,0.31,0.32,0.31,0.32,0.3,0.29,0.36,0.3,0.37,0.29,0.25,0.29,0.32,0.35,0.29,0.36,0.3,0.34
,,,,a,,,,,,,,,,,,,,,,,g,,b,,,a,af,abf,af,,abf,b,,e,,e,e,,,,,,,,,a,,a,b,,,b,abc,,a,,a
,2,1061,497,558,152,143,166,179,174,247,295,345,421,149,42,100,100,87,110,168,117,188,365,696,252,347,204,166,91,599,462,609,440,869,20,105,39,22,672,378,216,182,969,77,667,356,780,270,519,148,206,164,414,638,390,610,413
,,0.17,0.17,0.17,0.18,0.14,0.17,0.18,0.18,0.18,0.16,0.17,0.18,0.18,0.14,0.16,0.15,0.16,0.17,0.16,0.17,0.19,0.17,0.17,0.18,0.17,0.16,0.18,0.17,0.17,0.17,0.17,0.17,0.17,0.15,0.19,0.16,0.17,0.17,0.18,0.18,0.17,0.17,0.16,0.18,0.16,0.17,0.16,0.17,0.15,0.17,0.18,0.18,0.18,0.16,0.17,0.17
,,,,,b,,,b,b,b,,b,b,,,,,,,,,d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,733,339,391,86,120,121,132,116,159,207,253,274,106,27,79,84,71,75,120,72,99,264,470,167,244,154,102,67,410,323,413,316,612,15,58,20,29,461,265,133,142,664,62,420,290,512,215,359,121,135,104,279,428,290,423,292
,,0.12,0.11,0.12,0.1,0.12,0.12,0.13,0.12,0.11,0.11,0.13,0.12,0.13,0.09,0.13,0.13,0.13,0.12,0.12,0.1,0.1,0.12,0.11,0.12,0.12,0.12,0.11,0.12,0.12,0.12,0.12,0.12,0.12,0.11,0.1,0.08,0.22,0.12,0.12,0.11,0.13,0.12,0.13,0.11,0.13,0.11,0.13,0.12,0.12,0.11,0.12,0.12,0.12,0.12,0.12,0.12
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d,,,,acd,,,,,,,,a,,,,,,,,,,,
,4,442,210,229,32,82,67,71,70,120,113,139,190,57,24,46,37,37,47,83,48,64,136,306,110,150,97,58,27,260,182,239,202,385,6,30,14,6,275,166,89,83,400,33,290,142,342,93,220,66,88,66,165,276,152,269,157
,,0.07,0.07,0.07,0.04,0.08,0.07,0.07,0.07,0.09,0.06,0.07,0.08,0.07,0.08,0.08,0.06,0.07,0.07,0.08,0.07,0.07,0.06,0.07,0.08,0.07,0.08,0.06,0.05,0.07,0.07,0.07,0.08,0.07,0.04,0.05,0.06,0.04,0.07,0.08,0.07,0.08,0.07,0.07,0.08,0.06,0.08,0.06,0.07,0.07,0.07,0.07,0.07,0.08,0.06,0.08,0.06
,,,,,,a,a,a,a,ag,a,a,ag,,,,,,,,,,,,e,,e,,,,,,,,,,,,,,,,,,,,b,,,,,,,,,b,
,5,275,145,129,39,45,40,34,51,65,84,74,116,39,10,29,24,20,29,56,30,38,95,180,59,107,62,25,22,166,109,160,115,235,4,19,10,3,176,97,62,49,248,22,193,70,228,47,148,59,50,39,75,183,85,149,117
,,0.04,0.05,0.04,0.05,0.04,0.04,0.03,0.05,0.05,0.05,0.04,0.05,0.05,0.04,0.05,0.04,0.04,0.05,0.05,0.04,0.04,0.04,0.04,0.04,0.05,0.05,0.03,0.04,0.05,0.04,0.04,0.04,0.05,0.03,0.03,0.04,0.03,0.04,0.04,0.05,0.05,0.04,0.05,0.05,0.03,0.05,0.03,0.05,0.06,0.04,0.04,0.03,0.05,0.04,0.04,0.05
,,,,,,,,,dh,,,,h,,,,,,,,,,,,,d,d,,,d,,,,,,,,,,,,,,,b,,b,,e,ce,,,,b,,,
,6,202,94,107,23,37,39,33,20,49,61,72,69,21,9,19,31,19,21,35,22,26,65,136,59,74,34,27,8,133,69,104,96,161,6,14,8,12,123,78,40,42,180,19,134,62,151,43,107,38,55,15,74,136,60,117,78
,,0.03,0.03,0.03,0.03,0.04,0.04,0.03,0.02,0.03,0.03,0.04,0.03,0.03,0.03,0.03,0.05,0.04,0.03,0.03,0.03,0.03,0.03,0.03,0.04,0.04,0.03,0.03,0.01,0.04,0.03,0.03,0.04,0.03,0.04,0.02,0.03,0.09,0.03,0.04,0.03,0.04,0.03,0.04,0.04,0.03,0.03,0.03,0.03,0.04,0.04,0.02,0.03,0.04,0.03,0.03,0.03
,,,,,,e,e,,,,,e,,,,,ai,,,,,,,,ceg,e,,,,eg,,,,,,,,acd,,,,,,,,,,,d,d,de,,d,b,,,
,7,164,105,59,15,26,27,23,24,48,42,50,72,23,7,16,15,17,21,22,21,22,32,131,53,61,23,17,9,115,49,81,83,139,3,16,6,0,117,43,22,20,145,18,103,53,128,32,82,33,24,26,67,102,56,92,66
,,0.03,0.03,0.02,0.02,0.03,0.03,0.02,0.02,0.03,0.02,0.02,0.03,0.03,0.02,0.03,0.02,0.03,0.03,0.02,0.03,0.02,0.01,0.03,0.04,0.03,0.02,0.02,0.02,0.03,0.02,0.02,0.03,0.03,0.02,0.03,0.03,0,0.03,0.02,0.02,0.02,0.03,0.04,0.03,0.02,0.03,0.02,0.03,0.03,0.02,0.03,0.03,0.03,0.02,0.03,0.03
,,,b,,,,,,,,,,,,,,,,,,,,,a,cdeg,g,,,,cdg,,,a,,,,,,bc,,,,,,,,b,,,c,,,,,,,
,NET: Rank 1,1991,905,1076,259,345,303,317,324,442,604,620,767,272,101,185,204,184,196,300,240,310,732,1259,401,652,410,330,198,1053,938,1230,742,1648,40,197,76,22,1294,669,390,330,1803,148,1118,789,1338,615,886,248,355,284,822,1057,846,1048,847
,,0.32,0.3,0.34,0.32,0.33,0.3,0.31,0.34,0.31,0.32,0.31,0.32,0.33,0.34,0.3,0.32,0.34,0.31,0.29,0.34,0.32,0.34,0.31,0.28,0.31,0.33,0.35,0.36,0.3,0.34,0.34,0.28,0.32,0.3,0.35,0.31,0.17,0.32,0.31,0.32,0.31,0.32,0.3,0.29,0.36,0.3,0.37,0.29,0.25,0.29,0.32,0.35,0.29,0.36,0.3,0.34
,,,,a,,,,,,,,,,,,,,,,,g,,b,,,a,af,abf,af,,abf,b,,e,,e,e,,,,,,,,,a,,a,b,,,b,abc,,a,,a
,NET: Rank 1-3,3785,1741,2025,497,608,591,627,614,848,1105,1218,1462,527,171,364,388,342,381,587,428,597,1361,2424,820,1242,769,597,356,2063,1723,2251,1498,3129,75,359,135,73,2427,1312,739,654,3436,287,2205,1435,2630,1101,1765,517,697,551,1515,2123,1526,2080,1552
,,0.61,0.58,0.63,0.6,0.58,0.59,0.62,0.64,0.6,0.59,0.61,0.62,0.65,0.58,0.6,0.6,0.63,0.6,0.57,0.61,0.62,0.63,0.59,0.58,0.6,0.62,0.64,0.64,0.59,0.63,0.63,0.57,0.61,0.57,0.64,0.56,0.56,0.61,0.61,0.61,0.61,0.61,0.59,0.58,0.65,0.59,0.66,0.57,0.53,0.57,0.61,0.65,0.58,0.64,0.6,0.62
,,,,a,,,,,bcg,,,,,fg,,,,g,,,,g,b,,,,a,abf,af,,abf,b,,d,,d,,,,,,,,,,a,,a,b,,,abc,abc,,a,,a
,NET: Rank 1-5,4502,2097,2383,568,735,698,733,735,1033,1303,1431,1768,622,205,439,449,399,457,727,506,699,1592,2910,990,1499,927,681,405,2489,2013,2650,1815,3749,85,408,160,82,2878,1574,889,786,4083,342,2688,1646,3200,1241,2133,641,835,657,1756,2583,1762,2499,1826
,,0.72,0.7,0.74,0.69,0.71,0.7,0.73,0.76,0.73,0.7,0.71,0.75,0.76,0.7,0.72,0.69,0.74,0.71,0.71,0.73,0.72,0.74,0.71,0.69,0.72,0.75,0.73,0.73,0.71,0.74,0.74,0.7,0.73,0.65,0.73,0.66,0.63,0.72,0.73,0.73,0.74,0.73,0.7,0.71,0.75,0.71,0.74,0.69,0.65,0.68,0.73,0.75,0.71,0.74,0.72,0.73
,,,,a,,,,,abcgh,cg,,,abcgh,bdfg,,,,,,,,,b,,,,af,,,,af,b,,bd,,bd,,,,,,,,,,a,,a,,,,abc,abc,,a,,
,NET: Rank 1-7,4867,2296,2548,607,799,764,789,779,1130,1406,1553,1909,666,220,473,495,435,499,784,549,747,1690,3178,1103,1635,985,724,421,2737,2130,2835,1994,4049,93,437,174,94,3118,1695,952,848,4407,378,2925,1762,3478,1316,2323,712,914,697,1897,2820,1879,2708,1969
,,0.78,0.76,0.8,0.74,0.77,0.76,0.78,0.81,0.8,0.75,0.77,0.81,0.82,0.75,0.77,0.77,0.8,0.78,0.76,0.79,0.77,0.78,0.78,0.77,0.78,0.79,0.78,0.76,0.78,0.78,0.79,0.76,0.79,0.71,0.78,0.71,0.73,0.78,0.79,0.78,0.8,0.78,0.78,0.77,0.8,0.78,0.79,0.75,0.73,0.74,0.78,0.81,0.78,0.79,0.78,0.79
,,,,a,,,,a,abcgh,abcg,,,abcgh,bdgi,,,,,,,,,,,,,,,,,,b,,bd,,bd,,,,,,,,,,a,,,,,,b,abcd,,,,
,"Columns Tested: a,b - a,b,c,d,e,f,g,h,i - a,b,c,d,e,f,g,h,i - a,b - a,b,c,d,e,f,g - a,b - a,b,c,d,e - a,b,c,d - a,b - a,b - a,b - a,b,c,d,e - a,b - a,b",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Prepared by Savanta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
