Unnamed: 0,<< Contents,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48
,National Lottery Community Fund - CRI - Wave 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Table 205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Scotland IMD target rankings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,BASE: All respondents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Gender,,Age,,,,,,,,,IMD ranking,,Social grade,,,,,,,Education,,Ethnicity,,,,,Disability,,,,Sexuality,,Feels like part of their community,,Important to feel part of their community,,Intention to volunteer in 2023,,,,,Strength of local community spirit,,Worried about the impact of climate change on local community,
,,Total,Male,Female,16-24,25-34,35-44,45-54,55-64,65+,18-34,35-54,55+,Deciles 1-3,Deciles 4-10,AB,C1,C2,D,E,ABC1,C2DE,Non-graduates,Graduates,White,Mixed,Asian,Black,Other,No,NET: Yes,Mental health condition,Physical condition,Heterosexual/straight,Lesbian/gay/bisexual,Yes,No,Important,Not important,NET: Yes,"Yes, and I already do","Yes, and I have done previously","Yes, for the first time",No,Strong,Not strong,Worried,Not worried
,Significance Level: 95%,,a,b,a,b,c,d,e,f,g,h,i,a,b,a,b,c,d,e,f,g,a,b,a,*b,*c,*d,*e,a,b,c,d,a,b,a,b,a,b,a,b,c,d,e,a,b,a,b
,Unweighted Total,1101,521,574,91,218,233,168,229,162,309,401,391,390,711,327,357,189,140,88,684,417,531,565,1053,7,17,21,3,697,388,232,180,988,95,686,368,800,292,536,158,230,148,414,671,391,610,460
,Total,746,378,362,83,133,124,115,123,167,216,239,291,271,474,166,241,141,121,76,408,338,391,350,711,3,15,9,8,464,270,152,129,668,65,465,246,535,204,360,104,152,104,287,451,265,410,313
,"1-2,092",271,135,133,27,57,50,48,44,46,84,98,90,271,0,40,74,63,58,37,113,158,156,114,254,1,7,4,5,153,114,66,48,243,24,164,94,193,77,136,34,59,43,99,153,110,161,100
,,0.36,0.36,0.37,0.32,0.43,0.41,0.41,0.35,0.27,0.39,0.41,0.31,1,0,0.24,0.3,0.44,0.48,0.49,0.28,0.47,0.4,0.33,0.36,0.44,0.45,0.44,0.68,0.33,0.42,0.44,0.37,0.36,0.37,0.35,0.38,0.36,0.38,0.38,0.33,0.39,0.41,0.34,0.34,0.42,0.39,0.32
,,,,,,fi,fi,fi,,,fi,fi,,b,,,,abf,abf,abf,,abf,b,,,,,,,,a,a,,,,,,,,,,,,,,a,b,
,"2, 093 +",474,243,229,56,76,74,67,80,121,132,141,201,0,474,127,168,79,63,38,295,180,236,236,457,2,8,5,2,311,156,85,80,425,41,301,152,342,127,224,70,93,61,188,298,155,249,213
,,0.64,0.64,0.63,0.68,0.57,0.59,0.59,0.65,0.73,0.61,0.59,0.69,0,1,0.76,0.7,0.56,0.52,0.51,0.72,0.53,0.6,0.67,0.64,0.56,0.55,0.56,0.32,0.67,0.58,0.56,0.63,0.64,0.63,0.65,0.62,0.64,0.62,0.62,0.67,0.61,0.59,0.66,0.66,0.58,0.61,0.68
,,,,,,,,,,bcdgh,,,bcdgh,,a,cdeg,cdeg,,,,cdeg,,,a,,,,,,bc,,,,,,,,,,,,,,,b,,,a
,"Columns Tested: a,b - a,b,c,d,e,f,g,h,i - a,b - a,b,c,d,e,f,g - a,b - a,b,c,d,e - a,b,c,d - a,b - a,b - a,b - a,b,c,d,e - a,b - a,b",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Prepared by Savanta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
