Unnamed: 0,<< Contents,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36
,P024065 BBC 100 Women10th Anniversary Survey 2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Table 17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Q6 (Summary - Net More difficult) - Compared with 10 years ago (i.e. 2012), is it generally easier or more difficult for women in your country to do each of the following?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,BASE: All respondents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Total,Brazil,China,Egypt,India,Indonesia,Kenya,Mexico,Nigeria,Pakistan,Russia,Saudi Arabia,Turkey,UK,Ukraine,USA,18-24,25-34,35-44,45-54,55-64,65+,18-34,35-54,55+,Working (full time or part time),Not working,In education,Retired,"Other (incl. house wife, full time carer)",Single,NET: In a relationship,Living as a couple/Co-habiting,Married / civil partnership,Separated/divorced/widowed
,Significance Level: 95%,,a,b,c,d,e,f,g,h,i,j,k,l,m,n,o,a,b,c,d,e,f,g,h,i,a,b,c,d,e,a,b,c,d,e
,Unweighted Total,15723,1008,1025,1067,1107,1061,1022,1109,1018,1006,1010,1012,1160,1067,1009,1042,2783,3933,3188,2452,1800,1567,6716,5640,3367,9808,1729,1142,1391,1653,4049,9699,2237,7462,1792
,Total,15723,1008,1025,1067,1107,1061,1022,1109,1018,1006,1010,1012,1160,1067,1009,1042,2585,3428,3037,2724,2084,1865,6014,5761,3949,9703,1725,1078,1586,1631,3857,9765,2304,7461,1931
,"Discuss pregnancy termination with a family member (e.g. parent, sibling)",3344,251,86,153,221,388,393,135,366,443,100,181,209,91,52,275,783,847,637,500,311,266,1630,1137,577,1861,474,364,207,439,1040,1859,500,1359,378
,,0.21,0.25,0.08,0.14,0.2,0.37,0.38,0.12,0.36,0.44,0.1,0.18,0.18,0.09,0.05,0.26,0.3,0.25,0.21,0.18,0.15,0.14,0.27,0.2,0.15,0.19,0.27,0.34,0.13,0.27,0.27,0.19,0.22,0.18,0.2
,,,bcdgjklmn,n,bjmn,bcgjmn,abcdgjklmno,abcdgjklmno,bmn,abcdgjklmno,abcdefghjklmno,n,bcgjmn,bcgjmn,n,,bcdgjklmn,bcdefghi,cdefhi,defi,efi,,,bcdefhi,efi,,d,ad,abde,,ad,bcde,,bd,,
,Access medically safe abortions,3202,288,51,192,216,337,315,140,273,272,78,202,231,70,61,477,676,749,603,469,374,330,1425,1072,704,1782,435,288,272,423,938,1787,432,1355,425
,,0.2,0.29,0.05,0.18,0.19,0.32,0.31,0.13,0.27,0.27,0.08,0.2,0.2,0.07,0.06,0.46,0.26,0.22,0.2,0.17,0.18,0.18,0.24,0.19,0.18,0.18,0.25,0.27,0.17,0.26,0.24,0.18,0.19,0.18,0.22
,,,bcdgjklmn,,bgjmn,bgjmn,bcdghijklmn,bcdghjklmn,bjmn,bcdgjklmn,bcdgjklmn,b,bgjmn,bgjmn,,,abcdefghijklmn,bcdefghi,cdefhi,di,,,,bcdefhi,,,,ad,ad,,ad,bcd,,,,bcd
