Unnamed: 0,<< Contents,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57
,National Lottery Community Fund - CRI - Wave 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Table 104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Q12N.8. My community isn't the same as it used to be: Thinking about your local community, to what extent do you agree or disagree with the following statements?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,BASE: All respondents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Gender,,Age,,,,,,,,,English region,,,,,,,,,IMD ranking,,Social grade,,,,,,,Education,,Ethnicity,,,,,Disability,,,,Sexuality,,Feels like part of their community,,Important to feel part of their community,,Intention to volunteer in 2023,,,,,Strength of local community spirit,,Worried about the impact of climate change on local community,
,,Total,Male,Female,16-24,25-34,35-44,45-54,55-64,65+,18-34,35-54,55+,North-West,North-East,Yorkshire & Humberside,West Midlands,East Midlands,South-West,South-East,Eastern,London,Deciles 1-3,Deciles 4-10,AB,C1,C2,D,E,ABC1,C2DE,Non-graduates,Graduates,White,Mixed,Asian,Black,Other,No,NET: Yes,Mental health condition,Physical condition,Heterosexual/straight,Lesbian/gay/bisexual,Yes,No,Important,Not important,NET: Yes,"Yes, and I already do","Yes, and I have done previously","Yes, for the first time",No,Strong,Not strong,Worried,Not worried
,Significance Level: 95%,,a,b,a,b,c,d,e,f,g,h,i,a,b,c,d,e,f,g,h,i,a,b,a,b,c,d,e,f,g,a,b,a,b,c,d,e,a,b,c,d,a,b,a,b,a,b,a,b,c,d,e,a,b,a,b
,Unweighted Total,6240,2811,3396,663,1161,1266,943,1226,981,1824,2209,2207,802,296,623,647,519,675,1019,691,968,2105,4135,1995,2009,1138,681,417,4004,2236,3258,2939,5064,239,446,421,42,4107,2058,1189,992,5626,489,3849,2171,4566,1590,3234,1022,1293,919,2217,3718,2304,3568,2432
,Total,6241,3006,3201,823,1041,1004,1006,961,1406,1863,2010,2367,817,294,612,647,542,640,1027,697,966,2156,4085,1426,2086,1242,933,553,3512,2728,3579,2609,5152,130,557,243,130,4004,2157,1216,1066,5622,486,3805,2198,4475,1669,3108,980,1229,899,2346,3635,2376,3487,2495
,Strongly agree,889,467,418,140,181,139,142,126,161,320,281,287,136,39,84,108,68,65,126,84,179,417,472,167,272,211,140,100,438,451,511,368,670,31,105,44,36,491,381,229,186,787,72,549,313,635,239,506,200,182,124,301,486,387,552,309
,,0.14,0.16,0.13,0.17,0.17,0.14,0.14,0.13,0.11,0.17,0.14,0.12,0.17,0.13,0.14,0.17,0.13,0.1,0.12,0.12,0.19,0.19,0.12,0.12,0.13,0.17,0.15,0.18,0.12,0.17,0.14,0.14,0.13,0.24,0.19,0.18,0.28,0.12,0.18,0.19,0.17,0.14,0.15,0.14,0.14,0.14,0.14,0.16,0.2,0.15,0.14,0.13,0.13,0.16,0.16,0.12
,,,b,,efi,cdefhi,,,,,cdefhi,,,efgh,,f,fgh,,,,,bcefgh,b,,,,abf,a,abf,,abf,,,,a,a,a,a,,a,a,a,,,,,,,e,acde,,,,,a,b,
,Tend to agree,1731,867,855,232,283,267,300,265,383,516,567,648,214,82,150,177,148,198,291,173,297,634,1096,378,544,367,303,138,922,809,1015,708,1420,39,146,75,45,1099,612,338,311,1567,139,1050,620,1282,427,927,271,403,254,592,998,692,1003,666
