Unnamed: 0,<< Contents,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57
,National Lottery Community Fund - CRI - Wave 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Table 201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,England IMD target rankings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,BASE: All respondents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Gender,,Age,,,,,,,,,English region,,,,,,,,,IMD ranking,,Social grade,,,,,,,Education,,Ethnicity,,,,,Disability,,,,Sexuality,,Feels like part of their community,,Important to feel part of their community,,Intention to volunteer in 2023,,,,,Strength of local community spirit,,Worried about the impact of climate change on local community,
,,Total,Male,Female,16-24,25-34,35-44,45-54,55-64,65+,18-34,35-54,55+,North-West,North-East,Yorkshire & Humberside,West Midlands,East Midlands,South-West,South-East,Eastern,London,Deciles 1-3,Deciles 4-10,AB,C1,C2,D,E,ABC1,C2DE,Non-graduates,Graduates,White,Mixed,Asian,Black,Other,No,NET: Yes,Mental health condition,Physical condition,Heterosexual/straight,Lesbian/gay/bisexual,Yes,No,Important,Not important,NET: Yes,"Yes, and I already do","Yes, and I have done previously","Yes, for the first time",No,Strong,Not strong,Worried,Not worried
,Significance Level: 95%,,a,b,a,b,c,d,e,f,g,h,i,a,b,c,d,e,f,g,h,i,a,b,a,b,c,d,e,f,g,a,b,a,b,c,d,e,a,b,c,d,a,b,a,b,a,b,a,b,c,d,e,a,b,a,b
,Unweighted Total,6241,2812,3396,663,1162,1266,943,1226,981,1825,2209,2207,802,296,623,647,519,675,1019,691,969,2105,4136,1996,2009,1138,681,417,4005,2236,3258,2940,5064,240,446,421,42,4108,2058,1189,992,5627,489,3850,2171,4567,1590,3235,1022,1294,919,2217,3719,2304,3568,2432
,Total,6241,3007,3201,823,1041,1004,1006,961,1406,1864,2010,2367,817,294,612,647,542,640,1027,697,967,2156,4085,1426,2086,1242,933,553,3513,2728,3579,2609,5152,131,557,243,130,4004,2157,1216,1066,5623,486,3806,2198,4476,1669,3109,980,1229,899,2346,3636,2376,3487,2495
,"1-9,853",2156,1023,1120,371,404,380,377,301,322,775,757,624,394,153,271,317,176,146,198,155,345,2156,0,347,642,451,425,291,988,1168,1297,832,1644,55,262,132,49,1260,864,520,429,1911,182,1254,821,1503,620,1112,349,450,313,786,1158,906,1242,801
,,0.35,0.34,0.35,0.45,0.39,0.38,0.37,0.31,0.23,0.42,0.38,0.26,0.48,0.52,0.44,0.49,0.33,0.23,0.19,0.22,0.36,1,0,0.24,0.31,0.36,0.46,0.53,0.28,0.43,0.36,0.32,0.32,0.42,0.47,0.54,0.38,0.31,0.4,0.43,0.4,0.34,0.38,0.33,0.37,0.34,0.37,0.36,0.36,0.37,0.35,0.34,0.32,0.38,0.36,0.32
,,,,,bcdefhi,efi,efi,efi,fi,,cdefhi,efi,f,efghi,cefghi,efghi,efghi,fgh,,,,fgh,b,,,af,abf,abcf,abcdfg,a,abcf,b,,,a,a,abce,,,a,a,a,,,,a,,a,,,,,,,a,b,
,"9,854 +",4085,1983,2082,451,637,624,629,659,1084,1088,1254,1743,423,141,341,330,366,493,828,542,622,0,4085,1080,1445,791,507,263,2524,1561,2281,1777,3508,76,295,111,81,2744,1293,697,637,3712,304,2552,1377,2973,1049,1997,631,780,586,1560,2477,1471,2245,1695
,,0.65,0.66,0.65,0.55,0.61,0.62,0.63,0.69,0.77,0.58,0.62,0.74,0.52,0.48,0.56,0.51,0.67,0.77,0.81,0.78,0.64,0,1,0.76,0.69,0.64,0.54,0.47,0.72,0.57,0.64,0.68,0.68,0.58,0.53,0.46,0.62,0.69,0.6,0.57,0.6,0.66,0.62,0.67,0.63,0.66,0.63,0.64,0.64,0.63,0.65,0.66,0.68,0.62,0.64,0.68
,,,,,,a,ag,ag,abcdgh,abcdeghi,,ag,abcdegh,,,b,,abcd,abcdei,abcdei,abcdei,abcd,,a,bcdefg,cdeg,deg,e,,bcdeg,e,,a,bcd,d,d,,d,bcd,,,,,,b,,b,,,,,,,b,,,a
,"Columns Tested: a,b - a,b,c,d,e,f,g,h,i - a,b,c,d,e,f,g,h,i - a,b - a,b,c,d,e,f,g - a,b - a,b,c,d,e - a,b,c,d - a,b - a,b - a,b - a,b,c,d,e - a,b - a,b",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Prepared by Savanta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
