Unnamed: 0,<< Contents,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42
,,0.08,0.08,0.07,0.1,0.14,0.11,0.07,0.03,0.03,0.12,0.09,0.03,0.05,0.06,0.07,0.13,0.07,0.05,0.09,0.1,0.04,0.05,0.03,0.15,0.08,0.14,0.06,0.06,0.04,0.06,0.08,0.08,0.03,0.06,0.03,0.07,0.07,0.1,0.05,0.06,0.12
,,,,,efi,defhi,efi,efi,,,defhi,efi,,,,,fijk,,,k,ik,,,,bcefgijkm,k,bcd,,,,,,,,,,,,a,,,ab
,Fairly good job,564,273,290,66,119,107,113,73,86,185,220,159,13,46,52,24,46,26,42,44,52,82,54,82,479,151,168,139,104,162,151,31,3,12,14,2,12,134,172,186,179
,,0.25,0.25,0.25,0.27,0.31,0.3,0.29,0.22,0.17,0.29,0.29,0.19,0.2,0.24,0.21,0.26,0.25,0.24,0.22,0.28,0.27,0.27,0.26,0.28,0.26,0.25,0.27,0.31,0.19,0.23,0.27,0.27,0.08,0.33,0.25,0.23,0.21,0.27,0.22,0.25,0.3
,,,,,fi,efi,efi,efi,f,,efi,efi,,,,,,,,,,,,,,,d,d,d,,d,d,d,,d,d,,,d,,,ab
,Fairly bad job,701,337,363,72,108,94,106,114,207,180,201,321,16,62,72,30,54,30,65,42,67,97,77,89,593,178,195,138,189,227,191,37,12,10,18,1,12,136,232,277,161
,,0.31,0.31,0.32,0.29,0.28,0.26,0.27,0.34,0.4,0.28,0.27,0.38,0.24,0.33,0.29,0.33,0.3,0.28,0.34,0.26,0.35,0.32,0.37,0.3,0.32,0.29,0.31,0.31,0.35,0.32,0.35,0.33,0.36,0.28,0.32,0.21,0.22,0.27,0.29,0.37,0.27
,,,,,,,,,cdgh,abcdgh,,,abcdgh,,,,,,,,,,,h,,,,,,a,,i,,,,,,,,,ac,
,Very bad job,620,333,288,55,74,95,104,114,177,129,199,291,19,49,86,22,51,36,59,48,49,84,59,58,515,153,168,113,183,245,135,28,17,7,15,3,19,121,297,187,120
,,0.28,0.31,0.25,0.22,0.19,0.27,0.26,0.34,0.34,0.2,0.26,0.34,0.29,0.26,0.34,0.24,0.28,0.34,0.3,0.3,0.25,0.28,0.28,0.2,0.28,0.25,0.27,0.25,0.34,0.35,0.24,0.25,0.48,0.18,0.25,0.38,0.34,0.24,0.38,0.25,0.2
,,,b,,,,bg,bg,abcdgh,abcdgh,,bg,abcdgh,,,ilm,,l,l,l,l,,l,l,,l,,,,abc,bcei,,,bcefi,,,,,,bc,c,
,Don't know,178,57,119,30,32,24,42,20,31,62,66,50,15,20,22,4,17,10,11,9,17,24,10,20,134,42,60,33,42,31,32,8,2,6,9,1,9,64,45,55,64
,,0.08,0.05,0.1,0.12,0.08,0.07,0.11,0.06,0.06,0.1,0.09,0.06,0.22,0.1,0.09,0.04,0.09,0.09,0.06,0.06,0.09,0.08,0.05,0.07,0.07,0.07,0.1,0.07,0.08,0.04,0.06,0.07,0.05,0.16,0.15,0.12,0.16,0.13,0.06,0.07,0.11
,,,,a,cefi,,,efi,,,efi,i,,bcdefghijklm,,,,,,,,,,,,,,,,,,,,,ab,ab,,ab,ab,,,ab
,Sum: Good job,736,361,372,91,173,145,143,83,101,264,287,185,17,58,70,35,60,32,59,59,60,98,61,127,629,234,203,168,127,204,194,40,4,15,16,2,15,186,214,231,248
,,0.33,0.33,0.33,0.37,0.45,0.4,0.36,0.25,0.2,0.42,0.38,0.22,0.25,0.31,0.28,0.39,0.33,0.29,0.3,0.37,0.31,0.32,0.29,0.43,0.34,0.39,0.32,0.37,0.24,0.29,0.35,0.35,0.11,0.39,0.28,0.29,0.27,0.37,0.27,0.31,0.42
,,,,,efi,adefhi,efi,efi,f,,efi,efi,,,,,c,,,,c,,,,abcefgijkm,,bd,d,d,,d,ad,d,,d,d,,,ad,,,ab
,Sum: Bad job,1321,670,651,127,182,189,211,228,384,309,400,612,36,111,157,52,105,67,123,90,116,182,136,147,1108,331,363,251,372,472,326,65,29,17,33,4,32,257,529,464,281
,,0.59,0.62,0.57,0.51,0.47,0.53,0.53,0.69,0.74,0.49,0.53,0.72,0.53,0.59,0.63,0.57,0.58,0.61,0.64,0.57,0.6,0.6,0.66,0.5,0.59,0.54,0.58,0.56,0.69,0.67,0.59,0.58,0.84,0.46,0.57,0.58,0.56,0.51,0.67,0.62,0.47
,,,b,,,,,,abcdgh,abcdgh,,,abcdgh,,,l,,,l,l,,l,l,l,,l,,,,abc,bei,i,,abcefhi,,,,,,bc,c,
,"Columns Tested: a,b - a,b,c,d,e,f,g,h,i - a,b,c,d,e,f,g,h,i,j,k,l,m - a,b,c,d - a,b,c,d,e,f,g,h,i - a,b,c",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Prepared by Savanta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
