Unnamed: 0,<< Contents,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42
,,,b,,,acdh,,,acdh,acdh,,,acdh,,,,,,,,ceg,ceg,,,bcegm,g,,,,,d,di,d,,,d,,,d,,ac,
,Fairly badly,486,248,237,68,75,94,89,55,106,143,182,161,13,38,48,21,47,26,50,34,40,72,36,60,409,142,142,99,104,158,131,18,4,10,9,0,11,113,179,147,141
,,0.22,0.23,0.21,0.27,0.19,0.26,0.22,0.17,0.21,0.22,0.24,0.19,0.2,0.2,0.19,0.23,0.26,0.24,0.26,0.22,0.21,0.24,0.17,0.21,0.22,0.23,0.23,0.22,0.19,0.22,0.24,0.16,0.11,0.27,0.16,0,0.19,0.22,0.23,0.2,0.24
,,,,,befi,,bei,e,,,e,ei,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Very badly,418,231,185,38,60,74,64,75,108,97,137,183,12,40,58,17,29,19,38,23,33,52,53,44,347,119,104,82,112,184,88,13,19,1,14,1,8,74,214,113,79
,,0.19,0.21,0.16,0.15,0.15,0.21,0.16,0.23,0.21,0.15,0.18,0.22,0.18,0.21,0.23,0.19,0.16,0.18,0.2,0.15,0.17,0.17,0.25,0.15,0.19,0.2,0.17,0.18,0.21,0.26,0.16,0.12,0.54,0.03,0.25,0.14,0.14,0.15,0.27,0.15,0.13
,,,b,,,,g,,abdg,bg,,,abdg,,,ehl,,,,,,,,ehjlm,,,,,,,bcei,e,,abcefhi,,cei,,,,bc,,
,Don't know,404,117,287,47,58,56,96,57,89,106,152,146,18,39,50,11,46,21,36,31,37,42,32,42,325,92,112,91,106,91,87,21,5,12,14,2,12,126,124,133,123
,,0.18,0.11,0.25,0.19,0.15,0.16,0.24,0.17,0.17,0.17,0.2,0.17,0.27,0.21,0.2,0.12,0.25,0.2,0.18,0.19,0.19,0.14,0.15,0.14,0.17,0.15,0.18,0.2,0.2,0.13,0.16,0.19,0.15,0.32,0.24,0.25,0.22,0.25,0.16,0.18,0.21
,,,,a,,,,bcefgi,,,,b,,djl,,j,,djklm,,,,,,,,,,,,a,,,,,ab,a,,,ab,,,a
,Sum: Well,927,493,434,95,193,134,148,144,213,289,282,357,23,72,94,42,60,42,70,70,83,138,87,146,790,255,268,180,219,274,246,60,7,14,21,4,26,193,271,357,250
,,0.41,0.45,0.38,0.38,0.5,0.37,0.37,0.44,0.41,0.45,0.37,0.42,0.35,0.38,0.38,0.46,0.33,0.39,0.36,0.44,0.43,0.45,0.42,0.5,0.42,0.42,0.43,0.4,0.41,0.39,0.45,0.54,0.2,0.38,0.36,0.61,0.46,0.38,0.34,0.48,0.42
,,,b,,,acdfhi,,,h,,cdh,,,,,,e,,,,e,e,eg,,abcefgm,e,,,,,d,adi,adfi,,,,,d,d,,a,a
,Sum: Badly,904,478,422,105,135,167,152,130,214,240,320,344,25,77,106,38,76,45,88,57,73,124,89,105,756,261,246,180,215,342,219,31,22,12,24,1,18,187,393,260,220
,,0.4,0.44,0.37,0.42,0.35,0.47,0.38,0.39,0.41,0.38,0.42,0.41,0.38,0.41,0.42,0.42,0.42,0.42,0.45,0.36,0.38,0.41,0.43,0.36,0.4,0.43,0.39,0.4,0.4,0.48,0.4,0.28,0.65,0.31,0.41,0.14,0.32,0.37,0.5,0.35,0.37
,,,b,,,,bdeg,,,b,,b,,,,,,,,l,,,,,,,,,,,bcehi,c,,abcefhi,,,,,,bc,,
,"Columns Tested: a,b - a,b,c,d,e,f,g,h,i - a,b,c,d,e,f,g,h,i,j,k,l,m - a,b,c,d - a,b,c,d,e,f,g,h,i - a,b,c",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Prepared by Savanta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
