Unnamed: 0,<< Contents,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57
,,0.04,0.03,0.04,0.05,0.05,0.05,0.04,0.03,0.02,0.05,0.04,0.03,0.03,0.06,0.05,0.04,0.03,0.04,0.04,0.03,0.04,0.04,0.04,0.05,0.04,0.04,0.04,0.03,0.04,0.03,0.03,0.04,0.04,0.04,0.05,0.04,0.02,0.04,0.04,0.04,0.04,0.04,0.05,0.04,0.03,0.04,0.03,0.04,0.05,0.04,0.04,0.03,0.04,0.03,0.04,0.04
,,,,,efi,efi,efi,fi,,,efi,efi,,,ae,,,,,,,,,,bg,,,,,,,,a,,,,,,,,,,,,b,,b,,,e,,,,,,,
,2,281,125,153,51,54,43,44,30,60,104,87,90,32,14,23,27,20,26,52,32,55,79,202,74,97,56,28,26,171,110,166,113,227,6,34,11,0,191,87,50,47,252,21,160,110,197,80,143,40,64,38,113,161,112,158,111
,,0.05,0.04,0.05,0.06,0.05,0.04,0.04,0.03,0.04,0.06,0.04,0.04,0.04,0.05,0.04,0.04,0.04,0.04,0.05,0.05,0.06,0.04,0.05,0.05,0.05,0.04,0.03,0.05,0.05,0.04,0.05,0.04,0.04,0.05,0.06,0.05,0,0.05,0.04,0.04,0.04,0.04,0.04,0.04,0.05,0.04,0.05,0.05,0.04,0.05,0.04,0.05,0.04,0.05,0.05,0.04
,,,,,ei,e,,,,,ei,,,,,,,,,,,,,a,d,,,,,d,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,248,130,119,35,42,41,33,35,63,77,73,98,35,10,24,22,24,24,36,30,43,91,158,63,85,56,32,13,148,101,131,117,191,7,24,16,10,157,87,53,46,227,14,162,70,195,50,130,48,51,31,96,149,90,136,104
,,0.04,0.04,0.04,0.04,0.04,0.04,0.03,0.04,0.04,0.04,0.04,0.04,0.04,0.03,0.04,0.03,0.04,0.04,0.03,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.03,0.02,0.04,0.04,0.04,0.04,0.04,0.06,0.04,0.06,0.07,0.04,0.04,0.04,0.04,0.04,0.03,0.04,0.03,0.04,0.03,0.04,0.05,0.04,0.03,0.04,0.04,0.04,0.04,0.04
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,,,,,,,,b,,b,,,,,,,,,,
,4,232,113,118,38,40,34,34,33,54,78,68,86,24,11,28,23,19,15,42,29,40,81,150,60,87,44,29,11,147,84,134,96,189,6,17,13,3,154,75,40,44,217,11,153,73,174,54,133,42,55,36,75,142,83,135,91
,,0.04,0.04,0.04,0.05,0.04,0.03,0.03,0.03,0.04,0.04,0.03,0.04,0.03,0.04,0.05,0.04,0.04,0.02,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.03,0.02,0.04,0.03,0.04,0.04,0.04,0.04,0.03,0.05,0.02,0.04,0.03,0.03,0.04,0.04,0.02,0.04,0.03,0.04,0.03,0.04,0.04,0.04,0.04,0.03,0.04,0.03,0.04,0.04
,,,,,,,,,,,,,,,,f,,,,f,,,,,e,e,,,,eg,,,,,,,,,,,,,,,,,,,e,,e,,,,,,
,5,217,98,116,24,47,39,29,30,48,71,68,78,26,10,18,22,16,15,33,34,44,80,137,52,64,47,35,19,116,101,122,93,179,4,24,8,0,141,74,37,38,189,22,138,77,166,50,125,43,47,35,70,137,75,139,71
,,0.03,0.03,0.04,0.03,0.05,0.04,0.03,0.03,0.03,0.04,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.02,0.03,0.05,0.05,0.04,0.03,0.04,0.03,0.04,0.04,0.03,0.03,0.04,0.03,0.04,0.03,0.03,0.04,0.03,0,0.04,0.03,0.03,0.04,0.03,0.04,0.04,0.03,0.04,0.03,0.04,0.04,0.04,0.04,0.03,0.04,0.03,0.04,0.03
,,,,,,d,,,,,,,,,,,,,,,f,f,,,,,,,,,,,,,,,,,,,,,,,,,,,e,e,,,,,,b,
,6,181,87,93,18,32,27,25,31,47,50,53,78,26,9,24,19,16,19,26,17,27,64,117,35,71,29,27,20,106,76,106,76,160,4,8,6,3,110,66,42,36,170,7,106,68,136,43,75,18,27,30,70,98,77,95,83
,,0.03,0.03,0.03,0.02,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.04,0.03,0.03,0.03,0.02,0.02,0.03,0.03,0.03,0.02,0.03,0.02,0.03,0.04,0.03,0.03,0.03,0.03,0.03,0.03,0.01,0.02,0.03,0.03,0.03,0.03,0.03,0.03,0.01,0.03,0.03,0.03,0.03,0.02,0.02,0.02,0.03,0.03,0.03,0.03,0.03,0.03
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b,,,,,,,,,b,b,,,,
,7,182,78,101,23,31,30,16,31,51,54,46,82,24,6,16,14,19,17,32,32,22,57,125,38,67,37,29,11,106,76,106,76,157,7,14,5,0,107,75,40,37,161,17,116,61,138,39,80,27,30,23,73,110,68,106,68
,,0.03,0.03,0.03,0.03,0.03,0.03,0.02,0.03,0.04,0.03,0.02,0.03,0.03,0.02,0.03,0.02,0.03,0.03,0.03,0.05,0.02,0.03,0.03,0.03,0.03,0.03,0.03,0.02,0.03,0.03,0.03,0.03,0.03,0.05,0.03,0.02,0,0.03,0.03,0.03,0.03,0.03,0.04,0.03,0.03,0.03,0.02,0.03,0.03,0.02,0.03,0.03,0.03,0.03,0.03,0.03
,,,,,,d,d,,d,dh,d,,dh,,,,,,,,cdfi,,,,,,,,,,,,,,d,,,,,,,,,,,,,,,,,,,,,,
,8,164,66,96,28,27,22,25,25,36,56,47,62,20,6,19,13,7,21,29,16,34,55,110,37,55,29,21,22,92,72,86,77,134,3,11,8,9,91,72,41,37,146,15,84,74,106,59,68,21,28,19,68,86,70,91,67
,,0.03,0.02,0.03,0.03,0.03,0.02,0.02,0.03,0.03,0.03,0.02,0.03,0.02,0.02,0.03,0.02,0.01,0.03,0.03,0.02,0.03,0.03,0.03,0.03,0.03,0.02,0.02,0.04,0.03,0.03,0.02,0.03,0.03,0.02,0.02,0.03,0.07,0.02,0.03,0.03,0.04,0.03,0.03,0.02,0.03,0.02,0.04,0.02,0.02,0.02,0.02,0.03,0.02,0.03,0.03,0.03
,,,,,,,,,,,,,,,,e,,,e,,,e,,,,,,,,,,,,,,,,c,,a,a,a,,,,a,,a,,,,,,,,,
,9,136,51,82,12,19,24,15,25,39,32,39,64,14,12,16,13,8,16,23,14,20,50,86,26,46,27,25,11,72,64,87,49,108,3,16,4,3,91,44,29,16,124,10,74,58,91,44,52,22,14,16,65,78,54,78,45
,,0.02,0.02,0.03,0.02,0.02,0.02,0.02,0.03,0.03,0.02,0.02,0.03,0.02,0.04,0.03,0.02,0.02,0.03,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.03,0.02,0.02,0.02,0.02,0.02,0.02,0.03,0.03,0.02,0.03,0.02,0.02,0.02,0.01,0.02,0.02,0.02,0.03,0.02,0.03,0.02,0.02,0.01,0.02,0.03,0.02,0.02,0.02,0.02
,,,,a,,,,,,,,,dg,,ae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c,,,ac,,,,
,10,149,59,90,16,24,18,22,40,28,40,41,68,19,12,13,11,11,16,27,19,21,53,97,30,50,40,15,15,80,69,86,63,125,2,12,7,3,95,53,31,28,137,10,82,58,100,45,61,22,26,14,64,76,64,77,66
,,0.02,0.02,0.03,0.02,0.02,0.02,0.02,0.04,0.02,0.02,0.02,0.03,0.02,0.04,0.02,0.02,0.02,0.03,0.03,0.03,0.02,0.02,0.02,0.02,0.02,0.03,0.02,0.03,0.02,0.03,0.02,0.02,0.02,0.01,0.02,0.03,0.02,0.02,0.02,0.03,0.03,0.02,0.02,0.02,0.03,0.02,0.03,0.02,0.02,0.02,0.02,0.03,0.02,0.03,0.02,0.03
,,,,a,,,,,abcdfghi,,,,c,,d,,,,,,,,,,,,d,,,,,,,,,,,,,,,,,,,,,,,,,,d,,,,
,11,157,75,80,16,17,19,31,30,44,33,50,74,19,3,20,20,17,12,30,22,15,53,104,28,44,37,34,13,72,84,95,62,137,2,14,3,0,100,53,24,39,147,8,106,49,112,43,60,17,22,21,66,99,55,88,65
,,0.03,0.03,0.03,0.02,0.02,0.02,0.03,0.03,0.03,0.02,0.02,0.03,0.02,0.01,0.03,0.03,0.03,0.02,0.03,0.03,0.02,0.02,0.03,0.02,0.02,0.03,0.04,0.02,0.02,0.03,0.03,0.02,0.03,0.02,0.02,0.01,0,0.02,0.02,0.02,0.04,0.03,0.02,0.03,0.02,0.02,0.03,0.02,0.02,0.02,0.02,0.03,0.03,0.02,0.03,0.03
,,,,,,,,bg,bg,bg,,,bcg,,,bi,i,,,,i,,,,,,,abf,,,abf,,,,,,,,,,,ac,,,,,,,,,,,a,,,,
,12,159,71,89,15,18,18,34,33,41,33,52,74,23,5,14,15,16,17,25,22,22,63,97,36,45,37,21,21,81,79,111,48,139,2,11,6,0,98,60,35,27,139,16,92,61,114,45,64,24,26,14,69,86,68,96,60
,,0.03,0.02,0.03,0.02,0.02,0.02,0.03,0.03,0.03,0.02,0.03,0.03,0.03,0.02,0.02,0.02,0.03,0.03,0.02,0.03,0.02,0.03,0.02,0.03,0.02,0.03,0.02,0.04,0.02,0.03,0.03,0.02,0.03,0.02,0.02,0.02,0,0.02,0.03,0.03,0.03,0.02,0.03,0.02,0.03,0.03,0.03,0.02,0.02,0.02,0.02,0.03,0.02,0.03,0.03,0.02
,,,,,,,,bcg,abcg,,,,bcg,,,,,,,,,,,,,,,,,,,b,,,,,,,,,,,,,,,,,,,,,ad,,,,
,13,147,66,81,20,18,15,25,25,44,38,41,68,30,9,15,19,13,12,24,14,11,52,95,32,52,26,25,12,84,63,86,60,130,2,11,4,0,100,47,26,25,133,13,85,53,102,42,70,28,27,14,53,96,45,89,52
,,0.02,0.02,0.03,0.02,0.02,0.02,0.03,0.03,0.03,0.02,0.02,0.03,0.04,0.03,0.02,0.03,0.02,0.02,0.02,0.02,0.01,0.02,0.02,0.02,0.03,0.02,0.03,0.02,0.02,0.02,0.02,0.02,0.03,0.02,0.02,0.02,0,0.02,0.02,0.02,0.02,0.02,0.03,0.02,0.02,0.02,0.03,0.02,0.03,0.02,0.02,0.02,0.03,0.02,0.03,0.02
,,,,,,,,,,bc,,,bc,hi,i,,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,14,145,68,76,18,18,24,24,20,41,36,48,61,20,5,12,14,17,19,16,16,26,43,101,32,45,32,22,14,77,68,83,60,124,1,14,5,0,92,51,31,27,127,11,83,61,110,34,69,24,20,25,55,88,55,90,54
,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.03,0.02,0.02,0.03,0.02,0.02,0.02,0.02,0.03,0.03,0.02,0.02,0.03,0.02,0.02,0.02,0.02,0.03,0.02,0.03,0.02,0.02,0.02,0.02,0.02,0.01,0.03,0.02,0,0.02,0.02,0.03,0.03,0.02,0.02,0.02,0.03,0.02,0.02,0.02,0.02,0.02,0.03,0.02,0.02,0.02,0.03,0.02
,,,,,,,,,,,,,,,,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,NET: Rank 1,238,101,137,43,48,46,42,28,32,91,88,60,25,18,28,23,15,26,41,23,40,78,160,69,74,46,34,16,144,95,123,115,195,5,27,9,3,152,84,45,40,211,26,167,66,190,47,130,46,52,32,75,151,80,132,101
,,0.04,0.03,0.04,0.05,0.05,0.05,0.04,0.03,0.02,0.05,0.04,0.03,0.03,0.06,0.05,0.04,0.03,0.04,0.04,0.03,0.04,0.04,0.04,0.05,0.04,0.04,0.04,0.03,0.04,0.03,0.03,0.04,0.04,0.04,0.05,0.04,0.02,0.04,0.04,0.04,0.04,0.04,0.05,0.04,0.03,0.04,0.03,0.04,0.05,0.04,0.04,0.03,0.04,0.03,0.04,0.04
,,,,,efi,efi,efi,fi,,,efi,efi,,,ae,,,,,,,,,,bg,,,,,,,,a,,,,,,,,,,,,b,,b,,,e,,,,,,,
,NET: Rank 1-3,768,356,408,129,144,129,118,93,155,272,248,248,92,42,75,73,58,76,129,85,138,248,520,206,256,157,94,55,462,306,420,345,613,19,84,36,13,500,258,147,133,690,61,490,247,582,176,402,134,167,101,284,462,282,426,315
,,0.12,0.12,0.13,0.16,0.14,0.13,0.12,0.1,0.11,0.15,0.12,0.1,0.11,0.14,0.12,0.11,0.11,0.12,0.13,0.12,0.14,0.12,0.13,0.14,0.12,0.13,0.1,0.1,0.13,0.11,0.12,0.13,0.12,0.14,0.15,0.15,0.1,0.12,0.12,0.12,0.12,0.12,0.13,0.13,0.11,0.13,0.11,0.13,0.14,0.14,0.11,0.12,0.13,0.12,0.12,0.13
,,,,,defhi,ei,ei,,,,defhi,e,,,,,,,,,,,,,bdeg,,,,,dg,,,,,,,,,,,,,,,,,b,,,,,,,,,,
,NET: Rank 1-5,1216,568,643,190,231,202,181,155,257,421,383,412,141,63,121,118,93,106,204,148,221,409,807,318,407,248,157,85,725,491,676,534,982,29,125,57,15,795,408,224,215,1096,94,781,396,922,281,661,219,269,172,429,740,440,701,478
,,0.19,0.19,0.2,0.23,0.22,0.2,0.18,0.16,0.18,0.23,0.19,0.17,0.17,0.22,0.2,0.18,0.17,0.17,0.2,0.21,0.23,0.19,0.2,0.22,0.2,0.2,0.17,0.15,0.21,0.18,0.19,0.2,0.19,0.22,0.22,0.23,0.12,0.2,0.19,0.18,0.2,0.19,0.19,0.21,0.18,0.21,0.17,0.21,0.22,0.22,0.19,0.18,0.2,0.19,0.2,0.19
,,,,,defhi,defhi,ei,,,,defhi,e,,,,,,,,,f,adef,,,bdeg,,e,,,deg,,,,,,,a,,,,,,,,b,,b,,e,e,e,,,,,,
,NET: Rank 1-14,2637,1189,1430,357,437,399,398,417,628,794,798,1044,337,129,269,254,217,254,435,320,419,898,1739,612,884,540,376,224,1496,1141,1523,1104,2196,55,237,104,34,1677,929,523,486,2381,200,1609,939,1931,674,1260,423,490,348,1012,1557,997,1511,1037
,,0.42,0.4,0.45,0.43,0.42,0.4,0.4,0.43,0.45,0.43,0.4,0.44,0.41,0.44,0.44,0.39,0.4,0.4,0.42,0.46,0.43,0.42,0.43,0.43,0.42,0.44,0.4,0.4,0.43,0.42,0.43,0.42,0.43,0.42,0.43,0.43,0.26,0.42,0.43,0.43,0.46,0.42,0.41,0.42,0.43,0.43,0.4,0.41,0.43,0.4,0.39,0.43,0.43,0.42,0.43,0.42
,,,,a,,,,,h,cdh,,,cdh,,,,,,,,def,,,,,,,,,,,,,e,,e,e,,,,,a,,,,,,,,d,,,d,,,,
,"Columns Tested: a,b - a,b,c,d,e,f,g,h,i - a,b,c,d,e,f,g,h,i - a,b - a,b,c,d,e,f,g - a,b - a,b,c,d,e - a,b,c,d - a,b - a,b - a,b - a,b,c,d,e - a,b - a,b",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Prepared by Savanta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
