Unnamed: 0,<< Contents,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42
,,0.09,0.1,0.08,0.09,0.17,0.1,0.07,0.07,0.07,0.14,0.08,0.07,0.1,0.08,0.09,0.15,0.09,0.08,0.07,0.11,0.06,0.07,0.06,0.18,0.1,0.13,0.08,0.09,0.07,0.08,0.12,0.12,0.08,0.08,0.07,0,0.12,0.08,0.09,0.1,0.09
,,,,,,acdefhi,,,,,defhi,,,,,,gijk,,,,,,,,bcefghijkm,,bcd,,,,,ai,,,,,,,,,,
,Fairly well,660,335,325,64,128,104,109,99,156,192,213,255,22,48,71,23,44,33,62,44,66,107,63,78,558,183,185,137,151,178,176,50,10,14,13,3,22,140,212,238,181
,,0.3,0.31,0.28,0.26,0.33,0.29,0.27,0.3,0.3,0.3,0.28,0.3,0.32,0.25,0.29,0.25,0.24,0.3,0.32,0.28,0.34,0.35,0.3,0.27,0.3,0.3,0.3,0.3,0.28,0.25,0.32,0.44,0.28,0.36,0.23,0.48,0.39,0.28,0.27,0.32,0.31
,,,,,,a,,,,,,,,,,,,,,,,e,bel,,,,,,,,,a,abfi,,,,,a,,,a,
,Fairly badly,612,300,310,77,90,99,120,82,143,166,220,226,15,50,65,24,52,30,51,46,52,82,58,87,517,162,165,133,149,202,153,25,8,12,17,1,14,133,208,227,150
,,0.27,0.28,0.27,0.31,0.23,0.28,0.3,0.25,0.28,0.26,0.29,0.27,0.23,0.26,0.26,0.26,0.28,0.27,0.27,0.29,0.27,0.27,0.28,0.3,0.28,0.27,0.26,0.3,0.28,0.29,0.28,0.23,0.23,0.31,0.3,0.13,0.25,0.26,0.26,0.3,0.25
,,,,,b,,,b,,,,b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c,
,Very badly,495,271,223,51,67,68,89,93,127,118,157,220,16,47,63,24,44,23,41,37,42,60,51,45,408,117,151,88,136,220,103,11,12,3,13,1,11,99,236,132,113
,,0.22,0.25,0.2,0.2,0.17,0.19,0.22,0.28,0.25,0.19,0.21,0.26,0.24,0.25,0.25,0.26,0.24,0.22,0.21,0.24,0.22,0.2,0.25,0.15,0.22,0.19,0.24,0.2,0.25,0.31,0.19,0.1,0.34,0.08,0.23,0.14,0.2,0.2,0.3,0.18,0.19
,,,b,,,,,,abcgh,bg,,,bcgh,,l,l,l,l,,,l,,,l,,l,,,,ac,bcei,c,,bcei,,c,,,c,bc,,
,Don't know,258,69,189,34,36,49,52,33,54,70,100,87,7,29,27,7,27,14,26,14,22,32,23,30,207,64,71,53,67,47,56,12,2,6,11,2,2,94,63,77,96
,,0.12,0.06,0.17,0.14,0.09,0.14,0.13,0.1,0.1,0.11,0.13,0.1,0.11,0.15,0.11,0.08,0.15,0.13,0.14,0.09,0.11,0.1,0.11,0.1,0.11,0.11,0.11,0.12,0.12,0.07,0.1,0.11,0.07,0.17,0.18,0.25,0.04,0.19,0.08,0.1,0.16
,,,,a,,,,,,,,b,,,,,,,,,,,,,,,,,,,,a,,,a,ah,,,abch,,,ab
,Sum: Well,871,449,421,87,194,141,135,122,192,281,276,314,28,63,94,36,60,41,74,61,77,129,76,131,738,265,238,176,188,237,241,64,12,17,17,3,29,181,279,313,233
,,0.39,0.41,0.37,0.35,0.5,0.39,0.34,0.37,0.37,0.44,0.37,0.37,0.42,0.33,0.38,0.4,0.33,0.38,0.39,0.38,0.4,0.43,0.36,0.45,0.39,0.44,0.38,0.39,0.35,0.34,0.44,0.57,0.36,0.45,0.29,0.48,0.51,0.36,0.35,0.42,0.39
,,,b,,,acdefhi,,,,,adefhi,,,,,,,,,,,,e,,be,,d,,,,,afi,abdfi,,,,,afi,,,a,
,Sum: Badly,1107,571,533,128,156,168,209,175,270,284,377,446,31,97,128,48,96,53,92,83,94,143,109,132,925,278,316,222,285,422,256,37,20,14,30,2,25,232,445,360,264
,,0.5,0.52,0.47,0.51,0.4,0.47,0.53,0.53,0.52,0.45,0.5,0.53,0.47,0.52,0.51,0.52,0.53,0.49,0.48,0.53,0.49,0.47,0.53,0.45,0.49,0.46,0.51,0.49,0.53,0.6,0.46,0.33,0.58,0.38,0.52,0.27,0.45,0.46,0.56,0.48,0.45
,,,b,,b,,,bg,bg,bg,,b,bg,,,,,,,,,,,,,,,,,a,bcehi,c,,c,,c,,,c,bc,,
,"Columns Tested: a,b - a,b,c,d,e,f,g,h,i - a,b,c,d,e,f,g,h,i,j,k,l,m - a,b,c,d - a,b,c,d,e,f,g,h,i - a,b,c",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Prepared by Savanta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
