Unnamed: 0,<< Contents,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 64,Unnamed: 65,Unnamed: 66,Unnamed: 67,Unnamed: 68,Unnamed: 69,Unnamed: 70,Unnamed: 71,Unnamed: 72,Unnamed: 73,Unnamed: 74,Unnamed: 75,Unnamed: 76,Unnamed: 77,Unnamed: 78,Unnamed: 79,Unnamed: 80,Unnamed: 81,Unnamed: 82,Unnamed: 83,Unnamed: 84,Unnamed: 85,Unnamed: 86,Unnamed: 87,Unnamed: 88,Unnamed: 89,Unnamed: 90,Unnamed: 91,Unnamed: 92,Unnamed: 93,Unnamed: 94,Unnamed: 95,Unnamed: 96,Unnamed: 97,Unnamed: 98,Unnamed: 99,Unnamed: 100,Unnamed: 101,Unnamed: 102,Unnamed: 103,Unnamed: 104,Unnamed: 105,Unnamed: 106,Unnamed: 107,Unnamed: 108,Unnamed: 109,Unnamed: 110,Unnamed: 111,Unnamed: 112,Unnamed: 113,Unnamed: 114,Unnamed: 115,Unnamed: 116,Unnamed: 117,Unnamed: 118,Unnamed: 119,Unnamed: 120,Unnamed: 121,Unnamed: 122,Unnamed: 123,Unnamed: 124,Unnamed: 125,Unnamed: 126,Unnamed: 127,Unnamed: 128,Unnamed: 129,Unnamed: 130,Unnamed: 131,Unnamed: 132,Unnamed: 133,Unnamed: 134,Unnamed: 135,Unnamed: 136,Unnamed: 137,Unnamed: 138,Unnamed: 139,Unnamed: 140
,,0.33,0.3,0.31,0.37,0.31,0.27,0.28,0.26,0.3,0.37,0.36,0.57,0.38,0.31,0.2,0.3,0.4,0.29,0.3,0.28,0.31,0.38,0.32,0.29,0.24,0.37,0.28,0.43,0.32,0.26,0.33,0.12,0.32,0.33,0.44,0.41,0.52,0.25,0.15,0.35,0.1,0.36,0.49,0.52,0.29,0.38,0.27,0.38,0.25,0.29,0.29,0.35,0.34,0.6,0.46,0.33,0.46,0.32,0.33,0.33,0.29,0.26,0.34,0.45,0.33,0.47,0,0.29,0.1,0.52,0.15,0.39,0.18,0.32,0.49,0.19,0.28,0.35,0.38,0.23,0.37,0.61,0.3,0.49,0.36,0.46,0.3,0.28,0.4,0.35,0.35,0.36,0,0,0.45,0.29,0.45,0.47,0.3,0.3,0.33,0.33,0.33,0.32,0.32,0.33,0.31,0.33,0.33,0.28,0.33,0.29,0.33,0.28,0.3,0.3,0.62,0.3,0.29,0.29,0.34,0.33,0.31,0.26,0.38,0.35,0.27,0.24,0.36,0.51,0.47,0.33,0.54,0.22,0.31,0.28,0.26,0.36,0.19
,,,,,,,,,,,,,,,,,,bh,,,,,,,,,a,,ac,,,,,,,a,,,,,,,,aj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,,,,,,,,,,,abj,abj,,,,,,,,,,,,,,,,,,,a,,,,,,,,,,,,,,,,cd,,,,,b,
,£50 - £99,96,31,23,42,21,30,74,14,58,37,32,4,16,8,7,49,29,68,35,25,7,11,85,68,25,45,50,19,26,23,25,3,21,5,14,4,1,6,10,1,4,6,8,8,11,11,19,9,3,15,32,39,9,0,1,95,1,44,52,55,10,14,14,3,46,4,1,4,1,3,5,2,6,3,0,2,2,11,2,1,3,0,82,2,6,8,70,66,5,11,9,2,0,0,5,72,9,12,86,89,96,96,70,29,42,73,55,77,79,76,96,39,96,77,46,91,5,76,62,38,24,51,28,12,17,22,19,17,2,6,1,7,22,51,15,37,32,25,18
,,0.26,0.23,0.26,0.27,0.24,0.25,0.27,0.18,0.25,0.27,0.27,0.15,0.24,0.25,0.24,0.27,0.22,0.27,0.29,0.26,0.26,0.2,0.27,0.27,0.25,0.26,0.25,0.22,0.3,0.27,0.25,0.17,0.31,0.28,0.25,0.15,0.25,0.18,0.49,0.17,0.26,0.14,0.22,0.26,0.36,0.34,0.26,0.22,0.21,0.18,0.27,0.35,0.24,0,0.29,0.26,0.29,0.25,0.26,0.24,0.24,0.3,0.3,0.42,0.23,0.37,0.45,0.3,0.08,0.23,0.39,0.21,0.35,0.21,0,0.57,0.33,0.31,0.3,0.19,0.63,0,0.27,0.13,0.33,0.19,0.27,0.28,0.2,0.24,0.24,0.25,0,0,0.19,0.26,0.19,0.34,0.27,0.26,0.26,0.26,0.25,0.25,0.25,0.25,0.25,0.26,0.25,0.26,0.26,0.24,0.26,0.26,0.23,0.26,0.16,0.25,0.23,0.25,0.18,0.28,0.27,0.25,0.22,0.26,0.28,0.31,0.21,0.24,0.16,0.24,0.24,0.3,0.19,0.28,0.25,0.22,0.27
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e,,,,,,,ag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,£100 - £199,62,28,10,24,15,23,51,17,44,18,17,3,10,6,7,30,19,43,25,15,4,10,52,43,18,29,32,10,19,13,14,6,15,4,5,4,1,6,1,3,4,12,6,1,3,2,10,9,4,26,20,9,6,1,0,62,0,34,28,40,7,9,5,1,35,1,0,4,2,3,1,2,4,3,0,1,1,4,0,1,0,1,55,3,3,3,46,42,4,8,8,0,0,0,3,50,6,1,58,60,62,62,45,19,26,50,35,49,52,57,62,28,62,58,34,60,2,58,53,33,24,30,17,8,13,11,17,11,1,1,1,2,14,36,10,22,26,22,13
,,0.17,0.2,0.12,0.16,0.18,0.19,0.18,0.22,0.19,0.13,0.14,0.11,0.14,0.18,0.24,0.17,0.15,0.18,0.2,0.15,0.15,0.18,0.16,0.18,0.18,0.17,0.16,0.11,0.22,0.15,0.14,0.35,0.21,0.25,0.09,0.15,0.23,0.19,0.04,0.4,0.28,0.29,0.16,0.04,0.11,0.07,0.14,0.21,0.26,0.29,0.17,0.08,0.16,0.07,0,0.17,0,0.19,0.14,0.18,0.17,0.19,0.11,0.13,0.17,0.07,0,0.34,0.23,0.19,0.07,0.21,0.23,0.2,0,0.24,0.14,0.12,0,0.19,0,0.39,0.18,0.18,0.17,0.06,0.18,0.18,0.16,0.17,0.2,0,0,0,0.14,0.18,0.14,0.02,0.18,0.18,0.17,0.17,0.16,0.16,0.15,0.17,0.16,0.17,0.17,0.19,0.17,0.18,0.17,0.2,0.17,0.17,0.06,0.19,0.2,0.22,0.17,0.17,0.16,0.16,0.16,0.14,0.24,0.2,0.09,0.03,0.13,0.08,0.15,0.21,0.13,0.17,0.21,0.2,0.2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,j,,,,,,,,bcg,c,,,,,c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,l,l,,l,l,,,,,l,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,£200 - £299,30,13,10,7,4,9,24,8,24,6,11,4,2,3,4,17,8,22,9,9,3,8,22,22,14,8,22,6,1,12,8,2,1,0,4,2,0,5,0,0,3,5,3,1,2,0,7,3,2,7,15,5,4,0,0,30,0,13,18,19,3,3,5,0,18,0,0,1,0,1,1,1,1,1,2,0,0,3,1,2,0,0,28,0,0,1,24,21,3,4,3,1,0,1,0,27,1,1,29,29,30,30,23,6,14,23,19,24,24,28,30,11,30,26,16,28,2,26,26,11,17,12,7,4,3,11,7,2,1,1,2,2,3,19,6,12,10,7,8
,,0.08,0.1,0.11,0.05,0.04,0.08,0.09,0.1,0.1,0.05,0.09,0.15,0.03,0.08,0.15,0.09,0.07,0.09,0.07,0.1,0.12,0.15,0.07,0.09,0.14,0.05,0.11,0.07,0.02,0.14,0.08,0.13,0.02,0,0.07,0.08,0,0.14,0,0,0.18,0.13,0.07,0.03,0.07,0,0.09,0.07,0.14,0.08,0.12,0.04,0.1,0,0,0.08,0,0.07,0.09,0.09,0.06,0.07,0.11,0,0.09,0,0,0.08,0,0.06,0.06,0.11,0.06,0.05,0.51,0,0,0.07,0.09,0.39,0,0,0.09,0,0,0.02,0.09,0.09,0.12,0.1,0.09,0.15,0,1,0,0.1,0.02,0.02,0.09,0.09,0.08,0.08,0.08,0.05,0.08,0.08,0.09,0.08,0.08,0.09,0.08,0.07,0.08,0.09,0.08,0.08,0.06,0.09,0.1,0.08,0.13,0.07,0.07,0.09,0.04,0.13,0.1,0.04,0.06,0.04,0.25,0.07,0.03,0.11,0.08,0.09,0.08,0.06,0.12
,,,,,,,,,,,,,,,,b,,,,,,,g,,,be,,be,,,d,,,,,,,,,,,,,,,,,,,,,c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b,,,,,,,,b,,,,,
,£300 - £399,17,7,6,5,5,9,15,6,11,6,3,0,2,3,0,10,6,12,5,5,2,0,17,12,7,5,12,2,3,5,5,3,2,2,1,1,0,3,5,0,1,0,0,2,2,0,5,0,0,4,5,5,3,0,0,17,0,10,7,9,4,5,0,0,9,0,0,0,2,0,2,0,3,2,0,0,0,0,0,0,0,0,16,0,0,2,13,13,0,2,2,0,0,0,0,14,1,1,17,17,17,17,16,5,10,17,12,16,17,17,17,10,17,16,12,17,0,16,15,9,8,8,8,4,6,1,3,3,1,0,0,0,2,13,3,6,9,5,6
,,0.05,0.05,0.07,0.03,0.06,0.07,0.05,0.08,0.05,0.05,0.03,0,0.04,0.1,0,0.05,0.05,0.05,0.04,0.05,0.07,0,0.05,0.05,0.07,0.03,0.06,0.02,0.04,0.06,0.05,0.17,0.02,0.1,0.01,0.03,0,0.08,0.24,0,0.05,0,0,0.07,0.06,0,0.07,0,0,0.05,0.04,0.05,0.08,0,0,0.05,0,0.06,0.04,0.04,0.09,0.11,0,0,0.04,0,0,0,0.18,0,0.17,0,0.19,0.11,0,0,0,0,0,0,0,0,0.05,0,0,0.04,0.05,0.06,0,0.05,0.06,0,0,0,0,0.05,0.02,0.03,0.05,0.05,0.05,0.05,0.06,0.04,0.06,0.06,0.06,0.05,0.05,0.06,0.05,0.06,0.05,0.06,0.06,0.05,0,0.05,0.06,0.06,0.06,0.04,0.07,0.09,0.08,0.01,0.04,0.05,0.07,0,0,0,0.02,0.08,0.03,0.04,0.07,0.04,0.09
,,,,,,,,,,,,,,,,,,,,,,f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d,ad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c,c,,,,,,,,,b,,,,,
,£400 - £499,11,4,3,4,2,5,9,4,6,5,1,0,2,1,0,6,2,8,3,5,1,0,11,8,4,6,5,3,2,4,2,0,2,0,3,0,0,4,0,0,0,0,0,1,0,1,4,1,0,1,4,5,1,0,0,11,0,4,7,6,2,0,2,0,6,0,0,0,1,0,1,0,0,0,0,0,0,2,0,0,0,0,9,1,0,1,9,8,1,0,0,0,0,0,1,9,1,0,11,11,11,11,5,4,4,6,6,5,6,10,11,7,11,11,5,11,0,8,8,5,6,5,3,2,2,2,1,2,2,0,0,0,1,6,4,3,6,3,2
,,0.03,0.03,0.04,0.02,0.02,0.04,0.03,0.05,0.02,0.04,0.01,0,0.02,0.02,0,0.03,0.02,0.03,0.02,0.05,0.03,0,0.03,0.03,0.04,0.03,0.03,0.04,0.03,0.04,0.02,0,0.04,0,0.06,0,0,0.12,0,0,0,0,0,0.03,0,0.04,0.05,0.02,0,0.02,0.03,0.05,0.02,0,0,0.03,0,0.02,0.03,0.03,0.05,0,0.05,0,0.03,0,0,0,0.09,0,0.1,0,0,0,0,0,0,0.06,0,0,0,0,0.03,0.04,0,0.03,0.03,0.03,0.03,0,0,0,0,0,0.03,0.03,0.02,0,0.03,0.03,0.03,0.03,0.02,0.03,0.02,0.02,0.03,0.02,0.02,0.03,0.03,0.04,0.03,0.04,0.02,0.03,0,0.03,0.03,0.03,0.04,0.03,0.03,0.05,0.03,0.03,0.01,0.03,0.13,0,0,0,0.01,0.03,0.05,0.02,0.05,0.02,0.02
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,efh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,£500 - £749,10,6,2,2,2,2,9,2,6,4,2,1,0,0,1,7,1,9,4,5,0,1,8,9,2,3,7,1,2,2,5,0,1,1,1,0,0,0,0,0,0,1,0,0,1,2,3,2,0,4,4,2,0,0,0,10,0,4,6,4,2,3,1,0,3,1,0,0,1,0,1,1,0,2,0,0,1,1,0,0,0,0,8,0,0,3,6,6,0,2,2,1,0,0,0,8,0,1,10,10,10,10,7,2,4,7,5,7,7,10,10,3,10,9,7,10,0,8,9,3,4,5,4,1,3,1,2,3,0,0,0,1,1,2,6,8,1,2,3
,,0.03,0.04,0.02,0.01,0.02,0.02,0.03,0.03,0.02,0.03,0.02,0.03,0,0,0.02,0.04,0.01,0.04,0.04,0.05,0,0.02,0.03,0.04,0.02,0.02,0.04,0.01,0.02,0.03,0.05,0,0.01,0.04,0.02,0,0,0,0,0,0,0.03,0,0,0.05,0.06,0.05,0.04,0,0.04,0.04,0.02,0,0,0,0.03,0,0.02,0.03,0.02,0.06,0.06,0.02,0,0.01,0.09,0,0,0.1,0,0.06,0.08,0,0.11,0,0,0.14,0.02,0,0,0,0,0.03,0,0,0.07,0.02,0.02,0,0.05,0.04,0.11,0,0,0,0.03,0,0.03,0.03,0.03,0.03,0.03,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.03,0.03,0.02,0.03,0.03,0.03,0.03,0,0.03,0.03,0.02,0.03,0.03,0.04,0.02,0.04,0.01,0.04,0.05,0,0,0,0.04,0.01,0.01,0.07,0.06,0.01,0.02,0.04
,,,,,,,,,,,,,,,,,,,,,a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bc,b,,,
,£750 - £999,5,2,1,2,2,2,4,1,2,3,0,0,0,0,1,3,0,5,2,3,0,1,4,5,1,1,4,1,0,1,3,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,3,0,0,2,1,1,1,0,0,5,0,3,2,1,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,4,0,0,1,3,3,0,1,0,1,0,0,0,4,0,0,5,5,5,5,2,1,2,3,3,3,4,5,5,2,5,4,2,5,0,4,5,3,4,3,0,0,1,3,1,0,0,0,0,0,0,2,3,2,2,1,2
,,0.01,0.01,0.01,0.01,0.02,0.02,0.01,0.01,0.01,0.02,0,0,0,0,0.03,0.02,0,0.02,0.02,0.03,0,0.01,0.01,0.02,0.01,0.01,0.02,0.01,0,0.01,0.03,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0.03,0.03,0.04,0,0,0.02,0.01,0.01,0.03,0,0,0.01,0,0.02,0.01,*%,0,0.02,0.04,0,0,0,0.55,0,0,0,0,0,0,0,0,0,0.11,0,0.22,0,0,0,0.01,0,0,0.03,0.01,0.01,0,0.02,0,0.13,0,0,0,0.01,0,0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0,0.01,0.02,0.02,0.03,0.02,0,0,0.01,0.03,0.02,0,0,0,0,0,0,0.01,0.03,0.01,0.02,0.01,0.03
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"£1,000 - £1,449",4,1,0,3,0,0,3,1,2,1,0,0,2,0,0,2,2,2,0,2,0,0,4,2,1,2,2,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,2,0,1,0,1,3,0,0,0,4,0,1,3,3,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,4,3,1,0,0,0,0,0,0,4,0,0,4,4,4,4,3,1,2,3,2,3,3,3,4,1,4,3,2,4,0,4,2,2,1,2,0,1,2,1,0,0,0,0,0,1,0,2,1,2,1,2,1
,,0.01,0.01,0,0.02,0,0,0.01,0.01,0.01,0.01,0,0,0.03,0,0,0.01,0.02,0.01,0,0.02,0,0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0.01,0,0,0.04,0,0,0,0,0,0,0,0,0,0.03,0.02,0,0.08,0,0.01,0.02,0,0,0,0.01,0,0.01,0.01,0.01,0,0,0.02,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0.01,0,0,0,0.01,0.01,0.03,0,0,0,0,0,0,0.01,0,0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0.01,0.01,0.01,0.01,0.01,0,0.02,0.02,0.01,0,0,0,0,0,0.04,0,0.01,0.01,0.01,0.01,0.02,0.02
