Unnamed: 0,<< Contents,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42
,Homeless and Police PR - W184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Table 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Q1. Summary Problem: To what extent would you say that homelessness is, or is not, a problem in each of the following areas?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,BASE: All respondents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Total,Male,Female,18-24,25-34,35-44,45-54,55-64,65+,NET: 18-34,NET: 35-54,NET: 55+,Northern Ireland,Scotland,North-West,North-East,Yorkshire and the Humber,Wales,West Midlands,East Midlands,South-West,South-East,Eastern,London,NET: England,AB,C1,C2,DE,Conservative,Labour,Liberal Democrat,The Brexit Party,Green,SNP,Plaid Cymru,Another party,Did not vote,Leave,Remain,Did not vote
,Significance Level: 95%,,a,b,a,b,c,d,e,f,g,h,i,a,b,c,d,e,f,g,h,i,j,k,l,m,a,b,c,d,a,b,c,d,e,f,*g,h,i,a,b,c
,Unweighted Total,2235,1055,1175,249,394,308,385,386,513,643,693,899,52,165,248,106,214,136,240,178,190,276,156,274,1882,578,466,308,873,696,558,111,39,35,55,13,44,522,811,716,593
,Total,2235,1088,1142,248,387,358,396,331,516,635,753,847,67,189,249,91,182,108,193,158,193,304,208,293,1871,608,626,451,541,707,552,112,35,38,58,7,56,507,788,750,593
,In the UK's big cities,1917,911,1002,183,329,302,348,292,464,512,649,756,61,161,223,70,155,85,167,136,176,267,182,235,1611,507,543,387,472,630,481,102,29,31,49,7,54,409,701,662,476
,,0.86,0.84,0.88,0.74,0.85,0.84,0.88,0.88,0.9,0.81,0.86,0.89,0.91,0.85,0.89,0.77,0.85,0.78,0.86,0.86,0.91,0.88,0.87,0.8,0.86,0.83,0.87,0.86,0.87,0.89,0.87,0.91,0.84,0.83,0.85,1,0.96,0.81,0.89,0.88,0.8
,,,,a,,a,a,ag,ag,abcg,a,ag,abcg,df,,dfl,,,,df,,deflm,dfl,df,,dfl,,,,a,i,i,i,,,,,i,,c,c,
,In the UK generally,1886,890,991,193,316,300,349,290,437,509,650,727,57,161,210,70,147,87,162,136,176,264,181,235,1581,507,530,381,460,603,493,97,28,32,51,7,51,407,685,657,473
,,0.84,0.82,0.87,0.78,0.82,0.84,0.88,0.88,0.85,0.8,0.86,0.86,0.85,0.85,0.84,0.77,0.81,0.81,0.84,0.86,0.91,0.87,0.87,0.8,0.84,0.83,0.85,0.84,0.85,0.85,0.89,0.87,0.8,0.86,0.89,1,0.91,0.8,0.87,0.88,0.8
,,,,a,,,,abg,abg,ag,,abg,ag,,,,,,,,d,cdefglm,dl,d,,d,,,,,i,ai,,,,,,,,c,c,
,In your neighbourhood,896,411,484,105,191,171,172,107,151,296,343,258,26,48,101,37,72,35,78,66,83,120,86,144,788,261,245,191,196,242,252,42,14,16,15,2,19,212,296,298,246
,,0.4,0.38,0.42,0.42,0.49,0.48,0.43,0.32,0.29,0.47,0.45,0.3,0.39,0.25,0.41,0.4,0.39,0.32,0.41,0.42,0.43,0.4,0.41,0.49,0.42,0.43,0.39,0.42,0.36,0.34,0.46,0.37,0.41,0.43,0.26,0.35,0.33,0.42,0.38,0.4,0.41
,,,,a,efi,efi,efi,efi,,,efi,efi,,,,b,b,b,,b,b,bf,b,b,bcefgjm,bf,d,,,,,af,,,,,,,af,,,
,"Columns Tested: a,b - a,b,c,d,e,f,g,h,i - a,b,c,d,e,f,g,h,i,j,k,l,m - a,b,c,d - a,b,c,d,e,f,g,h,i - a,b,c",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Prepared by Savanta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
