Unnamed: 0,<< Contents,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39
,P035983 NSPCC Parents Nat Rep,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Table 135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PARENT AGE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,BASE: All respondents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Age of child,,,Gender of child,,Age of parent,,,Gender of parent,,Regions,,,,,,,,,,,,SEG,,Ethnicity of parent,,,,,,Parental / Guardianship status,,,,Perspective on challenges relating to gender,,
,,Total,0-5,6-11,12-18,Male,Female,18-34,35-64,65+,Male,Female,Northern Ireland,Scotland,North-West,North-East,Yorkshire & The Humber,Wales,West Midlands,East Midlands,South-West,South-East,East of England,London,ABC1,C2DE,White,Mixed/multiple,Asian or Asian British,Black or Black British,Another ethnicity,NET: Ethnic minority,Mother,Father,Parents,Gaurdian,Growing up as a boy is more challenging,Growing up as a girl is more challenging,Equally difficult
,Significance Level: 95%,,a,b,c,a,b,a,b,*c,a,b,a,b,c,d,e,f,g,h,i,j,k,l,a,b,a,b,c,d,*e,f,a,b,c,d,a,b,c
,Unweighted Total,2016,813,951,1024,1420,1293,610,1391,15,915,1098,54,148,227,93,171,94,185,151,169,276,181,267,1137,879,1684,76,121,119,15,325,1084,899,1983,33,235,561,1179
,Total,2016,805,954,1032,1424,1292,605,1396,16,974,1039,62,147,234,91,164,90,181,163,163,270,182,270,1134,882,1685,75,122,119,15,325,1027,956,1983,33,241,559,1176
,18-24,88,82,13,0,57,51,88,0,0,27,61,2,5,10,10,13,2,10,3,6,10,5,14,49,39,64,6,8,10,1,24,60,25,85,3,11,36,41
,,0.04,0.1,0.01,0,0.04,0.04,0.15,0,0,0.03,0.06,0.04,0.03,0.04,0.11,0.08,0.02,0.05,0.02,0.03,0.04,0.03,0.05,0.04,0.04,0.04,0.08,0.07,0.08,0.06,0.07,0.06,0.03,0.04,0.09,0.05,0.06,0.03
,,,bc,c,,,,b,,,,a,,,,bcfhijk,fhjk,,,,,,,,,,,,,a,,a,b,,b,b,,c,
,25-34,516,338,254,126,403,320,516,0,0,227,289,9,35,79,13,38,29,47,42,39,51,49,85,264,253,416,31,34,31,4,100,282,227,509,7,89,127,288
,,0.26,0.42,0.27,0.12,0.28,0.25,0.85,0,0,0.23,0.28,0.15,0.24,0.34,0.15,0.23,0.32,0.26,0.26,0.24,0.19,0.27,0.31,0.23,0.29,0.25,0.41,0.28,0.26,0.27,0.31,0.27,0.24,0.26,0.2,0.37,0.23,0.25
,,,bc,c,,b,,b,,,,a,,,abdeij,,,adj,d,d,,,dj,adj,,a,,ad,,,,a,,,,,bc,,
