Unnamed: 0,<< Contents,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57
,,0.03,0.03,0.03,0.05,0.03,0.04,0.03,0.02,0.02,0.04,0.03,0.02,0.03,0.05,0.04,0.03,0.03,0.03,0.03,0.01,0.04,0.04,0.02,0.02,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.02,0.04,0.07,0.05,0.02,0.03,0.03,0.03,0.04,0.03,0.04,0.03,0.03,0.03,0.04,0.04,0.03,0.04,0.04,0.02,0.03,0.03,0.03,0.03
,,,,,befi,fi,fi,fi,,,efi,fi,,h,h,h,h,,,,,h,b,,,,,,,,,,,,,a,a,,,,,,,a,,,,,e,e,e,e,,,,,
,2,257,122,134,39,57,52,39,38,30,96,92,69,32,14,21,36,25,22,49,13,46,103,155,54,85,54,47,18,139,119,126,130,194,6,38,13,3,171,80,43,33,237,19,139,109,171,83,143,41,57,45,84,141,112,150,100
,,0.04,0.04,0.04,0.05,0.05,0.05,0.04,0.04,0.02,0.05,0.05,0.03,0.04,0.05,0.03,0.06,0.05,0.03,0.05,0.02,0.05,0.05,0.04,0.04,0.04,0.04,0.05,0.03,0.04,0.04,0.04,0.05,0.04,0.04,0.07,0.05,0.02,0.04,0.04,0.03,0.03,0.04,0.04,0.04,0.05,0.04,0.05,0.05,0.04,0.05,0.05,0.04,0.04,0.05,0.04,0.04
,,,,,fi,fi,fi,f,f,,fi,fi,,h,h,,h,h,,h,,h,,,,,,,,,,,a,,,a,,,,,,,,,,a,,a,,,,,,,,,
,3,211,97,109,44,51,34,30,29,22,96,64,51,25,11,24,25,20,19,27,17,44,81,130,55,62,45,31,17,118,93,101,108,157,6,23,18,7,139,70,47,27,182,23,138,68,159,51,120,37,46,37,67,136,70,131,72
,,0.03,0.03,0.03,0.05,0.05,0.03,0.03,0.03,0.02,0.05,0.03,0.02,0.03,0.04,0.04,0.04,0.04,0.03,0.03,0.02,0.05,0.04,0.03,0.04,0.03,0.04,0.03,0.03,0.03,0.03,0.03,0.04,0.03,0.04,0.04,0.07,0.05,0.03,0.03,0.04,0.03,0.03,0.05,0.04,0.03,0.04,0.03,0.04,0.04,0.04,0.04,0.03,0.04,0.03,0.04,0.03
,,,,,cdefhi,defhi,fi,f,f,,cdefhi,fi,,,,,,,,,,gh,,,,,,,,,,,a,,,,ac,,,,,,,,,,,,e,,,,,,,,
,4,173,73,98,26,58,29,13,17,30,83,42,47,18,10,13,18,17,20,25,16,35,58,115,39,69,32,25,7,108,64,93,79,128,7,23,9,6,122,50,31,24,154,15,106,63,129,41,97,31,42,24,55,107,61,97,72
,,0.03,0.02,0.03,0.03,0.06,0.03,0.01,0.02,0.02,0.04,0.02,0.02,0.02,0.03,0.02,0.03,0.03,0.03,0.02,0.02,0.04,0.03,0.03,0.03,0.03,0.03,0.03,0.01,0.03,0.02,0.03,0.03,0.02,0.05,0.04,0.04,0.04,0.03,0.02,0.03,0.02,0.03,0.03,0.03,0.03,0.03,0.02,0.03,0.03,0.03,0.03,0.02,0.03,0.03,0.03,0.03
,,,,,d,acdefhi,d,,,,cdefhi,,,,,,,,,,,,,,,e,,,,e,,,,,a,a,,,,,,,,,,,,,,,,,,,,,
,5,166,81,84,14,29,25,24,26,48,43,48,75,18,3,19,16,12,17,32,20,27,71,95,49,48,33,22,14,97,69,90,75,134,3,17,8,3,110,54,34,24,152,13,99,64,119,47,74,26,29,19,63,102,59,85,70
,,0.03,0.03,0.03,0.02,0.03,0.02,0.02,0.03,0.03,0.02,0.02,0.03,0.02,0.01,0.03,0.03,0.02,0.03,0.03,0.03,0.03,0.03,0.02,0.03,0.02,0.03,0.02,0.02,0.03,0.03,0.03,0.03,0.03,0.02,0.03,0.03,0.03,0.03,0.02,0.03,0.02,0.03,0.03,0.03,0.03,0.03,0.03,0.02,0.03,0.02,0.02,0.03,0.03,0.02,0.02,0.03
,,,,,,,,,,a,,,,,,b,,,,b,,,b,,b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6,191,75,114,18,40,29,40,25,39,58,69,64,38,8,24,15,11,10,32,24,30,69,122,36,62,50,26,18,98,94,124,67,161,4,17,10,0,111,76,46,37,171,18,122,58,147,44,94,18,44,32,70,119,62,118,70
,,0.03,0.02,0.04,0.02,0.04,0.03,0.04,0.03,0.03,0.03,0.03,0.03,0.05,0.03,0.04,0.02,0.02,0.02,0.03,0.03,0.03,0.03,0.03,0.02,0.03,0.04,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.04,0,0.03,0.04,0.04,0.03,0.03,0.04,0.03,0.03,0.03,0.03,0.03,0.02,0.04,0.04,0.03,0.03,0.03,0.03,0.03
,,,,a,,,,a,,,,,,def,,f,,,,,f,,,,,,af,,,,,b,,,,,,,,,,,,,,,,,b,,b,b,,,,,
,7,153,72,81,22,21,34,22,25,29,43,56,54,20,8,15,16,15,12,23,15,29,58,95,34,50,35,25,8,85,68,90,61,129,1,15,4,3,96,57,31,26,135,16,87,63,100,50,64,27,19,19,67,92,57,95,55
,,0.02,0.02,0.03,0.03,0.02,0.03,0.02,0.03,0.02,0.02,0.03,0.02,0.02,0.03,0.02,0.02,0.03,0.02,0.02,0.02,0.03,0.03,0.02,0.02,0.02,0.03,0.03,0.01,0.02,0.03,0.03,0.02,0.02,0.01,0.03,0.02,0.02,0.02,0.03,0.03,0.02,0.02,0.03,0.02,0.03,0.02,0.03,0.02,0.03,0.02,0.02,0.03,0.03,0.02,0.03,0.02
,,,,,,,bi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c,,,c,,,,
,8,155,61,92,13,24,27,33,26,33,37,59,59,19,5,10,11,20,16,30,18,25,53,103,33,53,30,23,15,86,69,102,52,127,2,11,9,3,102,53,31,25,138,10,93,58,121,32,77,23,36,18,52,81,68,86,64
,,0.02,0.02,0.03,0.02,0.02,0.03,0.03,0.03,0.02,0.02,0.03,0.02,0.02,0.02,0.02,0.02,0.04,0.03,0.03,0.03,0.03,0.02,0.03,0.02,0.03,0.02,0.02,0.03,0.02,0.03,0.03,0.02,0.02,0.02,0.02,0.04,0.02,0.03,0.02,0.03,0.02,0.02,0.02,0.02,0.03,0.03,0.02,0.02,0.02,0.03,0.02,0.02,0.02,0.03,0.02,0.03
,,,,a,,,,ag,,,,ag,,,,,,cd,,,,,,,,,,,,,,b,,,,,,,,,,,,,,,,,,,,,,,,,
,9,151,57,93,29,24,19,15,25,39,53,34,64,11,9,18,15,12,10,27,26,23,51,100,30,49,32,22,17,79,72,82,67,122,3,14,3,9,93,56,33,29,132,19,102,46,122,26,71,16,29,27,53,95,51,75,70
,,0.02,0.02,0.03,0.04,0.02,0.02,0.02,0.03,0.03,0.03,0.02,0.03,0.01,0.03,0.03,0.02,0.02,0.02,0.03,0.04,0.02,0.02,0.02,0.02,0.02,0.03,0.02,0.03,0.02,0.03,0.02,0.03,0.02,0.02,0.02,0.01,0.07,0.02,0.03,0.03,0.03,0.02,0.04,0.03,0.02,0.03,0.02,0.02,0.02,0.02,0.03,0.02,0.03,0.02,0.02,0.03
,,,,a,cdh,,,,,h,dh,,dh,,,a,,,,,af,,,,,,,,,,,,,,,,,ad,,,,,,a,,,b,,,,,b,,,,,
,10,149,54,96,15,16,29,33,27,29,30,62,56,23,9,11,12,8,26,20,17,23,41,108,38,43,23,30,15,82,67,87,63,127,2,14,6,0,99,49,29,25,135,12,84,61,100,46,60,21,25,14,66,81,63,90,54
,,0.02,0.02,0.03,0.02,0.01,0.03,0.03,0.03,0.02,0.02,0.03,0.02,0.03,0.03,0.02,0.02,0.02,0.04,0.02,0.02,0.02,0.02,0.03,0.03,0.02,0.02,0.03,0.03,0.02,0.02,0.02,0.02,0.02,0.01,0.02,0.03,0,0.02,0.02,0.02,0.02,0.02,0.03,0.02,0.03,0.02,0.03,0.02,0.02,0.02,0.02,0.03,0.02,0.03,0.03,0.02
,,,,a,,,bg,bg,bg,,,bg,,,,,,,cdeg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ad,,,,
,11,160,89,70,18,25,26,21,28,42,43,47,69,20,5,12,15,19,19,27,21,21,46,113,35,58,37,22,7,93,67,86,70,136,2,13,6,3,105,52,27,33,147,8,105,49,129,29,77,27,27,23,63,96,61,88,65
,,0.03,0.03,0.02,0.02,0.02,0.03,0.02,0.03,0.03,0.02,0.02,0.03,0.02,0.02,0.02,0.02,0.03,0.03,0.03,0.03,0.02,0.02,0.03,0.02,0.03,0.03,0.02,0.01,0.03,0.02,0.02,0.03,0.03,0.02,0.02,0.02,0.02,0.03,0.02,0.02,0.03,0.03,0.02,0.03,0.02,0.03,0.02,0.02,0.03,0.02,0.03,0.03,0.03,0.03,0.03,0.03
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b,,,,,,,,,,
,12,143,57,85,16,28,21,16,21,40,44,38,61,20,5,12,18,14,12,31,13,17,45,98,39,44,31,17,13,83,60,91,53,127,2,4,7,3,85,57,31,27,135,6,80,53,94,45,57,19,23,15,64,78,58,75,61
,,0.02,0.02,0.03,0.02,0.03,0.02,0.02,0.02,0.03,0.02,0.02,0.03,0.02,0.02,0.02,0.03,0.03,0.02,0.03,0.02,0.02,0.02,0.02,0.03,0.02,0.02,0.02,0.02,0.02,0.02,0.03,0.02,0.02,0.02,0.01,0.03,0.02,0.02,0.03,0.03,0.03,0.02,0.01,0.02,0.02,0.02,0.03,0.02,0.02,0.02,0.02,0.03,0.02,0.02,0.02,0.02
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c,,,c,,,,,,,,,,,,,,,,a,,,,
,13,159,77,82,21,17,17,29,23,52,38,46,76,31,7,18,21,12,17,14,14,26,53,106,33,62,28,18,19,95,65,92,68,135,5,14,5,0,94,66,31,38,148,11,98,48,112,45,68,30,25,12,69,93,60,95,58
,,0.03,0.03,0.03,0.03,0.02,0.02,0.03,0.02,0.04,0.02,0.02,0.03,0.04,0.02,0.03,0.03,0.02,0.03,0.01,0.02,0.03,0.02,0.03,0.02,0.03,0.02,0.02,0.03,0.03,0.02,0.03,0.03,0.03,0.04,0.02,0.02,0,0.02,0.03,0.03,0.04,0.03,0.02,0.03,0.02,0.03,0.03,0.02,0.03,0.02,0.01,0.03,0.03,0.03,0.03,0.02
,,,,,,,,b,,bcgh,,,bcg,gh,,g,g,,,,,g,,,,,,,,,,,,,,,,,,,,a,,,,,,,,d,,,d,,,,
,14,136,62,73,16,23,11,12,32,42,39,23,74,18,9,9,9,13,21,13,22,22,39,97,21,51,26,22,15,72,63,83,51,121,2,6,2,3,81,52,29,27,125,9,82,51,96,38,61,22,18,21,54,73,58,79,51
,,0.02,0.02,0.02,0.02,0.02,0.01,0.01,0.03,0.03,0.02,0.01,0.03,0.02,0.03,0.02,0.01,0.02,0.03,0.01,0.03,0.02,0.02,0.02,0.01,0.02,0.02,0.02,0.03,0.02,0.02,0.02,0.02,0.02,0.01,0.01,0.01,0.03,0.02,0.02,0.02,0.03,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.01,0.02,0.02,0.02,0.02,0.02,0.02
,,,,,,ch,,,cdgh,cdh,ch,,cdgh,,g,,,,cdg,,dg,,,,,a,,,,,a,,,,,,,,,,,,,,,,,,,,,,,,,,
,15,117,48,69,10,13,17,19,26,32,23,36,58,19,1,17,13,11,12,15,15,14,34,83,31,33,25,18,11,63,54,72,45,104,3,9,1,0,70,47,26,26,103,13,80,33,91,25,39,15,14,10,57,74,43,75,38
,,0.02,0.02,0.02,0.01,0.01,0.02,0.02,0.03,0.02,0.01,0.02,0.02,0.02,*%,0.03,0.02,0.02,0.02,0.01,0.02,0.01,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,*%,0,0.02,0.02,0.02,0.02,0.02,0.03,0.02,0.01,0.02,0.01,0.01,0.02,0.01,0.01,0.02,0.02,0.02,0.02,0.02
,,,,,,,,,abg,g,,,bg,b,,b,b,b,b,,b,,,,,,,,,,,,,d,d,d,,,,,,,,,,,,,,,,,acd,,,,
,16,143,76,66,8,23,15,16,28,52,31,32,80,25,9,14,17,10,17,22,19,9,54,89,34,47,27,20,15,81,63,87,56,126,1,8,2,3,87,55,25,36,129,12,96,45,112,30,62,19,26,16,65,88,50,79,63
,,0.02,0.03,0.02,0.01,0.02,0.02,0.02,0.03,0.04,0.02,0.02,0.03,0.03,0.03,0.02,0.03,0.02,0.03,0.02,0.03,0.01,0.03,0.02,0.02,0.02,0.02,0.02,0.03,0.02,0.02,0.02,0.02,0.02,0.01,0.01,0.01,0.02,0.02,0.03,0.02,0.03,0.02,0.02,0.03,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.03,0.02,0.02,0.02,0.03
,,,,,,,,,acdgh,abcdgh,,,acdgh,i,i,i,i,,i,i,i,,,,,,,,,,,,,d,,,,,,,,a,,,,,,,,,,,,,,,
,17,128,42,86,14,17,13,22,21,42,31,34,63,16,4,9,12,15,14,23,14,22,36,92,28,43,20,22,14,72,57,82,47,119,0,3,3,4,70,54,28,35,111,14,64,60,78,48,42,8,15,19,63,80,43,69,50
,,0.02,0.01,0.03,0.02,0.02,0.01,0.02,0.02,0.03,0.02,0.02,0.03,0.02,0.02,0.01,0.02,0.03,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.03,0.02,0.02,0.02,0.02,0.02,0,0.01,0.01,0.03,0.02,0.03,0.02,0.03,0.02,0.03,0.02,0.03,0.02,0.03,0.01,0.01,0.01,0.02,0.03,0.02,0.02,0.02,0.02
,,,,a,,,,,,bcgh,,,cgh,,,,,,,,,,,,,,,,,,,,,bc,,,,b,,a,,a,,,,a,,a,,,,b,abc,,,,
,18,89,28,60,16,11,11,15,18,18,27,26,36,11,3,9,3,9,14,17,12,11,25,64,25,30,9,11,13,55,34,53,36,79,2,7,1,0,56,33,24,18,77,9,49,39,66,21,42,13,17,12,36,48,30,56,30
,,0.01,0.01,0.02,0.02,0.01,0.01,0.02,0.02,0.01,0.01,0.01,0.02,0.01,0.01,0.01,0.01,0.02,0.02,0.02,0.02,0.01,0.01,0.02,0.02,0.01,0.01,0.01,0.02,0.02,0.01,0.01,0.01,0.02,0.01,0.01,*%,0,0.01,0.02,0.02,0.02,0.01,0.02,0.01,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.01,0.01,0.02,0.01
,,,,a,,,,,,,,,,,,,,,d,d,d,,,,c,,,,c,c,,,,,,,,,,,,,,,,,,,,,,,,,,,
,NET: Rank 1,185,91,93,40,31,36,32,22,23,71,68,45,24,14,22,21,15,18,26,10,35,84,101,34,69,34,30,17,104,81,100,82,129,5,36,11,3,110,70,37,38,154,21,110,68,124,59,114,34,45,35,50,117,61,109,68
,,0.03,0.03,0.03,0.05,0.03,0.04,0.03,0.02,0.02,0.04,0.03,0.02,0.03,0.05,0.04,0.03,0.03,0.03,0.03,0.01,0.04,0.04,0.02,0.02,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.02,0.04,0.07,0.05,0.02,0.03,0.03,0.03,0.04,0.03,0.04,0.03,0.03,0.03,0.04,0.04,0.03,0.04,0.04,0.02,0.03,0.03,0.03,0.03
,,,,,befi,fi,fi,fi,,,efi,fi,,h,h,h,h,,,,,h,b,,,,,,,,,,,,,a,a,,,,,,,a,,,,,e,e,e,e,,,,,
,NET: Rank 1-3,653,311,336,124,140,123,101,90,76,263,224,166,82,39,67,82,60,58,101,39,125,267,386,144,216,133,107,52,360,293,327,319,479,17,97,42,13,420,220,127,98,573,63,387,245,454,193,377,111,148,117,201,394,243,390,240
,,0.1,0.1,0.11,0.15,0.13,0.12,0.1,0.09,0.05,0.14,0.11,0.07,0.1,0.13,0.11,0.13,0.11,0.09,0.1,0.06,0.13,0.12,0.09,0.1,0.1,0.11,0.12,0.09,0.1,0.11,0.09,0.12,0.09,0.13,0.17,0.17,0.1,0.1,0.1,0.1,0.09,0.1,0.13,0.1,0.11,0.1,0.12,0.12,0.11,0.12,0.13,0.09,0.11,0.1,0.11,0.1
,,,,,defhi,defi,efi,fi,fi,,defhi,fi,,h,fh,h,fh,h,h,h,,fgh,b,,,,,,,,,,a,,,a,a,,,,,,,a,,,,,e,e,e,e,,,,,
,NET: Rank 1-5,992,464,519,164,226,177,138,134,154,390,315,287,118,51,100,117,89,95,159,75,188,396,596,232,333,198,155,73,565,427,509,474,742,26,137,60,22,651,323,191,146,878,91,593,372,702,280,548,169,219,160,320,603,363,572,382
,,0.16,0.15,0.16,0.2,0.22,0.18,0.14,0.14,0.11,0.21,0.16,0.12,0.14,0.18,0.16,0.18,0.16,0.15,0.15,0.11,0.19,0.18,0.15,0.16,0.16,0.16,0.17,0.13,0.16,0.16,0.14,0.18,0.14,0.2,0.25,0.25,0.17,0.16,0.15,0.16,0.14,0.16,0.19,0.16,0.17,0.16,0.17,0.18,0.17,0.18,0.18,0.14,0.17,0.15,0.16,0.15
,,,,,defhi,cdefhi,defi,,f,,cdefhi,fi,,h,h,h,h,h,h,h,,afgh,b,,,,,,,,,,a,,a,a,a,,d,,,,,,,,,,e,e,e,e,,,,,
,NET: Rank 1-18,2867,1263,1585,379,507,445,434,459,642,887,879,1102,389,133,278,294,258,296,453,305,463,1002,1865,649,960,571,433,254,1608,1259,1640,1210,2353,55,273,120,53,1800,1031,583,528,2565,250,1734,1038,2070,759,1362,427,537,398,1099,1702,1067,1652,1112
,,0.46,0.42,0.5,0.46,0.49,0.44,0.43,0.48,0.46,0.48,0.44,0.47,0.48,0.45,0.45,0.45,0.48,0.46,0.44,0.44,0.48,0.46,0.46,0.45,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.42,0.49,0.49,0.41,0.45,0.48,0.48,0.5,0.46,0.51,0.46,0.47,0.46,0.45,0.44,0.44,0.44,0.44,0.47,0.47,0.45,0.47,0.45
,,,,a,,cdh,,,dh,,dh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,,a,,a,,,,,,,,,a,,,b,
,"Columns Tested: a,b - a,b,c,d,e,f,g,h,i - a,b,c,d,e,f,g,h,i - a,b - a,b,c,d,e,f,g - a,b - a,b,c,d,e - a,b,c,d - a,b - a,b - a,b - a,b,c,d,e - a,b - a,b",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Prepared by Savanta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
