Unnamed: 0,<< Contents,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 64,Unnamed: 65,Unnamed: 66,Unnamed: 67,Unnamed: 68,Unnamed: 69,Unnamed: 70,Unnamed: 71,Unnamed: 72,Unnamed: 73,Unnamed: 74,Unnamed: 75,Unnamed: 76,Unnamed: 77,Unnamed: 78,Unnamed: 79,Unnamed: 80,Unnamed: 81,Unnamed: 82,Unnamed: 83,Unnamed: 84,Unnamed: 85,Unnamed: 86,Unnamed: 87,Unnamed: 88,Unnamed: 89,Unnamed: 90,Unnamed: 91,Unnamed: 92,Unnamed: 93,Unnamed: 94,Unnamed: 95,Unnamed: 96,Unnamed: 97,Unnamed: 98,Unnamed: 99,Unnamed: 100,Unnamed: 101,Unnamed: 102,Unnamed: 103,Unnamed: 104,Unnamed: 105,Unnamed: 106,Unnamed: 107,Unnamed: 108,Unnamed: 109,Unnamed: 110,Unnamed: 111,Unnamed: 112,Unnamed: 113,Unnamed: 114,Unnamed: 115,Unnamed: 116,Unnamed: 117,Unnamed: 118,Unnamed: 119,Unnamed: 120,Unnamed: 121,Unnamed: 122,Unnamed: 123,Unnamed: 124,Unnamed: 125,Unnamed: 126,Unnamed: 127,Unnamed: 128,Unnamed: 129,Unnamed: 130,Unnamed: 131,Unnamed: 132,Unnamed: 133,Unnamed: 134,Unnamed: 135,Unnamed: 136,Unnamed: 137,Unnamed: 138,Unnamed: 139,Unnamed: 140
,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,1,892,199,233,461,128,143,471,452,437,440,278,892,0,0,0,0,892,0,0,0,0,892,0,0,72,422,461,293,129,65,389,7,117,12,147,146,9,85,45,12,44,109,73,78,66,81,73,132,94,34,52,47,124,244,390,502,390,443,448,826,18,22,21,1,807,4,1,14,9,0,3,6,13,3,1,5,1,12,6,2,1,0,311,53,390,143,177,141,36,134,107,28,1,4,100,310,582,0,234,366,213,166,111,45,67,130,93,132,148,113,290,55,117,114,81,474,418,329,222,123,76,369,200,14,127,296,100,161,12,173,8,111,144,106,507,98,366,237,15
,,0.22,0.2,0.23,0.23,0.17,0.15,0.21,0.28,0.21,0.24,0.22,1,0,0,0,0,0.34,0,0,0,0,0.75,0,0,0.09,0.25,0.2,0.3,0.19,0.09,0.26,0.11,0.21,0.1,0.26,0.35,0.26,0.27,0.23,0.15,0.22,0.23,0.2,0.22,0.18,0.23,0.18,0.25,0.26,0.09,0.09,0.07,0.21,0.34,0.36,0.17,0.36,0.21,0.24,0.25,0.11,0.09,0.11,0.03,0.25,0.08,0.18,0.16,0.19,0,0.06,0.17,0.13,0.04,0.04,0.16,0.03,0.1,0.12,0.12,0.04,0,0.15,0.3,0.3,0.32,0.12,0.11,0.22,0.21,0.2,0.25,0.09,0.17,0.34,0.19,0.37,0,0.13,0.15,0.14,0.13,0.13,0.16,0.13,0.14,0.14,0.13,0.14,0.1,0.15,0.13,0.11,0.1,0.13,0.19,0.28,0.18,0.16,0.18,0.15,0.22,0.26,0.09,0.17,0.27,0.13,0.22,0.1,0.48,0.18,0.26,0.21,0.14,0.26,0.16,0.24,0.22,0.07
,,,,,a,,,ab,abc,,a,,bcde,,,,,bcdegh,,,,,abcdegh,,,,ace,a,abce,a,,acde,,ae,,ace,abcdef,ae,chj,,,,,,,,,,chj,chj,,,,abcg,abcdg,abcdg,abc,abcdg,,a,bcd,,,,,bfgijmno,,,fj,fjm,,,fj,fj,,,fj,,,f,,,,,a,a,a,l,l,abl,abl,abl,abl,,,abcdejl,abl,abcdefjl,,,a,jn,jn,n,jmn,,jn,jn,jn,jn,,jmn,,,,,,a,,,,,,,,af,abdef,,abdf,,abcdefh,,bc,c,,bc,,a,b,
,2,1489,278,315,896,192,224,599,851,780,699,409,0,1334,0,155,0,1334,155,155,0,0,155,1334,155,177,511,964,324,187,157,786,20,159,28,185,139,14,121,79,30,74,190,136,144,131,139,95,192,157,81,131,125,172,346,634,855,634,748,738,1369,41,36,36,3,1318,13,1,36,20,7,6,7,11,5,2,10,8,21,12,3,2,2,586,55,729,140,369,322,48,189,151,39,5,8,90,424,792,273,469,706,402,304,201,84,126,236,170,241,271,269,535,96,234,279,146,765,724,530,337,177,115,502,205,48,277,422,298,278,43,108,14,125,197,201,900,131,449,285,43
,,0.37,0.28,0.31,0.45,0.25,0.24,0.27,0.54,0.37,0.38,0.32,0,1,0,0.51,0,0.51,0.11,0.23,0,0,0.13,0.47,0.11,0.22,0.31,0.42,0.33,0.28,0.21,0.52,0.33,0.29,0.23,0.32,0.33,0.39,0.38,0.4,0.38,0.37,0.4,0.38,0.4,0.36,0.38,0.24,0.37,0.44,0.23,0.22,0.19,0.29,0.48,0.59,0.29,0.59,0.35,0.39,0.41,0.25,0.14,0.18,0.13,0.41,0.26,0.2,0.42,0.42,0.24,0.13,0.2,0.11,0.07,0.09,0.33,0.26,0.17,0.23,0.15,0.09,0.21,0.27,0.31,0.55,0.31,0.26,0.26,0.28,0.29,0.28,0.34,0.46,0.33,0.31,0.26,0.51,0.46,0.26,0.3,0.26,0.24,0.24,0.3,0.25,0.25,0.26,0.24,0.25,0.25,0.27,0.24,0.23,0.25,0.23,0.3,0.49,0.28,0.25,0.26,0.23,0.3,0.26,0.3,0.37,0.39,0.4,0.38,0.35,0.3,0.31,0.3,0.29,0.26,0.45,0.21,0.29,0.27,0.2
,,,,,ab,,,,abc,c,c,,,acde,,ace,,bcdefgh,de,bdefh,,,de,bcdefh,de,,a,abde,ae,a,,acdefg,a,a,,ae,ae,a,j,j,j,j,j,j,j,j,j,,j,hjk,,,,abc,abcdg,abcdeg,abc,abcdeg,,a,bcd,c,,,,bfghijno,ij,,bghijno,ghijno,j,,j,,,,gijn,ij,j,ij,,,,,,abd,,,,,,,abj,,,,,abcdefij,abcdefij,,a,,,,bcmo,,,,,,,m,,,,,,a,bd,,,,b,,,g,ag,ag,ag,,,,,,,abc,,a,b,
,3,709,190,185,334,179,232,471,158,398,304,256,0,0,228,100,380,228,481,380,100,0,100,608,481,222,314,390,168,145,212,168,10,117,28,98,71,5,59,41,12,45,82,61,63,64,70,76,87,50,80,172,176,149,88,44,664,44,388,321,548,36,62,55,5,519,11,3,16,7,9,13,7,27,16,5,8,6,37,16,2,1,4,535,38,86,65,377,339,38,137,113,24,1,2,58,413,98,148,430,542,388,330,228,65,129,248,163,261,277,294,477,106,285,298,159,532,177,418,327,155,134,328,166,38,148,157,152,141,23,46,5,74,146,210,260,145,318,230,56
,,0.18,0.19,0.18,0.17,0.24,0.25,0.21,0.1,0.19,0.17,0.2,0,0,0.62,0.33,0.44,0.09,0.34,0.58,0.19,0,0.08,0.22,0.34,0.28,0.19,0.17,0.17,0.22,0.29,0.11,0.16,0.21,0.23,0.17,0.17,0.13,0.18,0.2,0.15,0.22,0.17,0.17,0.18,0.18,0.19,0.19,0.17,0.14,0.22,0.29,0.27,0.25,0.12,0.04,0.23,0.04,0.18,0.17,0.16,0.22,0.25,0.28,0.2,0.16,0.21,0.44,0.18,0.14,0.29,0.28,0.19,0.27,0.24,0.22,0.27,0.19,0.29,0.32,0.1,0.06,0.51,0.25,0.22,0.07,0.14,0.26,0.27,0.23,0.21,0.21,0.21,0.07,0.1,0.2,0.25,0.06,0.25,0.24,0.23,0.25,0.26,0.27,0.23,0.26,0.26,0.25,0.26,0.25,0.27,0.24,0.26,0.28,0.27,0.25,0.21,0.12,0.22,0.24,0.22,0.26,0.2,0.21,0.23,0.2,0.14,0.2,0.19,0.19,0.13,0.11,0.18,0.22,0.27,0.13,0.23,0.21,0.22,0.26
,,,,,,d,cd,d,,,,b,,,abde,ab,abd,e,adefg,abdefgh,aef,,e,aef,adefg,bcde,,,,cd,bcdfgh,,,b,b,b,b,,,l,,l,,,,,,,,,efh,aefgh,efgh,efh,fh,,efh,,,,,a,a,a,,,,,,,a,a,,a,,,,,ae,ae,,,,cd,cd,,c,deik,deik,k,k,k,k,,,k,dk,,k,,,,,,,,,,,,,,,k,,,b,,,,,,,,cg,cg,,cg,cg,,,,d,d,abd,,,,,
,4,562,181,171,209,151,203,406,73,307,246,188,0,0,93,37,346,93,468,86,346,37,37,525,468,215,238,320,111,128,198,105,17,93,34,70,41,4,38,22,19,25,63,45,49,62,42,95,66,35,81,159,180,99,33,10,552,10,315,246,393,44,67,51,6,362,18,1,12,7,11,15,10,29,18,6,5,8,28,13,10,6,0,440,17,69,46,329,301,29,103,94,10,3,5,26,341,51,110,401,471,340,290,190,47,105,208,134,227,242,251,420,90,240,254,142,451,111,365,299,142,106,271,124,38,122,136,120,95,23,19,9,75,108,171,190,147,248,192,64
,,0.14,0.18,0.17,0.1,0.2,0.22,0.18,0.05,0.14,0.13,0.15,0,0,0.26,0.12,0.4,0.04,0.33,0.13,0.66,0.17,0.03,0.19,0.33,0.27,0.14,0.14,0.11,0.19,0.27,0.07,0.27,0.17,0.28,0.12,0.1,0.1,0.12,0.11,0.24,0.13,0.13,0.13,0.14,0.17,0.12,0.24,0.13,0.1,0.23,0.26,0.28,0.16,0.05,0.01,0.19,0.01,0.15,0.13,0.12,0.27,0.26,0.26,0.24,0.11,0.36,0.18,0.14,0.15,0.36,0.33,0.28,0.29,0.27,0.23,0.18,0.28,0.22,0.27,0.52,0.34,0,0.21,0.1,0.05,0.1,0.23,0.24,0.17,0.16,0.17,0.09,0.31,0.2,0.09,0.21,0.03,0.19,0.23,0.2,0.22,0.23,0.22,0.17,0.21,0.22,0.2,0.23,0.22,0.23,0.21,0.22,0.24,0.23,0.23,0.18,0.07,0.19,0.22,0.21,0.21,0.16,0.16,0.24,0.16,0.12,0.16,0.13,0.19,0.05,0.2,0.18,0.16,0.22,0.1,0.23,0.16,0.18,0.3
,,,c,c,,d,cd,d,,,,,,,abd,ab,abcd,,acefg,af,abcefgh,af,,acf,acefg,bcde,d,d,,bcd,bdfgh,,bdfg,bfg,bdfgh,b,,,,,abdefgikl,,,,,abil,,abdefghikl,,,defh,defgh,defgh,efh,fh,,efh,,,,,a,a,a,,,aden,,,,ade,ade,a,ad,ad,,,a,a,a,,,,bcd,c,,c,defikl,cdefijkl,fik,fik,fik,k,,,k,dfik,,fik,b,,,d,d,,,,,d,d,d,,,d,d,d,b,,,,,,,,bcdeg,cg,g,cg,g,cg,,g,d,d,bd,,b,,,a
,5,235,88,68,79,66,82,175,37,129,102,80,0,0,34,9,105,34,200,28,59,114,9,226,200,77,115,118,59,56,74,41,3,44,11,47,12,2,12,11,5,9,25,32,19,25,17,33,29,17,53,61,73,39,5,2,232,2,148,86,145,16,39,26,8,137,3,0,5,2,4,7,4,13,15,8,1,2,23,3,1,6,2,185,9,25,31,116,104,12,63,52,11,1,2,13,117,19,37,159,197,134,107,71,21,40,80,52,81,88,95,173,32,84,100,54,194,41,153,121,64,50,134,54,16,49,55,47,37,16,9,6,25,48,64,92,60,104,70,23
,,0.06,0.09,0.07,0.04,0.09,0.09,0.08,0.02,0.06,0.06,0.06,0,0,0.09,0.03,0.12,0.01,0.14,0.04,0.11,0.51,0.01,0.08,0.14,0.1,0.07,0.05,0.06,0.08,0.1,0.03,0.05,0.08,0.09,0.08,0.03,0.06,0.04,0.06,0.06,0.04,0.05,0.09,0.05,0.07,0.05,0.08,0.06,0.05,0.15,0.1,0.11,0.07,0.01,*%,0.08,*%,0.07,0.05,0.04,0.1,0.15,0.13,0.3,0.04,0.05,0,0.06,0.04,0.12,0.16,0.1,0.13,0.23,0.31,0.03,0.06,0.18,0.05,0.06,0.31,0.28,0.09,0.05,0.02,0.07,0.08,0.08,0.07,0.1,0.1,0.1,0.07,0.1,0.04,0.07,0.01,0.06,0.09,0.08,0.09,0.08,0.08,0.07,0.08,0.08,0.08,0.08,0.08,0.09,0.09,0.08,0.08,0.09,0.09,0.08,0.03,0.08,0.09,0.09,0.1,0.08,0.07,0.1,0.07,0.05,0.06,0.05,0.13,0.02,0.14,0.06,0.07,0.08,0.05,0.1,0.07,0.07,0.11
,,,c,c,,d,d,d,,,,,,,abd,ab,abd,,acfg,af,acfg,abcdfgh,,acf,acfg,bcd,c,,,c,bg,,,bg,bg,bg,,,,,,,,adeikl,,,,ai,,,bdefgh,defh,defgh,efh,,,efh,,b,,,a,a,a,,,,,,,a,ae,,a,abdelmo,,,,abdelo,,,,,c,c,,c,ik,ik,k,ijkl,ijkl,ik,,,k,k,,k,,,,,,,,,,,,,,,,,,b,,,,,,,,ceg,g,g,g,g,bcdeg,,cdeg,,d,d,,b,,,a
,6+,118,65,29,24,38,52,97,18,75,42,47,0,0,11,2,35,11,107,13,22,72,2,116,107,31,67,49,37,30,26,18,5,22,8,26,11,2,5,2,2,4,12,12,7,13,11,28,15,7,30,26,40,17,4,0,118,0,77,41,73,7,27,8,3,69,1,0,2,3,0,2,3,6,11,3,1,6,7,0,1,3,0,79,3,17,25,57,51,6,21,19,2,0,2,5,44,14,20,89,107,91,75,46,21,35,54,44,59,60,65,98,29,57,68,48,102,16,79,67,30,29,61,30,6,25,24,27,17,6,8,3,12,35,29,34,43,48,47,14
,,0.03,0.07,0.03,0.01,0.05,0.06,0.04,0.01,0.04,0.02,0.04,0,0,0.03,0.01,0.04,*%,0.08,0.02,0.04,0.32,*%,0.04,0.08,0.04,0.04,0.02,0.04,0.04,0.04,0.01,0.08,0.04,0.07,0.05,0.03,0.06,0.02,0.01,0.02,0.02,0.02,0.03,0.02,0.04,0.03,0.07,0.03,0.02,0.08,0.04,0.06,0.03,0.01,0,0.04,0,0.04,0.02,0.02,0.04,0.11,0.04,0.11,0.02,0.03,0,0.03,0.06,0,0.04,0.07,0.06,0.16,0.12,0.03,0.18,0.06,0,0.06,0.15,0,0.04,0.02,0.01,0.06,0.04,0.04,0.04,0.03,0.03,0.02,0,0.11,0.02,0.03,0.01,0.03,0.05,0.04,0.06,0.06,0.05,0.07,0.07,0.06,0.07,0.06,0.06,0.06,0.05,0.07,0.06,0.06,0.08,0.04,0.01,0.04,0.05,0.04,0.06,0.04,0.04,0.04,0.03,0.02,0.04,0.02,0.05,0.02,0.06,0.03,0.05,0.04,0.02,0.07,0.03,0.04,0.06
,,,bc,c,,d,d,d,,b,,b,,,abd,ab,abd,,acdfg,af,acf,abcdfgh,,acf,acdfg,c,c,,c,c,b,,bg,b,bg,b,b,b,,,,,,,,b,,abdefghikl,,,bdefgh,efh,defgh,efh,fh,,efh,,b,,,,abd,,,,,,,,,,ao,a,abdfgino,,,abdfgino,a,,,,,c,,,bc,jk,jk,k,k,k,,,,,k,,k,,,,,,,,,,,,,,,,,k,b,,,,,,,,,,,,,c,,,,d,d,,b,,,
,Base for stats,4004,1001,1001,2002,755,936,2220,1588,2127,1833,1258,892,1334,366,302,866,2593,1411,662,527,222,1195,2809,1411,794,1667,2301,992,675,732,1508,61,553,122,572,420,36,320,200,80,200,480,360,360,360,360,400,521,360,360,601,641,601,721,1081,2923,1081,2119,1880,3354,163,253,197,26,3212,50,6,86,48,30,47,38,100,68,24,30,30,128,50,18,18,8,2138,175,1315,449,1425,1257,169,646,535,114,11,23,292,1649,1556,588,1782,2389,1568,1271,848,283,502,954,656,1001,1086,1087,1994,408,1017,1113,630,2517,1487,1875,1373,690,509,1665,779,160,748,1091,744,729,123,363,46,422,677,782,1982,625,1533,1060,215
,Mean score,2.54,2.91,2.62,2.31,2.95,3.03,2.8,2.02,2.61,2.46,2.64,1,2,3.54,2.7,3.77,1.87,3.76,3.04,4.02,5.3,1.43,3.01,3.76,3.19,2.6,2.49,2.44,2.84,3.19,2.13,3.11,2.75,3.27,2.6,2.22,2.48,2.34,2.41,2.77,2.47,2.47,2.64,2.47,2.7,2.47,3.05,2.46,2.29,3.4,3.23,3.37,2.68,1.93,1.71,2.85,1.71,2.64,2.43,2.38,3.12,3.62,3.27,4.15,2.36,3.13,2.62,2.63,2.6,3.35,3.5,3.14,3.4,4.15,4.08,2.7,3.7,3.39,2.9,3.42,4.51,3.34,2.94,2.33,1.98,2.5,3.02,3.06,2.73,2.75,2.8,2.5,2.83,3.13,2.24,2.8,1.83,2.97,3.05,2.91,3.06,3.1,3.08,2.94,3.08,3.06,3.04,3.08,3.05,3.15,2.99,3.1,3.13,3.16,3.17,2.79,2.11,2.87,3,2.93,3.09,2.7,2.66,3.1,2.7,2.37,2.74,2.49,3.07,1.94,2.99,2.57,2.76,2.98,2.28,3.15,2.63,2.75,3.39
,,,bc,c,,cd,cd,d,,b,,b,,,d,,cd,f,acfg,af,abcfgh,abcdfgh,,af,acfg,bcde,cd,,,bcd,bdfgh,,bfg,bg,bdfgh,bg,,,,,abdegikl,,l,abl,,abdegikl,,abdefghikl,,,defgh,defgh,bdefgh,efh,fh,,defh,,b,,,a,abd,a,,,ade,,a,,adelo,adelo,a,adelo,abdefghilno,,,adelo,adelo,a,,,,bcd,c,,c,cdefijk,cdefijk,ik,ik,fik,k,,,k,fik,,cdefijk,b,,,k,,,,,,,,dk,,,dk,dk,dk,b,,,a,,ac,,,bcdeg,ceg,g,ceg,g,bcdeg,,ceg,d,ad,abd,,b,,,a
