Unnamed: 0,<< Contents,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42
,,,b,,efi,efi,ei,efi,,,efi,efi,,bf,,b,bfg,b,,,bcefgijkm,b,b,b,bfg,b,,,abd,,,,,acf,,,,,abcf,,,ab
,Tend to support,682,337,342,72,111,99,114,107,179,183,213,286,13,62,76,27,54,32,70,48,64,78,65,92,575,210,174,119,179,208,193,42,6,15,22,4,10,130,235,272,139
,,0.32,0.33,0.32,0.31,0.31,0.3,0.31,0.35,0.37,0.31,0.3,0.36,0.21,0.35,0.32,0.32,0.32,0.32,0.38,0.32,0.36,0.27,0.33,0.33,0.33,0.37,0.3,0.28,0.35,0.33,0.37,0.36,0.24,0.39,0.36,0.49,0.21,0.28,0.33,0.38,0.26
,,,,,,,,,,cgh,,,cgh,,,,,,,aj,,,,,,,bc,,,bc,,hi,,,,,,,,c,ac,
,Strongly support,503,290,211,43,73,89,80,81,137,116,168,218,18,56,54,17,38,28,44,30,40,87,47,43,400,144,146,95,116,169,125,39,7,14,21,2,14,85,177,204,100
,,0.24,0.28,0.2,0.19,0.2,0.27,0.22,0.26,0.29,0.2,0.24,0.28,0.29,0.32,0.23,0.2,0.22,0.27,0.24,0.2,0.22,0.3,0.24,0.16,0.23,0.25,0.25,0.22,0.23,0.27,0.24,0.34,0.24,0.38,0.33,0.27,0.28,0.18,0.25,0.28,0.19
,,,b,,,,ag,,ag,abdg,,,abdg,l,dhilm,l,,,l,l,,,dhilm,l,,l,,,,,i,i,bi,,bi,i,,,,c,c,
,Don't know,516,178,332,49,102,83,97,82,103,151,180,185,19,43,70,18,41,27,43,28,49,57,50,71,428,106,177,94,139,138,116,21,5,6,16,1,19,123,173,158,127
,,0.25,0.17,0.31,0.21,0.28,0.25,0.26,0.27,0.22,0.26,0.26,0.24,0.3,0.24,0.3,0.21,0.24,0.26,0.24,0.19,0.27,0.2,0.26,0.26,0.24,0.19,0.3,0.22,0.27,0.22,0.22,0.18,0.17,0.15,0.26,0.14,0.38,0.26,0.24,0.22,0.24
,,,,a,,f,,,,,,,,,,hj,,,,,,,,,,,,ac,,a,,,,,,,,abcde,,,,
,Sum: Support,1185,627,553,115,184,188,194,188,317,299,381,505,32,118,130,44,93,60,114,78,104,165,112,135,975,354,321,214,296,377,318,81,13,29,43,6,25,215,412,476,239
,,0.56,0.62,0.52,0.5,0.51,0.56,0.53,0.61,0.66,0.51,0.55,0.64,0.5,0.67,0.55,0.52,0.54,0.59,0.63,0.53,0.58,0.58,0.57,0.49,0.55,0.62,0.54,0.5,0.58,0.6,0.61,0.7,0.48,0.77,0.69,0.76,0.49,0.46,0.58,0.66,0.45
,,,b,,,,,,abdgh,abcdgh,,,abcdgh,,acdehlm,,,,,hlm,,,,,,,bc,,,c,i,i,adhi,,abdhi,i,,,,c,ac,
,Sum: Oppose,399,214,184,66,73,61,77,37,60,140,138,97,13,16,34,23,37,15,25,43,27,64,33,69,355,113,93,118,76,114,88,14,9,3,3,1,7,126,128,85,166
,,0.19,0.21,0.17,0.29,0.2,0.18,0.21,0.12,0.12,0.24,0.2,0.12,0.2,0.09,0.15,0.27,0.22,0.15,0.14,0.29,0.15,0.22,0.17,0.25,0.2,0.2,0.16,0.28,0.15,0.18,0.17,0.12,0.35,0.08,0.05,0.1,0.13,0.27,0.18,0.12,0.31
,,,b,,bcdefhi,efi,efi,efi,,,efi,efi,,b,,,bcfgi,bcg,,,bcfgikm,,bcg,b,bcfgi,bcg,d,,abd,,f,f,,abcefh,,,,,abcef,b,,ab
,"Columns Tested: a,b - a,b,c,d,e,f,g,h,i - a,b,c,d,e,f,g,h,i,j,k,l,m - a,b,c,d - a,b,c,d,e,f,g,h,i - a,b,c",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Prepared by Savanta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
