Unnamed: 0,<< Contents,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39
,P035983 NSPCC Parents Nat Rep,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Table 62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Q6a. Summary Table (Top:3): Which of the following, if any, are you concerned about on behalf of your child/children aged 12 - 17?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,BASE: All those with children aged 12 - 17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Age of child,,,Gender of child,,Age of parent,,,Gender of parent,,Regions,,,,,,,,,,,,SEG,,Ethnicity of parent,,,,,,Parental / Guardianship status,,,,Perspective on challenges relating to gender,,
,,Total,0-5,6-11,12-18,Male,Female,18-34,35-64,65+,Male,Female,Northern Ireland,Scotland,North-West,North-East,Yorkshire & The Humber,Wales,West Midlands,East Midlands,South-West,South-East,East of England,London,ABC1,C2DE,White,Mixed/multiple,Asian or Asian British,Black or Black British,Another ethnicity,NET: Ethnic minority,Mother,Father,Parents,Gaurdian,Growing up as a boy is more challenging,Growing up as a girl is more challenging,Equally difficult
,Significance Level: 95%,,a,b,c,a,b,a,b,*c,a,b,*a,b,c,d,e,f,g,h,i,j,k,l,a,b,a,b,c,d,*e,f,a,b,c,*d,a,b,c
,Unweighted Total,1024,161,389,1024,747,693,123,887,14,522,501,28,60,141,56,87,40,98,80,77,131,77,149,540,484,882,33,56,45,7,137,495,513,1008,16,125,286,597
,Total,1032,161,394,1032,754,697,126,892,14,557,473,32,61,147,54,84,38,96,87,74,129,78,151,544,488,889,33,57,46,7,138,469,547,1016,16,128,288,600
,Friendships groups,153,21,66,153,100,114,13,139,1,66,87,2,5,17,10,12,5,13,16,9,28,11,25,73,80,129,7,10,7,0,24,86,66,152,1,17,50,86
,,0.15,0.13,0.17,0.15,0.13,0.16,0.1,0.16,0.07,0.12,0.18,0.07,0.08,0.12,0.18,0.15,0.12,0.13,0.19,0.13,0.22,0.14,0.17,0.13,0.16,0.15,0.21,0.18,0.16,0,0.17,0.18,0.12,0.15,0.06,0.14,0.17,0.14
,,,,,,,,,,,,a,,,,,,,,,,bc,,,,,,,,,,,b,,,,,,
,Emotional wellbeing and/or mental health,252,35,78,252,180,166,16,233,3,104,148,9,21,26,15,23,7,19,29,19,36,24,24,157,94,228,6,10,7,1,24,147,103,250,2,15,61,173
,,0.24,0.22,0.2,0.24,0.24,0.24,0.13,0.26,0.22,0.19,0.31,0.29,0.34,0.18,0.28,0.27,0.18,0.19,0.34,0.26,0.28,0.31,0.16,0.29,0.19,0.26,0.18,0.18,0.15,0.15,0.17,0.31,0.19,0.25,0.13,0.12,0.21,0.29
,,,,,,,,,a,,,a,,cgl,,l,l,,,cgl,,cl,cl,,b,,f,,,,,,bc,,b,,,a,ab
,Diet or eating habits,116,23,39,116,84,78,17,99,0,57,59,3,12,17,2,15,4,11,9,9,12,9,14,56,60,99,4,8,4,1,17,57,55,112,4,18,34,63
,,0.11,0.14,0.1,0.11,0.11,0.11,0.14,0.11,0,0.1,0.12,0.11,0.19,0.11,0.03,0.18,0.1,0.11,0.1,0.12,0.09,0.12,0.09,0.1,0.12,0.11,0.12,0.14,0.08,0.13,0.12,0.12,0.1,0.11,0.26,0.14,0.12,0.1
,,,,,,,,,,,,,,djl,,,dl,,,,,,,,,,,,,,,,,,,,,,
,Learning development,70,14,34,70,51,48,9,62,0,55,15,3,7,11,2,7,1,3,10,3,5,3,14,33,38,64,1,3,2,0,6,14,55,69,1,13,18,39
,,0.07,0.08,0.09,0.07,0.07,0.07,0.07,0.07,0,0.1,0.03,0.11,0.12,0.07,0.04,0.08,0.03,0.03,0.12,0.04,0.04,0.04,0.1,0.06,0.08,0.07,0.03,0.06,0.05,0,0.05,0.03,0.1,0.07,0.07,0.1,0.06,0.06
,,,,,,,,,,,b,,,gj,,,,,,gj,,,,g,,,,,,,,,,ac,a,,,,
,Racism,49,12,18,49,35,30,4,45,0,28,21,1,1,6,3,2,2,8,3,3,4,2,14,29,20,29,4,7,9,0,20,18,30,47,2,11,10,27
,,0.05,0.07,0.05,0.05,0.05,0.04,0.03,0.05,0,0.05,0.05,0.04,0.02,0.04,0.05,0.02,0.05,0.08,0.04,0.04,0.03,0.03,0.09,0.05,0.04,0.03,0.11,0.13,0.2,0,0.15,0.04,0.05,0.05,0.12,0.09,0.03,0.05
,,,,,,,,,,,,,,,,,,,,,,,,ej,,,,a,a,a,,a,,,,,b,,
