Unnamed: 0,<< Contents,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48
,National Lottery Community Fund - CRI - Wave 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Table 171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Q28.10. I am personally motivated to engage in action to address climate change: To what extent do you agree or disagree, if at all, with the following statements relating to climate change?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,BASE: All respondents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Gender,,Age,,,,,,,,,IMD ranking,,Social grade,,,,,,,Education,,Ethnicity,,,,,Disability,,,,Sexuality,,Feels like part of their community,,Important to feel part of their community,,Intention to volunteer in 2023,,,,,Strength of local community spirit,,Worried about the impact of climate change on local community,
,,Total,Male,Female,16-24,25-34,35-44,45-54,55-64,65+,18-34,35-54,55+,Deciles 1-3,Deciles 4-10,AB,C1,C2,D,E,ABC1,C2DE,Non-graduates,Graduates,White,Mixed,Asian,Black,Other,No,NET: Yes,Mental health condition,Physical condition,Heterosexual/straight,Lesbian/gay/bisexual,Yes,No,Important,Not important,NET: Yes,"Yes, and I already do","Yes, and I have done previously","Yes, for the first time",No,Strong,Not strong,Worried,Not worried
,Significance Level: 95%,,a,b,a,b,c,d,e,f,g,h,i,a,b,a,b,c,d,e,f,g,a,b,a,b,c,d,e,a,b,c,d,a,b,a,b,a,b,a,b,c,d,e,a,b,a,b
,Unweighted Total,8976,4015,4913,933,1712,1863,1359,1747,1362,2645,3222,3109,3004,5972,2822,2887,1590,1020,657,5709,3267,4583,4333,7653,268,480,491,50,5832,3039,1799,1444,8064,745,5632,3041,6650,2219,4644,1463,1895,1286,3177,5455,3218,5114,3545
,Total,8976,4315,4613,1174,1488,1427,1447,1399,2041,2662,2874,3440,3098,5878,2005,2962,1812,1367,830,4968,4008,5127,3774,7598,168,713,304,160,5726,3137,1774,1545,8083,710,5517,3117,6466,2379,4459,1404,1782,1273,3373,5280,3367,4995,3624
,Strongly agree,1421,673,735,248,310,223,207,192,241,558,430,433,541,880,355,451,268,218,129,805,616,697,717,1099,48,152,81,32,837,573,338,261,1235,135,1023,379,1189,227,962,428,309,225,340,1002,392,1200,205
,,0.16,0.16,0.16,0.21,0.21,0.16,0.14,0.14,0.12,0.21,0.15,0.13,0.17,0.15,0.18,0.15,0.15,0.16,0.16,0.16,0.15,0.14,0.19,0.14,0.29,0.21,0.27,0.2,0.15,0.18,0.19,0.17,0.15,0.19,0.19,0.12,0.18,0.1,0.22,0.3,0.17,0.18,0.1,0.19,0.12,0.24,0.06
,,,,,cdefhi,cdefhi,fi,,,,cdefhi,fi,,b,,bcg,,,,,,,,a,,ac,a,a,,,a,a,a,,a,b,,b,,cde,acde,e,e,,b,,b,
,Somewhat agree,3077,1419,1646,422,541,495,494,465,661,963,989,1126,1011,2066,749,1049,605,444,230,1798,1279,1648,1416,2573,52,267,110,64,2022,1026,575,508,2760,275,2075,927,2421,625,1710,474,731,505,957,1999,987,2185,826
