Unnamed: 0,<< Contents,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57
,National Lottery Community Fund - CRI - Wave 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Table 170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Q28.9. Addressing climate change is a top political priority for me: To what extent do you agree or disagree, if at all, with the following statements relating to climate change?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,BASE: All respondents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Gender,,Age,,,,,,,,,English region,,,,,,,,,IMD ranking,,Social grade,,,,,,,Education,,Ethnicity,,,,,Disability,,,,Sexuality,,Feels like part of their community,,Important to feel part of their community,,Intention to volunteer in 2023,,,,,Strength of local community spirit,,Worried about the impact of climate change on local community,
,,Total,Male,Female,16-24,25-34,35-44,45-54,55-64,65+,18-34,35-54,55+,North-West,North-East,Yorkshire & Humberside,West Midlands,East Midlands,South-West,South-East,Eastern,London,Deciles 1-3,Deciles 4-10,AB,C1,C2,D,E,ABC1,C2DE,Non-graduates,Graduates,White,Mixed,Asian,Black,Other,No,NET: Yes,Mental health condition,Physical condition,Heterosexual/straight,Lesbian/gay/bisexual,Yes,No,Important,Not important,NET: Yes,"Yes, and I already do","Yes, and I have done previously","Yes, for the first time",No,Strong,Not strong,Worried,Not worried
,Significance Level: 95%,,a,b,a,b,c,d,e,f,g,h,i,a,b,c,d,e,f,g,h,i,a,b,a,b,c,d,e,f,g,a,b,a,b,c,d,e,a,b,c,d,a,b,a,b,a,b,a,b,c,d,e,a,b,a,b
,Unweighted Total,6241,2812,3396,663,1162,1266,943,1226,981,1825,2209,2207,802,296,623,647,519,675,1019,691,969,2105,4136,1996,2009,1138,681,417,4005,2236,3258,2940,5064,240,446,421,42,4108,2058,1189,992,5627,489,3850,2171,4567,1590,3235,1022,1294,919,2217,3719,2304,3568,2432
,Total,6241,3007,3201,823,1041,1004,1006,961,1406,1864,2010,2367,817,294,612,647,542,640,1027,697,967,2156,4085,1426,2086,1242,933,553,3513,2728,3579,2609,5152,131,557,243,130,4004,2157,1216,1066,5623,486,3806,2198,4476,1669,3109,980,1229,899,2346,3636,2376,3487,2495
,Strongly agree,1155,592,552,176,223,155,164,176,261,399,319,437,148,49,117,123,79,126,182,123,208,442,712,307,365,202,174,106,672,482,557,586,899,35,114,63,38,714,426,239,209,1001,119,779,355,910,236,702,272,229,200,340,764,363,996,146
,,0.18,0.2,0.17,0.21,0.21,0.15,0.16,0.18,0.19,0.21,0.16,0.18,0.18,0.17,0.19,0.19,0.15,0.2,0.18,0.18,0.21,0.21,0.17,0.22,0.18,0.16,0.19,0.19,0.19,0.18,0.16,0.22,0.17,0.27,0.2,0.26,0.29,0.18,0.2,0.2,0.2,0.18,0.25,0.2,0.16,0.2,0.14,0.23,0.28,0.19,0.22,0.15,0.21,0.15,0.29,0.06
,,,b,,cdh,cdhi,,,,,cdehi,,ch,,,e,e,,e,,,eg,b,,bcfg,,,,,c,,,a,,a,,a,a,,,,,,a,b,,b,,ce,acde,e,ce,,b,,b,
,Somewhat agree,1830,861,959,250,336,314,286,268,376,586,600,644,241,92,166,192,169,165,341,188,275,615,1215,448,634,346,278,123,1082,748,1028,793,1474,46,186,74,38,1180,629,364,299,1661,132,1202,569,1427,378,1014,315,422,276,604,1181,593,1369,413
,,0.29,0.29,0.3,0.3,0.32,0.31,0.28,0.28,0.27,0.31,0.3,0.27,0.3,0.31,0.27,0.3,0.31,0.26,0.33,0.27,0.28,0.29,0.3,0.31,0.3,0.28,0.3,0.22,0.31,0.27,0.29,0.3,0.29,0.36,0.33,0.31,0.29,0.29,0.29,0.3,0.28,0.3,0.27,0.32,0.26,0.32,0.23,0.33,0.32,0.34,0.31,0.26,0.32,0.25,0.39,0.17
,,,,,,efi,fi,,,,efi,,,,,,,f,,cfhi,,,,,ceg,eg,e,e,,eg,e,,,,a,a,,,,,,,,,b,,b,,e,e,e,e,,b,,b,
,Neither agree nor disagree,1507,646,856,205,220,265,254,239,324,425,519,563,200,62,147,155,141,169,242,165,227,526,981,302,511,339,205,150,813,694,927,563,1262,21,140,56,22,962,523,297,260,1369,109,910,534,1051,432,701,183,309,208,582,848,600,713,695
,,0.24,0.21,0.27,0.25,0.21,0.26,0.25,0.25,0.23,0.23,0.26,0.24,0.24,0.21,0.24,0.24,0.26,0.26,0.24,0.24,0.23,0.24,0.24,0.21,0.24,0.27,0.22,0.27,0.23,0.25,0.26,0.22,0.24,0.16,0.25,0.23,0.17,0.24,0.24,0.24,0.24,0.24,0.22,0.24,0.24,0.23,0.26,0.23,0.19,0.25,0.23,0.25,0.23,0.25,0.2,0.28
,,,,a,,,bg,b,b,,,bg,,,,,,,,,,,,,,a,adf,,a,,af,b,,b,,b,b,,,,,,,,,,,,b,,b,b,b,,,,a
