Unnamed: 0,<< Contents,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57
,National Lottery Community Fund - CRI - Wave 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Table 8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Q4_W3. Summary: Rank 1-3 - You said that you intend to volunteer in your local community next year. In which of the following areas do you think you might do this?By 'local community' we mean the local area where you live.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,BASE: All respondents who intend to volunteer in their community in the next 12 months,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Gender,,Age,,,,,,,,,English region,,,,,,,,,IMD ranking,,Social grade,,,,,,,Education,,Ethnicity,,,,,Disability,,,,Sexuality,,Feels like part of their community,,Important to feel part of their community,,Intention to volunteer in 2023,,,,,Strength of local community spirit,,Worried about the impact of climate change on local community,
,,Total,Male,Female,16-24,25-34,35-44,45-54,55-64,65+,18-34,35-54,55+,North-West,North-East,Yorkshire & Humberside,West Midlands,East Midlands,South-West,South-East,Eastern,London,Deciles 1-3,Deciles 4-10,AB,C1,C2,D,E,ABC1,C2DE,Non-graduates,Graduates,White,Mixed,Asian,Black,Other,No,NET: Yes,Mental health condition,Physical condition,Heterosexual/straight,Lesbian/gay/bisexual,Yes,No,Important,Not important,NET: Yes,"Yes, and I already do","Yes, and I have done previously","Yes, for the first time",No,Strong,Not strong,Worried,Not worried
,Significance Level: 95%,,a,b,a,b,c,d,e,f,g,h,i,a,b,c,d,e,f,g,h,i,a,b,a,b,c,d,e,f,g,a,b,a,b,c,d,e,a,b,c,d,a,b,a,b,a,b,a,b,c,d,*e,a,b,a,b
,Unweighted Total,3235,1480,1734,471,743,699,434,508,380,1214,1133,888,386,136,310,351,240,322,561,331,598,1132,2103,1197,1008,581,295,154,2205,1030,1403,1816,2368,171,317,334,32,2109,1086,660,489,2885,282,2476,705,2864,356,3235,1022,1294,919,0,2414,769,2128,1040
,Total,3109,1514,1574,574,649,539,434,387,526,1223,973,913,368,126,292,349,238,289,545,324,577,1112,1997,839,1035,641,387,207,1874,1235,1510,1581,2320,93,392,192,99,1986,1085,647,497,2773,265,2376,681,2722,369,3109,980,1229,899,0,2298,760,2013,1027
,Food banks,966,400,562,203,241,187,151,95,89,444,338,184,117,42,77,96,78,84,175,93,202,380,586,246,318,204,132,66,564,402,466,493,677,29,148,68,40,603,354,221,155,859,83,745,209,859,101,966,239,409,318,0,733,218,673,282
,,0.31,0.26,0.36,0.35,0.37,0.35,0.35,0.25,0.17,0.36,0.35,0.2,0.32,0.34,0.26,0.28,0.33,0.29,0.32,0.29,0.35,0.34,0.29,0.29,0.31,0.32,0.34,0.32,0.3,0.33,0.31,0.31,0.29,0.31,0.38,0.35,0.41,0.3,0.33,0.34,0.31,0.31,0.31,0.31,0.31,0.32,0.27,0.31,0.24,0.33,0.35,0,0.32,0.29,0.33,0.27
,,,,a,efi,efi,efi,efi,f,,efi,efi,,,,,,,,,,cd,b,,,,,,,,,,,,,a,a,,,,,,,,,,,,b,,b,ab,,,,b,
,Environment (e.g. litter picking),923,513,403,127,189,151,142,129,185,316,293,314,120,40,108,97,86,81,161,114,117,305,618,271,303,205,111,33,574,349,432,486,750,27,85,41,18,648,260,141,136,839,73,718,194,840,75,923,237,389,297,0,685,228,625,279
,,0.3,0.34,0.26,0.22,0.29,0.28,0.33,0.33,0.35,0.26,0.3,0.34,0.33,0.32,0.37,0.28,0.36,0.28,0.3,0.35,0.2,0.27,0.31,0.32,0.29,0.32,0.29,0.16,0.31,0.28,0.29,0.31,0.32,0.29,0.22,0.21,0.18,0.33,0.24,0.22,0.27,0.3,0.28,0.3,0.28,0.31,0.2,0.3,0.24,0.32,0.33,0,0.3,0.3,0.31,0.27
,,,b,,,a,a,ag,acg,abcg,,ag,abcgh,i,i,dfgi,i,dfi,i,i,dfi,,,a,eg,e,e,e,,e,e,,,cd,,,,,bcd,,,c,,,,,b,,b,,b,b,,,,b,
,Charity shops,920,418,494,200,204,159,118,107,131,404,277,239,119,42,84,101,72,76,161,78,188,364,556,208,313,194,138,67,522,398,487,426,627,25,154,63,44,601,304,180,128,826,66,719,188,802,111,920,239,382,298,0,688,211,626,278
,,0.3,0.28,0.31,0.35,0.32,0.29,0.27,0.28,0.25,0.33,0.28,0.26,0.32,0.33,0.29,0.29,0.3,0.26,0.29,0.24,0.33,0.33,0.28,0.25,0.3,0.3,0.36,0.32,0.28,0.32,0.32,0.27,0.27,0.27,0.39,0.33,0.44,0.3,0.28,0.28,0.26,0.3,0.25,0.3,0.28,0.29,0.3,0.3,0.24,0.31,0.33,0,0.3,0.28,0.31,0.27
,,,,a,defhi,fi,,,,,defhi,,,h,h,,,,,,,fh,b,,,a,a,af,a,,af,b,,,,ab,a,ab,d,,,,,,,,,,b,,b,ab,,,,b,
,Supporting older people,915,450,458,153,170,142,144,119,186,324,286,305,111,35,69,104,72,81,150,96,196,323,592,245,301,192,117,60,546,369,456,454,655,27,134,64,32,590,319,197,157,823,74,733,168,827,83,915,267,375,272,0,710,192,611,288
,,0.29,0.3,0.29,0.27,0.26,0.26,0.33,0.31,0.35,0.26,0.29,0.33,0.3,0.28,0.24,0.3,0.3,0.28,0.27,0.3,0.34,0.29,0.3,0.29,0.29,0.3,0.3,0.29,0.29,0.3,0.3,0.29,0.28,0.29,0.34,0.34,0.32,0.3,0.29,0.3,0.32,0.3,0.28,0.31,0.25,0.3,0.22,0.29,0.27,0.31,0.3,0,0.31,0.25,0.3,0.28
,,,,,,,,abcg,,abcgh,,,abcg,,,,,,,,,cg,,,,,,,,,,,,,,a,a,,,,,,,,b,,b,,,,,,,b,,,
,Supporting young people,644,291,347,137,184,133,86,42,61,321,219,104,58,23,52,64,51,54,130,65,147,237,406,199,204,142,68,30,403,240,266,377,427,28,95,65,27,419,219,143,91,572,64,497,139,574,68,644,206,276,161,0,486,150,416,223
,,0.21,0.19,0.22,0.24,0.28,0.25,0.2,0.11,0.12,0.26,0.22,0.11,0.16,0.18,0.18,0.18,0.21,0.19,0.24,0.2,0.25,0.21,0.2,0.24,0.2,0.22,0.18,0.15,0.22,0.19,0.18,0.24,0.18,0.3,0.24,0.34,0.27,0.21,0.2,0.22,0.18,0.21,0.24,0.21,0.2,0.21,0.18,0.21,0.21,0.22,0.18,0,0.21,0.2,0.21,0.22
,,,,,efi,defhi,efi,efi,,,defhi,efi,,,,,,,,acd,,acdf,,,bdeg,,e,,,e,,,a,,a,a,ac,,,,,,,,,,,,,,d,,,,,,
,"Supporting people with multiple and complex needs (e.g. disabled, disadvantaged, homelessness, mental health issues)",492,250,238,102,143,84,60,44,59,245,144,103,54,16,46,55,32,37,81,59,111,196,296,141,135,127,50,38,276,215,206,282,341,20,65,44,18,267,221,148,94,426,61,371,114,434,57,492,177,197,118,0,375,112,334,149
,,0.16,0.17,0.15,0.18,0.22,0.16,0.14,0.11,0.11,0.2,0.15,0.11,0.15,0.13,0.16,0.16,0.14,0.13,0.15,0.18,0.19,0.18,0.15,0.17,0.13,0.2,0.13,0.18,0.15,0.17,0.14,0.18,0.15,0.21,0.17,0.23,0.19,0.13,0.2,0.23,0.19,0.15,0.23,0.16,0.17,0.16,0.15,0.16,0.18,0.16,0.13,0,0.16,0.15,0.17,0.14
,,,,,efi,cdefhi,ei,,,,cdefhi,i,,,,,,,,,,efg,b,,b,,bdf,,,,b,,a,,a,,ac,,,a,a,a,,a,,,,,d,d,,,,,,,
,Animal welfare,490,230,256,123,100,78,65,70,56,222,143,125,56,22,58,60,31,43,83,43,94,182,308,125,191,95,47,33,316,175,226,265,381,16,44,16,31,273,207,134,86,406,66,364,123,430,58,490,131,200,159,0,362,126,344,133
,,0.16,0.15,0.16,0.21,0.15,0.14,0.15,0.18,0.11,0.18,0.15,0.14,0.15,0.18,0.2,0.17,0.13,0.15,0.15,0.13,0.16,0.16,0.15,0.15,0.18,0.15,0.12,0.16,0.17,0.14,0.15,0.17,0.16,0.18,0.11,0.09,0.31,0.14,0.19,0.21,0.17,0.15,0.25,0.15,0.18,0.16,0.16,0.16,0.13,0.16,0.18,0,0.16,0.17,0.17,0.13
,,,,,bcdfhi,f,,,fi,,cfhi,f,,,,eh,,,,,,,,,,adg,,,,d,,,,cd,d,,,acd,,a,a,a,,a,,,,,,,,b,,,,b,
,"Supporting people with the cost of living (e.g. budget management, cooking meals)",357,178,177,81,96,79,44,34,23,177,123,57,39,16,33,38,33,28,55,41,75,137,220,107,106,81,41,22,213,144,149,208,234,15,61,28,15,225,128,89,51,317,33,292,58,324,30,357,120,119,117,0,282,66,242,107
,,0.11,0.12,0.11,0.14,0.15,0.15,0.1,0.09,0.04,0.14,0.13,0.06,0.1,0.13,0.11,0.11,0.14,0.1,0.1,0.13,0.13,0.12,0.11,0.13,0.1,0.13,0.1,0.11,0.11,0.12,0.1,0.13,0.1,0.17,0.16,0.14,0.16,0.11,0.12,0.14,0.1,0.11,0.13,0.12,0.09,0.12,0.08,0.11,0.12,0.1,0.13,0,0.12,0.09,0.12,0.1
,,,,,efi,defi,defi,fi,f,,defi,efi,,,,,,,,,,,,,,,,,,,,,a,,a,a,a,,,,,,,,b,,b,,,,,c,,b,,,
