Unnamed: 0,<< Contents,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57
,National Lottery Community Fund - CRI - Wave 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Table 18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Q4_W3.8. Supporting older people: You said that you intend to volunteer in your local community next year. In which of the following areas do you think you might do this? By 'local community' we mean the local area where you live.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,BASE: All respondents who intend to volunteer in their community in the next 12 months,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Gender,,Age,,,,,,,,,English region,,,,,,,,,IMD ranking,,Social grade,,,,,,,Education,,Ethnicity,,,,,Disability,,,,Sexuality,,Feels like part of their community,,Important to feel part of their community,,Intention to volunteer in 2023,,,,,Strength of local community spirit,,Worried about the impact of climate change on local community,
,,Total,Male,Female,16-24,25-34,35-44,45-54,55-64,65+,18-34,35-54,55+,North-West,North-East,Yorkshire & Humberside,West Midlands,East Midlands,South-West,South-East,Eastern,London,Deciles 1-3,Deciles 4-10,AB,C1,C2,D,E,ABC1,C2DE,Non-graduates,Graduates,White,Mixed,Asian,Black,Other,No,NET: Yes,Mental health condition,Physical condition,Heterosexual/straight,Lesbian/gay/bisexual,Yes,No,Important,Not important,NET: Yes,"Yes, and I already do","Yes, and I have done previously","Yes, for the first time",No,Strong,Not strong,Worried,Not worried
,Significance Level: 95%,,a,b,a,b,c,d,e,f,g,h,i,a,b,c,d,e,f,g,h,i,a,b,a,b,c,d,e,f,g,a,b,a,b,c,d,e,a,b,c,d,a,b,a,b,a,b,a,b,c,d,*e,a,b,a,b
,Unweighted Total,3235,1480,1734,471,743,699,434,508,380,1214,1133,888,386,136,310,351,240,322,561,331,598,1132,2103,1197,1008,581,295,154,2205,1030,1403,1816,2368,171,317,334,32,2109,1086,660,489,2885,282,2476,705,2864,356,3235,1022,1294,919,0,2414,769,2128,1040
,Total,3109,1514,1574,574,649,539,434,387,526,1223,973,913,368,126,292,349,238,289,545,324,577,1112,1997,839,1035,641,387,207,1874,1235,1510,1581,2320,93,392,192,99,1986,1085,647,497,2773,265,2376,681,2722,369,3109,980,1229,899,0,2298,760,2013,1027
,1,416,196,216,56,63,55,63,72,108,119,118,179,53,23,31,37,33,44,62,49,85,122,294,105,143,95,51,22,248,169,212,204,308,10,56,25,16,281,131,76,66,367,38,339,70,371,42,416,134,157,126,0,321,91,257,153
,,0.13,0.13,0.14,0.1,0.1,0.1,0.15,0.19,0.2,0.1,0.12,0.2,0.14,0.18,0.11,0.11,0.14,0.15,0.11,0.15,0.15,0.11,0.15,0.12,0.14,0.15,0.13,0.11,0.13,0.14,0.14,0.13,0.13,0.1,0.14,0.13,0.16,0.14,0.12,0.12,0.13,0.13,0.14,0.14,0.1,0.14,0.11,0.13,0.14,0.13,0.14,0,0.14,0.12,0.13,0.15
,,,,,,,,abcg,abcgh,abcdgh,,,abcdgh,,cdg,,,,,,,,,a,,,,,,,,,,,,,,,,,,,,,b,,,,,,,,,,,,
,2,287,150,135,53,53,55,43,23,60,106,99,83,39,6,18,38,27,23,47,20,69,107,180,89,94,56,29,20,182,105,137,148,205,9,38,23,12,171,114,66,64,266,18,226,57,268,17,287,77,126,85,0,220,61,204,73
,,0.09,0.1,0.09,0.09,0.08,0.1,0.1,0.06,0.11,0.09,0.1,0.09,0.11,0.04,0.06,0.11,0.11,0.08,0.09,0.06,0.12,0.1,0.09,0.11,0.09,0.09,0.07,0.1,0.1,0.08,0.09,0.09,0.09,0.09,0.1,0.12,0.12,0.09,0.1,0.1,0.13,0.1,0.07,0.1,0.08,0.1,0.05,0.09,0.08,0.1,0.09,0,0.1,0.08,0.1,0.07
,,,,,e,,e,e,,e,,e,e,bch,,,bch,bch,,,,bcfh,,,,,,,,,,,,,,,,,,,,a,,,,,b,,,,b,,,,,b,
,3,212,103,107,45,55,31,38,25,18,99,69,43,19,7,20,29,13,15,41,27,42,94,118,52,64,41,37,18,116,96,107,102,142,8,40,16,3,137,74,55,26,190,18,168,41,188,24,212,57,93,62,0,169,40,150,61
,,0.07,0.07,0.07,0.08,0.08,0.06,0.09,0.06,0.03,0.08,0.07,0.05,0.05,0.05,0.07,0.08,0.05,0.05,0.07,0.08,0.07,0.08,0.06,0.06,0.06,0.06,0.1,0.09,0.06,0.08,0.07,0.06,0.06,0.09,0.1,0.08,0.03,0.07,0.07,0.08,0.05,0.07,0.07,0.07,0.06,0.07,0.06,0.07,0.06,0.08,0.07,0,0.07,0.05,0.07,0.06
,,,,,fi,cfi,,fi,f,,fi,fi,,,,,,,,,,,b,,,,,abf,,,,,,,,a,,,,,d,,,,,,,,,,,,,b,,,
