Unnamed: 0,<< Contents,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57
,National Lottery Community Fund - CRI - Wave 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Table 22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Q5. Thinking about where you live, how strong, if at all, do you think the sense of community spirit is? By 'community spirit' we mean 'people having a feeling of involvement in and care for their local community'.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,BASE: All respondents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Gender,,Age,,,,,,,,,English region,,,,,,,,,IMD ranking,,Social grade,,,,,,,Education,,Ethnicity,,,,,Disability,,,,Sexuality,,Feels like part of their community,,Important to feel part of their community,,Intention to volunteer in 2023,,,,,Strength of local community spirit,,Worried about the impact of climate change on local community,
,,Total,Male,Female,16-24,25-34,35-44,45-54,55-64,65+,18-34,35-54,55+,North-West,North-East,Yorkshire & Humberside,West Midlands,East Midlands,South-West,South-East,Eastern,London,Deciles 1-3,Deciles 4-10,AB,C1,C2,D,E,ABC1,C2DE,Non-graduates,Graduates,White,Mixed,Asian,Black,Other,No,NET: Yes,Mental health condition,Physical condition,Heterosexual/straight,Lesbian/gay/bisexual,Yes,No,Important,Not important,NET: Yes,"Yes, and I already do","Yes, and I have done previously","Yes, for the first time",No,Strong,Not strong,Worried,Not worried
,Significance Level: 95%,,a,b,a,b,c,d,e,f,g,h,i,a,b,c,d,e,f,g,h,i,a,b,a,b,c,d,e,f,g,a,b,a,b,c,d,e,a,b,c,d,a,b,a,b,a,b,a,b,c,d,e,a,b,a,b
,Unweighted Total,6241,2812,3396,663,1162,1266,943,1226,981,1825,2209,2207,802,296,623,647,519,675,1019,691,969,2105,4136,1996,2009,1138,681,417,4005,2236,3258,2940,5064,240,446,421,42,4108,2058,1189,992,5627,489,3850,2171,4567,1590,3235,1022,1294,919,2217,3719,2304,3568,2432
,Total,6241,3007,3201,823,1041,1004,1006,961,1406,1864,2010,2367,817,294,612,647,542,640,1027,697,967,2156,4085,1426,2086,1242,933,553,3513,2728,3579,2609,5152,131,557,243,130,4004,2157,1216,1066,5623,486,3806,2198,4476,1669,3109,980,1229,899,2346,3636,2376,3487,2495
,Very strong,792,394,393,166,205,123,92,90,115,372,216,205,103,45,56,93,69,72,122,70,161,318,474,233,214,158,114,74,447,345,370,416,554,23,104,69,38,490,296,177,134,700,65,732,51,775,15,652,358,179,115,81,792,0,562,212
,,0.13,0.13,0.12,0.2,0.2,0.12,0.09,0.09,0.08,0.2,0.11,0.09,0.13,0.15,0.09,0.14,0.13,0.11,0.12,0.1,0.17,0.15,0.12,0.16,0.1,0.13,0.12,0.13,0.13,0.13,0.1,0.16,0.11,0.18,0.19,0.28,0.29,0.12,0.14,0.15,0.13,0.12,0.13,0.19,0.02,0.17,0.01,0.21,0.37,0.15,0.13,0.03,0.22,0,0.16,0.09
,,,,,cdefhi,cdefhi,defi,,,,cdefhi,fi,,c,ch,,ch,,,,,acefgh,b,,bcdfg,,b,,,b,b,,a,,a,a,abc,a,,,a,,,,b,,b,,cde,acde,e,e,,b,,b,
,Fairly strong,2844,1380,1448,361,492,475,433,423,659,853,909,1083,377,128,302,281,215,299,495,330,416,840,2003,718,967,581,402,176,1686,1158,1612,1212,2353,52,260,108,63,1901,912,506,431,2584,212,2240,538,2509,310,1646,446,724,476,826,2844,0,1708,1059
,,0.46,0.46,0.45,0.44,0.47,0.47,0.43,0.44,0.47,0.46,0.45,0.46,0.46,0.44,0.49,0.44,0.4,0.47,0.48,0.47,0.43,0.39,0.49,0.5,0.46,0.47,0.43,0.32,0.48,0.42,0.45,0.46,0.46,0.4,0.47,0.45,0.49,0.47,0.42,0.42,0.4,0.46,0.44,0.59,0.24,0.56,0.19,0.53,0.45,0.59,0.53,0.35,0.78,0,0.49,0.42
,,,,,,,d,,,,,,,e,,dei,,,e,ei,e,,,a,bdeg,eg,eg,e,,deg,e,,,,,,,,bcd,,,,,,b,,b,,be,e,abde,be,,b,,b,
,Not very strong,1740,815,917,210,234,270,304,303,420,444,573,723,207,74,161,176,179,179,307,197,261,611,1130,342,644,350,248,156,986,754,1030,694,1502,36,130,39,23,1113,607,318,322,1574,138,722,932,979,740,659,143,262,254,853,0,1740,850,824
,,0.28,0.27,0.29,0.25,0.23,0.27,0.3,0.32,0.3,0.24,0.29,0.31,0.25,0.25,0.26,0.27,0.33,0.28,0.3,0.28,0.27,0.28,0.28,0.24,0.31,0.28,0.27,0.28,0.28,0.28,0.29,0.27,0.29,0.28,0.23,0.16,0.18,0.28,0.28,0.26,0.3,0.28,0.28,0.19,0.42,0.22,0.44,0.21,0.15,0.21,0.28,0.36,0,0.73,0.24,0.33
,,,,,,,b,abg,abcg,bg,,bg,abcg,,,,,abcdi,,a,,,,,,adfg,a,,,a,a,,,cd,d,d,,,,,,c,,,,a,,a,b,,b,abc,abcd,,a,,a
,Not at all strong,636,323,311,59,82,92,137,106,161,140,228,267,95,33,74,79,60,74,74,63,85,295,341,99,200,123,116,98,299,337,414,218,576,13,27,13,6,361,261,165,139,572,45,61,556,129,488,101,22,45,33,465,0,636,271,325
,,0.1,0.11,0.1,0.07,0.08,0.09,0.14,0.11,0.11,0.08,0.11,0.11,0.12,0.11,0.12,0.12,0.11,0.12,0.07,0.09,0.09,0.14,0.08,0.07,0.1,0.1,0.12,0.18,0.09,0.12,0.12,0.08,0.11,0.1,0.05,0.06,0.04,0.09,0.12,0.14,0.13,0.1,0.09,0.02,0.25,0.03,0.29,0.03,0.02,0.04,0.04,0.2,0,0.27,0.08,0.13
,,,,,,,,abcg,abg,abg,,abcg,abcg,gi,g,gi,gi,g,g,,,,b,,,a,a,abf,abcdfg,a,abcf,b,,cd,cd,,,,,a,a,a,,,,a,,a,,,,,abcd,,a,,a
,Don't know,229,95,133,27,28,45,40,38,51,55,85,89,35,13,19,18,19,15,29,37,44,92,137,35,61,31,53,50,95,134,153,69,167,6,36,13,0,140,81,49,40,192,26,51,121,83,116,51,10,19,21,120,0,0,97,74
,,0.04,0.03,0.04,0.03,0.03,0.04,0.04,0.04,0.04,0.03,0.04,0.04,0.04,0.04,0.03,0.03,0.04,0.02,0.03,0.05,0.05,0.04,0.03,0.02,0.03,0.02,0.06,0.09,0.03,0.05,0.04,0.03,0.03,0.05,0.06,0.06,0,0.04,0.04,0.04,0.04,0.03,0.05,0.01,0.05,0.02,0.07,0.02,0.01,0.02,0.02,0.05,0,0,0.03,0.03
,,,,a,,,bg,,,,,bg,,f,,,,,,,cdfg,fg,,,,,,abcf,abcdfg,,abcf,b,,,,a,a,,,,,,,a,,a,,a,,,,b,abcd,,,,
,NET: Strong,3636,1774,1841,527,697,598,526,513,774,1224,1124,1287,480,173,358,374,284,372,618,400,577,1158,2477,951,1181,739,515,250,2132,1504,1982,1628,2907,75,364,177,101,2391,1208,683,565,3284,277,2972,590,3284,325,2298,804,904,591,907,3636,0,2270,1272
,,0.58,0.59,0.57,0.64,0.67,0.6,0.52,0.53,0.55,0.66,0.56,0.54,0.59,0.59,0.59,0.58,0.52,0.58,0.6,0.57,0.6,0.54,0.61,0.67,0.57,0.59,0.55,0.45,0.61,0.55,0.55,0.62,0.56,0.57,0.65,0.73,0.78,0.6,0.56,0.56,0.53,0.58,0.57,0.78,0.27,0.73,0.19,0.74,0.82,0.74,0.66,0.39,1,0,0.65,0.51
,,,,,defhi,cdefhi,defhi,,,,cdefhi,,,e,,e,,,e,e,,e,,a,bcdefg,e,eg,e,,bdeg,e,,a,,,ab,abc,ab,bcd,,,,,,b,,b,,de,acde,de,e,,b,,b,
,NET: Not strong,2376,1138,1227,268,316,361,440,409,581,584,802,990,302,108,235,254,239,253,380,261,345,906,1471,441,845,473,364,253,1286,1091,1444,912,2078,49,158,53,29,1473,868,484,460,2146,183,783,1488,1109,1228,760,166,307,287,1319,0,2376,1120,1150
,,0.38,0.38,0.38,0.33,0.3,0.36,0.44,0.43,0.41,0.31,0.4,0.42,0.37,0.37,0.38,0.39,0.44,0.4,0.37,0.37,0.36,0.42,0.36,0.31,0.4,0.38,0.39,0.46,0.37,0.4,0.4,0.35,0.4,0.38,0.28,0.22,0.22,0.37,0.4,0.4,0.43,0.38,0.38,0.21,0.68,0.25,0.74,0.24,0.17,0.25,0.32,0.56,0,1,0.32,0.46
,,,,,,,bg,abcgh,abcg,abcg,,abcg,abcg,,,,,abghi,,,,,b,,,af,a,a,abcdfg,a,af,b,,cde,cd,d,,,,a,,a,,,,a,,a,b,,b,abc,abcd,,a,,a
,"Columns Tested: a,b - a,b,c,d,e,f,g,h,i - a,b,c,d,e,f,g,h,i - a,b - a,b,c,d,e,f,g - a,b - a,b,c,d,e - a,b,c,d - a,b - a,b - a,b - a,b,c,d,e - a,b - a,b",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Prepared by Savanta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
