Unnamed: 0,<< Contents,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57
,,0.13,0.11,0.15,0.12,0.14,0.13,0.14,0.12,0.12,0.13,0.13,0.12,0.12,0.1,0.12,0.11,0.1,0.15,0.15,0.13,0.14,0.11,0.14,0.12,0.14,0.13,0.14,0.1,0.13,0.13,0.13,0.12,0.13,0.1,0.12,0.16,0.03,0.13,0.13,0.13,0.14,0.13,0.12,0.12,0.14,0.13,0.13,0.12,0.13,0.12,0.13,0.13,0.13,0.13,0.13,0.12
,,,,a,,,,,,,,,,,,,,,de,de,,,,a,,,,,,,,,,e,,,be,,,,,,,,,,,,,,,,,,,,
,2,614,264,347,77,96,111,76,105,149,173,187,254,79,36,59,51,50,84,103,55,97,217,397,126,222,123,72,71,348,266,370,244,521,9,45,28,7,380,228,137,118,548,51,357,230,430,174,304,96,109,99,224,338,256,359,233
,,0.1,0.09,0.11,0.09,0.09,0.11,0.08,0.11,0.11,0.09,0.09,0.11,0.1,0.12,0.1,0.08,0.09,0.13,0.1,0.08,0.1,0.1,0.1,0.09,0.11,0.1,0.08,0.13,0.1,0.1,0.1,0.09,0.1,0.07,0.08,0.12,0.05,0.09,0.11,0.11,0.11,0.1,0.11,0.09,0.1,0.1,0.1,0.1,0.1,0.09,0.11,0.1,0.09,0.11,0.1,0.09
,,,,a,,,d,,d,d,,,d,,dh,,,,adegh,,,,,,,d,,,ad,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,512,229,280,86,78,84,77,85,102,164,161,187,54,20,50,38,31,60,104,68,88,178,334,101,180,109,74,48,281,231,301,210,426,15,39,18,10,320,184,97,96,454,51,284,213,358,148,240,57,101,81,204,275,213,280,212
,,0.08,0.08,0.09,0.1,0.08,0.08,0.08,0.09,0.07,0.09,0.08,0.08,0.07,0.07,0.08,0.06,0.06,0.09,0.1,0.1,0.09,0.08,0.08,0.07,0.09,0.09,0.08,0.09,0.08,0.08,0.08,0.08,0.08,0.12,0.07,0.07,0.07,0.08,0.09,0.08,0.09,0.08,0.11,0.07,0.1,0.08,0.09,0.08,0.06,0.08,0.09,0.09,0.08,0.09,0.08,0.08
,,,,,bfhi,,,,,,,,,,,,,,de,ade,ade,de,,,,,,,,,,,,,c,,,,,,,,,,,a,,,b,,b,b,b,,,,
,4,363,167,191,42,75,55,52,61,78,117,107,139,39,14,37,44,32,32,66,44,56,133,230,77,134,78,41,34,210,153,196,167,298,8,36,15,6,219,140,88,66,324,33,222,132,256,105,190,50,75,66,124,210,136,197,148
,,0.06,0.06,0.06,0.05,0.07,0.05,0.05,0.06,0.06,0.06,0.05,0.06,0.05,0.05,0.06,0.07,0.06,0.05,0.06,0.06,0.06,0.06,0.06,0.05,0.06,0.06,0.04,0.06,0.06,0.06,0.05,0.06,0.06,0.06,0.06,0.06,0.05,0.05,0.06,0.07,0.06,0.06,0.07,0.06,0.06,0.06,0.06,0.06,0.05,0.06,0.07,0.05,0.06,0.06,0.06,0.06
,,,,,,h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,,,,,,,,,,,be,,,,,
,5,220,101,117,33,34,29,41,40,43,67,70,83,30,8,28,14,16,26,32,23,43,82,138,52,71,49,26,22,123,97,128,91,171,7,26,13,0,132,83,50,41,199,18,148,67,176,41,125,36,55,34,67,147,68,132,79
,,0.04,0.03,0.04,0.04,0.03,0.03,0.04,0.04,0.03,0.04,0.03,0.04,0.04,0.03,0.05,0.02,0.03,0.04,0.03,0.03,0.04,0.04,0.03,0.04,0.03,0.04,0.03,0.04,0.04,0.04,0.04,0.04,0.03,0.05,0.05,0.05,0,0.03,0.04,0.04,0.04,0.04,0.04,0.04,0.03,0.04,0.02,0.04,0.04,0.04,0.04,0.03,0.04,0.03,0.04,0.03
,,,,,,,,,,,,,,,,d,,,d,,,d,,,,,,,,,,,,,,,a,,,,,,,,,,b,,e,,e,,,b,,,
,6,183,94,88,27,22,27,27,33,48,48,54,80,27,3,21,18,14,22,30,19,29,67,116,40,56,31,33,23,96,88,113,68,153,4,15,8,3,114,68,37,39,168,10,120,58,138,42,99,32,40,27,59,115,61,110,70
,,0.03,0.03,0.03,0.03,0.02,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.01,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.04,0.04,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.02,0.03,0.03,0.03,0.04,0.03,0.02,0.03,0.03,0.03,0.02,0.03,0.03,0.03,0.03,0.02,0.03,0.03,0.03,0.03
,,,,,,,,,b,,,,b,b,,b,,,b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7,191,88,102,27,24,36,26,28,50,51,62,78,41,17,15,21,14,13,24,21,25,70,121,47,58,27,40,19,105,86,115,73,163,2,17,5,3,120,67,39,36,172,18,106,76,141,50,86,36,35,16,80,109,75,111,75
,,0.03,0.03,0.03,0.03,0.02,0.04,0.03,0.03,0.04,0.03,0.03,0.03,0.05,0.06,0.02,0.03,0.03,0.02,0.02,0.03,0.03,0.03,0.03,0.03,0.03,0.02,0.04,0.03,0.03,0.03,0.03,0.03,0.03,0.01,0.03,0.02,0.02,0.03,0.03,0.03,0.03,0.03,0.04,0.03,0.03,0.03,0.03,0.03,0.04,0.03,0.02,0.03,0.03,0.03,0.03,0.03
,,,,,,,,,,,,,,cefghi,cefghi,,,,,,,,,,,,,bc,,,,,,,,,,,,,,,,,,,,,,d,,,d,,,,
,8,121,58,64,16,19,17,19,19,32,35,35,52,16,8,11,10,15,15,12,16,17,56,65,27,37,31,12,14,65,57,74,45,103,3,8,6,0,82,39,19,23,110,10,74,45,90,31,51,14,22,15,52,63,52,58,60
,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.03,0.02,0.02,0.03,0.02,0.01,0.02,0.02,0.03,0.02,0.02,0.02,0.02,0.01,0.02,0.02,0.02,0.02,0.02,0.02,0.03,0.01,0.03,0,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.01,0.02,0.02,0.02,0.02,0.02,0.02,0.02
,,,,,,,,,,,,,,,,,,g,,,,,b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a
,9,119,58,59,15,24,18,14,16,32,39,32,47,23,2,11,14,12,12,15,15,15,47,72,30,38,18,20,13,68,51,64,54,96,2,18,2,0,72,45,30,19,107,4,89,28,97,22,69,21,27,20,36,83,29,83,34
,,0.02,0.02,0.02,0.02,0.02,0.02,0.01,0.02,0.02,0.02,0.02,0.02,0.03,0.01,0.02,0.02,0.02,0.02,0.01,0.02,0.02,0.02,0.02,0.02,0.02,0.01,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.03,0.01,0,0.02,0.02,0.02,0.02,0.02,0.01,0.02,0.01,0.02,0.01,0.02,0.02,0.02,0.02,0.02,0.02,0.01,0.02,0.01
,,,,,,,,,,,,,,g,,,,,,,,,,,,,,,,,,,,,,ad,,,,,,,,,b,,b,,,,,,,b,,b,
,10,90,40,50,6,10,9,17,18,30,16,26,48,17,6,7,10,6,8,14,11,9,24,66,18,28,20,18,7,45,45,53,37,80,1,5,4,0,60,30,15,18,82,5,60,30,68,22,43,18,14,11,31,56,34,59,31
,,0.01,0.01,0.02,0.01,0.01,0.01,0.02,0.02,0.02,0.01,0.01,0.02,0.02,0.02,0.01,0.02,0.01,0.01,0.01,0.02,0.01,0.01,0.02,0.01,0.01,0.02,0.02,0.01,0.01,0.02,0.01,0.01,0.02,0.01,0.01,0.02,0,0.01,0.01,0.01,0.02,0.01,0.01,0.02,0.01,0.02,0.01,0.01,0.02,0.01,0.01,0.01,0.02,0.01,0.02,0.01
,,,,,,,,g,cg,abcg,,,abcg,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,11,87,47,39,3,9,10,15,24,26,12,26,50,7,4,11,15,9,9,9,14,10,28,59,23,24,20,13,8,46,41,56,31,76,1,5,4,0,64,21,9,12,75,10,60,24,69,18,30,14,9,7,42,53,34,44,37
,,0.01,0.02,0.01,*%,0.01,0.01,0.02,0.02,0.02,0.01,0.01,0.02,0.01,0.01,0.02,0.02,0.02,0.01,0.01,0.02,0.01,0.01,0.01,0.02,0.01,0.02,0.01,0.01,0.01,0.01,0.02,0.01,0.01,0.01,0.01,0.02,0,0.02,0.01,0.01,0.01,0.01,0.02,0.02,0.01,0.02,0.01,0.01,0.01,0.01,0.01,0.02,0.01,0.01,0.01,0.01
,,,,,,,,ag,abcgh,abg,,ag,abcgh,,,,agi,,,,g,,,,,,,,,,,,,,,,,,c,,,,,,,,,,,,,,acd,,,,
,12,82,44,37,8,22,8,8,16,19,30,16,35,13,5,9,8,10,7,11,13,7,24,57,25,25,17,7,8,50,32,45,36,71,1,5,1,3,47,34,26,14,73,8,53,26,59,21,32,9,17,6,37,57,22,48,33
,,0.01,0.01,0.01,0.01,0.02,0.01,0.01,0.02,0.01,0.02,0.01,0.01,0.02,0.02,0.01,0.01,0.02,0.01,0.01,0.02,0.01,0.01,0.01,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.01,0.02,0.02,0.01,0.01,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.02,0.01,0.01,0.01
,,,,,,cdh,,,ch,,h,,h,,,,,,,,i,,,,,,,,,,,,,,,,,,,,a,,,,,,,,,,,,d,b,,,
,13,80,36,44,14,11,13,10,13,19,25,24,32,8,3,13,4,10,4,9,9,20,25,56,26,28,20,4,3,54,27,37,42,65,2,7,4,3,53,26,18,7,73,6,52,25,66,14,48,20,16,11,24,49,31,49,29
,,0.01,0.01,0.01,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.01,0.02,0.01,0.01,0.01,0.02,0.01,0.01,0.02,0.01,0.02,*%,*%,0.02,0.01,0.01,0.02,0.01,0.01,0.01,0.02,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.01
,,,,,,,,,,,,,,,,dfg,,d,,,,dfg,,,deg,,d,,,d,,,,,,,,,,,,,,,,,,,,e,,,,,,,
,14,59,25,34,6,11,7,8,11,15,18,15,26,8,5,6,6,3,4,9,10,10,10,49,14,22,9,5,9,36,23,34,26,51,1,2,2,3,38,20,13,7,56,4,36,19,40,18,27,10,11,6,23,35,22,32,27
,,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.01,*%,0.01,0.01,0.01,0.01,0.01,0.02,0.01,0.01,0.01,0.01,0.01,0.01,*%,0.01,0.03,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
,,,,,,,,,,,,,,,,,,,,,,,,a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,NET: Rank 1,800,331,466,101,145,126,144,115,169,246,270,284,98,31,74,71,57,94,151,91,133,241,559,170,283,161,130,56,453,347,472,322,675,13,68,38,3,503,290,157,153,731,58,473,302,567,223,383,123,144,115,303,471,304,447,311
,,0.13,0.11,0.15,0.12,0.14,0.13,0.14,0.12,0.12,0.13,0.13,0.12,0.12,0.1,0.12,0.11,0.1,0.15,0.15,0.13,0.14,0.11,0.14,0.12,0.14,0.13,0.14,0.1,0.13,0.13,0.13,0.12,0.13,0.1,0.12,0.16,0.03,0.13,0.13,0.13,0.14,0.13,0.12,0.12,0.14,0.13,0.13,0.12,0.13,0.12,0.13,0.13,0.13,0.13,0.13,0.12
,,,,a,,,,,,,,,,,,,,,de,de,,,,a,,,,,,,,,,e,,,be,,,,,,,,,,,,,,,,,,,,
,NET: Rank 1-3,1926,824,1092,264,319,321,297,305,420,583,618,725,232,87,183,160,137,238,357,214,318,636,1290,397,684,393,276,176,1081,844,1143,776,1621,37,152,84,20,1203,702,391,367,1733,160,1114,745,1355,545,927,276,355,295,731,1084,774,1085,757
,,0.31,0.27,0.34,0.32,0.31,0.32,0.3,0.32,0.3,0.31,0.31,0.31,0.28,0.3,0.3,0.25,0.25,0.37,0.35,0.31,0.33,0.3,0.32,0.28,0.33,0.32,0.3,0.32,0.31,0.31,0.32,0.3,0.31,0.28,0.27,0.35,0.15,0.3,0.33,0.32,0.34,0.31,0.33,0.29,0.34,0.3,0.33,0.3,0.28,0.29,0.33,0.31,0.3,0.33,0.31,0.3
,,,,a,,,,,,,,,,,,d,,,abcdeh,acde,de,ade,,,,a,a,,,a,a,,,e,,,ce,,,a,,a,,,,a,,,,,,bc,,,a,,
,NET: Rank 1-5,2509,1092,1401,340,428,404,390,405,541,768,794,947,301,109,248,218,185,296,456,280,417,852,1657,525,889,520,343,231,1415,1094,1467,1034,2091,52,215,113,26,1553,926,529,474,2257,212,1484,943,1787,691,1242,362,484,396,922,1441,977,1414,984
,,0.4,0.36,0.44,0.41,0.41,0.4,0.39,0.42,0.38,0.41,0.4,0.4,0.37,0.37,0.41,0.34,0.34,0.46,0.44,0.4,0.43,0.39,0.41,0.37,0.43,0.42,0.37,0.42,0.4,0.4,0.41,0.4,0.41,0.39,0.39,0.46,0.2,0.39,0.43,0.44,0.44,0.4,0.44,0.39,0.43,0.4,0.41,0.4,0.37,0.39,0.44,0.39,0.4,0.41,0.41,0.39
,,,,a,,,,,,,,,,,,de,,,abcdeh,abde,de,ade,,,,ad,ad,,,a,a,,,e,e,e,ace,,,a,a,a,,,,a,,,,,,abce,,,,,
,NET: Rank 1-14,3521,1582,1919,461,579,550,535,583,812,1041,1085,1395,461,161,352,324,278,389,589,408,560,1202,2319,777,1203,712,495,335,1980,1541,2058,1446,2949,70,297,148,41,2202,1276,735,647,3172,286,2133,1273,2554,930,1727,537,676,513,1305,2061,1338,2006,1379
,,0.56,0.53,0.6,0.56,0.56,0.55,0.53,0.61,0.58,0.56,0.54,0.59,0.56,0.55,0.57,0.5,0.51,0.61,0.57,0.59,0.58,0.56,0.57,0.54,0.58,0.57,0.53,0.6,0.56,0.56,0.57,0.55,0.57,0.53,0.53,0.61,0.32,0.55,0.59,0.6,0.61,0.56,0.59,0.56,0.58,0.57,0.56,0.56,0.55,0.55,0.57,0.56,0.57,0.56,0.58,0.55
,,,,a,,,,,bcdgh,dh,,,cdgh,d,,de,,,de,de,de,de,,,,ad,,,ad,,,,,e,e,e,ce,,,a,a,a,,,,,,,,,,,,,,,
,"Columns Tested: a,b - a,b,c,d,e,f,g,h,i - a,b,c,d,e,f,g,h,i - a,b - a,b,c,d,e,f,g - a,b - a,b,c,d,e - a,b,c,d - a,b - a,b - a,b - a,b,c,d,e - a,b - a,b",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Prepared by Savanta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
