Unnamed: 0,<< Contents,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36
,P024065 BBC 100 Women10th Anniversary Survey 2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Table 12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Q6_7. Access the contraception they want to use: Compared with 10 years ago (i.e. 2012), is it generally easier or more difficult for women in your country to do each of the following?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,BASE: All respondents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Total,Brazil,China,Egypt,India,Indonesia,Kenya,Mexico,Nigeria,Pakistan,Russia,Saudi Arabia,Turkey,UK,Ukraine,USA,18-24,25-34,35-44,45-54,55-64,65+,18-34,35-54,55+,Working (full time or part time),Not working,In education,Retired,"Other (incl. house wife, full time carer)",Single,NET: In a relationship,Living as a couple/Co-habiting,Married / civil partnership,Separated/divorced/widowed
,Significance Level: 95%,,a,b,c,d,e,f,g,h,i,j,k,l,m,n,o,a,b,c,d,e,f,g,h,i,a,b,c,d,e,a,b,c,d,e
,Unweighted Total,15723,1008,1025,1067,1107,1061,1022,1109,1018,1006,1010,1012,1160,1067,1009,1042,2783,3933,3188,2452,1800,1567,6716,5640,3367,9808,1729,1142,1391,1653,4049,9699,2237,7462,1792
,Total,15723,1008,1025,1067,1107,1061,1022,1109,1018,1006,1010,1012,1160,1067,1009,1042,2585,3428,3037,2724,2084,1865,6014,5761,3949,9703,1725,1078,1586,1631,3857,9765,2304,7461,1931
,Much easier,6826,544,453,557,369,382,575,757,423,182,430,467,510,444,411,322,1039,1586,1388,1206,862,745,2625,2594,1607,4502,614,389,650,672,1507,4442,974,3469,823
,,0.43,0.54,0.44,0.52,0.33,0.36,0.56,0.68,0.42,0.18,0.43,0.46,0.44,0.42,0.41,0.31,0.4,0.46,0.46,0.44,0.41,0.4,0.44,0.45,0.41,0.46,0.36,0.36,0.41,0.41,0.39,0.45,0.42,0.46,0.43
,,,bdehijklmno,deio,bdehijklmno,i,io,bdehijklmno,abcdefhijklmno,deio,,deio,dehimno,deio,deio,deio,i,,aefgi,aefi,afi,,,afi,aefi,,bcde,,,bc,bc,,ace,a,ace,a
,Slightly easier,4213,260,375,300,332,341,254,214,287,278,287,247,332,292,220,194,687,879,805,742,565,535,1566,1547,1099,2736,418,259,400,400,1006,2697,648,2049,470
,,0.27,0.26,0.37,0.28,0.3,0.32,0.25,0.19,0.28,0.28,0.28,0.24,0.29,0.27,0.22,0.19,0.27,0.26,0.27,0.27,0.27,0.29,0.26,0.27,0.28,0.28,0.24,0.24,0.25,0.25,0.26,0.28,0.28,0.27,0.24
,,,gno,acdefghijklmno,gno,afgkno,acfgikmno,go,,gno,gno,gkno,go,fgkno,gno,,,,,,,,bg,,,b,bcde,,,,,,e,e,e,
,About the same,2508,118,149,119,194,176,83,86,140,151,190,168,163,251,248,271,330,460,500,467,411,339,790,967,750,1451,335,144,312,265,589,1544,365,1180,349
,,0.16,0.12,0.15,0.11,0.18,0.17,0.08,0.08,0.14,0.15,0.19,0.17,0.14,0.24,0.25,0.26,0.13,0.13,0.16,0.17,0.2,0.18,0.13,0.17,0.19,0.15,0.19,0.13,0.2,0.16,0.15,0.16,0.16,0.16,0.18
,,,fg,cfg,fg,acfghl,acfg,,,fg,acfg,abcfghil,acfg,cfg,abcdefghijkl,abcdefghijkl,abcdefghijkl,,,abg,abg,abcdgh,abg,,abg,abcgh,,ace,,ace,c,,,,,abd
,Slightly more difficult,999,39,19,37,111,75,73,24,77,154,42,52,86,30,48,132,196,251,175,155,113,108,447,330,222,541,141,103,86,129,297,559,147,412,127
,,0.06,0.04,0.02,0.03,0.1,0.07,0.07,0.02,0.08,0.15,0.04,0.05,0.07,0.03,0.05,0.13,0.08,0.07,0.06,0.06,0.05,0.06,0.07,0.06,0.06,0.06,0.08,0.1,0.05,0.08,0.08,0.06,0.06,0.06,0.07
,,,bg,,b,abcefghjklmn,abcgjmn,abcgjmn,,abcgjkmn,abcdefghjklmn,bg,bgm,abcgjkmn,,bgm,abcefghjklmn,cdefhi,cdefhi,,,,,cdefhi,,,,ad,ad,,ad,bd,,,,
,Much more difficult,564,26,12,14,55,42,33,18,59,115,12,34,45,10,7,81,154,146,90,87,42,45,300,177,87,278,92,77,36,81,202,286,91,195,64
,,0.04,0.03,0.01,0.01,0.05,0.04,0.03,0.02,0.06,0.11,0.01,0.03,0.04,0.01,0.01,0.08,0.06,0.04,0.03,0.03,0.02,0.02,0.05,0.03,0.02,0.03,0.05,0.07,0.02,0.05,0.05,0.03,0.04,0.03,0.03
,,,bcjmn,,,abcfgjmn,bcgjmn,bcgjmn,n,abcefgjklmn,abcdefghjklmno,,bcgjmn,bcgjmn,,,abcdefgjklmn,bcdefhi,cdefhi,e,ei,,,cdefhi,ei,,,ad,abde,,ad,bcde,,bd,,
,Don't know,613,21,17,40,45,45,4,10,31,126,49,43,26,39,74,43,179,106,78,67,91,93,285,145,184,194,126,107,101,85,255,236,80,156,99
,,0.04,0.02,0.02,0.04,0.04,0.04,*%,0.01,0.03,0.13,0.05,0.04,0.02,0.04,0.07,0.04,0.07,0.03,0.03,0.02,0.04,0.05,0.05,0.03,0.05,0.02,0.07,0.1,0.06,0.05,0.07,0.02,0.03,0.02,0.05
,,,fg,f,abfgl,abfgl,abfgl,,,bfg,abcdefghjklmno,abfghl,abfgl,fg,abfgl,abcdefghjklmo,abfgl,bcdefghi,,,,bcdh,bcdh,bcdh,,bcdh,,ae,abde,a,a,bcde,,bd,,bcd
,NET: Easier,11039,804,828,857,702,723,829,971,711,460,717,714,841,736,631,516,1726,2465,2194,1948,1427,1279,4191,4142,2706,7239,1032,648,1050,1071,2513,7140,1622,5518,1293
,,0.7,0.8,0.81,0.8,0.63,0.68,0.81,0.88,0.7,0.46,0.71,0.71,0.73,0.69,0.63,0.5,0.67,0.72,0.72,0.72,0.68,0.69,0.7,0.72,0.69,0.75,0.6,0.6,0.66,0.66,0.65,0.73,0.7,0.74,0.67
,,,dehijklmno,dehijklmno,dehijklmno,io,dino,dehijklmno,abcdefhijklmno,dino,,dino,dino,deino,dino,io,,,aefgi,aefgi,aefi,,,a,aefgi,,bcde,,,bc,bc,,ace,ae,ace,
,NET: More difficult,1563,65,32,51,166,116,106,43,136,269,54,86,130,41,55,213,350,397,265,242,155,153,747,507,309,819,232,179,123,210,499,845,238,608,191
,,0.1,0.06,0.03,0.05,0.15,0.11,0.1,0.04,0.13,0.27,0.05,0.08,0.11,0.04,0.05,0.2,0.14,0.12,0.09,0.09,0.07,0.08,0.12,0.09,0.08,0.08,0.13,0.17,0.08,0.13,0.13,0.09,0.1,0.08,0.1
,,,bgm,,b,abcefgjklmn,abcgjmn,abcgjmn,,abcfgjkmn,abcdefghjklmno,b,bcgjmn,abcgjkmn,,b,abcdefghjklmn,bcdefhi,cdefhi,,,,,cdefhi,,,,ad,abde,,ad,bcde,,bd,,d
,"Columns Tested: a,b,c,d,e,f,g,h,i,j,k,l,m,n,o - a,b,c,d,e,f,g,h,i - a,b,c,d,e - a,b,c,d,e",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Prepared by Savanta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
