<< Contents,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38
P037330 - KA Fraud Victims ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Q7. Which of the following reasons, if any, do you think explain why being defrauded impacted your sleep?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BASE: Those whose sleep had a significant/ impact (at Q5a),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Gender,,Age,,,,,,Region,,,,,,,,,,,,Cities,,,,,,,,SEG,,Ethnicity,,,,,Ethnicity - South Asian,
,Total,Male (a),Female (b),18-24 (a),25-34 (b),35-44 (c),45-54 (d),55-64 (e),65+ (f),Northern Ireland (a),Scotland (b),North-West (c),North-East (d),Yorkshire & The Humber (e),Wales (f),West Midlands (g),East Midlands (h),South-West (i),South-East (j),East of England (k),London (l),Birmingham (a),Manchester (b),Nottingham (c),Bristol (d),Leeds (e),Liverpool (f),Cardiff (g),Edinburgh (h),ABC1 (a),C2DE (b),White (a),Asian (b),Black (c),Mixed (d),Other (e),South Asian (a),Not South Asian (b)
Unweighted row,1481,695,781,156,306,286,256,231,246,42,143,192,55,117,91,112,123,120,182,93,211,97,119,76,73,83,68,74,65,994,480,1111,155,110,80,25,123,1358
Total,1469,686,778,154,285,267,250,227,287,46,117,163,61,121,69,129,113,125,187,124,215,111,101,69,76,85,57,56,53,978,485,1104,154,108,79,24,123,1346
,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I couldn't stop thinking about what had happened,707,318,387,69,120,132,114,115,157,22,61,77,33,66,35,53,60,59,79,64,99,47,46,34,34,48,29,30,25,456,249,528,74,61,35,10,58,650
,0.48,0.46,0.5,0.45,0.42,0.5,0.46,0.51,0.55,0.48,0.52,0.47,0.55,0.55,0.51,0.41,0.53,0.47,0.42,0.52,0.46,0.43,0.46,0.49,0.45,0.57,0.51,0.53,0.48,0.47,0.51,0.48,0.48,0.57,0.44,0.41,0.47,0.48
,,,,,,,,, bd,,,,, gj,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I felt foolish,625,279,342,70,132,115,105,96,107,22,50,75,26,47,33,45,44,59,89,53,82,39,45,34,40,39,27,26,25,421,203,446,71,61,37,10,52,573
,0.43,0.41,0.44,0.46,0.46,0.43,0.42,0.42,0.37,0.47,0.43,0.46,0.42,0.39,0.47,0.35,0.39,0.47,0.47,0.43,0.38,0.35,0.44,0.49,0.52,0.46,0.47,0.47,0.47,0.43,0.42,0.4,0.46,0.56,0.47,0.43,0.42,0.43
,,,,, f,,,,,,,,,,,,,, g,,,,,, a,,,,,,,,, a,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I blamed myself for it happening,607,273,332,61,108,112,101,98,127,15,50,67,29,43,31,54,45,54,80,58,80,47,42,27,32,34,23,25,19,394,210,435,65,70,29,9,50,557
,0.41,0.4,0.43,0.4,0.38,0.42,0.41,0.43,0.44,0.33,0.43,0.41,0.47,0.36,0.45,0.42,0.4,0.43,0.43,0.47,0.37,0.42,0.41,0.39,0.43,0.4,0.4,0.45,0.37,0.4,0.43,0.39,0.42,0.64,0.37,0.37,0.41,0.41
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, abd,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I was worried about the money I'd lost,561,252,306,69,112,90,101,85,103,21,41,64,24,54,26,46,38,56,72,41,78,40,42,19,36,36,22,22,21,368,190,416,55,58,26,7,44,516
,0.38,0.37,0.39,0.45,0.39,0.34,0.41,0.37,0.36,0.45,0.35,0.39,0.39,0.44,0.37,0.36,0.34,0.44,0.39,0.33,0.37,0.36,0.42,0.28,0.48,0.43,0.38,0.39,0.4,0.38,0.39,0.38,0.36,0.54,0.33,0.28,0.36,0.38
,,,, c,,,,,,,,,,,,,,,,,,, c,, c,,,,,,,,, abd,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I was worried it could happen again,557,237,318,51,88,101,90,103,123,19,42,57,25,53,31,51,42,52,73,50,63,43,35,26,34,34,21,27,18,352,202,443,51,32,25,6,42,515
,0.38,0.34,0.41,0.33,0.31,0.38,0.36,0.45,0.43,0.41,0.36,0.35,0.42,0.44,0.45,0.39,0.37,0.42,0.39,0.4,0.29,0.38,0.35,0.38,0.45,0.4,0.36,0.48,0.34,0.36,0.42,0.4,0.33,0.29,0.32,0.26,0.34,0.38
,,, a,,,,, abd, b,,,,, l, l,,, l, l,,,,,,,,,,,, a, c,,,,,,
