<< Contents,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38
P037330 - KA Fraud Victims ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q11. To what extent do you agree or disagree with the following statement: 'Being a victim of fraud has had a negative impact on my mental health'?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BASE: Those who lost money as a result (at Q1b),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Gender,,Age,,,,,,Region,,,,,,,,,,,,Cities,,,,,,,,SEG,,Ethnicity,,,,,Ethnicity - South Asian,
,Total,Male (a),Female (b),18-24 (a),25-34 (b),35-44 (c),45-54 (d),55-64 (e),65+ (f),Northern Ireland (a),Scotland (b),North-West (c),North-East (d),Yorkshire & The Humber (e),Wales (f),West Midlands (g),East Midlands (h),South-West (i),South-East (j),East of England (k),London (l),Birmingham (a),Manchester (b),Nottingham (c),Bristol (d),Leeds (e),Liverpool (f),Cardiff (g),Edinburgh (h),ABC1 (a),C2DE (b),White (a),Asian (b),Black (c),Mixed (d),Other (e),South Asian (a),Not South Asian (b)
Unweighted row,1335,655,676,169,294,251,230,179,212,35,123,191,46,110,79,105,102,99,168,84,193,88,116,62,64,70,73,64,61,892,439,976,143,124,75,17,117,1218
Total,1322,646,672,166,276,234,223,176,248,38,100,162,50,115,60,120,93,103,174,112,195,100,99,56,67,72,61,49,49,877,441,969,142,122,72,16,116,1205
,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Strongly agree (5.00),279,146,131,51,87,57,37,29,18,12,18,32,16,18,12,30,22,20,32,18,48,30,24,16,15,15,8,12,7,190,88,187,39,30,19,4,32,246
,0.21,0.23,0.2,0.31,0.32,0.24,0.17,0.16,0.07,0.31,0.18,0.2,0.32,0.15,0.2,0.25,0.24,0.19,0.18,0.16,0.24,0.3,0.24,0.29,0.23,0.2,0.13,0.25,0.15,0.22,0.2,0.19,0.27,0.25,0.27,0.24,0.28,0.2
,,,, def, def, def, f, f,, e,,, ek,,,,,,,,, fh,, f,,,,,,,,, a,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Agree (4.00),484,236,247,71,132,90,82,50,59,11,37,68,17,39,25,42,31,34,48,36,96,35,43,17,21,24,25,21,18,351,132,342,63,38,34,7,54,430
,0.37,0.37,0.37,0.43,0.48,0.39,0.37,0.28,0.24,0.29,0.37,0.42,0.34,0.34,0.42,0.35,0.34,0.33,0.28,0.32,0.49,0.35,0.44,0.3,0.32,0.33,0.41,0.44,0.37,0.4,0.3,0.35,0.44,0.31,0.47,0.45,0.46,0.36
,,,, ef, cdef, ef, f,,,,, j,,, j,,,,,, abeghijk,,,,,,,,, b,,, ac,, c,, b,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Neither agree nor disagree (3.00),224,98,125,18,31,32,45,36,62,4,16,29,9,25,8,19,16,18,32,20,28,15,15,10,9,14,13,4,7,121,101,172,18,22,10,3,16,208
,0.17,0.15,0.19,0.11,0.11,0.14,0.2,0.2,0.25,0.11,0.16,0.18,0.19,0.22,0.13,0.16,0.17,0.17,0.18,0.18,0.15,0.15,0.16,0.18,0.14,0.19,0.21,0.09,0.15,0.14,0.23,0.18,0.12,0.18,0.13,0.19,0.14,0.17
,,,,,,, ab, ab, abc,,,,,,,,,,,,,,,,,,,,,, a,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Disagree (2.00),192,97,95,14,13,35,29,37,63,5,17,17,5,15,8,21,13,16,33,24,16,14,10,6,10,10,7,6,8,133,59,158,14,16,3,1,11,182
,0.15,0.15,0.14,0.09,0.05,0.15,0.13,0.21,0.26,0.14,0.17,0.11,0.11,0.13,0.14,0.18,0.14,0.16,0.19,0.22,0.08,0.14,0.11,0.11,0.14,0.14,0.11,0.13,0.17,0.15,0.13,0.16,0.1,0.13,0.04,0.07,0.09,0.15
