Unnamed: 0,<< Contents,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57
,,0.19,0.18,0.2,0.25,0.24,0.2,0.18,0.18,0.12,0.25,0.19,0.15,0.19,0.2,0.18,0.19,0.17,0.17,0.21,0.17,0.22,0.22,0.18,0.19,0.18,0.2,0.18,0.22,0.18,0.2,0.17,0.22,0.17,0.32,0.29,0.32,0.3,0.17,0.22,0.24,0.23,0.19,0.24,0.21,0.17,0.22,0.13,0.25,0.29,0.22,0.24,0.14,0.23,0.14,0.28,0.08
,,,,a,cdefhi,cdefhi,fi,fi,fi,,cdefhi,fi,,,,,,,,f,,cefh,b,,,,,,,,,,a,,a,a,a,a,,a,a,a,,a,b,,b,,ce,acde,e,e,,b,,b,
,A little,2194,992,1186,284,379,395,344,331,461,663,739,792,296,85,193,223,179,224,405,243,348,707,1487,556,765,399,317,158,1321,873,1201,977,1805,42,202,95,42,1411,749,417,362,1963,183,1421,699,1668,496,1190,350,479,361,722,1357,778,1501,633
,,0.35,0.33,0.37,0.35,0.36,0.39,0.34,0.34,0.33,0.36,0.37,0.33,0.36,0.29,0.32,0.34,0.33,0.35,0.39,0.35,0.36,0.33,0.36,0.39,0.37,0.32,0.34,0.28,0.38,0.32,0.34,0.37,0.35,0.32,0.36,0.39,0.32,0.35,0.35,0.34,0.34,0.35,0.38,0.37,0.32,0.37,0.3,0.38,0.36,0.39,0.4,0.31,0.37,0.33,0.43,0.25
,,,,a,,,adefgi,,,,,fi,,b,,,,,,bcde,,b,,a,cdeg,ceg,,,,ceg,,,a,,,,,,,,,,,,b,,b,,e,e,e,be,,b,,b,
,Not a lot,1310,645,660,184,195,195,230,194,312,379,425,506,163,52,142,144,109,142,213,145,200,431,879,294,422,267,210,117,716,594,786,517,1108,27,105,36,29,884,415,222,199,1209,75,790,469,923,369,603,187,249,167,513,716,557,567,683
,,0.21,0.21,0.21,0.22,0.19,0.19,0.23,0.2,0.22,0.2,0.21,0.21,0.2,0.18,0.23,0.22,0.2,0.22,0.21,0.21,0.21,0.2,0.22,0.21,0.2,0.21,0.23,0.21,0.2,0.22,0.22,0.2,0.21,0.21,0.19,0.15,0.22,0.22,0.19,0.18,0.19,0.22,0.15,0.21,0.21,0.21,0.22,0.19,0.19,0.2,0.19,0.22,0.2,0.23,0.16,0.27
,,,,,,,,b,,b,,,,,,,,,,,,,,,,,,,,,,b,,d,d,,,,bcd,,,,b,,,,,,,,,,ad,,a,,a
,No influence at all,1265,724,539,106,167,163,201,217,411,273,364,628,173,70,133,129,139,144,158,158,162,443,822,263,422,283,189,109,685,581,807,446,1144,15,64,26,15,850,399,219,202,1161,86,673,531,749,496,462,135,204,123,663,615,588,318,882
,,0.2,0.24,0.17,0.13,0.16,0.16,0.2,0.23,0.29,0.15,0.18,0.27,0.21,0.24,0.22,0.2,0.26,0.23,0.15,0.23,0.17,0.21,0.2,0.18,0.2,0.23,0.2,0.2,0.19,0.21,0.23,0.17,0.22,0.11,0.12,0.11,0.11,0.21,0.19,0.18,0.19,0.21,0.18,0.18,0.24,0.17,0.3,0.15,0.14,0.17,0.14,0.28,0.17,0.25,0.09,0.35
,,,b,,,,,abcg,abcgh,abcdegh,,ag,abcdegh,gi,gi,gi,g,dgi,gi,,gi,,,,,,af,,,,a,b,,bcd,,,,,bc,,,,,,,a,,a,,,,,abcd,,a,,a
,Not applicable,114,57,57,19,20,10,14,23,27,39,24,50,11,11,12,12,14,7,17,10,21,43,71,20,43,17,14,18,64,50,72,37,98,1,9,5,0,54,57,34,28,96,12,51,50,71,39,50,17,16,17,49,60,45,46,50
,,0.02,0.02,0.02,0.02,0.02,0.01,0.01,0.02,0.02,0.02,0.01,0.02,0.01,0.04,0.02,0.02,0.03,0.01,0.02,0.01,0.02,0.02,0.02,0.01,0.02,0.01,0.02,0.03,0.02,0.02,0.02,0.01,0.02,0.01,0.02,0.02,0,0.01,0.03,0.03,0.03,0.02,0.02,0.01,0.02,0.02,0.02,0.02,0.02,0.01,0.02,0.02,0.02,0.02,0.01,0.02
,,,,,ch,,,,ch,,ch,,ch,,afgh,,,,,,,,,,,,,,acdfg,,,,,,,,,,,a,a,a,,,,a,,,,,,,,,,,a
,Don't know,169,60,108,20,30,37,33,25,22,51,70,48,21,16,22,14,8,17,24,24,23,67,102,20,62,23,31,32,83,86,114,51,135,3,16,5,6,105,61,35,32,148,15,74,79,99,56,39,6,16,17,78,63,65,85,47
,,0.03,0.02,0.03,0.02,0.03,0.04,0.03,0.03,0.02,0.03,0.03,0.02,0.03,0.05,0.04,0.02,0.01,0.03,0.02,0.04,0.02,0.03,0.03,0.01,0.03,0.02,0.03,0.06,0.02,0.03,0.03,0.02,0.03,0.02,0.03,0.02,0.05,0.03,0.03,0.03,0.03,0.03,0.03,0.02,0.04,0.02,0.03,0.01,0.01,0.01,0.02,0.03,0.02,0.03,0.02,0.02
,,,,a,,f,fi,fi,,,,fi,,,adefgi,e,,,,,e,,,,,a,,ac,abcfg,a,ac,b,,,,,,,,,,,,,,a,,a,,,,b,abcd,,a,,
,NET: A lot/little,3383,1521,1837,493,628,598,528,502,634,1121,1126,1136,449,145,303,348,272,329,616,360,562,1172,2211,829,1137,652,488,277,1966,1418,1799,1558,2668,84,362,172,80,2111,1225,706,605,3008,298,2217,1069,2634,709,1955,636,744,575,1043,2181,1121,2469,832
,,0.54,0.51,0.57,0.6,0.6,0.6,0.53,0.52,0.45,0.6,0.56,0.48,0.55,0.49,0.49,0.54,0.5,0.52,0.6,0.52,0.58,0.54,0.54,0.58,0.54,0.53,0.52,0.5,0.56,0.52,0.5,0.6,0.52,0.65,0.65,0.71,0.62,0.53,0.57,0.58,0.57,0.53,0.61,0.58,0.49,0.59,0.42,0.63,0.65,0.61,0.64,0.44,0.6,0.47,0.71,0.33
,,,,a,defi,defhi,defhi,fi,fi,,defhi,efi,,c,,,,,,abcdefh,,bcefh,,,bcdeg,,,,,ceg,,,a,,a,a,a,,,a,a,a,,a,b,,b,,e,ce,e,e,,b,,b,
,NET: Not a lot/at all,2575,1369,1199,290,362,359,431,410,723,652,789,1133,336,122,275,273,248,287,371,303,361,874,1701,556,844,549,399,226,1400,1175,1593,963,2252,42,169,62,44,1734,815,441,401,2371,161,1463,1000,1672,865,1065,321,453,291,1176,1331,1145,886,1565
,,0.41,0.46,0.37,0.35,0.35,0.36,0.43,0.43,0.51,0.35,0.39,0.48,0.41,0.42,0.45,0.42,0.46,0.45,0.36,0.43,0.37,0.41,0.42,0.39,0.4,0.44,0.43,0.41,0.4,0.43,0.45,0.37,0.44,0.32,0.3,0.25,0.34,0.43,0.38,0.36,0.38,0.42,0.33,0.38,0.45,0.37,0.52,0.34,0.33,0.37,0.32,0.5,0.37,0.48,0.25,0.63
,,,b,,,,,abcg,abcg,abcdegh,,bcg,abcdegh,g,,gi,g,gi,gi,,gi,,,,,,abf,,,,af,b,,bcd,,,,,bcd,,,,b,,,a,,a,,,bd,,abcd,,a,,a
,"Columns Tested: a,b - a,b,c,d,e,f,g,h,i - a,b,c,d,e,f,g,h,i - a,b - a,b,c,d,e,f,g - a,b - a,b,c,d,e - a,b,c,d - a,b - a,b - a,b - a,b,c,d,e - a,b - a,b",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Prepared by Savanta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
