Unnamed: 0,<< Contents,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57
,National Lottery Community Fund - CRI - Wave 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Table 96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Q12N. Summary: Agree - Thinking about your local community, to what extent do you agree or disagree with the following statements?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,BASE: All respondents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Gender,,Age,,,,,,,,,English region,,,,,,,,,IMD ranking,,Social grade,,,,,,,Education,,Ethnicity,,,,,Disability,,,,Sexuality,,Feels like part of their community,,Important to feel part of their community,,Intention to volunteer in 2023,,,,,Strength of local community spirit,,Worried about the impact of climate change on local community,
,,Total,Male,Female,16-24,25-34,35-44,45-54,55-64,65+,18-34,35-54,55+,North-West,North-East,Yorkshire & Humberside,West Midlands,East Midlands,South-West,South-East,Eastern,London,Deciles 1-3,Deciles 4-10,AB,C1,C2,D,E,ABC1,C2DE,Non-graduates,Graduates,White,Mixed,Asian,Black,Other,No,NET: Yes,Mental health condition,Physical condition,Heterosexual/straight,Lesbian/gay/bisexual,Yes,No,Important,Not important,NET: Yes,"Yes, and I already do","Yes, and I have done previously","Yes, for the first time",No,Strong,Not strong,Worried,Not worried
,Significance Level: 95%,,a,b,a,b,c,d,e,f,g,h,i,a,b,c,d,e,f,g,h,i,a,b,a,b,c,d,e,f,g,a,b,a,b,c,d,e,a,b,c,d,a,b,a,b,a,b,a,b,c,d,e,a,b,a,b
,Unweighted Total,6241,2812,3396,663,1162,1266,943,1226,981,1825,2209,2207,802,296,623,647,519,675,1019,691,969,2105,4136,1996,2009,1138,681,417,4005,2236,3258,2940,5064,240,446,421,42,4108,2058,1189,992,5627,489,3850,2171,4567,1590,3235,1022,1294,919,2217,3719,2304,3568,2432
,Total,6241,3007,3201,823,1041,1004,1006,961,1406,1864,2010,2367,817,294,612,647,542,640,1027,697,967,2156,4085,1426,2086,1242,933,553,3513,2728,3579,2609,5152,131,557,243,130,4004,2157,1216,1066,5623,486,3806,2198,4476,1669,3109,980,1229,899,2346,3636,2376,3487,2495
,I would be willing to work together with others on something to improve my local community,3996,1908,2069,525,750,702,612,588,819,1274,1314,1408,532,173,379,410,332,405,702,420,645,1324,2672,1021,1332,788,557,299,2353,1643,2157,1818,3208,84,398,193,93,2649,1310,731,614,3616,302,2916,986,3420,536,2465,798,933,734,997,2755,1146,2482,1419
,,0.64,0.63,0.65,0.64,0.72,0.7,0.61,0.61,0.58,0.68,0.65,0.59,0.65,0.59,0.62,0.63,0.61,0.63,0.68,0.6,0.67,0.61,0.65,0.72,0.64,0.63,0.6,0.54,0.67,0.6,0.6,0.7,0.62,0.65,0.71,0.79,0.72,0.66,0.61,0.6,0.58,0.64,0.62,0.77,0.45,0.76,0.32,0.79,0.81,0.76,0.82,0.42,0.76,0.48,0.71,0.57
,,,,,fi,adefghi,adefhi,,,,adefhi,defi,,,,,,,,bcdefh,,bceh,,a,bcdefg,eg,e,,,bcdeg,e,,a,,,a,abc,,bcd,,,,,,b,,b,,ce,ce,e,ce,,b,,b,
,"When people in this area get involved, they can really change this community",3886,1824,2044,503,723,651,585,587,839,1225,1235,1425,511,176,385,402,321,409,664,433,585,1277,2609,976,1300,771,580,259,2276,1610,2106,1757,3138,81,378,180,88,2587,1268,703,611,3507,307,2881,920,3303,553,2330,746,924,661,1087,2803,1002,2407,1377
,,0.62,0.61,0.64,0.61,0.69,0.65,0.58,0.61,0.6,0.66,0.61,0.6,0.63,0.6,0.63,0.62,0.59,0.64,0.65,0.62,0.61,0.59,0.64,0.68,0.62,0.62,0.62,0.47,0.65,0.59,0.59,0.67,0.61,0.62,0.68,0.74,0.68,0.65,0.59,0.58,0.57,0.62,0.63,0.76,0.42,0.74,0.33,0.75,0.76,0.75,0.73,0.46,0.77,0.42,0.69,0.55
,,,,a,,acdefghi,dfhi,,,,adefhi,,,,,,,,,e,,,,a,bcdefg,eg,e,e,,eg,e,,a,,,a,abc,,bcd,,,,,,b,,b,,e,e,e,e,,b,,b,
,"If I needed help, there are people who would be there for me",3701,1769,1919,481,658,567,544,551,899,1139,1111,1450,486,180,383,386,318,377,598,428,544,1187,2514,919,1231,765,530,256,2151,1550,2069,1609,3054,69,350,141,75,2444,1223,639,613,3362,273,2756,828,3022,641,2092,732,825,535,1177,2690,932,2174,1415
,,0.59,0.59,0.6,0.58,0.63,0.56,0.54,0.57,0.64,0.61,0.55,0.61,0.59,0.61,0.63,0.6,0.59,0.59,0.58,0.61,0.56,0.55,0.62,0.64,0.59,0.62,0.57,0.46,0.61,0.57,0.58,0.62,0.59,0.53,0.63,0.58,0.58,0.61,0.57,0.53,0.57,0.6,0.56,0.72,0.38,0.68,0.38,0.67,0.75,0.67,0.6,0.5,0.74,0.39,0.62,0.57
,,,,,,acdeh,,,,acdeh,cdeh,,cdeh,,,i,,,,,i,,,a,bdefg,e,deg,e,,deg,e,,a,b,,b,,,bcd,c,,c,,,b,,b,,de,acde,de,e,,b,,b,
,People in my local community can be trusted,3285,1651,1620,423,558,509,490,498,807,981,999,1305,429,156,354,331,261,337,569,374,474,927,2358,861,1130,631,454,208,1991,1294,1763,1506,2707,64,326,132,48,2275,989,520,492,2997,222,2521,685,2800,456,1898,681,719,498,1025,2518,697,1965,1248
,,0.53,0.55,0.51,0.51,0.54,0.51,0.49,0.52,0.57,0.53,0.5,0.55,0.52,0.53,0.58,0.51,0.48,0.53,0.55,0.54,0.49,0.43,0.58,0.6,0.54,0.51,0.49,0.38,0.57,0.47,0.49,0.58,0.53,0.49,0.58,0.55,0.37,0.57,0.46,0.43,0.46,0.53,0.46,0.66,0.31,0.63,0.27,0.61,0.7,0.58,0.55,0.44,0.69,0.29,0.56,0.5
,,,b,,,dh,,,,acdegh,,,cdh,,,adei,,,,ei,,,,a,bcdefg,deg,e,e,,cdeg,e,,a,e,,abe,e,,bcd,,,,b,,b,,b,,de,acde,e,e,,b,,b,
,I have opportunities to join in with things in my community,3215,1548,1652,435,563,547,487,473,710,998,1034,1182,406,139,322,316,248,348,569,361,507,959,2256,833,1071,661,448,202,1904,1311,1717,1479,2602,63,332,139,70,2166,1017,541,484,2921,236,2574,572,2791,406,2056,764,776,516,808,2519,642,1971,1177
,,0.52,0.51,0.52,0.53,0.54,0.54,0.48,0.49,0.5,0.54,0.51,0.5,0.5,0.47,0.53,0.49,0.46,0.54,0.55,0.52,0.52,0.44,0.55,0.58,0.51,0.53,0.48,0.37,0.54,0.48,0.48,0.57,0.5,0.48,0.6,0.57,0.54,0.54,0.47,0.45,0.45,0.52,0.49,0.68,0.26,0.62,0.24,0.66,0.78,0.63,0.57,0.34,0.69,0.27,0.57,0.47
,,,,,,dei,dei,,,,dei,,,,,e,,,bde,abde,e,e,,a,bcdefg,eg,deg,e,,bdeg,e,,a,,,ab,ab,,bcd,,,,,,b,,b,,de,acde,de,e,,b,,b,
,I am able to play a role in my community,2860,1458,1390,416,520,497,423,413,592,936,920,1005,357,126,276,316,252,288,471,311,464,917,1943,770,950,576,388,176,1720,1140,1479,1365,2276,55,299,144,75,1953,878,474,415,2619,184,2378,438,2584,259,2017,770,744,503,566,2261,568,1786,1021
,,0.46,0.49,0.43,0.51,0.5,0.49,0.42,0.43,0.42,0.5,0.46,0.42,0.44,0.43,0.45,0.49,0.46,0.45,0.46,0.45,0.48,0.43,0.48,0.54,0.46,0.46,0.42,0.32,0.49,0.42,0.41,0.52,0.44,0.42,0.54,0.59,0.58,0.49,0.41,0.39,0.39,0.47,0.38,0.62,0.2,0.58,0.15,0.65,0.79,0.6,0.56,0.24,0.62,0.24,0.51,0.41
,,,b,,defhi,defhi,defhi,,,,defhi,i,,,,,a,,,,,,,a,bcdefg,eg,deg,e,,bdeg,e,,a,,,ab,ab,,bcd,,,,b,,b,,b,,cde,acde,de,e,,b,,b,
,My community isn't the same as it used to be,2620,1334,1273,372,464,406,442,392,544,836,848,936,350,121,234,285,216,263,418,257,476,1051,1568,545,816,578,443,238,1360,1260,1526,1075,2090,70,252,119,81,1590,993,566,497,2354,211,1599,934,1917,666,1434,471,585,378,893,1484,1079,1555,975
,,0.42,0.44,0.4,0.45,0.45,0.4,0.44,0.41,0.39,0.45,0.42,0.4,0.43,0.41,0.38,0.44,0.4,0.41,0.41,0.37,0.49,0.49,0.38,0.38,0.39,0.47,0.47,0.43,0.39,0.46,0.43,0.41,0.41,0.54,0.45,0.49,0.62,0.4,0.46,0.47,0.47,0.42,0.43,0.42,0.42,0.43,0.4,0.46,0.48,0.48,0.42,0.38,0.41,0.45,0.45,0.39
,,,b,,cfi,cfi,,fi,,,cefi,,,h,,,ch,,,,,abcdefgh,b,,,,abf,abf,,,abf,,,,ac,,a,ac,,a,a,a,,,,,b,,de,de,de,e,,,a,b,
,Difficult times in recent years (e.g. Covid-19 and Cost of Living crisis) has pulled us closer together,2594,1266,1314,377,511,441,398,343,524,888,839,867,349,102,243,301,226,253,440,288,392,835,1758,663,831,551,374,175,1494,1100,1423,1156,2041,56,315,121,50,1736,840,464,388,2359,183,2085,454,2288,288,1627,571,631,425,668,2110,439,1688,847
,,0.42,0.42,0.41,0.46,0.49,0.44,0.4,0.36,0.37,0.48,0.42,0.37,0.43,0.35,0.4,0.47,0.42,0.4,0.43,0.41,0.4,0.39,0.43,0.46,0.4,0.44,0.4,0.32,0.43,0.4,0.4,0.44,0.4,0.43,0.56,0.5,0.39,0.43,0.39,0.38,0.36,0.42,0.38,0.55,0.21,0.51,0.17,0.52,0.58,0.51,0.47,0.28,0.58,0.18,0.48,0.34
,,,,,defi,cdefhi,defi,,,,cdefhi,efi,,b,,,bcfhi,,,b,,,,a,bdefg,e,beg,e,,be,e,,a,,,abde,a,,bcd,,,,,,b,,b,,de,acde,e,e,,b,,b,
,"Columns Tested: a,b - a,b,c,d,e,f,g,h,i - a,b,c,d,e,f,g,h,i - a,b - a,b,c,d,e,f,g - a,b - a,b,c,d,e - a,b,c,d - a,b - a,b - a,b - a,b,c,d,e - a,b - a,b",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Prepared by Savanta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
