Unnamed: 0,<< Contents,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48
,National Lottery Community Fund - CRI - Wave 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Table 108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Q18N.2. Debt advice and support (e.g. Citizens Advice): What impact, if any, do you think the rising cost of living will have on demand for the following community-based support services in your local community?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,BASE: All respondents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Gender,,Age,,,,,,,,,IMD ranking,,Social grade,,,,,,,Education,,Ethnicity,,,,,Disability,,,,Sexuality,,Feels like part of their community,,Important to feel part of their community,,Intention to volunteer in 2023,,,,,Strength of local community spirit,,Worried about the impact of climate change on local community,
,,Total,Male,Female,16-24,25-34,35-44,45-54,55-64,65+,18-34,35-54,55+,Deciles 1-3,Deciles 4-10,AB,C1,C2,D,E,ABC1,C2DE,Non-graduates,Graduates,White,Mixed,Asian,Black,Other,No,NET: Yes,Mental health condition,Physical condition,Heterosexual/straight,Lesbian/gay/bisexual,Yes,No,Important,Not important,NET: Yes,"Yes, and I already do","Yes, and I have done previously","Yes, for the first time",No,Strong,Not strong,Worried,Not worried
,Significance Level: 95%,,a,b,a,b,c,d,e,f,g,h,i,a,b,a,b,c,d,e,f,g,a,b,a,b,c,d,e,a,b,c,d,a,b,a,b,a,b,a,b,c,d,e,a,b,a,b
,Unweighted Total,8976,4015,4913,933,1712,1863,1359,1747,1362,2645,3222,3109,3004,5972,2822,2887,1590,1020,657,5709,3267,4583,4333,7653,268,480,491,50,5832,3039,1799,1444,8064,745,5632,3041,6650,2219,4644,1463,1895,1286,3177,5455,3218,5114,3545
,Total,8976,4315,4613,1174,1488,1427,1447,1399,2041,2662,2874,3440,3098,5878,2005,2962,1812,1367,830,4968,4008,5127,3774,7598,168,713,304,160,5726,3137,1774,1545,8083,710,5517,3117,6466,2379,4459,1404,1782,1273,3373,5280,3367,4995,3624
,Significantly increase demand,3553,1425,2103,387,661,576,640,588,702,1048,1216,1290,1279,2274,756,1234,672,517,375,1990,1564,1922,1604,3086,74,218,109,57,2099,1408,875,705,3148,323,2109,1313,2552,943,1781,566,705,511,1280,2022,1415,2112,1305
,,0.4,0.33,0.46,0.33,0.44,0.4,0.44,0.42,0.34,0.39,0.42,0.37,0.41,0.39,0.38,0.42,0.37,0.38,0.45,0.4,0.39,0.37,0.42,0.41,0.44,0.31,0.36,0.36,0.37,0.45,0.49,0.46,0.39,0.46,0.38,0.42,0.39,0.4,0.4,0.4,0.4,0.4,0.38,0.38,0.42,0.42,0.36
,,,,a,,acfgi,afi,acfgi,afi,,af,afgi,af,b,,,acdg,,,acdfg,ac,,,a,cd,cd,,,,,a,abd,a,,a,,a,,,,,,,,,a,b,
,Slightly increase demand,2804,1482,1310,371,440,434,433,429,696,811,867,1126,900,1903,645,933,621,410,195,1578,1226,1564,1223,2385,49,235,95,30,1894,881,451,438,2574,192,1816,896,2076,709,1428,442,567,418,1019,1750,979,1562,1159
,,0.31,0.34,0.28,0.32,0.3,0.3,0.3,0.31,0.34,0.3,0.3,0.33,0.29,0.32,0.32,0.31,0.34,0.3,0.24,0.32,0.31,0.31,0.32,0.31,0.29,0.33,0.31,0.19,0.33,0.28,0.25,0.28,0.32,0.27,0.33,0.29,0.32,0.3,0.32,0.32,0.32,0.33,0.3,0.33,0.29,0.31,0.32
,,,b,,,,,,,bcdegh,,,bh,,a,e,e,deg,e,,e,e,,,,,e,,,bcd,c,,,b,,b,,b,,,,,,,b,,,
,Stay about the same,1592,896,692,250,243,243,230,235,392,493,473,626,540,1052,379,499,318,264,132,878,714,993,582,1318,26,153,54,39,1062,508,269,244,1431,125,1055,494,1189,385,824,257,362,205,612,988,551,803,744
