Unnamed: 0,<< Contents,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57
,National Lottery Community Fund - CRI - Wave 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Table 121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Q19_W3.6. Go without heating: Which of the following, if any, have you done or do you plan to do as a result of the rising cost of living?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,BASE: All respondents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Gender,,Age,,,,,,,,,English region,,,,,,,,,IMD ranking,,Social grade,,,,,,,Education,,Ethnicity,,,,,Disability,,,,Sexuality,,Feels like part of their community,,Important to feel part of their community,,Intention to volunteer in 2023,,,,,Strength of local community spirit,,Worried about the impact of climate change on local community,
,,Total,Male,Female,16-24,25-34,35-44,45-54,55-64,65+,18-34,35-54,55+,North-West,North-East,Yorkshire & Humberside,West Midlands,East Midlands,South-West,South-East,Eastern,London,Deciles 1-3,Deciles 4-10,AB,C1,C2,D,E,ABC1,C2DE,Non-graduates,Graduates,White,Mixed,Asian,Black,Other,No,NET: Yes,Mental health condition,Physical condition,Heterosexual/straight,Lesbian/gay/bisexual,Yes,No,Important,Not important,NET: Yes,"Yes, and I already do","Yes, and I have done previously","Yes, for the first time",No,Strong,Not strong,Worried,Not worried
,Significance Level: 95%,,a,b,a,b,c,d,e,f,g,h,i,a,b,c,d,e,f,g,h,i,a,b,a,b,c,d,e,f,g,a,b,a,b,c,d,e,a,b,c,d,a,b,a,b,a,b,a,b,c,d,e,a,b,a,b
,Unweighted Total,6241,2812,3396,663,1162,1266,943,1226,981,1825,2209,2207,802,296,623,647,519,675,1019,691,969,2105,4136,1996,2009,1138,681,417,4005,2236,3258,2940,5064,240,446,421,42,4108,2058,1189,992,5627,489,3850,2171,4567,1590,3235,1022,1294,919,2217,3719,2304,3568,2432
,Total,6241,3007,3201,823,1041,1004,1006,961,1406,1864,2010,2367,817,294,612,647,542,640,1027,697,967,2156,4085,1426,2086,1242,933,553,3513,2728,3579,2609,5152,131,557,243,130,4004,2157,1216,1066,5623,486,3806,2198,4476,1669,3109,980,1229,899,2346,3636,2376,3487,2495
,I am currently doing this,1610,629,968,200,300,274,312,248,276,500,586,524,226,97,156,160,161,167,262,163,218,624,986,281,519,329,276,204,801,809,972,625,1378,30,114,54,28,873,715,458,366,1408,154,866,689,1125,458,762,224,308,229,630,864,685,995,543
,,0.26,0.21,0.3,0.24,0.29,0.27,0.31,0.26,0.2,0.27,0.29,0.22,0.28,0.33,0.26,0.25,0.3,0.26,0.25,0.23,0.23,0.29,0.24,0.2,0.25,0.26,0.3,0.37,0.23,0.3,0.27,0.24,0.27,0.23,0.2,0.22,0.22,0.22,0.33,0.38,0.34,0.25,0.32,0.23,0.31,0.25,0.27,0.25,0.23,0.25,0.25,0.27,0.24,0.29,0.29,0.22
,,,,a,f,afi,fi,aefgi,fi,,fi,aefi,,i,cdfghi,,,hi,,,,,b,,,a,af,abf,abcdfg,a,abf,b,,cd,,,,,,a,ab,a,,a,,a,,,,,,,ab,,a,b,
,I have done this previously but don't anticipate doing it in the future,752,357,390,167,190,122,123,69,81,356,246,150,99,34,58,93,70,76,113,62,147,329,424,137,259,149,132,76,396,357,397,340,564,26,90,41,29,420,319,213,133,649,85,511,214,590,158,475,163,181,131,192,505,230,468,263
,,0.12,0.12,0.12,0.2,0.18,0.12,0.12,0.07,0.06,0.19,0.12,0.06,0.12,0.11,0.1,0.14,0.13,0.12,0.11,0.09,0.15,0.15,0.1,0.1,0.12,0.12,0.14,0.14,0.11,0.13,0.11,0.13,0.11,0.2,0.16,0.17,0.23,0.1,0.15,0.18,0.12,0.12,0.18,0.13,0.1,0.13,0.09,0.15,0.17,0.15,0.15,0.08,0.14,0.1,0.13,0.11
,,,,,cdefhi,cdefhi,efi,efi,,,cdefhi,efi,,h,,,cgh,h,,,,cgh,b,,,a,a,af,a,a,af,,a,,a,a,a,a,,a,abd,,,a,b,,b,,e,e,e,e,,b,,b,
,I've not done this yet but will in the next month,525,288,237,110,106,103,84,54,69,216,187,123,67,14,50,63,42,38,94,47,110,206,320,108,173,124,79,42,281,245,288,226,394,19,70,24,16,327,190,107,78,481,34,355,156,412,109,333,103,138,92,148,371,140,336,177
,,0.08,0.1,0.07,0.13,0.1,0.1,0.08,0.06,0.05,0.12,0.09,0.05,0.08,0.05,0.08,0.1,0.08,0.06,0.09,0.07,0.11,0.1,0.08,0.08,0.08,0.1,0.08,0.08,0.08,0.09,0.08,0.09,0.08,0.15,0.13,0.1,0.13,0.08,0.09,0.09,0.07,0.09,0.07,0.09,0.07,0.09,0.07,0.11,0.1,0.11,0.1,0.06,0.1,0.06,0.1,0.07
,,,b,,bcdefhi,efi,efi,efi,,,defhi,efi,,,,,bfh,,,bf,,abcefh,b,,,,af,,,,,,,,a,a,,,,,,,,,b,,b,,e,e,e,e,,b,,b,
