Unnamed: 0,<< Contents,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57
,National Lottery Community Fund - CRI - Wave 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Table 33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Q7_W3.5. Young people having places to go and things to do: Thinking about what would benefit your local community, which of the following areas related to the physical environment do you think are most important?By 'local community' we mean the local area where you live.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,BASE: All respondents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Gender,,Age,,,,,,,,,English region,,,,,,,,,IMD ranking,,Social grade,,,,,,,Education,,Ethnicity,,,,,Disability,,,,Sexuality,,Feels like part of their community,,Important to feel part of their community,,Intention to volunteer in 2023,,,,,Strength of local community spirit,,Worried about the impact of climate change on local community,
,,Total,Male,Female,16-24,25-34,35-44,45-54,55-64,65+,18-34,35-54,55+,North-West,North-East,Yorkshire & Humberside,West Midlands,East Midlands,South-West,South-East,Eastern,London,Deciles 1-3,Deciles 4-10,AB,C1,C2,D,E,ABC1,C2DE,Non-graduates,Graduates,White,Mixed,Asian,Black,Other,No,NET: Yes,Mental health condition,Physical condition,Heterosexual/straight,Lesbian/gay/bisexual,Yes,No,Important,Not important,NET: Yes,"Yes, and I already do","Yes, and I have done previously","Yes, for the first time",No,Strong,Not strong,Worried,Not worried
,Significance Level: 95%,,a,b,a,b,c,d,e,f,g,h,i,a,b,c,d,e,f,g,h,i,a,b,a,b,c,d,e,f,g,a,b,a,b,c,d,e,a,b,c,d,a,b,a,b,a,b,a,b,c,d,e,a,b,a,b
,Unweighted Total,6241,2812,3396,663,1162,1266,943,1226,981,1825,2209,2207,802,296,623,647,519,675,1019,691,969,2105,4136,1996,2009,1138,681,417,4005,2236,3258,2940,5064,240,446,421,42,4108,2058,1189,992,5627,489,3850,2171,4567,1590,3235,1022,1294,919,2217,3719,2304,3568,2432
,Total,6241,3007,3201,823,1041,1004,1006,961,1406,1864,2010,2367,817,294,612,647,542,640,1027,697,967,2156,4085,1426,2086,1242,933,553,3513,2728,3579,2609,5152,131,557,243,130,4004,2157,1216,1066,5623,486,3806,2198,4476,1669,3109,980,1229,899,2346,3636,2376,3487,2495
,1,893,380,508,143,148,151,164,123,165,291,314,287,106,47,87,112,79,91,160,92,118,332,561,188,298,178,159,70,487,406,519,364,743,20,69,32,26,534,354,200,178,792,85,533,329,636,246,454,137,187,130,332,515,358,514,352
,,0.14,0.13,0.16,0.17,0.14,0.15,0.16,0.13,0.12,0.16,0.16,0.12,0.13,0.16,0.14,0.17,0.15,0.14,0.16,0.13,0.12,0.15,0.14,0.13,0.14,0.14,0.17,0.13,0.14,0.15,0.15,0.14,0.14,0.15,0.12,0.13,0.2,0.13,0.16,0.16,0.17,0.14,0.18,0.14,0.15,0.14,0.15,0.15,0.14,0.15,0.14,0.14,0.14,0.15,0.15,0.14
,,,,a,efi,,fi,efi,,,efi,efi,,,,,ahi,,,i,,,,,,,,af,,,,,,,,,,,,a,a,a,,a,,,,,,,,,,,,,
,2,1019,401,615,113,169,170,180,150,237,281,350,387,142,61,105,101,89,120,168,121,112,377,642,209,347,224,148,90,556,463,618,397,886,22,55,43,9,642,367,213,182,926,76,588,391,707,300,474,145,201,128,394,571,414,581,386
,,0.16,0.13,0.19,0.14,0.16,0.17,0.18,0.16,0.17,0.15,0.17,0.16,0.17,0.21,0.17,0.16,0.16,0.19,0.16,0.17,0.12,0.17,0.16,0.15,0.17,0.18,0.16,0.16,0.16,0.17,0.17,0.15,0.17,0.17,0.1,0.18,0.07,0.16,0.17,0.17,0.17,0.16,0.16,0.15,0.18,0.16,0.18,0.15,0.15,0.16,0.14,0.17,0.16,0.17,0.17,0.15
,,,,a,,,,a,,,,ag,,i,i,i,i,i,i,i,i,,,,,,a,,,,a,b,,c,c,,c,,,,,,,,,a,,a,,,,,,,,,
,3,774,331,438,106,149,126,125,103,165,255,251,268,111,27,62,76,68,91,118,106,115,244,530,183,253,162,125,51,436,339,436,330,637,16,71,33,16,496,265,151,123,709,52,471,278,571,196,383,108,151,125,287,446,305,455,296
,,0.12,0.11,0.14,0.13,0.14,0.13,0.12,0.11,0.12,0.14,0.12,0.11,0.14,0.09,0.1,0.12,0.13,0.14,0.11,0.15,0.12,0.11,0.13,0.13,0.12,0.13,0.13,0.09,0.12,0.12,0.12,0.13,0.12,0.12,0.13,0.14,0.12,0.12,0.12,0.12,0.12,0.13,0.11,0.12,0.13,0.13,0.12,0.12,0.11,0.12,0.14,0.12,0.12,0.13,0.13,0.12
,,,,a,,ei,,,,,ei,,,bc,,,,,bc,,bcg,,,,e,,e,e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4,576,260,314,71,86,87,95,103,134,157,182,237,72,19,61,47,57,41,106,71,101,188,388,126,190,125,78,57,316,260,329,247,493,8,52,21,0,366,203,121,114,530,38,335,217,401,165,267,93,99,75,226,320,218,303,250
,,0.09,0.09,0.1,0.09,0.08,0.09,0.09,0.11,0.1,0.08,0.09,0.1,0.09,0.07,0.1,0.07,0.11,0.06,0.1,0.1,0.1,0.09,0.1,0.09,0.09,0.1,0.08,0.1,0.09,0.1,0.09,0.09,0.1,0.06,0.09,0.09,0,0.09,0.09,0.1,0.11,0.09,0.08,0.09,0.1,0.09,0.1,0.09,0.09,0.08,0.08,0.1,0.09,0.09,0.09,0.1
,,,,,,,,,bg,,,,,,,f,,df,,bdf,f,bdf,,,,,,,,,,,,e,,e,e,,,,,,,,,,,,,,,,,,,,
,5,513,270,242,68,83,69,75,84,134,150,145,218,59,25,56,53,43,53,79,60,85,145,368,129,176,96,65,47,305,208,291,218,419,6,49,11,25,339,165,90,85,461,43,306,188,364,140,232,77,82,73,203,304,194,262,228
,,0.08,0.09,0.08,0.08,0.08,0.07,0.07,0.09,0.1,0.08,0.07,0.09,0.07,0.09,0.09,0.08,0.08,0.08,0.08,0.09,0.09,0.07,0.09,0.09,0.08,0.08,0.07,0.08,0.09,0.08,0.08,0.08,0.08,0.05,0.09,0.05,0.19,0.08,0.08,0.07,0.08,0.08,0.09,0.08,0.09,0.08,0.08,0.07,0.08,0.07,0.08,0.09,0.08,0.08,0.08,0.09
,,,b,,,,,,,ch,,,ch,,,,,,,,,,,a,,,,,,,,,,d,,d,,abcd,,,,,,,,,,,,,,,c,,,,a
