Unnamed: 0,<< Contents,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36
,P024065 BBC 100 Women10th Anniversary Survey 2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Table 6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Q6_1. Discuss pregnancy termination with friends: Compared with 10 years ago (i.e. 2012), is it generally easier or more difficult for women in your country to do each of the following?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,BASE: All respondents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Total,Brazil,China,Egypt,India,Indonesia,Kenya,Mexico,Nigeria,Pakistan,Russia,Saudi Arabia,Turkey,UK,Ukraine,USA,18-24,25-34,35-44,45-54,55-64,65+,18-34,35-54,55+,Working (full time or part time),Not working,In education,Retired,"Other (incl. house wife, full time carer)",Single,NET: In a relationship,Living as a couple/Co-habiting,Married / civil partnership,Separated/divorced/widowed
,Significance Level: 95%,,a,b,c,d,e,f,g,h,i,j,k,l,m,n,o,a,b,c,d,e,f,g,h,i,a,b,c,d,e,a,b,c,d,e
,Unweighted Total,15723,1008,1025,1067,1107,1061,1022,1109,1018,1006,1010,1012,1160,1067,1009,1042,2783,3933,3188,2452,1800,1567,6716,5640,3367,9808,1729,1142,1391,1653,4049,9699,2237,7462,1792
,Total,15723,1008,1025,1067,1107,1061,1022,1109,1018,1006,1010,1012,1160,1067,1009,1042,2585,3428,3037,2724,2084,1865,6014,5761,3949,9703,1725,1078,1586,1631,3857,9765,2304,7461,1931
,Much easier,3673,209,322,360,368,91,235,398,251,156,131,234,361,222,135,198,647,863,721,626,428,388,1510,1347,816,2526,316,243,280,308,918,2382,555,1827,353
,,0.23,0.21,0.31,0.34,0.33,0.09,0.23,0.36,0.25,0.15,0.13,0.23,0.31,0.21,0.13,0.19,0.25,0.25,0.24,0.23,0.21,0.21,0.25,0.23,0.21,0.26,0.18,0.23,0.18,0.19,0.24,0.24,0.24,0.24,0.18
,,,eijn,aefhijkmno,aefhijkmno,aefhijkmno,,eijno,abefhijklmno,aeijmno,e,e,eijno,aefhijkmno,eijn,e,eijn,efi,defhi,efi,i,,,defhi,efi,,bcde,,bde,,,e,e,e,e,
,Slightly easier,4343,322,405,272,349,227,315,359,305,265,214,242,362,329,189,189,703,977,822,769,530,543,1681,1590,1072,2862,403,290,429,359,1027,2812,641,2170,466
,,0.28,0.32,0.39,0.25,0.32,0.21,0.31,0.32,0.3,0.26,0.21,0.24,0.31,0.31,0.19,0.18,0.27,0.29,0.27,0.28,0.25,0.29,0.28,0.28,0.27,0.29,0.23,0.27,0.27,0.22,0.27,0.29,0.28,0.29,0.24
,,,ceijkno,acdefghijklmno,ejno,ceijkno,,ceijkno,ceijkno,cejkno,ejno,,no,ceijkno,ceijkno,,,,e,,e,,e,e,,,be,,be,be,,e,ae,e,ae,
,About the same,3791,216,211,231,191,263,152,212,169,125,402,271,235,343,454,318,448,693,756,741,609,544,1141,1498,1153,2271,450,175,496,400,783,2408,545,1863,565
,,0.24,0.21,0.21,0.22,0.17,0.25,0.15,0.19,0.17,0.12,0.4,0.27,0.2,0.32,0.45,0.3,0.17,0.2,0.25,0.27,0.29,0.29,0.19,0.26,0.29,0.23,0.26,0.16,0.31,0.25,0.2,0.25,0.24,0.25,0.29
,,,dfhi,dfhi,dfhi,i,bdfghil,,fi,i,,abcdefghiklmo,abcdfghil,fhi,abcdefghikl,abcdefghijklmo,abcdefghil,,a,abg,abcg,abcgh,abcgh,,abg,abcgh,c,ac,,abce,c,,a,a,a,abcd
,Slightly more difficult,1521,114,28,71,97,193,169,61,150,157,70,87,103,47,38,135,319,369,284,210,196,143,688,494,339,871,208,140,122,180,421,881,229,652,195
,,0.1,0.11,0.03,0.07,0.09,0.18,0.17,0.05,0.15,0.16,0.07,0.09,0.09,0.04,0.04,0.13,0.12,0.11,0.09,0.08,0.09,0.08,0.11,0.09,0.09,0.09,0.12,0.13,0.08,0.11,0.11,0.09,0.1,0.09,0.1
,,,bcdgjkmn,,bmn,bgmn,abcdghjklmno,abcdgjklmno,b,abcdgjklmn,abcdgjklmn,bmn,bgmn,bgmn,b,,bcdgjklmn,bcdefhi,cdfhi,d,,d,,cdefhi,,,,ad,ad,,ad,bd,,,,
,Much more difficult,1196,84,28,55,69,165,133,53,107,182,40,50,69,20,18,124,251,317,232,188,116,92,567,420,209,675,153,114,81,173,356,675,179,496,143
,,0.08,0.08,0.03,0.05,0.06,0.16,0.13,0.05,0.1,0.18,0.04,0.05,0.06,0.02,0.02,0.12,0.1,0.09,0.08,0.07,0.06,0.05,0.09,0.07,0.05,0.07,0.09,0.11,0.05,0.11,0.09,0.07,0.08,0.07,0.07
,,,bcgjklmn,,bmn,bjmn,abcdghjklmno,abcdgjklmn,bmn,bcdgjklmn,abcdfghjklmno,mn,bmn,bjmn,,,abcdgjklmn,cdefhi,cdefhi,efi,fi,,,cdefhi,efi,,d,ad,ad,,ad,bcde,,,,
,Don't know,1199,63,31,78,32,123,19,26,36,121,152,128,30,106,175,79,218,209,222,190,205,155,427,412,360,497,197,116,179,210,351,608,155,452,210
,,0.08,0.06,0.03,0.07,0.03,0.12,0.02,0.02,0.03,0.12,0.15,0.13,0.03,0.1,0.17,0.08,0.08,0.06,0.07,0.07,0.1,0.08,0.07,0.07,0.09,0.05,0.11,0.11,0.11,0.13,0.09,0.06,0.07,0.06,0.11
,,,bdfghl,,bdfghl,,abcdfghlo,,,f,abcdfghlo,abcdefghilmo,abcdfghlmo,,abcdfghl,abcdefghiklmo,bdfghl,bgh,,b,,bcdgh,b,b,b,bcdgh,,a,a,a,a,bcd,,,,abcd
,NET: Easier,8016,532,727,632,718,318,550,757,556,421,345,476,723,552,324,387,1350,1841,1543,1395,957,931,3191,2937,1888,5389,718,533,709,667,1945,5194,1196,3997,819
,,0.51,0.53,0.71,0.59,0.65,0.3,0.54,0.68,0.55,0.42,0.34,0.47,0.62,0.52,0.32,0.37,0.52,0.54,0.51,0.51,0.46,0.5,0.53,0.51,0.48,0.56,0.42,0.49,0.45,0.41,0.5,0.53,0.52,0.54,0.42
,,,eijkno,acdefhijklmno,aefhijkmno,acefhijkmno,,eijkno,acefhijklmno,eijkno,ejno,e,eijno,aefhijkmno,eijkno,,en,ei,cefhi,ei,ei,,e,cefhi,ei,,bcde,,bde,e,,e,ae,e,ae,
,NET: More difficult,2717,198,56,126,166,357,302,114,257,339,110,138,172,67,56,259,569,686,516,398,312,235,1255,914,548,1546,361,254,202,353,778,1556,407,1149,337
,,0.17,0.2,0.05,0.12,0.15,0.34,0.3,0.1,0.25,0.34,0.11,0.14,0.15,0.06,0.06,0.25,0.22,0.2,0.17,0.15,0.15,0.13,0.21,0.16,0.14,0.16,0.21,0.24,0.13,0.22,0.2,0.16,0.18,0.15,0.17
,,,bcdgjklmn,,bmn,bcgjmn,abcdfghjklmno,abcdghjklmno,bmn,abcdgjklmn,abcdfghjklmno,bmn,bgmn,bcgjmn,,,abcdgjklmn,bcdefhi,cdefhi,dfi,,f,,cdefhi,fi,,d,ad,ad,,ad,bcde,,bd,,d
,"Columns Tested: a,b,c,d,e,f,g,h,i,j,k,l,m,n,o - a,b,c,d,e,f,g,h,i - a,b,c,d,e - a,b,c,d,e",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Prepared by Savanta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
