Unnamed: 0,<< Contents,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57
,National Lottery Community Fund - CRI - Wave 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Table 65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Q9_W3.4. Health and wellbeing: How well do you think your local community is faring in each of the following areas?By 'local community' we mean the local area where you live.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,BASE: All respondents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Gender,,Age,,,,,,,,,English region,,,,,,,,,IMD ranking,,Social grade,,,,,,,Education,,Ethnicity,,,,,Disability,,,,Sexuality,,Feels like part of their community,,Important to feel part of their community,,Intention to volunteer in 2023,,,,,Strength of local community spirit,,Worried about the impact of climate change on local community,
,,Total,Male,Female,16-24,25-34,35-44,45-54,55-64,65+,18-34,35-54,55+,North-West,North-East,Yorkshire & Humberside,West Midlands,East Midlands,South-West,South-East,Eastern,London,Deciles 1-3,Deciles 4-10,AB,C1,C2,D,E,ABC1,C2DE,Non-graduates,Graduates,White,Mixed,Asian,Black,Other,No,NET: Yes,Mental health condition,Physical condition,Heterosexual/straight,Lesbian/gay/bisexual,Yes,No,Important,Not important,NET: Yes,"Yes, and I already do","Yes, and I have done previously","Yes, for the first time",No,Strong,Not strong,Worried,Not worried
,Significance Level: 95%,,a,b,a,b,c,d,e,f,g,h,i,a,b,c,d,e,f,g,h,i,a,b,a,b,c,d,e,f,g,a,b,a,b,c,d,e,a,b,c,d,a,b,a,b,a,b,a,b,c,d,e,a,b,a,b
,Unweighted Total,6241,2812,3396,663,1162,1266,943,1226,981,1825,2209,2207,802,296,623,647,519,675,1019,691,969,2105,4136,1996,2009,1138,681,417,4005,2236,3258,2940,5064,240,446,421,42,4108,2058,1189,992,5627,489,3850,2171,4567,1590,3235,1022,1294,919,2217,3719,2304,3568,2432
,Total,6241,3007,3201,823,1041,1004,1006,961,1406,1864,2010,2367,817,294,612,647,542,640,1027,697,967,2156,4085,1426,2086,1242,933,553,3513,2728,3579,2609,5152,131,557,243,130,4004,2157,1216,1066,5623,486,3806,2198,4476,1669,3109,980,1229,899,2346,3636,2376,3487,2495
,Very well,701,404,293,165,167,105,72,65,127,332,177,193,88,29,67,88,50,58,104,67,149,250,451,202,206,150,98,45,408,293,327,362,467,20,125,58,29,484,212,109,100,624,53,592,96,642,56,513,238,171,104,132,622,70,484,203
,,0.11,0.13,0.09,0.2,0.16,0.1,0.07,0.07,0.09,0.18,0.09,0.08,0.11,0.1,0.11,0.14,0.09,0.09,0.1,0.1,0.15,0.12,0.11,0.14,0.1,0.12,0.11,0.08,0.12,0.11,0.09,0.14,0.09,0.15,0.22,0.24,0.22,0.12,0.1,0.09,0.09,0.11,0.11,0.16,0.04,0.14,0.03,0.16,0.24,0.14,0.12,0.06,0.17,0.03,0.14,0.08
,,,b,,bcdefhi,cdefhi,dei,,,e,cdefhi,e,,,,,efgh,,,,,abcefgh,,,bdefg,,e,,,be,,,a,,a,ab,ab,a,bcd,,,,,,b,,b,,cde,acde,e,e,,b,,b,
,Fairly well,3266,1583,1671,386,510,528,521,507,815,896,1049,1321,413,137,342,329,283,354,577,389,442,925,2342,798,1132,663,466,207,1930,1336,1865,1382,2759,60,267,119,49,2245,992,536,459,2968,243,2255,910,2540,699,1683,517,674,491,1171,2166,1017,1817,1344
,,0.52,0.53,0.52,0.47,0.49,0.53,0.52,0.53,0.58,0.48,0.52,0.56,0.51,0.47,0.56,0.51,0.52,0.55,0.56,0.56,0.46,0.43,0.57,0.56,0.54,0.53,0.5,0.37,0.55,0.49,0.52,0.53,0.54,0.46,0.48,0.49,0.38,0.56,0.46,0.44,0.43,0.53,0.5,0.59,0.41,0.57,0.42,0.54,0.53,0.55,0.55,0.5,0.6,0.43,0.52,0.54
,,,,,,,ag,,ag,abcdegh,,ag,abdgh,i,,abi,i,i,bi,abdi,abi,,,a,deg,eg,eg,e,,deg,e,,,bce,,,,,bcd,,,,,,b,,b,,e,,e,e,,b,,,
,Not very well,1500,683,807,200,254,259,257,235,294,454,516,530,200,84,124,157,155,150,231,168,233,640,860,302,499,287,234,177,802,698,884,604,1264,30,116,45,40,864,607,345,322,1344,128,680,769,917,556,679,155,295,229,628,604,852,821,627
,,0.24,0.23,0.25,0.24,0.24,0.26,0.26,0.24,0.21,0.24,0.26,0.22,0.24,0.28,0.2,0.24,0.29,0.23,0.22,0.24,0.24,0.3,0.21,0.21,0.24,0.23,0.25,0.32,0.23,0.26,0.25,0.23,0.25,0.23,0.21,0.19,0.31,0.22,0.28,0.28,0.3,0.24,0.26,0.18,0.35,0.2,0.33,0.22,0.16,0.24,0.25,0.27,0.17,0.36,0.24,0.25
,,,,a,,,fi,f,f,,f,fi,,,cg,,,cfg,,,,,b,,,a,,a,abcdfg,,af,,,d,,,,,,a,a,a,,,,a,,a,b,,b,ab,ab,,a,,
