Unnamed: 0,<< Contents,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39
,P035983 NSPCC Parents Nat Rep,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Table 45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Q5b. Summary Table (NET: Unequipped): To what extent do you feel equipped, if at all, to help your child/chilren aged 6 - 11, navigate the following?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,BASE: All those with children aged 6 - 11 who are concerned about each statement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Age of child,,,Gender of child,,Age of parent,,,Gender of parent,,Regions,,,,,,,,,,,,SEG,,Ethnicity of parent,,,,,,Parental / Guardianship status,,,,Perspective on challenges relating to gender,,
,,Total,0-5,6-11,12-18,Male,Female,18-34,35-64,65+,Male,Female,Northern Ireland,Scotland,North-West,North-East,Yorkshire & The Humber,Wales,West Midlands,East Midlands,South-West,South-East,East of England,London,ABC1,C2DE,White,Mixed/multiple,Asian or Asian British,Black or Black British,Another ethnicity,NET: Ethnic minority,Mother,Father,Parents,Gaurdian,Growing up as a boy is more challenging,Growing up as a girl is more challenging,Equally difficult
,Significance Level: 95%,,a,b,c,a,b,a,b,*c,a,b,*a,b,c,d,e,f,g,h,i,j,k,l,a,b,a,b,c,d,*e,f,a,b,c,*d,a,b,c
,Unweighted Total,887,310,887,354,680,643,228,657,2,412,474,28,64,85,36,74,34,92,61,65,106,87,155,516,371,745,35,44,58,5,142,468,404,872,15,110,242,521
,Total,888,309,888,357,682,645,225,661,2,439,449,32,64,87,36,71,33,90,66,62,103,88,158,515,373,747,34,44,58,5,142,443,430,873,15,113,243,519
,Friendships groups,69,28,69,24,52,52,18,51,0,30,39,2,6,3,1,7,6,12,4,3,11,7,7,47,22,59,5,3,3,0,11,38,30,68,2,6,19,44
,,0.15,0.17,0.15,0.13,0.15,0.15,0.14,0.15,0,0.14,0.15,0.15,0.19,0.07,0.04,0.15,0.27,0.27,0.13,0.08,0.22,0.17,0.1,0.17,0.12,0.15,0.26,0.12,0.14,0,0.17,0.15,0.14,0.15,0.21,0.12,0.14,0.16
,,,,,,,,,,,,,,,,,,,cil,,,c,,,,,,,,,,,,,,,,,
,Emotional wellbeing and/or mental health issues,69,30,69,28,56,53,26,43,0,27,42,0,4,6,2,7,3,8,5,6,8,9,11,41,28,61,4,3,0,1,8,41,27,68,1,7,18,44
,,0.13,0.16,0.13,0.14,0.14,0.14,0.18,0.11,0,0.11,0.15,0,0.1,0.1,0.09,0.15,0.11,0.17,0.13,0.14,0.12,0.19,0.14,0.13,0.13,0.13,0.21,0.1,0,0.3,0.1,0.15,0.11,0.13,0.12,0.13,0.12,0.14
,,,,,,,,b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Diet or eating habits,48,26,48,14,36,34,19,28,0,23,24,1,4,6,1,5,1,5,2,4,7,4,8,20,27,41,3,1,2,1,7,24,23,47,1,5,8,33
,,0.12,0.18,0.12,0.09,0.12,0.12,0.18,0.1,0,0.11,0.12,0.1,0.14,0.13,0.07,0.13,0.06,0.14,0.08,0.14,0.16,0.11,0.11,0.09,0.16,0.12,0.19,0.05,0.08,1,0.11,0.12,0.12,0.12,0.16,0.1,0.07,0.14
,,,c,,,,,b,,,,,,,,,,,,,,,,,,a,,,,,,,,,,,,,
,Learning development,50,19,50,21,36,35,10,40,0,23,26,0,7,1,1,8,2,8,4,2,6,5,5,25,24,41,6,2,1,0,9,27,21,49,1,6,12,30
,,0.13,0.14,0.13,0.14,0.12,0.13,0.09,0.15,0,0.12,0.15,0,0.27,0.02,0.07,0.25,0.12,0.23,0.16,0.07,0.12,0.16,0.08,0.12,0.14,0.13,0.38,0.1,0.04,0,0.15,0.15,0.11,0.13,0.18,0.14,0.12,0.13
