Unnamed: 0,<< Contents,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57
,,0.06,0.07,0.06,0.07,0.07,0.06,0.07,0.07,0.05,0.07,0.06,0.06,0.07,0.07,0.06,0.05,0.08,0.05,0.07,0.06,0.06,0.07,0.06,0.06,0.07,0.06,0.06,0.04,0.07,0.06,0.06,0.07,0.06,0.07,0.07,0.11,0.07,0.07,0.06,0.06,0.06,0.07,0.05,0.06,0.06,0.06,0.06,0.07,0.05,0.08,0.07,0.06,0.06,0.07,0.07,0.06
,,,,,,,,,,,,,,,,,,f,,,,,,,,e,,,,e,,,,,,,a,,,,,,,,,,,,e,,be,,,,,,
,2,509,252,254,58,93,88,96,82,93,151,183,175,67,25,51,52,50,57,74,58,76,180,329,111,155,112,92,38,267,243,304,206,421,10,46,24,6,310,188,96,93,466,36,300,197,357,147,242,68,105,69,192,302,190,281,217
,,0.08,0.08,0.08,0.07,0.09,0.09,0.1,0.09,0.07,0.08,0.09,0.07,0.08,0.08,0.08,0.08,0.09,0.09,0.07,0.08,0.08,0.08,0.08,0.08,0.07,0.09,0.1,0.07,0.08,0.09,0.08,0.08,0.08,0.08,0.08,0.1,0.05,0.08,0.09,0.08,0.09,0.08,0.07,0.08,0.09,0.08,0.09,0.08,0.07,0.09,0.08,0.08,0.08,0.08,0.08,0.09
,,,,,,f,,fi,,,,fi,,,,,,,,,,,,,,,,bf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,444,215,228,51,82,69,82,69,90,133,151,160,56,24,48,49,36,44,63,46,79,176,268,103,150,93,64,33,253,190,247,193,356,11,36,23,15,294,143,79,78,401,37,265,173,318,119,207,61,86,60,166,268,164,238,193
,,0.07,0.07,0.07,0.06,0.08,0.07,0.08,0.07,0.06,0.07,0.08,0.07,0.07,0.08,0.08,0.08,0.07,0.07,0.06,0.07,0.08,0.08,0.07,0.07,0.07,0.08,0.07,0.06,0.07,0.07,0.07,0.07,0.07,0.08,0.06,0.09,0.12,0.07,0.07,0.07,0.07,0.07,0.08,0.07,0.08,0.07,0.07,0.07,0.06,0.07,0.07,0.07,0.07,0.07,0.07,0.08
,,,,,,,,,,,,,,,,,,,,,,,b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4,340,161,176,38,52,59,53,55,84,89,112,139,43,24,30,32,28,41,52,38,52,131,208,76,115,60,47,41,192,148,197,141,283,7,25,17,6,222,112,57,57,302,28,208,125,258,79,177,48,70,60,117,208,124,199,125
,,0.05,0.05,0.06,0.05,0.05,0.06,0.05,0.06,0.06,0.05,0.06,0.06,0.05,0.08,0.05,0.05,0.05,0.06,0.05,0.05,0.05,0.06,0.05,0.05,0.06,0.05,0.05,0.07,0.05,0.05,0.06,0.05,0.05,0.06,0.05,0.07,0.05,0.06,0.05,0.05,0.05,0.05,0.06,0.05,0.06,0.06,0.05,0.06,0.05,0.06,0.07,0.05,0.06,0.05,0.06,0.05
,,,,,,,,,,,,,,,cdg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5,297,125,168,31,46,42,47,59,71,78,89,130,46,17,31,33,19,31,47,33,39,94,203,59,107,72,41,18,165,131,160,135,260,6,16,10,3,195,100,56,57,264,30,173,115,205,87,135,48,50,37,116,166,121,160,117
,,0.05,0.04,0.05,0.04,0.04,0.04,0.05,0.06,0.05,0.04,0.04,0.05,0.06,0.06,0.05,0.05,0.03,0.05,0.05,0.05,0.04,0.04,0.05,0.04,0.05,0.06,0.04,0.03,0.05,0.05,0.04,0.05,0.05,0.05,0.03,0.04,0.02,0.05,0.05,0.05,0.05,0.05,0.06,0.05,0.05,0.05,0.05,0.04,0.05,0.04,0.04,0.05,0.05,0.05,0.05,0.05
,,,,a,,,,,acgh,,,,,,,,,,,,,,,,,,ae,,,,,,,c,,,,,,,,,,,,,,,,,,,,,,,
,6,224,88,135,30,42,30,30,49,43,72,60,92,27,5,21,23,22,27,42,22,35,66,158,49,97,41,19,20,145,79,117,105,174,5,29,5,10,132,90,48,49,198,22,139,81,159,63,116,40,44,32,78,134,85,141,75
,,0.04,0.03,0.04,0.04,0.04,0.03,0.03,0.05,0.03,0.04,0.03,0.04,0.03,0.02,0.03,0.04,0.04,0.04,0.04,0.03,0.04,0.03,0.04,0.03,0.05,0.03,0.02,0.04,0.04,0.03,0.03,0.04,0.03,0.04,0.05,0.02,0.08,0.03,0.04,0.04,0.05,0.04,0.05,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.03,0.04,0.04,0.04,0.03
,,,,a,,,,,cdfh,,,,,,,,,,,,,,,,,dg,,,,dg,,,,,,ad,,d,,,,a,,,,,,,,,,,,,,b,
,7,169,75,94,18,29,27,19,21,56,47,46,76,25,8,19,14,13,7,31,22,30,66,103,47,50,35,14,22,97,72,92,76,144,3,9,6,6,100,67,45,26,158,7,109,54,126,43,76,28,30,19,63,98,65,99,66
,,0.03,0.02,0.03,0.02,0.03,0.03,0.02,0.02,0.04,0.03,0.02,0.03,0.03,0.03,0.03,0.02,0.02,0.01,0.03,0.03,0.03,0.03,0.03,0.03,0.02,0.03,0.02,0.04,0.03,0.03,0.03,0.03,0.03,0.03,0.02,0.02,0.05,0.03,0.03,0.04,0.02,0.03,0.01,0.03,0.02,0.03,0.03,0.02,0.03,0.02,0.02,0.03,0.03,0.03,0.03,0.03
,,,,,,,,,,adegh,,,d,f,,f,,,,f,f,f,,,d,,,,d,,,,,,,,,,,,a,,,,,,,,,,,,,,,,
,8,163,83,79,16,19,19,25,28,56,35,44,84,27,11,19,14,10,13,30,18,21,43,120,41,62,23,27,11,103,61,104,59,148,1,10,4,0,109,53,33,26,142,16,109,49,131,27,77,28,27,22,64,105,56,98,60
,,0.03,0.03,0.02,0.02,0.02,0.02,0.02,0.03,0.04,0.02,0.02,0.04,0.03,0.04,0.03,0.02,0.02,0.02,0.03,0.03,0.02,0.02,0.03,0.03,0.03,0.02,0.03,0.02,0.03,0.02,0.03,0.02,0.03,0.01,0.02,0.02,0,0.03,0.02,0.03,0.02,0.03,0.03,0.03,0.02,0.03,0.02,0.02,0.03,0.02,0.02,0.03,0.03,0.02,0.03,0.02
,,,,,,,,,g,abcgh,,,abcgh,,,,,,,,,,,a,,,,,,c,,,,,,,,,,,,,,,,,b,,,,,,,,,,
,9,150,69,81,16,13,19,24,32,47,29,43,79,20,8,21,13,9,20,25,16,18,47,103,38,48,36,14,14,86,64,91,59,132,1,11,3,3,88,63,28,40,137,13,88,57,106,43,57,28,13,16,64,80,61,86,61
,,0.02,0.02,0.03,0.02,0.01,0.02,0.02,0.03,0.03,0.02,0.02,0.03,0.02,0.03,0.03,0.02,0.02,0.03,0.02,0.02,0.02,0.02,0.03,0.03,0.02,0.03,0.01,0.03,0.02,0.02,0.03,0.02,0.03,0.01,0.02,0.01,0.02,0.02,0.03,0.02,0.04,0.02,0.03,0.02,0.03,0.02,0.03,0.02,0.03,0.01,0.02,0.03,0.02,0.03,0.02,0.02
,,,,,,,,b,bcgh,bcgh,,,bcgh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,,,,,,,,ac,,,ac,,,,
,10,124,49,73,17,23,18,15,20,30,39,33,51,21,3,12,13,14,10,17,12,22,38,86,12,45,30,20,17,57,67,85,38,101,2,11,6,3,76,45,34,18,107,10,71,47,89,35,54,19,24,12,57,67,47,74,47
,,0.02,0.02,0.02,0.02,0.02,0.02,0.01,0.02,0.02,0.02,0.02,0.02,0.03,0.01,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.01,0.02,0.02,0.02,0.03,0.02,0.02,0.02,0.01,0.02,0.02,0.02,0.02,0.03,0.02,0.02,0.03,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.01,0.02,0.02,0.02,0.02,0.02
,,,,,,,,,,,,,,,,,,,,,,,,,,a,a,a,af,a,af,b,,,,,,,,,,,,,,,,,,,,,d,,,,
,11,108,34,75,13,17,22,17,15,23,31,39,39,11,3,12,9,7,8,21,15,23,45,64,32,33,18,13,12,65,43,51,57,90,2,10,6,0,65,42,26,19,100,6,69,33,86,21,48,15,19,14,44,67,37,62,45
,,0.02,0.01,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.01,0.01,0.02,0.01,0.01,0.01,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.01,0.01,0.02,0.02,0.02,0.01,0.02,0.02,0.01,0.02,0.02,0,0.02,0.02,0.02,0.02,0.02,0.01,0.02,0.02,0.02,0.01,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02
,,,,a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,,,,,,,,,,,,,,,,,,,,,,,,
,12,93,45,49,15,19,11,15,16,16,35,26,33,9,3,10,12,7,11,14,12,15,30,63,25,27,14,17,10,52,41,51,42,78,3,9,3,0,63,26,14,12,80,10,50,40,66,25,39,9,18,13,42,52,37,50,40
,,0.01,0.01,0.02,0.02,0.02,0.01,0.01,0.02,0.01,0.02,0.01,0.01,0.01,0.01,0.02,0.02,0.01,0.02,0.01,0.02,0.02,0.01,0.02,0.02,0.01,0.01,0.02,0.02,0.01,0.01,0.01,0.02,0.02,0.02,0.02,0.01,0,0.02,0.01,0.01,0.01,0.01,0.02,0.01,0.02,0.01,0.02,0.01,0.01,0.01,0.01,0.02,0.01,0.02,0.01,0.02
,13,89,41,46,14,21,13,14,12,15,35,27,28,8,2,7,6,9,14,14,11,18,33,56,24,27,7,21,10,51,38,50,39,65,3,15,2,3,56,33,23,15,79,8,60,26,74,12,41,8,16,17,36,60,24,58,28
,,0.01,0.01,0.01,0.02,0.02,0.01,0.01,0.01,0.01,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.02,0.01,0.02,0.02,0.02,0.01,0.02,0.01,0.01,0.02,0.02,0.01,0.01,0.01,0.01,0.01,0.02,0.03,0.01,0.02,0.01,0.02,0.02,0.01,0.01,0.02,0.02,0.01,0.02,0.01,0.01,0.01,0.01,0.02,0.02,0.02,0.01,0.02,0.01
,,,,,,i,,,,,,,,,,,,,,,,,,,c,,,c,c,c,c,,,,,ad,,,,,,,,,,,b,,,,,b,,b,,,
,14,58,29,29,9,6,12,13,5,12,16,24,18,8,4,5,9,2,4,6,5,16,32,26,12,19,10,4,12,31,27,40,18,47,*,6,1,3,31,27,21,12,53,3,37,18,41,17,36,10,16,9,16,39,17,38,18
,,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,*%,0.01,0.01,0.01,0.02,0.01,0.01,0.01,0.01,0.01,*%,0.02,0.01,0.01,0.01,0.01,0.01,*%,0.01,*%,0.02,0.01,0.01,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
,,,,,,,,,,,,,,,,,e,,,,,eg,b,,,,,,abcdfg,,,,,,,,,,,,a,,,,,,,,,,,,,,,,
,NET: Rank 1,395,197,198,58,73,57,70,63,75,130,127,138,56,20,35,35,45,33,70,45,56,140,254,91,148,78,55,23,240,155,215,172,307,9,40,26,10,263,129,70,66,366,24,239,137,287,101,222,53,102,67,132,227,158,238,148
,,0.06,0.07,0.06,0.07,0.07,0.06,0.07,0.07,0.05,0.07,0.06,0.06,0.07,0.07,0.06,0.05,0.08,0.05,0.07,0.06,0.06,0.07,0.06,0.06,0.07,0.06,0.06,0.04,0.07,0.06,0.06,0.07,0.06,0.07,0.07,0.11,0.07,0.07,0.06,0.06,0.06,0.07,0.05,0.06,0.06,0.06,0.06,0.07,0.05,0.08,0.07,0.06,0.06,0.07,0.07,0.06
,,,,,,,,,,,,,,,,,,f,,,,,,,,e,,,,e,,,,,,,a,,,,,,,,,,,,e,,be,,,,,,
,NET: Rank 1-3,1348,664,680,167,248,214,247,214,258,414,461,472,178,68,135,135,131,134,206,149,211,496,852,306,454,283,210,94,760,587,766,571,1083,30,122,73,31,866,461,246,237,1232,97,803,507,962,368,671,182,293,196,490,798,511,757,558
,,0.22,0.22,0.21,0.2,0.24,0.21,0.25,0.22,0.18,0.22,0.23,0.2,0.22,0.23,0.22,0.21,0.24,0.21,0.2,0.21,0.22,0.23,0.21,0.21,0.22,0.23,0.23,0.17,0.22,0.22,0.21,0.22,0.21,0.23,0.22,0.3,0.24,0.22,0.21,0.2,0.22,0.22,0.2,0.21,0.23,0.21,0.22,0.22,0.19,0.24,0.22,0.21,0.22,0.22,0.22,0.22
,,,,,,fi,,afi,f,,f,fi,,,,,,,,,,,b,,e,e,e,e,,e,e,,,,,,abc,,,,,,,,,,,,b,,be,,,,,,
,NET: Rank 1-5,1984,950,1024,236,346,315,347,328,413,582,662,741,267,110,196,200,178,207,306,220,302,721,1263,441,676,415,299,153,1117,867,1123,847,1626,43,163,101,40,1283,673,359,350,1799,155,1184,746,1424,534,983,278,413,293,723,1172,756,1116,801
,,0.32,0.32,0.32,0.29,0.33,0.31,0.34,0.34,0.29,0.31,0.33,0.31,0.33,0.37,0.32,0.31,0.33,0.32,0.3,0.32,0.31,0.33,0.31,0.31,0.32,0.33,0.32,0.28,0.32,0.32,0.31,0.32,0.32,0.33,0.29,0.42,0.31,0.32,0.31,0.3,0.33,0.32,0.32,0.31,0.34,0.32,0.32,0.32,0.28,0.34,0.33,0.31,0.32,0.32,0.32,0.32
,,,,,,a,,af,af,,,af,,,dgi,,,,,,,,b,,,,e,,,,,,,,,,abc,,,,,,,,,a,,,b,,b,b,,,,,
,NET: Rank 1-14,3163,1462,1683,383,535,486,518,528,712,919,1004,1240,423,157,322,314,269,321,505,353,499,1121,2042,720,1085,630,447,280,1805,1357,1805,1340,2604,64,273,138,69,2002,1118,630,568,2851,251,1916,1153,2302,820,1527,463,619,446,1188,1875,1185,1822,1241
,,0.51,0.49,0.53,0.47,0.51,0.48,0.51,0.55,0.51,0.49,0.5,0.52,0.52,0.54,0.53,0.49,0.5,0.5,0.49,0.51,0.52,0.52,0.5,0.5,0.52,0.51,0.48,0.51,0.51,0.5,0.5,0.51,0.51,0.49,0.49,0.57,0.53,0.5,0.52,0.52,0.53,0.51,0.52,0.5,0.52,0.51,0.49,0.49,0.47,0.5,0.5,0.51,0.52,0.5,0.52,0.5
,,,,a,,a,,,acfgh,,,,ac,,,,,,,,,,,,,,,,,,,,,,,,ac,,,,,,,,,,,,,,,,,,,,
,"Columns Tested: a,b - a,b,c,d,e,f,g,h,i - a,b,c,d,e,f,g,h,i - a,b - a,b,c,d,e,f,g - a,b - a,b,c,d,e - a,b,c,d - a,b - a,b - a,b - a,b,c,d,e - a,b - a,b",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Prepared by Savanta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
