Unnamed: 0,<< Contents,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42
,,0.13,0.13,0.13,0.11,0.19,0.13,0.11,0.11,0.12,0.16,0.12,0.12,0.15,0.15,0.12,0.17,0.1,0.09,0.17,0.1,0.1,0.14,0.07,0.17,0.13,0.16,0.12,0.13,0.11,0.12,0.13,0.18,0.05,0.08,0.15,0,0.16,0.13,0.11,0.15,0.13
,,,,,,acdefhi,,,,,defhi,,,,k,,k,,,efhik,,,k,,efhik,k,d,,,,,,d,,,,,,,,a,
,Fairly good job,964,500,463,67,134,155,188,161,259,201,343,420,30,75,99,33,67,41,80,74,91,148,108,118,817,269,258,190,243,336,247,45,12,25,21,5,29,187,338,350,226
,,0.43,0.46,0.41,0.27,0.35,0.43,0.48,0.49,0.5,0.32,0.46,0.5,0.45,0.4,0.4,0.36,0.37,0.38,0.41,0.47,0.47,0.49,0.52,0.4,0.44,0.44,0.41,0.42,0.45,0.48,0.45,0.4,0.36,0.67,0.36,0.74,0.51,0.37,0.43,0.47,0.38
,,,b,,,a,abg,abg,abg,abg,,abg,abg,,,,,,,,e,e,cdefl,bcdefgl,,e,,,,,i,i,,,abcdfi,,,,,,c,
,Fairly bad job,488,239,247,83,107,64,81,52,101,190,146,153,13,32,62,24,49,25,38,36,38,53,40,77,418,123,165,95,102,130,135,30,12,6,10,0,7,121,182,135,147
,,0.22,0.22,0.22,0.33,0.28,0.18,0.21,0.16,0.2,0.3,0.19,0.18,0.19,0.17,0.25,0.26,0.27,0.23,0.2,0.23,0.2,0.18,0.19,0.26,0.22,0.2,0.26,0.21,0.19,0.18,0.24,0.26,0.34,0.15,0.18,0,0.13,0.24,0.23,0.18,0.25
,,,,,cdefhi,cdefhi,,,,,cdefhi,,,,,j,,bj,,,,,,,bj,,,ad,,,,a,,ah,,,,,a,b,,b
,Very bad job,289,149,140,43,36,60,44,55,50,79,105,105,6,24,43,12,28,17,19,22,23,36,32,26,242,86,71,59,73,112,62,7,6,1,7,1,4,71,124,82,80
,,0.13,0.14,0.12,0.17,0.09,0.17,0.11,0.17,0.1,0.12,0.14,0.12,0.08,0.13,0.17,0.13,0.15,0.16,0.1,0.14,0.12,0.12,0.15,0.09,0.13,0.14,0.11,0.13,0.14,0.16,0.11,0.06,0.16,0.03,0.13,0.13,0.08,0.14,0.16,0.11,0.13
,,,,,bdfi,,bdfi,,bdfi,,,bf,,,,gl,,l,l,,,,,l,,,,,,,bce,,,,,,,,c,b,,
,Don't know,204,62,142,27,36,32,38,24,46,63,71,71,8,29,16,6,20,15,23,10,20,24,13,22,153,34,56,49,64,41,37,11,3,2,10,1,7,61,57,70,61
,,0.09,0.06,0.12,0.11,0.09,0.09,0.1,0.07,0.09,0.1,0.09,0.08,0.12,0.15,0.06,0.07,0.11,0.14,0.12,0.06,0.1,0.08,0.06,0.07,0.08,0.06,0.09,0.11,0.12,0.06,0.07,0.1,0.09,0.06,0.18,0.12,0.12,0.12,0.07,0.09,0.1
,,,,a,,,,,,,,,,,cdhjklm,,,,chklm,ch,,,,,,,,a,a,a,,,,,,ab,,,ab,,,a
,Sum: Good job,1253,639,613,95,208,201,232,199,319,303,432,518,40,103,128,49,86,51,113,91,112,190,123,168,1059,365,334,248,301,424,319,65,14,28,30,5,38,254,424,463,305
,,0.56,0.59,0.54,0.38,0.54,0.56,0.59,0.6,0.62,0.48,0.57,0.61,0.6,0.55,0.51,0.54,0.47,0.47,0.59,0.57,0.58,0.63,0.59,0.57,0.57,0.6,0.53,0.55,0.56,0.6,0.58,0.58,0.41,0.75,0.52,0.74,0.67,0.5,0.54,0.62,0.51
,,,b,,,a,ag,ag,ag,abg,a,ag,abg,,,,,,,ef,e,e,cef,ef,e,ef,b,,,,di,di,,,bdfi,,,di,,,ac,
,Sum: Bad job,777,388,387,126,143,125,125,108,151,269,250,258,19,56,105,36,77,42,57,58,61,90,72,103,660,209,236,154,175,242,197,36,17,7,18,1,12,192,306,217,227
,,0.35,0.36,0.34,0.51,0.37,0.35,0.32,0.33,0.29,0.42,0.33,0.3,0.28,0.3,0.42,0.4,0.42,0.39,0.3,0.37,0.32,0.3,0.35,0.35,0.35,0.34,0.38,0.34,0.32,0.34,0.36,0.32,0.5,0.18,0.31,0.13,0.21,0.38,0.39,0.29,0.38
,,,,,bcdefghi,fi,,,,,cdefhi,,,,,bgijm,,bgijm,,,,,,,,,,,,,,eh,,aceh,,,,,eh,b,,b
,"Columns Tested: a,b - a,b,c,d,e,f,g,h,i - a,b,c,d,e,f,g,h,i,j,k,l,m - a,b,c,d - a,b,c,d,e,f,g,h,i - a,b,c",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Prepared by Savanta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
