Unnamed: 0,<< Contents,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57
,National Lottery Community Fund - CRI - Wave 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Table 144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Q26. Summary: Rank 1-5 - Thinking about your local community, what do you see as the main challenges facing young people (aged 16-24) today?By 'local community' we mean the local area where you live.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,BASE: All respondents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Gender,,Age,,,,,,,,,English region,,,,,,,,,IMD ranking,,Social grade,,,,,,,Education,,Ethnicity,,,,,Disability,,,,Sexuality,,Feels like part of their community,,Important to feel part of their community,,Intention to volunteer in 2023,,,,,Strength of local community spirit,,Worried about the impact of climate change on local community,
,,Total,Male,Female,16-24,25-34,35-44,45-54,55-64,65+,18-34,35-54,55+,North-West,North-East,Yorkshire & Humberside,West Midlands,East Midlands,South-West,South-East,Eastern,London,Deciles 1-3,Deciles 4-10,AB,C1,C2,D,E,ABC1,C2DE,Non-graduates,Graduates,White,Mixed,Asian,Black,Other,No,NET: Yes,Mental health condition,Physical condition,Heterosexual/straight,Lesbian/gay/bisexual,Yes,No,Important,Not important,NET: Yes,"Yes, and I already do","Yes, and I have done previously","Yes, for the first time",No,Strong,Not strong,Worried,Not worried
,Significance Level: 95%,,a,b,a,b,c,d,e,f,g,h,i,a,b,c,d,e,f,g,h,i,a,b,a,b,c,d,e,f,g,a,b,a,b,c,d,e,a,b,c,d,a,b,a,b,a,b,a,b,c,d,e,a,b,a,b
,Unweighted Total,6241,2812,3396,663,1162,1266,943,1226,981,1825,2209,2207,802,296,623,647,519,675,1019,691,969,2105,4136,1996,2009,1138,681,417,4005,2236,3258,2940,5064,240,446,421,42,4108,2058,1189,992,5627,489,3850,2171,4567,1590,3235,1022,1294,919,2217,3719,2304,3568,2432
,Total,6241,3007,3201,823,1041,1004,1006,961,1406,1864,2010,2367,817,294,612,647,542,640,1027,697,967,2156,4085,1426,2086,1242,933,553,3513,2728,3579,2609,5152,131,557,243,130,4004,2157,1216,1066,5623,486,3806,2198,4476,1669,3109,980,1229,899,2346,3636,2376,3487,2495
,Cost of living,3525,1713,1793,425,610,604,598,543,746,1034,1202,1288,471,159,317,353,321,357,582,415,549,1215,2310,788,1178,752,503,304,1966,1559,2009,1486,2912,67,332,136,59,2260,1223,708,589,3201,259,2153,1238,2539,935,1727,522,676,529,1361,2053,1346,1992,1395
,,0.56,0.57,0.56,0.52,0.59,0.6,0.59,0.56,0.53,0.56,0.6,0.54,0.58,0.54,0.52,0.55,0.59,0.56,0.57,0.6,0.57,0.56,0.57,0.55,0.56,0.61,0.54,0.55,0.56,0.57,0.56,0.57,0.57,0.52,0.6,0.56,0.45,0.56,0.57,0.58,0.55,0.57,0.53,0.57,0.56,0.57,0.56,0.56,0.53,0.55,0.59,0.58,0.56,0.57,0.57,0.56
,,,,,,afi,afgi,afgi,a,,,afgi,,c,,,,c,,,c,c,,,,,abdef,,,,,,,,,b,,,,,,,,,,,,,,,,b,b,,,,
,Rent prices,2812,1392,1401,324,453,444,449,474,668,777,893,1142,332,109,259,279,240,316,483,332,462,905,1907,629,942,575,434,233,1571,1241,1614,1176,2360,56,230,103,55,1834,953,508,473,2532,233,1704,1014,2013,765,1371,430,534,406,1079,1627,1099,1516,1195
,,0.45,0.46,0.44,0.39,0.44,0.44,0.45,0.49,0.48,0.42,0.44,0.48,0.41,0.37,0.42,0.43,0.44,0.49,0.47,0.48,0.48,0.42,0.47,0.44,0.45,0.46,0.47,0.42,0.45,0.45,0.45,0.45,0.46,0.43,0.41,0.42,0.42,0.46,0.44,0.42,0.44,0.45,0.48,0.45,0.46,0.45,0.46,0.44,0.44,0.43,0.45,0.46,0.45,0.46,0.43,0.48
,,,b,,,,a,a,abcdgh,ag,,a,abcgh,,,,,b,abcd,ab,ab,abc,,a,,,,,,,,,,,,,,,c,,,,,,,,,,,,,,,,,,a
,Getting on the housing ladder,2668,1309,1345,232,372,367,423,499,774,605,790,1273,334,102,277,254,216,328,464,352,342,753,1915,659,963,508,357,180,1622,1046,1549,1108,2403,41,132,62,21,1761,882,429,488,2448,191,1664,917,1960,676,1225,385,496,344,1087,1576,1019,1386,1194
,,0.43,0.44,0.42,0.28,0.36,0.37,0.42,0.52,0.55,0.32,0.39,0.54,0.41,0.35,0.45,0.39,0.4,0.51,0.45,0.51,0.35,0.35,0.47,0.46,0.46,0.41,0.38,0.33,0.46,0.38,0.43,0.42,0.47,0.31,0.24,0.25,0.16,0.44,0.41,0.35,0.46,0.44,0.39,0.44,0.42,0.44,0.41,0.39,0.39,0.4,0.38,0.46,0.43,0.43,0.4,0.48
,,,,,,a,ag,abcg,abcdgh,abcdgh,a,abg,abcdgh,i,,bdi,,,abcdegi,bdei,abdegi,,,a,cdeg,cdeg,e,,,cdeg,e,,,bcde,c,,,,bc,c,,bc,,,,,b,,,,,,abcd,,,,a
,Youth violence (incl. knife crime),2464,1117,1336,354,407,368,378,401,557,761,746,958,339,113,243,275,211,207,373,252,452,937,1528,499,820,513,403,230,1319,1146,1497,951,1990,57,249,98,56,1554,884,491,448,2239,178,1452,908,1737,682,1209,356,498,356,911,1377,1005,1352,1010
,,0.39,0.37,0.42,0.43,0.39,0.37,0.38,0.42,0.4,0.41,0.37,0.4,0.42,0.38,0.4,0.42,0.39,0.32,0.36,0.36,0.47,0.43,0.37,0.35,0.39,0.41,0.43,0.42,0.38,0.42,0.42,0.36,0.39,0.44,0.45,0.4,0.43,0.39,0.41,0.4,0.42,0.4,0.37,0.38,0.41,0.39,0.41,0.39,0.36,0.4,0.4,0.39,0.38,0.42,0.39,0.4
,,,,a,cdh,,,,cdh,,ch,,ch,fgh,,f,fgh,f,,,,abcefgh,b,,,a,af,af,a,,af,b,,,,a,,,,,,,,,,a,,,,,b,,,,a,,
,Poor mental health,2441,956,1466,419,506,455,426,325,309,926,881,634,339,117,229,248,196,225,418,282,387,909,1532,502,831,474,361,273,1333,1108,1349,1072,1958,56,229,106,78,1406,1003,658,431,2145,247,1425,941,1765,643,1285,336,539,409,843,1428,940,1470,867
,,0.39,0.32,0.46,0.51,0.49,0.45,0.42,0.34,0.22,0.5,0.44,0.27,0.42,0.4,0.38,0.38,0.36,0.35,0.41,0.4,0.4,0.42,0.37,0.35,0.4,0.38,0.39,0.49,0.38,0.41,0.38,0.41,0.38,0.43,0.41,0.43,0.6,0.35,0.47,0.54,0.4,0.38,0.51,0.37,0.43,0.39,0.39,0.41,0.34,0.44,0.45,0.36,0.39,0.4,0.42,0.35
,,,,a,cdefhi,defhi,efi,efi,fi,,cdefhi,efi,f,f,,,,,,f,f,f,b,,,a,,,abcdfg,a,af,,a,,,,a,abcd,,ad,abd,a,,a,,a,,,be,,be,abe,,,,b,
,Negative impact of social media,2194,960,1229,269,385,363,336,348,493,655,699,840,301,89,203,207,201,223,382,264,324,729,1465,567,765,416,264,182,1332,862,1177,1004,1804,53,178,106,48,1420,747,424,380,2004,152,1369,760,1617,548,1111,352,439,321,777,1300,836,1233,877
