Unnamed: 0,<< Contents,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48
,National Lottery Community Fund - CRI - Wave 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Table 9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Q4_W3. Summary: Rank 1-5 - You said that you intend to volunteer in your local community next year. In which of the following areas do you think you might do this?By 'local community' we mean the local area where you live.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,BASE: All respondents who intend to volunteer in their community in the next 12 months,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Gender,,Age,,,,,,,,,IMD ranking,,Social grade,,,,,,,Education,,Ethnicity,,,,,Disability,,,,Sexuality,,Feels like part of their community,,Important to feel part of their community,,Intention to volunteer in 2023,,,,,Strength of local community spirit,,Worried about the impact of climate change on local community,
,,Total,Male,Female,16-24,25-34,35-44,45-54,55-64,65+,18-34,35-54,55+,Deciles 1-3,Deciles 4-10,AB,C1,C2,D,E,ABC1,C2DE,Non-graduates,Graduates,White,Mixed,Asian,Black,Other,No,NET: Yes,Mental health condition,Physical condition,Heterosexual/straight,Lesbian/gay/bisexual,Yes,No,Important,Not important,NET: Yes,"Yes, and I already do","Yes, and I have done previously","Yes, for the first time",No,Strong,Not strong,Worried,Not worried
,Significance Level: 95%,,a,b,a,b,c,d,e,f,g,h,i,a,b,a,b,c,d,e,f,g,a,b,a,b,c,d,e,a,b,c,d,a,b,a,b,a,b,a,b,c,d,*e,a,b,a,b
,Unweighted Total,4644,2114,2499,664,1066,1016,624,728,546,1730,1640,1274,1595,3049,1675,1455,817,445,252,3130,1514,1998,2625,3662,191,342,396,39,2974,1620,1011,709,4121,433,3574,1000,4138,485,4644,1463,1895,1286,0,3505,1070,3019,1531
,Total,4459,2168,2260,823,909,761,625,561,780,1732,1386,1341,1588,2871,1165,1476,930,575,314,2641,1818,2177,2256,3459,119,502,241,124,2824,1584,948,715,3971,390,3414,972,3908,525,4459,1404,1782,1273,0,3313,1075,2868,1492
,Supporting older people,1560,768,781,284,308,232,231,203,302,592,463,505,575,985,407,508,344,201,101,915,646,786,767,1141,42,219,97,55,1003,547,342,254,1400,129,1257,282,1414,134,1560,451,651,458,0,1227,313,1048,486
,,0.35,0.35,0.35,0.34,0.34,0.31,0.37,0.36,0.39,0.34,0.33,0.38,0.36,0.34,0.35,0.34,0.37,0.35,0.32,0.35,0.36,0.36,0.34,0.33,0.35,0.44,0.4,0.45,0.36,0.35,0.36,0.36,0.35,0.33,0.37,0.29,0.36,0.25,0.35,0.32,0.37,0.36,0,0.37,0.29,0.37,0.33
,,,,,,,,c,c,ch,,,cgh,,,,,,,,,,,,,,a,a,,,,,,,,b,,b,,b,,b,b,,b,,b,
,Food banks,1548,649,891,326,390,287,232,157,156,716,519,313,608,940,385,509,334,205,115,894,654,736,801,1132,42,211,99,60,958,576,365,248,1374,141,1198,330,1388,152,1548,395,643,510,0,1191,335,1074,454
,,0.35,0.3,0.39,0.4,0.43,0.38,0.37,0.28,0.2,0.41,0.37,0.23,0.38,0.33,0.33,0.34,0.36,0.36,0.37,0.34,0.36,0.34,0.36,0.33,0.35,0.42,0.41,0.49,0.34,0.36,0.38,0.35,0.35,0.36,0.35,0.34,0.36,0.29,0.35,0.28,0.36,0.4,0,0.36,0.31,0.37,0.3
,,,,a,efi,cdefhi,efi,efi,fi,,efhi,efi,,b,,,,,,,,,,,,,a,a,a,,,a,,,,,,b,,b,,b,abc,,b,,b,
,Environment (e.g. litter picking),1511,812,687,236,317,234,226,203,296,552,461,498,505,1006,436,504,346,169,57,939,572,693,811,1225,38,146,59,40,1035,454,257,227,1361,129,1209,285,1376,123,1511,411,628,472,0,1150,345,1026,459
,,0.34,0.37,0.3,0.29,0.35,0.31,0.36,0.36,0.38,0.32,0.33,0.37,0.32,0.35,0.37,0.34,0.37,0.29,0.18,0.36,0.31,0.32,0.36,0.35,0.32,0.29,0.25,0.33,0.37,0.29,0.27,0.32,0.34,0.33,0.35,0.29,0.35,0.24,0.34,0.29,0.35,0.37,0,0.35,0.32,0.36,0.31
,,,b,,,a,,acg,acg,acgh,,a,acgh,,a,deg,e,deg,e,,deg,e,,a,cd,,,,,bcd,,,c,,,b,,b,,b,,b,ab,,,,b,
,Charity shops,1487,668,808,333,328,245,184,168,228,661,429,397,580,907,346,488,323,221,110,834,653,782,695,1051,41,230,99,59,956,512,310,217,1331,118,1160,302,1310,167,1487,403,609,475,0,1122,335,1025,435
,,0.33,0.31,0.36,0.41,0.36,0.32,0.29,0.3,0.29,0.38,0.31,0.3,0.37,0.32,0.3,0.33,0.35,0.38,0.35,0.32,0.36,0.36,0.31,0.3,0.34,0.46,0.41,0.48,0.34,0.32,0.33,0.3,0.34,0.3,0.34,0.31,0.34,0.32,0.33,0.29,0.34,0.37,0,0.34,0.31,0.36,0.29
,,,,a,cdefhi,defhi,,,,,cdefhi,,,b,,,a,a,abf,,,af,b,,,,ab,a,a,,,,,,,,,,,b,,b,ab,,,,b,
,Supporting young people,1090,479,600,244,300,229,138,77,103,544,367,179,404,686,318,339,238,133,61,657,432,449,640,775,39,149,91,31,695,386,261,158,958,116,836,240,968,115,1090,341,455,293,0,823,253,712,365
,,0.24,0.22,0.27,0.3,0.33,0.3,0.22,0.14,0.13,0.31,0.26,0.13,0.25,0.24,0.27,0.23,0.26,0.23,0.19,0.25,0.24,0.21,0.28,0.22,0.33,0.3,0.38,0.25,0.25,0.24,0.28,0.22,0.24,0.3,0.24,0.25,0.25,0.22,0.24,0.24,0.26,0.23,0,0.25,0.24,0.25,0.24
,,,,a,defi,defhi,defhi,efi,,,defhi,defi,,,,beg,,e,,,,,,a,,a,a,ac,,,,d,,,a,,,,,,,,,,,,,
,"Supporting people with multiple and complex needs (e.g. disabled, disadvantaged, homelessness, mental health issues)",901,441,452,200,267,147,109,81,95,468,257,176,368,533,243,259,216,107,77,501,400,387,508,638,31,114,73,42,493,400,277,173,777,114,696,193,804,95,901,323,364,214,0,693,196,615,268
,,0.2,0.2,0.2,0.24,0.29,0.19,0.18,0.14,0.12,0.27,0.19,0.13,0.23,0.19,0.21,0.18,0.23,0.19,0.25,0.19,0.22,0.18,0.23,0.18,0.26,0.23,0.3,0.34,0.17,0.25,0.29,0.24,0.2,0.29,0.2,0.2,0.21,0.18,0.2,0.23,0.2,0.17,0,0.21,0.18,0.21,0.18
,,,,,cdefhi,acdefhi,efi,fi,,,cdefhi,efi,,b,,b,,bf,,bf,,bf,,a,,a,,ac,a,,a,abd,a,,a,,,,,d,ad,d,,,,,b,
,Animal welfare,867,407,453,212,189,135,108,115,108,400,244,223,317,550,217,310,185,94,61,527,340,403,464,704,26,65,25,44,490,364,243,148,724,118,642,215,764,99,867,249,352,266,0,648,212,612,233
