Unnamed: 0,<< Contents,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48
,National Lottery Community Fund - CRI - Wave 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Table 142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Q26. Summary: Rank 1 - Thinking about your local community, what do you see as the main challenges facing young people (aged 16-24) today?By 'local community' we mean the local area where you live.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,BASE: All respondents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Gender,,Age,,,,,,,,,IMD ranking,,Social grade,,,,,,,Education,,Ethnicity,,,,,Disability,,,,Sexuality,,Feels like part of their community,,Important to feel part of their community,,Intention to volunteer in 2023,,,,,Strength of local community spirit,,Worried about the impact of climate change on local community,
,,Total,Male,Female,16-24,25-34,35-44,45-54,55-64,65+,18-34,35-54,55+,Deciles 1-3,Deciles 4-10,AB,C1,C2,D,E,ABC1,C2DE,Non-graduates,Graduates,White,Mixed,Asian,Black,Other,No,NET: Yes,Mental health condition,Physical condition,Heterosexual/straight,Lesbian/gay/bisexual,Yes,No,Important,Not important,NET: Yes,"Yes, and I already do","Yes, and I have done previously","Yes, for the first time",No,Strong,Not strong,Worried,Not worried
,Significance Level: 95%,,a,b,a,b,c,d,e,f,g,h,i,a,b,a,b,c,d,e,f,g,a,b,a,b,c,d,e,a,b,c,d,a,b,a,b,a,b,a,b,c,d,e,a,b,a,b
,Unweighted Total,8976,4015,4913,933,1712,1863,1359,1747,1362,2645,3222,3109,3004,5972,2822,2887,1590,1020,657,5709,3267,4583,4333,7653,268,480,491,50,5832,3039,1799,1444,8064,745,5632,3041,6650,2219,4644,1463,1895,1286,3177,5455,3218,5114,3545
,Total,8976,4315,4613,1174,1488,1427,1447,1399,2041,2662,2874,3440,3098,5878,2005,2962,1812,1367,830,4968,4008,5127,3774,7598,168,713,304,160,5726,3137,1774,1545,8083,710,5517,3117,6466,2379,4459,1404,1782,1273,3373,5280,3367,4995,3624
,Cost of living,1557,820,729,162,269,284,295,230,317,431,579,547,531,1025,329,506,324,252,146,835,722,892,654,1324,22,129,53,21,1024,520,299,254,1423,102,963,525,1141,395,732,225,306,201,636,919,561,869,622
,,0.17,0.19,0.16,0.14,0.18,0.2,0.2,0.16,0.16,0.16,0.2,0.16,0.17,0.17,0.16,0.17,0.18,0.18,0.18,0.17,0.18,0.17,0.17,0.17,0.13,0.18,0.18,0.13,0.18,0.17,0.17,0.16,0.18,0.14,0.17,0.17,0.18,0.17,0.16,0.16,0.17,0.16,0.19,0.17,0.17,0.17,0.17
,,,b,,,a,aefgi,aefgi,,,,aefgi,,,,,,,,,,,,,,,,,,,,,,b,,,,,,,,,,abd,,,,
,Getting on the housing ladder,1012,540,468,90,116,116,153,180,356,207,269,536,259,753,238,362,211,148,53,600,412,602,404,945,13,38,12,3,679,324,137,181,931,73,668,318,764,241,463,154,172,137,402,635,359,509,477
,,0.11,0.13,0.1,0.08,0.08,0.08,0.11,0.13,0.17,0.08,0.09,0.16,0.08,0.13,0.12,0.12,0.12,0.11,0.06,0.12,0.1,0.12,0.11,0.12,0.07,0.05,0.04,0.02,0.12,0.1,0.08,0.12,0.12,0.1,0.12,0.1,0.12,0.1,0.1,0.11,0.1,0.11,0.12,0.12,0.11,0.1,0.13
,,,b,,,,,abcg,abcgh,abcdegh,,g,abcdegh,,a,eg,eg,e,e,,eg,e,,,bcde,d,,,,bc,c,,c,,,b,,b,,,,,,ac,,,,a
,Rent prices,943,468,472,129,156,148,143,149,218,285,291,367,301,642,226,310,201,135,71,536,408,525,410,791,19,91,29,11,613,318,182,143,840,90,583,325,683,250,476,156,184,136,359,563,347,506,406
,,0.11,0.11,0.1,0.11,0.1,0.1,0.1,0.11,0.11,0.11,0.1,0.11,0.1,0.11,0.11,0.1,0.11,0.1,0.09,0.11,0.1,0.1,0.11,0.1,0.11,0.13,0.1,0.07,0.11,0.1,0.1,0.09,0.1,0.13,0.11,0.1,0.11,0.11,0.11,0.11,0.1,0.11,0.11,0.11,0.1,0.1,0.11
,,,,,,,,,,,,,,,,e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Youth violence (incl. knife crime),917,428,484,118,132,127,137,153,251,250,263,404,397,520,183,280,209,155,90,463,454,575,339,757,25,75,41,12,561,347,188,179,850,52,543,337,635,264,433,130,173,129,356,502,379,486,381
,,0.1,0.1,0.1,0.1,0.09,0.09,0.09,0.11,0.12,0.09,0.09,0.12,0.13,0.09,0.09,0.09,0.12,0.11,0.11,0.09,0.11,0.11,0.09,0.1,0.15,0.11,0.14,0.08,0.1,0.11,0.11,0.12,0.11,0.07,0.1,0.11,0.1,0.11,0.1,0.09,0.1,0.1,0.11,0.1,0.11,0.1,0.11
,,,,,,,,,bch,bcdgh,,,bcdgh,b,,,,abf,af,,,abf,b,,,a,,a,,,,,a,b,,,,,,,,,,,,a,,
,Poor mental health,796,322,473,174,180,144,128,98,72,354,272,170,302,494,145,270,144,132,105,415,380,444,341,657,18,59,27,31,440,345,250,132,668,106,470,302,569,212,433,108,190,134,263,479,290,485,278
