Unnamed: 0,<< Contents,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39
,P035983 NSPCC Parents Nat Rep,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Table 17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Q4b. Summary Table (NET: Unequipped): To what extent do you feel equipped, if at all, to help your child/chilren aged 0 - 5, navigate the following?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,BASE: All those with children aged 0 - 5 who are concerned about each statement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Age of child,,,Gender of child,,Age of parent,,,Gender of parent,,Regions,,,,,,,,,,,,SEG,,Ethnicity of parent,,,,,,Parental / Guardianship status,,,,Perspective on challenges relating to gender,,
,,Total,0-5,6-11,12-18,Male,Female,18-34,35-64,65+,Male,Female,Northern Ireland,Scotland,North-West,North-East,Yorkshire & The Humber,Wales,West Midlands,East Midlands,South-West,South-East,East of England,London,ABC1,C2DE,White,Mixed/multiple,Asian or Asian British,Black or Black British,Another ethnicity,NET: Ethnic minority,Mother,Father,Parents,Gaurdian,Growing up as a boy is more challenging,Growing up as a girl is more challenging,Equally difficult
,Significance Level: 95%,,a,b,c,a,b,a,b,*c,a,b,*a,b,c,*d,e,f,g,h,i,j,k,l,a,b,a,b,c,d,*e,f,a,b,c,*d,a,b,c
,Unweighted Total,762,762,312,150,572,506,403,359,0,305,455,14,65,50,25,68,41,67,54,66,102,74,136,450,312,607,40,53,56,6,154,450,306,756,6,121,226,405
,Total,755,755,311,151,569,500,396,359,0,323,430,16,63,50,24,65,39,66,58,63,99,74,138,444,312,602,40,53,55,6,153,426,324,749,6,125,223,399
,Friendships groups,76,76,24,8,54,50,47,29,0,20,55,1,6,8,2,8,3,8,4,9,13,5,8,45,31,54,5,10,6,1,22,56,20,76,0,6,28,42
,,0.14,0.14,0.11,0.07,0.14,0.15,0.17,0.12,0,0.09,0.18,0.09,0.13,0.21,0.13,0.19,0.1,0.15,0.1,0.22,0.22,0.11,0.08,0.15,0.14,0.13,0.17,0.29,0.14,0.25,0.2,0.19,0.09,0.15,0,0.07,0.18,0.15
,,,c,,,,,,,,,a,,,l,,,,,,l,l,,,,,,,a,,,,b,,,,,a,
,Emotional wellbeing and/or mental health issues,68,68,21,8,54,42,39,29,0,21,47,0,4,4,0,9,3,6,6,12,11,9,4,42,26,56,3,6,2,1,12,46,22,68,0,2,24,43
,,0.11,0.11,0.09,0.06,0.12,0.11,0.12,0.1,0,0.08,0.14,0,0.07,0.09,0,0.18,0.09,0.13,0.15,0.23,0.14,0.15,0.03,0.12,0.11,0.11,0.09,0.14,0.06,0.33,0.11,0.14,0.08,0.11,0,0.02,0.13,0.14
,,,,,,,,,,,,a,,,,,l,,l,l,bl,l,l,,,,,,,,,,,,,,,a,a
,Diet or eating habits,51,51,21,6,36,33,31,20,0,19,32,1,3,1,2,8,4,8,2,4,8,7,3,34,17,41,2,6,1,1,10,32,19,51,0,4,19,27
,,0.1,0.1,0.1,0.06,0.09,0.1,0.11,0.08,0,0.09,0.11,0.08,0.06,0.03,0.11,0.2,0.14,0.18,0.06,0.1,0.11,0.16,0.03,0.11,0.08,0.1,0.07,0.18,0.03,0.5,0.1,0.11,0.09,0.1,0,0.05,0.13,0.1
,,,,,,,,,,,,,,,,,bcl,,cl,,,l,l,,,,,,,,,,,,,,,,
,Learning development,52,52,19,8,44,32,31,21,0,17,34,1,5,5,1,7,3,6,4,4,6,4,6,34,18,38,5,4,3,2,14,35,17,52,0,6,16,29
,,0.1,0.1,0.08,0.08,0.1,0.09,0.11,0.08,0,0.07,0.11,0.09,0.09,0.13,0.05,0.16,0.1,0.12,0.12,0.1,0.08,0.07,0.06,0.1,0.08,0.09,0.16,0.1,0.07,0.39,0.12,0.12,0.07,0.1,0,0.07,0.1,0.11
,Racism,63,63,18,4,49,33,41,22,0,27,36,2,4,5,3,8,4,8,3,5,12,3,7,40,23,44,4,10,5,1,20,36,26,62,1,10,20,33
,,0.15,0.15,0.11,0.04,0.15,0.12,0.18,0.11,0,0.14,0.16,0.22,0.13,0.15,0.18,0.2,0.16,0.21,0.12,0.17,0.23,0.08,0.08,0.17,0.12,0.14,0.16,0.26,0.12,0.25,0.19,0.16,0.13,0.15,0.21,0.11,0.15,0.17
,,,c,,,,,,,,,,,,,,l,,l,,,l,,,,,,,a,,,,,,,,,,
,"Global issues such as climate change, war, or terrorism",114,114,32,14,83,71,64,51,0,33,81,3,10,9,5,12,6,12,9,11,21,11,6,68,46,92,8,9,4,2,22,80,34,114,0,8,36,70
,,0.24,0.24,0.16,0.13,0.22,0.22,0.25,0.22,0,0.16,0.3,0.25,0.27,0.25,0.25,0.28,0.21,0.27,0.27,0.34,0.38,0.25,0.06,0.25,0.22,0.24,0.28,0.28,0.14,0.4,0.24,0.3,0.16,0.24,0,0.09,0.24,0.29
,,,bc,,,,,,,,,a,,l,l,,l,,l,l,l,l,l,,,,,,,,,,b,,b,,,a,a
