Unnamed: 0,<< Contents,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57
,National Lottery Community Fund - CRI - Wave 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Table 9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Q4_W3. Summary: Rank 1-5 - You said that you intend to volunteer in your local community next year. In which of the following areas do you think you might do this?By 'local community' we mean the local area where you live.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,BASE: All respondents who intend to volunteer in their community in the next 12 months,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Gender,,Age,,,,,,,,,English region,,,,,,,,,IMD ranking,,Social grade,,,,,,,Education,,Ethnicity,,,,,Disability,,,,Sexuality,,Feels like part of their community,,Important to feel part of their community,,Intention to volunteer in 2023,,,,,Strength of local community spirit,,Worried about the impact of climate change on local community,
,,Total,Male,Female,16-24,25-34,35-44,45-54,55-64,65+,18-34,35-54,55+,North-West,North-East,Yorkshire & Humberside,West Midlands,East Midlands,South-West,South-East,Eastern,London,Deciles 1-3,Deciles 4-10,AB,C1,C2,D,E,ABC1,C2DE,Non-graduates,Graduates,White,Mixed,Asian,Black,Other,No,NET: Yes,Mental health condition,Physical condition,Heterosexual/straight,Lesbian/gay/bisexual,Yes,No,Important,Not important,NET: Yes,"Yes, and I already do","Yes, and I have done previously","Yes, for the first time",No,Strong,Not strong,Worried,Not worried
,Significance Level: 95%,,a,b,a,b,c,d,e,f,g,h,i,a,b,c,d,e,f,g,h,i,a,b,a,b,c,d,e,f,g,a,b,a,b,c,d,e,a,b,c,d,a,b,a,b,a,b,a,b,c,d,*e,a,b,a,b
,Unweighted Total,3235,1480,1734,471,743,699,434,508,380,1214,1133,888,386,136,310,351,240,322,561,331,598,1132,2103,1197,1008,581,295,154,2205,1030,1403,1816,2368,171,317,334,32,2109,1086,660,489,2885,282,2476,705,2864,356,3235,1022,1294,919,0,2414,769,2128,1040
,Total,3109,1514,1574,574,649,539,434,387,526,1223,973,913,368,126,292,349,238,289,545,324,577,1112,1997,839,1035,641,387,207,1874,1235,1510,1581,2320,93,392,192,99,1986,1085,647,497,2773,265,2376,681,2722,369,3109,980,1229,899,0,2298,760,2013,1027
,Food banks,1103,462,635,234,282,208,170,109,100,515,378,209,139,49,83,117,88,93,195,112,228,429,674,284,366,236,140,77,649,453,519,575,774,34,165,79,46,685,407,258,178,979,98,855,232,991,106,1103,282,455,365,0,845,240,777,312
,,0.35,0.31,0.4,0.41,0.43,0.39,0.39,0.28,0.19,0.42,0.39,0.23,0.38,0.39,0.28,0.34,0.37,0.32,0.36,0.35,0.39,0.39,0.34,0.34,0.35,0.37,0.36,0.37,0.35,0.37,0.34,0.36,0.33,0.36,0.42,0.41,0.47,0.34,0.37,0.4,0.36,0.35,0.37,0.36,0.34,0.36,0.29,0.35,0.29,0.37,0.41,0,0.37,0.32,0.39,0.3
,,,,a,efi,efi,efi,efi,fi,,efi,efi,,c,c,,,c,,c,,cf,b,,,,,,,,,,,,,a,a,,,,a,,,,,,b,,b,,b,ab,,b,,b,
,Supporting older people,1094,538,545,207,216,166,162,134,208,423,329,343,132,44,90,120,89,97,181,107,236,406,689,295,355,237,142,66,650,444,546,543,763,33,173,78,41,711,376,235,179,978,92,878,200,987,98,1094,318,453,323,0,853,225,744,332
,,0.35,0.36,0.35,0.36,0.33,0.31,0.37,0.35,0.4,0.35,0.34,0.38,0.36,0.35,0.31,0.34,0.37,0.34,0.33,0.33,0.41,0.36,0.34,0.35,0.34,0.37,0.37,0.32,0.35,0.36,0.36,0.34,0.33,0.36,0.44,0.4,0.42,0.36,0.35,0.36,0.36,0.35,0.35,0.37,0.29,0.36,0.26,0.35,0.32,0.37,0.36,0,0.37,0.3,0.37,0.32
,,,,,,,,c,,bch,,,c,,,,,,,,,cdfgh,,,,,,,,,,,,,,a,a,,,,,,,,b,,b,,,,b,,,b,,b,
,Charity shops,1067,487,572,240,241,182,128,119,156,481,310,276,133,46,97,123,84,84,186,88,226,420,647,251,355,233,152,75,606,460,559,501,718,33,183,75,49,683,368,221,155,956,81,836,213,937,121,1067,292,434,340,0,807,238,739,309
,,0.34,0.32,0.36,0.42,0.37,0.34,0.3,0.31,0.3,0.39,0.32,0.3,0.36,0.36,0.33,0.35,0.35,0.29,0.34,0.27,0.39,0.38,0.32,0.3,0.34,0.36,0.39,0.36,0.32,0.37,0.37,0.32,0.31,0.35,0.47,0.39,0.5,0.34,0.34,0.34,0.31,0.34,0.3,0.35,0.31,0.34,0.33,0.34,0.3,0.35,0.38,0,0.35,0.31,0.37,0.3
,,,,a,cdefhi,defhi,,,,,cdefhi,,,fh,h,,h,h,,h,,fh,b,,,a,a,af,,,af,b,,,,ab,a,a,,,,,,,,,,,b,,b,b,,,,b,
,Environment (e.g. litter picking),1060,569,483,168,232,170,155,139,197,399,325,336,139,43,113,112,93,84,189,133,155,357,703,323,344,237,117,38,668,392,483,572,834,31,113,47,33,726,317,182,156,956,88,839,209,962,88,1060,290,437,333,0,801,248,729,312
,,0.34,0.38,0.31,0.29,0.36,0.31,0.36,0.36,0.38,0.33,0.33,0.37,0.38,0.34,0.39,0.32,0.39,0.29,0.35,0.41,0.27,0.32,0.35,0.39,0.33,0.37,0.3,0.18,0.36,0.32,0.32,0.36,0.36,0.34,0.29,0.24,0.33,0.37,0.29,0.28,0.31,0.34,0.33,0.35,0.31,0.35,0.24,0.34,0.3,0.36,0.37,0,0.35,0.33,0.36,0.3
,,,b,,,a,,a,a,ac,,,acg,fi,,fi,,fi,,i,dfi,,,,bdeg,e,eg,e,,eg,e,,a,cd,d,,,,bcd,,,,,,b,,b,,b,,b,b,,,,b,
,Supporting young people,755,344,404,169,216,156,93,51,70,385,249,121,68,28,63,80,62,62,141,79,171,282,473,230,238,162,90,35,468,287,311,443,501,33,115,75,27,484,264,175,114,664,79,580,165,669,81,755,233,318,204,0,565,180,493,255
,,0.24,0.23,0.26,0.3,0.33,0.29,0.21,0.13,0.13,0.32,0.26,0.13,0.18,0.22,0.22,0.23,0.26,0.21,0.26,0.24,0.3,0.25,0.24,0.27,0.23,0.25,0.23,0.17,0.25,0.23,0.21,0.28,0.22,0.35,0.29,0.39,0.27,0.24,0.24,0.27,0.23,0.24,0.3,0.24,0.24,0.25,0.22,0.24,0.24,0.26,0.23,0,0.25,0.24,0.25,0.25
,,,,,defi,defhi,defi,efi,,,defhi,efi,,,,,,a,,a,,acdf,,,beg,,e,,,e,,,a,,a,a,ac,,,,,,,a,,,,,,,,,,,,,
